0.10	 A0:27	 A1:170	 A2:69	 T:22.60
0.04	 B0:76	 B1:118	 B2:96	 T:nan
0.20	 C0:14	 C1:78	 C2:15	 T:23.00
0.19	 D0:16	 D1:190	 D2:90	 T:nan

0.17	 A0:27	 A1:170	 A2:69	 T:22.60
0.09	 B0:76	 B1:118	 B2:96	 T:nan
0.28	 C0:14	 C1:78	 C2:15	 T:23.00
0.27	 D0:15	 D1:190	 D2:90	 T:nan

0.25	 A0:27	 A1:170	 A2:69	 T:22.60
0.16	 B0:76	 B1:118	 B2:95	 T:nan
0.35	 C0:14	 C1:78	 C2:15	 T:23.00
0.34	 D0:15	 D1:189	 D2:90	 T:nan

0.32	 A0:27	 A1:170	 A2:69	 T:22.60
0.23	 B0:76	 B1:118	 B2:95	 T:nan
0.43	 C0:14	 C1:78	 C2:15	 T:23.00
0.41	 D0:15	 D1:190	 D2:90	 T:nan

0.40	 A0:27	 A1:170	 A2:70	 T:22.60
0.30	 B0:76	 B1:118	 B2:95	 T:nan
0.50	 C0:13	 C1:78	 C2:15	 T:23.00
0.49	 D0:15	 D1:190	 D2:90	 T:nan

0.48	 A0:27	 A1:170	 A2:69	 T:22.60
0.38	 B0:76	 B1:118	 B2:95	 T:nan
0.58	 C0:14	 C1:78	 C2:15	 T:23.00
0.56	 D0:15	 D1:190	 D2:89	 T:nan

0.56	 A0:27	 A1:170	 A2:70	 T:22.60
0.45	 B0:76	 B1:118	 B2:95	 T:nan
0.65	 C0:14	 C1:77	 C2:16	 T:23.00
0.63	 D0:15	 D1:190	 D2:90	 T:nan

0.63	 A0:28	 A1:170	 A2:70	 T:22.60
0.52	 B0:76	 B1:118	 B2:95	 T:nan
0.73	 C0:14	 C1:77	 C2:15	 T:23.00
0.70	 D0:15	 D1:190	 D2:90	 T:nan

0.71	 A0:28	 A1:170	 A2:69	 T:22.60
0.60	 B0:76	 B1:118	 B2:95	 T:nan
0.80	 C0:14	 C1:78	 C2:16	 T:23.00
0.78	 D0:15	 D1:189	 D2:90	 T:nan

0.79	 A0:28	 A1:170	 A2:70	 T:22.60
0.67	 B0:76	 B1:118	 B2:95	 T:nan
0.88	 C0:14	 C1:77	 C2:16	 T:23.00
0.85	 D0:15	 D1:190	 D2:90	 T:nan

0.86	 A0:28	 A1:170	 A2:70	 T:22.60
0.74	 B0:76	 B1:118	 B2:95	 T:nan
0.95	 C0:14	 C1:77	 C2:15	 T:23.00
0.92	 D0:15	 D1:189	 D2:90	 T:nan

0.94	 A0:28	 A1:170	 A2:69	 T:22.60
0.81	 B0:76	 B1:118	 B2:95	 T:nan
1.03	 C0:13	 C1:78	 C2:16	 T:23.00
1.00	 D0:15	 D1:190	 D2:90	 T:nan

1.02	 A0:28	 A1:170	 A2:70	 T:22.60
0.89	 B0:76	 B1:118	 B2:95	 T:nan
1.10	 C0:14	 C1:78	 C2:16	 T:23.00
1.07	 D0:15	 D1:190	 D2:90	 T:nan

1.10	 A0:27	 A1:170	 A2:69	 T:22.60
0.96	 B0:76	 B1:118	 B2:95	 T:nan
1.18	 C0:14	 C1:78	 C2:15	 T:23.00
1.14	 D0:15	 D1:189	 D2:90	 T:nan

1.17	 A0:27	 A1:170	 A2:69	 T:22.60
1.03	 B0:76	 B1:118	 B2:95	 T:nan
1.25	 C0:14	 C1:78	 C2:15	 T:23.00
1.21	 D0:15	 D1:190	 D2:90	 T:nan

1.25	 A0:28	 A1:170	 A2:69	 T:22.60
1.11	 B0:76	 B1:118	 B2:95	 T:nan
1.33	 C0:14	 C1:77	 C2:15	 T:23.00
1.29	 D0:15	 D1:190	 D2:90	 T:nan

1.33	 A0:28	 A1:170	 A2:69	 T:22.60
1.18	 B0:76	 B1:117	 B2:95	 T:nan
1.40	 C0:13	 C1:78	 C2:15	 T:23.00
1.36	 D0:15	 D1:190	 D2:89	 T:nan

1.40	 A0:28	 A1:170	 A2:69	 T:22.60
1.25	 B0:76	 B1:118	 B2:95	 T:nan
1.48	 C0:14	 C1:78	 C2:15	 T:23.00
1.43	 D0:15	 D1:190	 D2:90	 T:nan

1.48	 A0:28	 A1:170	 A2:70	 T:22.60
1.32	 B0:76	 B1:118	 B2:95	 T:nan
1.55	 C0:14	 C1:78	 C2:16	 T:23.00
1.51	 D0:15	 D1:190	 D2:90	 T:nan

1.56	 A0:27	 A1:170	 A2:70	 T:22.60
1.40	 B0:76	 B1:118	 B2:95	 T:nan
1.63	 C0:14	 C1:78	 C2:15	 T:23.00
1.58	 D0:15	 D1:190	 D2:90	 T:nan

1.63	 A0:27	 A1:170	 A2:70	 T:22.60
1.47	 B0:76	 B1:118	 B2:95	 T:nan
1.70	 C0:14	 C1:78	 C2:15	 T:23.00
1.65	 D0:15	 D1:190	 D2:90	 T:nan

1.71	 A0:28	 A1:170	 A2:69	 T:22.60
1.54	 B0:76	 B1:118	 B2:95	 T:nan
1.77	 C0:14	 C1:78	 C2:15	 T:23.00
1.72	 D0:15	 D1:190	 D2:90	 T:nan

1.79	 A0:28	 A1:170	 A2:69	 T:22.60
1.61	 B0:76	 B1:118	 B2:95	 T:nan
1.85	 C0:14	 C1:78	 C2:15	 T:23.00
1.80	 D0:15	 D1:190	 D2:90	 T:nan

1.86	 A0:28	 A1:170	 A2:70	 T:22.60
1.69	 B0:76	 B1:118	 B2:95	 T:nan
