0.06	 A0:26	 A1:166	 A2:69	 T:23.40
0.03	 B0:79	 B1:118	 B2:88	 T:nan
0.20	 C0:13	 C1:74	 C2:15	 T:23.80
0.04	 D0:14	 D1:178	 D2:79	 T:nan

0.13	 A0:26	 A1:166	 A2:70	 T:23.40
0.05	 B0:79	 B1:118	 B2:88	 T:nan
0.28	 C0:13	 C1:74	 C2:15	 T:23.80
0.09	 D0:15	 D1:179	 D2:80	 T:nan

0.21	 A0:26	 A1:166	 A2:69	 T:23.40
0.12	 B0:79	 B1:118	 B2:87	 T:nan
0.35	 C0:13	 C1:74	 C2:15	 T:23.80
0.16	 D0:15	 D1:178	 D2:80	 T:nan

0.29	 A0:26	 A1:166	 A2:70	 T:23.40
0.19	 B0:79	 B1:118	 B2:86	 T:nan
0.43	 C0:13	 C1:74	 C2:15	 T:23.80
0.23	 D0:15	 D1:178	 D2:79	 T:nan

0.36	 A0:26	 A1:166	 A2:69	 T:23.40
0.27	 B0:79	 B1:118	 B2:88	 T:nan
0.50	 C0:13	 C1:75	 C2:15	 T:23.80
0.30	 D0:14	 D1:178	 D2:80	 T:nan

0.44	 A0:26	 A1:166	 A2:69	 T:23.40
0.34	 B0:79	 B1:118	 B2:88	 T:nan
0.58	 C0:13	 C1:74	 C2:15	 T:23.80
0.38	 D0:15	 D1:179	 D2:80	 T:nan

0.52	 A0:26	 A1:166	 A2:69	 T:23.40
0.41	 B0:79	 B1:118	 B2:87	 T:nan
0.65	 C0:13	 C1:74	 C2:16	 T:23.80
0.45	 D0:15	 D1:178	 D2:80	 T:nan

0.59	 A0:26	 A1:166	 A2:69	 T:23.40
0.49	 B0:79	 B1:118	 B2:87	 T:nan
0.73	 C0:13	 C1:74	 C2:15	 T:23.80
0.52	 D0:15	 D1:178	 D2:80	 T:nan

0.67	 A0:26	 A1:166	 A2:69	 T:23.40
0.56	 B0:79	 B1:118	 B2:87	 T:nan
0.80	 C0:13	 C1:74	 C2:15	 T:23.80
0.60	 D0:14	 D1:178	 D2:80	 T:nan

0.75	 A0:26	 A1:166	 A2:69	 T:23.40
0.63	 B0:79	 B1:118	 B2:87	 T:nan
0.88	 C0:13	 C1:75	 C2:16	 T:23.80
0.67	 D0:15	 D1:179	 D2:80	 T:nan

0.83	 A0:26	 A1:166	 A2:69	 T:23.40
0.70	 B0:79	 B1:118	 B2:87	 T:nan
0.95	 C0:13	 C1:74	 C2:15	 T:23.80
0.74	 D0:15	 D1:178	 D2:80	 T:nan

0.90	 A0:26	 A1:166	 A2:69	 T:23.40
0.78	 B0:79	 B1:118	 B2:87	 T:nan
1.03	 C0:13	 C1:75	 C2:15	 T:23.80
0.81	 D0:14	 D1:178	 D2:79	 T:nan

0.98	 A0:26	 A1:166	 A2:69	 T:23.40
0.85	 B0:79	 B1:118	 B2:88	 T:nan
1.10	 C0:14	 C1:74	 C2:15	 T:23.80
0.89	 D0:14	 D1:178	 D2:80	 T:nan

1.06	 A0:26	 A1:166	 A2:69	 T:23.40
0.92	 B0:79	 B1:118	 B2:87	 T:nan
1.18	 C0:13	 C1:74	 C2:15	 T:23.80
0.96	 D0:14	 D1:178	 D2:80	 T:nan

1.13	 A0:26	 A1:166	 A2:69	 T:23.40
1.00	 B0:79	 B1:118	 B2:86	 T:nan
1.25	 C0:13	 C1:74	 C2:15	 T:23.80
1.03	 D0:15	 D1:178	 D2:80	 T:nan

1.21	 A0:26	 A1:166	 A2:69	 T:23.40
1.07	 B0:79	 B1:118	 B2:88	 T:nan
1.33	 C0:13	 C1:74	 C2:15	 T:23.80
1.11	 D0:15	 D1:178	 D2:80	 T:nan

1.29	 A0:26	 A1:166	 A2:69	 T:23.40
1.14	 B0:79	 B1:118	 B2:88	 T:nan
