0.03	 A0:24	 A1:150	 A2:63	 T:22.60
0.20	 B0:71	 B1:117	 B2:89	 T:nan
0.20	 C0:13	 C1:57	 C2:15	 T:22.70
0.19	 D0:14	 D1:164	 D2:75	 T:nan

0.06	 A0:24	 A1:150	 A2:63	 T:22.60
0.27	 B0:71	 B1:117	 B2:98	 T:nan
0.28	 C0:13	 C1:57	 C2:15	 T:22.70
0.27	 D0:14	 D1:164	 D2:75	 T:nan

0.13	 A0:24	 A1:150	 A2:63	 T:22.60
0.34	 B0:71	 B1:117	 B2:102	 T:nan
0.35	 C0:13	 C1:57	 C2:15	 T:22.70
0.34	 D0:14	 D1:164	 D2:75	 T:nan

0.21	 A0:24	 A1:150	 A2:63	 T:22.60
0.42	 B0:71	 B1:117	 B2:88	 T:nan
0.43	 C0:13	 C1:57	 C2:15	 T:22.70
0.41	 D0:14	 D1:164	 D2:75	 T:nan

0.29	 A0:24	 A1:150	 A2:63	 T:22.60
0.49	 B0:71	 B1:117	 B2:99	 T:nan
0.50	 C0:13	 C1:57	 C2:14	 T:22.70
0.49	 D0:14	 D1:164	 D2:75	 T:nan

0.36	 A0:24	 A1:150	 A2:63	 T:22.60
0.56	 B0:71	 B1:117	 B2:84	 T:nan
0.58	 C0:13	 C1:57	 C2:15	 T:22.70
0.56	 D0:14	 D1:164	 D2:75	 T:nan

0.44	 A0:24	 A1:150	 A2:63	 T:22.60
0.64	 B0:71	 B1:117	 B2:101	 T:nan
0.65	 C0:13	 C1:57	 C2:15	 T:22.70
0.63	 D0:14	 D1:165	 D2:75	 T:nan

0.52	 A0:24	 A1:150	 A2:63	 T:22.60
0.71	 B0:71	 B1:117	 B2:96	 T:nan
0.73	 C0:13	 C1:57	 C2:15	 T:22.70
0.70	 D0:14	 D1:164	 D2:75	 T:nan

0.59	 A0:24	 A1:150	 A2:63	 T:22.60
0.79	 B0:71	 B1:117	 B2:95	 T:nan
0.80	 C0:13	 C1:57	 C2:15	 T:22.70
0.78	 D0:14	 D1:164	 D2:75	 T:nan

0.67	 A0:24	 A1:150	 A2:63	 T:22.60
0.86	 B0:71	 B1:117	 B2:103	 T:nan
0.88	 C0:13	 C1:57	 C2:15	 T:22.70
0.85	 D0:14	 D1:165	 D2:75	 T:nan

0.75	 A0:24	 A1:150	 A2:63	 T:22.60
0.93	 B0:71	 B1:117	 B2:83	 T:nan
0.95	 C0:13	 C1:57	 C2:15	 T:22.70
0.92	 D0:14	 D1:164	 D2:75	 T:nan

0.83	 A0:24	 A1:150	 A2:63	 T:22.60
1.00	 B0:71	 B1:117	 B2:101	 T:nan
1.03	 C0:13	 C1:57	 C2:15	 T:22.70
1.00	 D0:14	 D1:165	 D2:75	 T:nan

0.90	 A0:24	 A1:150	 A2:63	 T:22.60
1.08	 B0:71	 B1:117	 B2:89	 T:nan
1.10	 C0:13	 C1:57	 C2:15	 T:22.70
1.07	 D0:14	 D1:164	 D2:75	 T:nan

0.98	 A0:24	 A1:150	 A2:63	 T:22.60
1.15	 B0:71	 B1:117	 B2:100	 T:nan
1.18	 C0:13	 C1:57	 C2:15	 T:22.70
1.14	 D0:14	 D1:164	 D2:75	 T:nan

1.06	 A0:24	 A1:150	 A2:63	 T:22.60
1.23	 B0:71	 B1:117	 B2:103	 T:nan
1.25	 C0:14	 C1:57	 C2:15	 T:22.70
1.21	 D0:14	 D1:164	 D2:75	 T:nan

1.13	 A0:24	 A1:150	 A2:63	 T:22.60
1.30	 B0:71	 B1:117	 B2:91	 T:nan
1.33	 C0:13	 C1:57	 C2:15	 T:22.70
1.29	 D0:14	 D1:164	 D2:75	 T:nan

1.21	 A0:24	 A1:150	 A2:63	 T:22.60
1.37	 B0:71	 B1:117	 B2:101	 T:nan
1.40	 C0:13	 C1:57	 C2:15	 T:22.70
1.36	 D0:14	 D1:164	 D2:75	 T:nan

1.29	 A0:24	 A1:150	 A2:63	 T:22.60
1.45	 B0:70	 B1:117	 B2:84	 T:nan
