0.03	 A0:23	 A1:145	 A2:62	 T:22.60
0.04	 B0:75	 B1:112	 B2:81	 T:nan
0.20	 C0:12	 C1:56	 C2:14	 T:22.60
0.04	 D0:13	 D1:159	 D2:76	 T:nan

0.06	 A0:23	 A1:145	 A2:63	 T:22.60
0.09	 B0:75	 B1:112	 B2:75	 T:nan
0.28	 C0:12	 C1:56	 C2:14	 T:22.60
0.09	 D0:13	 D1:159	 D2:75	 T:nan

0.13	 A0:23	 A1:145	 A2:62	 T:22.60
0.16	 B0:75	 B1:112	 B2:86	 T:nan
0.35	 C0:13	 C1:56	 C2:14	 T:22.60
0.16	 D0:13	 D1:159	 D2:76	 T:nan

0.21	 A0:23	 A1:145	 A2:62	 T:22.60
0.23	 B0:75	 B1:112	 B2:83	 T:nan
0.43	 C0:12	 C1:56	 C2:15	 T:22.60
0.23	 D0:13	 D1:159	 D2:76	 T:nan

0.29	 A0:23	 A1:145	 A2:63	 T:22.60
0.30	 B0:75	 B1:112	 B2:78	 T:nan
0.50	 C0:12	 C1:56	 C2:14	 T:22.60
0.30	 D0:13	 D1:159	 D2:76	 T:nan

0.36	 A0:23	 A1:145	 A2:62	 T:22.60
0.38	 B0:75	 B1:112	 B2:83	 T:nan
0.58	 C0:12	 C1:56	 C2:14	 T:22.60
0.38	 D0:13	 D1:159	 D2:76	 T:nan

0.44	 A0:23	 A1:145	 A2:62	 T:22.60
0.45	 B0:75	 B1:112	 B2:80	 T:nan
0.65	 C0:12	 C1:56	 C2:14	 T:22.60
0.45	 D0:13	 D1:159	 D2:76	 T:nan

0.52	 A0:23	 A1:144	 A2:62	 T:22.60
0.52	 B0:75	 B1:112	 B2:84	 T:nan
0.73	 C0:12	 C1:56	 C2:15	 T:22.60
0.52	 D0:13	 D1:159	 D2:76	 T:nan

0.59	 A0:23	 A1:145	 A2:62	 T:22.60
0.60	 B0:75	 B1:112	 B2:81	 T:nan
0.80	 C0:13	 C1:56	 C2:14	 T:22.60
0.60	 D0:13	 D1:159	 D2:76	 T:nan

0.67	 A0:23	 A1:145	 A2:62	 T:22.60
0.67	 B0:75	 B1:112	 B2:76	 T:nan
0.88	 C0:12	 C1:56	 C2:14	 T:22.60
0.67	 D0:13	 D1:159	 D2:76	 T:nan

0.75	 A0:24	 A1:145	 A2:63	 T:22.60
0.74	 B0:75	 B1:112	 B2:84	 T:nan
0.95	 C0:12	 C1:55	 C2:15	 T:22.60
