0.10	 A0:26	 A1:153	 A2:66	 T:23.00
0.04	 B0:75	 B1:120	 B2:96	 T:nan
0.28	 C0:14	 C1:59	 C2:15	 T:23.00
0.05	 D0:14	 D1:167	 D2:76	 T:nan

0.17	 A0:26	 A1:153	 A2:66	 T:23.00
0.09	 B0:75	 B1:120	 B2:104	 T:nan
0.35	 C0:14	 C1:59	 C2:16	 T:23.00
0.12	 D0:14	 D1:167	 D2:77	 T:nan

0.25	 A0:26	 A1:153	 A2:66	 T:23.00
0.16	 B0:75	 B1:120	 B2:87	 T:nan
0.43	 C0:14	 C1:59	 C2:16	 T:23.00
0.19	 D0:14	 D1:167	 D2:76	 T:nan

0.32	 A0:26	 A1:153	 A2:66	 T:23.00
0.23	 B0:74	 B1:120	 B2:99	 T:nan
0.50	 C0:14	 C1:59	 C2:16	 T:23.00
0.27	 D0:14	 D1:167	 D2:76	 T:nan

0.40	 A0:26	 A1:153	 A2:66	 T:23.00
0.31	 B0:74	 B1:120	 B2:87	 T:nan
0.58	 C0:14	 C1:59	 C2:16	 T:23.00
0.34	 D0:14	 D1:167	 D2:76	 T:nan

0.48	 A0:26	 A1:153	 A2:66	 T:23.00
0.38	 B0:74	 B1:120	 B2:102	 T:nan
0.65	 C0:14	 C1:59	 C2:15	 T:23.00
0.41	 D0:13	 D1:167	 D2:76	 T:nan

0.56	 A0:26	 A1:153	 A2:66	 T:23.00
0.46	 B0:74	 B1:120	 B2:99	 T:nan
0.73	 C0:14	 C1:59	 C2:16	 T:23.00
0.49	 D0:14	 D1:167	 D2:77	 T:nan

0.63	 A0:26	 A1:153	 A2:66	 T:23.00
0.53	 B0:74	 B1:120	 B2:96	 T:nan
0.80	 C0:14	 C1:59	 C2:15	 T:23.00
0.56	 D0:14	 D1:167	 D2:76	 T:nan

0.71	 A0:26	 A1:153	 A2:66	 T:23.00
0.60	 B0:75	 B1:120	 B2:103	 T:nan
0.88	 C0:14	 C1:59	 C2:16	 T:23.00
0.63	 D0:14	 D1:167	 D2:76	 T:nan

0.79	 A0:26	 A1:153	 A2:66	 T:23.00
0.68	 B0:75	 B1:120	 B2:84	 T:nan
0.95	 C0:14	 C1:59	 C2:16	 T:23.00
0.70	 D0:14	 D1:167	 D2:76	 T:nan

0.86	 A0:26	 A1:153	 A2:66	 T:23.00
0.75	 B0:74	 B1:120	 B2:103	 T:nan
1.03	 C0:14	 C1:59	 C2:16	 T:23.00
0.78	 D0:14	 D1:167	 D2:76	 T:nan

0.94	 A0:26	 A1:153	 A2:66	 T:23.00
0.82	 B0:74	 B1:120	 B2:92	 T:nan
1.10	 C0:14	 C1:59	 C2:15	 T:23.00
0.85	 D0:14	 D1:167	 D2:76	 T:nan

1.02	 A0:26	 A1:153	 A2:66	 T:23.00
0.90	 B0:75	 B1:120	 B2:102	 T:nan
1.18	 C0:14	 C1:59	 C2:16	 T:23.00
0.92	 D0:14	 D1:167	 D2:76	 T:nan

1.10	 A0:26	 A1:153	 A2:66	 T:23.00
0.97	 B0:75	 B1:120	 B2:103	 T:nan
1.25	 C0:14	 C1:59	 C2:16	 T:23.00
1.00	 D0:13	 D1:167	 D2:76	 T:nan

1.17	 A0:26	 A1:153	 A2:66	 T:23.00
1.05	 B0:74	 B1:120	 B2:97	 T:nan
1.33	 C0:14	 C1:59	 C2:15	 T:23.00
1.07	 D0:14	 D1:167	 D2:76	 T:nan

1.25	 A0:26	 A1:153	 A2:66	 T:23.00
1.12	 B0:75	 B1:120	 B2:104	 T:nan
1.40	 C0:14	 C1:59	 C2:15	 T:23.00
1.14	 D0:14	 D1:167	 D2:76	 T:nan

1.33	 A0:26	 A1:153	 A2:66	 T:23.00
1.19	 B0:74	 B1:120	 B2:86	 T:nan
1.48	 C0:14	 C1:59	 C2:15	 T:23.00
1.21	 D0:14	 D1:167	 D2:76	 T:nan

1.40	 A0:26	 A1:153	 A2:66	 T:23.00
1.27	 B0:74	 B1:120	 B2:102	 T:nan
1.55	 C0:14	 C1:59	 C2:16	 T:23.00
1.29	 D0:14	 D1:167	 D2:76	 T:nan

1.48	 A0:26	 A1:153	 A2:66	 T:23.00
1.34	 B0:74	 B1:120	 B2:86	 T:nan
1.63	 C0:14	 C1:59	 C2:16	 T:23.00
1.36	 D0:14	 D1:167	 D2:76	 T:nan

1.56	 A0:26	 A1:153	 A2:66	 T:23.00
1.41	 B0:74	 B1:120	 B2:104	 T:nan
1.70	 C0:14	 C1:59	 C2:16	 T:23.00
1.43	 D0:14	 D1:167	 D2:76	 T:nan

1.63	 A0:26	 A1:153	 A2:66	 T:23.00
1.49	 B0:74	 B1:120	 B2:97	 T:nan
1.77	 C0:14	 C1:59	 C2:16	 T:23.00
1.51	 D0:14	 D1:167	 D2:77	 T:nan

1.71	 A0:26	 A1:153	 A2:66	 T:23.00
1.56	 B0:74	 B1:120	 B2:99	 T:nan
1.85	 C0:14	 C1:59	 C2:15	 T:23.00
1.58	 D0:14	 D1:167	 D2:76	 T:nan

1.79	 A0:26	 A1:153	 A2:66	 T:23.00
