0.03	 A0:27	 A1:181	 A2:62	 T:22.60
0.03	 B0:70	 B1:146	 B2:90	 T:nan
0.03	 C0:12	 C1:56	 C2:15	 T:23.00
0.03	 D0:14	 D1:202	 D2:79	 T:nan

0.06	 A0:27	 A1:182	 A2:62	 T:22.60
0.05	 B0:70	 B1:146	 B2:87	 T:nan
0.06	 C0:12	 C1:57	 C2:15	 T:23.00
0.05	 D0:14	 D1:202	 D2:79	 T:nan

0.13	 A0:27	 A1:182	 A2:62	 T:22.60
0.12	 B0:70	 B1:146	 B2:88	 T:nan
0.13	 C0:12	 C1:56	 C2:15	 T:23.00
0.12	 D0:14	 D1:202	 D2:80	 T:nan

0.21	 A0:27	 A1:181	 A2:62	 T:22.60
0.19	 B0:70	 B1:147	 B2:85	 T:nan
0.20	 C0:12	 C1:57	 C2:15	 T:23.00
0.19	 D0:14	 D1:202	 D2:79	 T:nan

0.29	 A0:27	 A1:181	 A2:62	 T:22.60
0.27	 B0:70	 B1:146	 B2:84	 T:nan
0.28	 C0:12	 C1:56	 C2:15	 T:23.00
0.27	 D0:14	 D1:202	 D2:79	 T:nan

0.36	 A0:27	 A1:181	 A2:62	 T:22.60
0.34	 B0:70	 B1:146	 B2:85	 T:nan
0.35	 C0:12	 C1:56	 C2:15	 T:23.00
0.34	 D0:14	 D1:202	 D2:79	 T:nan

0.44	 A0:27	 A1:181	 A2:62	 T:22.60
0.41	 B0:70	 B1:147	 B2:88	 T:nan
0.43	 C0:12	 C1:57	 C2:15	 T:23.00
0.41	 D0:14	 D1:202	 D2:79	 T:nan

0.52	 A0:27	 A1:181	 A2:62	 T:22.60
0.49	 B0:70	 B1:147	 B2:87	 T:nan
0.50	 C0:12	 C1:56	 C2:15	 T:23.00
0.49	 D0:14	 D1:202	 D2:79	 T:nan

0.59	 A0:27	 A1:181	 A2:62	 T:22.60
0.56	 B0:70	 B1:146	 B2:87	 T:nan
0.58	 C0:12	 C1:57	 C2:15	 T:23.00
0.56	 D0:13	 D1:202	 D2:79	 T:nan

0.67	 A0:27	 A1:181	 A2:62	 T:22.60
0.63	 B0:70	 B1:147	 B2:84	 T:nan
0.65	 C0:11	 C1:56	 C2:15	 T:23.00
0.63	 D0:14	 D1:202	 D2:79	 T:nan

0.75	 A0:27	 A1:181	 A2:62	 T:22.60
0.70	 B0:70	 B1:146	 B2:86	 T:nan
0.73	 C0:12	 C1:56	 C2:15	 T:23.00
0.70	 D0:14	 D1:202	 D2:79	 T:nan

0.83	 A0:27	 A1:181	 A2:62	 T:22.60
0.78	 B0:70	 B1:146	 B2:81	 T:nan
0.80	 C0:12	 C1:57	 C2:15	 T:23.00
0.78	 D0:14	 D1:202	 D2:79	 T:nan

0.90	 A0:27	 A1:181	 A2:62	 T:22.60
0.85	 B0:69	 B1:146	 B2:86	 T:nan
