0.05	 A0:25	 A1:148	 A2:66	 T:23.00
0.03	 B0:76	 B1:115	 B2:81	 T:nan
0.13	 C0:13	 C1:59	 C2:15	 T:23.00
0.12	 D0:14	 D1:162	 D2:78	 T:nan

0.10	 A0:25	 A1:148	 A2:66	 T:23.00
0.05	 B0:76	 B1:115	 B2:82	 T:nan
0.20	 C0:13	 C1:59	 C2:15	 T:23.00
0.19	 D0:14	 D1:162	 D2:78	 T:nan

0.17	 A0:25	 A1:148	 A2:66	 T:23.00
0.12	 B0:76	 B1:115	 B2:83	 T:nan
0.28	 C0:13	 C1:58	 C2:15	 T:23.00
0.27	 D0:14	 D1:162	 D2:78	 T:nan

0.25	 A0:25	 A1:148	 A2:66	 T:23.00
0.19	 B0:76	 B1:115	 B2:82	 T:nan
0.35	 C0:13	 C1:59	 C2:15	 T:23.00
0.34	 D0:14	 D1:162	 D2:77	 T:nan

0.32	 A0:25	 A1:148	 A2:66	 T:23.00
0.27	 B0:76	 B1:115	 B2:80	 T:nan
0.43	 C0:14	 C1:59	 C2:15	 T:23.00
0.41	 D0:14	 D1:162	 D2:78	 T:nan

0.40	 A0:25	 A1:148	 A2:66	 T:23.00
0.34	 B0:76	 B1:115	 B2:83	 T:nan
0.50	 C0:13	 C1:59	 C2:15	 T:23.00
0.49	 D0:14	 D1:162	 D2:78	 T:nan

0.48	 A0:25	 A1:149	 A2:66	 T:23.00
0.41	 B0:76	 B1:115	 B2:83	 T:nan
0.58	 C0:13	 C1:59	 C2:15	 T:23.00
0.56	 D0:14	 D1:162	 D2:78	 T:nan

0.56	 A0:25	 A1:148	 A2:66	 T:23.00
0.49	 B0:76	 B1:115	 B2:80	 T:nan
0.65	 C0:13	 C1:59	 C2:15	 T:23.00
0.63	 D0:14	 D1:162	 D2:78	 T:nan

0.63	 A0:26	 A1:148	 A2:66	 T:23.00
0.56	 B0:76	 B1:115	 B2:83	 T:nan
0.73	 C0:13	 C1:59	 C2:15	 T:23.00
0.70	 D0:14	 D1:163	 D2:78	 T:nan

0.71	 A0:25	 A1:148	 A2:66	 T:23.00
0.63	 B0:76	 B1:115	 B2:82	 T:nan
