1.29	 A0:27	 A1:167	 A2:60	 T:22.20
0.12	 B0:70	 B1:134	 B2:72	 T:nan
0.13	 C0:12	 C1:55	 C2:15	 T:22.20
0.12	 D0:13	 D1:183	 D2:76	 T:nan

0.03	 A0:27	 A1:168	 A2:60	 T:22.20
0.19	 B0:71	 B1:134	 B2:72	 T:nan
0.20	 C0:12	 C1:55	 C2:15	 T:22.20
0.19	 D0:13	 D1:183	 D2:76	 T:nan

0.06	 A0:28	 A1:167	 A2:60	 T:22.20
0.27	 B0:70	 B1:134	 B2:72	 T:nan
0.28	 C0:12	 C1:55	 C2:15	 T:22.20
0.27	 D0:13	 D1:183	 D2:76	 T:nan

0.13	 A0:27	 A1:167	 A2:60	 T:22.20
0.34	 B0:71	 B1:134	 B2:72	 T:nan
0.35	 C0:13	 C1:55	 C2:15	 T:22.20
0.34	 D0:13	 D1:183	 D2:76	 T:nan

0.21	 A0:27	 A1:167	 A2:61	 T:22.20
0.41	 B0:70	 B1:134	 B2:72	 T:nan
0.43	 C0:13	 C1:56	 C2:15	 T:22.20
0.41	 D0:13	 D1:183	 D2:76	 T:nan

0.29	 A0:27	 A1:168	 A2:60	 T:22.20
0.49	 B0:70	 B1:134	 B2:72	 T:nan
0.50	 C0:13	 C1:55	 C2:15	 T:22.20
0.49	 D0:13	 D1:183	 D2:76	 T:nan

0.36	 A0:27	 A1:167	 A2:60	 T:22.20
0.56	 B0:71	 B1:134	 B2:72	 T:nan
0.58	 C0:13	 C1:55	 C2:15	 T:22.20
0.56	 D0:13	 D1:183	 D2:76	 T:nan

0.44	 A0:27	 A1:167	 A2:60	 T:22.20
0.63	 B0:71	 B1:134	 B2:72	 T:nan
0.65	 C0:12	 C1:55	 C2:15	 T:22.20
0.63	 D0:13	 D1:183	 D2:76	 T:nan

0.52	 A0:27	 A1:168	 A2:60	 T:22.20
0.70	 B0:70	 B1:134	 B2:72	 T:nan
0.73	 C0:12	 C1:55	 C2:14	 T:22.20
