0.10	 A0:20	 A1:153	 A2:59	 T:23.40
0.03	 B0:67	 B1:123	 B2:86	 T:nan
0.20	 C0:12	 C1:58	 C2:15	 T:23.40
0.19	 D0:14	 D1:164	 D2:66	 T:nan

0.17	 A0:20	 A1:153	 A2:59	 T:23.40
0.05	 B0:68	 B1:123	 B2:102	 T:nan
0.28	 C0:12	 C1:58	 C2:15	 T:23.40
0.27	 D0:13	 D1:164	 D2:67	 T:nan

0.25	 A0:20	 A1:153	 A2:59	 T:23.40
0.12	 B0:68	 B1:122	 B2:87	 T:nan
0.35	 C0:12	 C1:57	 C2:15	 T:23.40
0.34	 D0:13	 D1:164	 D2:66	 T:nan

0.32	 A0:20	 A1:153	 A2:59	 T:23.40
0.20	 B0:67	 B1:122	 B2:96	 T:nan
0.43	 C0:13	 C1:57	 C2:15	 T:23.40
0.41	 D0:13	 D1:164	 D2:67	 T:nan

0.40	 A0:20	 A1:153	 A2:58	 T:23.40
0.27	 B0:67	 B1:122	 B2:86	 T:nan
0.50	 C0:12	 C1:57	 C2:15	 T:23.40
0.49	 D0:13	 D1:164	 D2:67	 T:nan

0.48	 A0:20	 A1:153	 A2:59	 T:23.40
0.34	 B0:68	 B1:122	 B2:98	 T:nan
0.58	 C0:12	 C1:58	 C2:15	 T:23.40
0.56	 D0:13	 D1:164	 D2:66	 T:nan

0.56	 A0:20	 A1:153	 A2:58	 T:23.40
0.41	 B0:68	 B1:122	 B2:100	 T:nan
0.65	 C0:12	 C1:58	 C2:15	 T:23.40
0.63	 D0:14	 D1:164	 D2:67	 T:nan

0.63	 A0:20	 A1:153	 A2:59	 T:23.40
0.49	 B0:68	 B1:122	 B2:83	 T:nan
0.73	 C0:12	 C1:57	 C2:15	 T:23.40
0.70	 D0:13	 D1:164	 D2:66	 T:nan

0.71	 A0:20	 A1:153	 A2:58	 T:23.40
0.56	 B0:68	 B1:123	 B2:98	 T:nan
0.80	 C0:13	 C1:57	 C2:15	 T:23.40
0.78	 D0:13	 D1:164	 D2:67	 T:nan

0.79	 A0:20	 A1:153	 A2:58	 T:23.40
0.64	 B0:68	 B1:123	 B2:90	 T:nan
0.88	 C0:12	 C1:57	 C2:15	 T:23.40
0.85	 D0:13	 D1:164	 D2:67	 T:nan

0.86	 A0:20	 A1:153	 A2:58	 T:23.40
0.71	 B0:68	 B1:122	 B2:94	 T:nan
0.95	 C0:12	 C1:58	 C2:15	 T:23.40
0.92	 D0:13	 D1:164	 D2:66	 T:nan

0.94	 A0:20	 A1:153	 A2:59	 T:23.40
0.78	 B0:68	 B1:123	 B2:98	 T:nan
1.03	 C0:12	 C1:58	 C2:15	 T:23.40
