0.05	 A0:25	 A1:198	 A2:65	 T:23.40
0.12	 B0:73	 B1:162	 B2:74	 T:nan
0.13	 C0:13	 C1:61	 C2:16	 T:23.40
0.12	 D0:15	 D1:221	 D2:83	 T:nan

0.10	 A0:24	 A1:198	 A2:65	 T:23.40
0.19	 B0:73	 B1:162	 B2:74	 T:nan
0.20	 C0:13	 C1:62	 C2:17	 T:23.40
0.19	 D0:14	 D1:221	 D2:82	 T:nan

0.17	 A0:25	 A1:198	 A2:65	 T:23.40
0.27	 B0:73	 B1:162	 B2:74	 T:nan
0.28	 C0:13	 C1:61	 C2:16	 T:23.40
0.27	 D0:14	 D1:221	 D2:82	 T:nan

0.25	 A0:24	 A1:197	 A2:65	 T:23.40
0.34	 B0:73	 B1:162	 B2:74	 T:nan
0.35	 C0:13	 C1:61	 C2:16	 T:23.40
0.34	 D0:15	 D1:221	 D2:83	 T:nan

0.32	 A0:25	 A1:198	 A2:65	 T:23.40
0.41	 B0:73	 B1:162	 B2:74	 T:nan
0.43	 C0:13	 C1:61	 C2:16	 T:23.40
0.41	 D0:15	 D1:221	 D2:83	 T:nan

0.40	 A0:25	 A1:197	 A2:65	 T:23.40
0.49	 B0:73	 B1:162	 B2:74	 T:nan
0.50	 C0:13	 C1:61	 C2:16	 T:23.40
0.49	 D0:14	 D1:221	 D2:83	 T:nan

0.48	 A0:25	 A1:198	 A2:65	 T:23.40
0.56	 B0:73	 B1:162	 B2:74	 T:nan
0.58	 C0:13	 C1:61	 C2:16	 T:23.40
0.56	 D0:15	 D1:221	 D2:83	 T:nan

0.56	 A0:24	 A1:197	 A2:65	 T:23.40
0.63	 B0:73	 B1:162	 B2:74	 T:nan
0.65	 C0:13	 C1:61	 C2:16	 T:23.40
0.63	 D0:15	 D1:221	 D2:82	 T:nan

0.63	 A0:24	 A1:198	 A2:65	 T:23.40
0.70	 B0:73	 B1:162	 B2:74	 T:nan
0.73	 C0:13	 C1:61	 C2:17	 T:23.40
0.70	 D0:15	 D1:221	 D2:83	 T:nan

0.71	 A0:25	 A1:198	 A2:65	 T:23.40
0.78	 B0:73	 B1:162	 B2:74	 T:nan
0.80	 C0:14	 C1:61	 C2:17	 T:23.40
0.78	 D0:15	 D1:221	 D2:83	 T:nan

