0.03	 A0:46	 A1:270	 A2:107	 T:22.20
0.03	 B0:61	 B1:98	 B2:30	 T:22.20
0.19	 C0:7	 C1:48	 C2:38	 T:22.20
0.19	 D0:20	 D1:283	 D2:99	 T:nan

0.06	 A0:46	 A1:270	 A2:107	 T:22.20
0.06	 B0:61	 B1:98	 B2:30	 T:22.20
0.27	 C0:7	 C1:48	 C2:38	 T:22.20
0.27	 D0:20	 D1:283	 D2:99	 T:nan

0.14	 A0:46	 A1:270	 A2:107	 T:22.20
0.13	 B0:61	 B1:98	 B2:30	 T:22.20
0.34	 C0:7	 C1:48	 C2:38	 T:22.20
0.34	 D0:20	 D1:283	 D2:99	 T:nan

0.22	 A0:46	 A1:270	 A2:108	 T:22.20
0.20	 B0:61	 B1:98	 B2:30	 T:22.20
0.41	 C0:7	 C1:48	 C2:38	 T:22.20
0.41	 D0:20	 D1:283	 D2:99	 T:nan

0.30	 A0:46	 A1:270	 A2:107	 T:22.20
0.28	 B0:61	 B1:98	 B2:30	 T:22.20
0.49	 C0:7	 C1:48	 C2:38	 T:22.20
0.49	 D0:20	 D1:283	 D2:99	 T:nan

0.37	 A0:46	 A1:270	 A2:107	 T:22.20
0.35	 B0:61	 B1:98	 B2:30	 T:22.20
0.56	 C0:7	 C1:48	 C2:38	 T:22.20
0.56	 D0:20	 D1:283	 D2:99	 T:nan

0.45	 A0:46	 A1:270	 A2:107	 T:22.20
0.43	 B0:61	 B1:98	 B2:30	 T:22.20
0.63	 C0:6	 C1:48	 C2:38	 T:22.20
0.63	 D0:20	 D1:283	 D2:99	 T:nan

0.53	 A0:46	 A1:270	 A2:108	 T:22.20
0.50	 B0:61	 B1:98	 B2:30	 T:22.20
0.70	 C0:7	 C1:48	 C2:38	 T:22.20
0.70	 D0:20	 D1:283	 D2:99	 T:nan

0.61	 A0:46	 A1:270	 A2:107	 T:22.20
0.58	 B0:61	 B1:98	 B2:30	 T:22.20
0.78	 C0:7	 C1:48	 C2:38	 T:22.20
0.78	 D0:20	 D1:283	 D2:99	 T:nan

0.69	 A0:46	 A1:271	 A2:107	 T:22.20
0.65	 B0:61	 B1:98	 B2:30	 T:22.20
0.85	 C0:7	 C1:48	 C2:37	 T:22.20
0.85	 D0:20	 D1:283	 D2:99	 T:nan

0.77	 A0:46	 A1:270	 A2:107	 T:22.20
0.73	 B0:61	 B1:98	 B2:30	 T:22.20
0.92	 C0:7	 C1:48	 C2:38	 T:22.20
0.92	 D0:20	 D1:283	 D2:99	 T:nan

0.85	 A0:46	 A1:270	 A2:107	 T:22.20
0.80	 B0:61	 B1:98	 B2:30	 T:22.20
1.00	 C0:7	 C1:48	 C2:38	 T:22.20
1.00	 D0:20	 D1:283	 D2:99	 T:nan

0.93	 A0:46	 A1:270	 A2:107	 T:22.20
0.88	 B0:61	 B1:98	 B2:30	 T:22.20
1.07	 C0:7	 C1:48	 C2:38	 T:22.20
1.07	 D0:20	 D1:283	 D2:99	 T:nan

1.01	 A0:46	 A1:270	 A2:107	 T:22.20
0.95	 B0:61	 B1:98	 B2:30	 T:22.20
1.14	 C0:7	 C1:48	 C2:38	 T:22.20
1.14	 D0:20	 D1:283	 D2:99	 T:nan

1.09	 A0:46	 A1:270	 A2:107	 T:22.20
1.03	 B0:61	 B1:98	 B2:30	 T:22.20
1.22	 C0:7	 C1:48	 C2:37	 T:22.20
1.21	 D0:20	 D1:283	 D2:99	 T:nan

1.17	 A0:46	 A1:270	 A2:107	 T:22.20
1.10	 B0:61	 B1:98	 B2:30	 T:22.20
1.29	 C0:7	 C1:48	 C2:37	 T:22.20
1.29	 D0:20	 D1:283	 D2:99	 T:nan

1.25	 A0:46	 A1:270	 A2:107	 T:22.20
1.18	 B0:61	 B1:98	 B2:30	 T:22.20
1.36	 C0:7	 C1:48	 C2:38	 T:22.20
1.36	 D0:20	 D1:283	 D2:99	 T:nan

1.32	 A0:46	 A1:270	 A2:107	 T:22.20
1.25	 B0:61	 B1:98	 B2:30	 T:22.20
1.43	 C0:7	 C1:48	 C2:37	 T:22.20
1.43	 D0:20	 D1:283	 D2:99	 T:nan

1.40	 A0:46	 A1:270	 A2:108	 T:22.20
1.33	 B0:61	 B1:98	 B2:30	 T:22.20
1.51	 C0:7	 C1:48	 C2:37	 T:22.20
1.51	 D0:20	 D1:283	 D2:99	 T:nan

1.48	 A0:46	 A1:271	 A2:107	 T:22.20
1.40	 B0:61	 B1:98	 B2:30	 T:22.20
1.58	 C0:7	 C1:48	 C2:37	 T:22.20
1.58	 D0:20	 D1:283	 D2:99	 T:nan

1.56	 A0:46	 A1:270	 A2:107	 T:22.20
1.48	 B0:61	 B1:98	 B2:30	 T:22.20
1.65	 C0:6	 C1:48	 C2:38	 T:22.20
1.65	 D0:20	 D1:283	 D2:99	 T:nan

