0.14	 A0:44	 A1:294	 A2:108	 T:22.60
0.05	 B0:59	 B1:106	 B2:31	 T:22.60
0.12	 C0:6	 C1:52	 C2:41	 T:22.60
0.04	 D0:22	 D1:307	 D2:100	 T:nan

0.22	 A0:44	 A1:294	 A2:108	 T:22.60
0.10	 B0:58	 B1:106	 B2:31	 T:22.60
0.19	 C0:7	 C1:52	 C2:41	 T:22.60
0.09	 D0:22	 D1:308	 D2:100	 T:nan

0.30	 A0:44	 A1:294	 A2:108	 T:22.60
0.17	 B0:59	 B1:106	 B2:31	 T:22.60
0.27	 C0:7	 C1:52	 C2:41	 T:22.60
0.17	 D0:21	 D1:308	 D2:101	 T:nan

0.37	 A0:44	 A1:294	 A2:108	 T:22.60
0.25	 B0:59	 B1:106	 B2:31	 T:22.60
0.34	 C0:7	 C1:52	 C2:41	 T:22.60
0.24	 D0:22	 D1:308	 D2:100	 T:nan

0.45	 A0:44	 A1:294	 A2:108	 T:22.60
0.32	 B0:59	 B1:106	 B2:31	 T:22.60
0.41	 C0:6	 C1:52	 C2:41	 T:22.60
0.31	 D0:22	 D1:308	 D2:100	 T:nan

0.53	 A0:44	 A1:294	 A2:108	 T:22.60
0.40	 B0:59	 B1:106	 B2:31	 T:22.60
0.49	 C0:7	 C1:52	 C2:41	 T:22.60
0.39	 D0:22	 D1:308	 D2:100	 T:nan

0.61	 A0:44	 A1:294	 A2:108	 T:22.60
0.48	 B0:59	 B1:106	 B2:31	 T:22.60
0.56	 C0:7	 C1:52	 C2:40	 T:22.60
0.46	 D0:21	 D1:308	 D2:100	 T:nan

0.69	 A0:43	 A1:294	 A2:108	 T:22.60
0.56	 B0:59	 B1:106	 B2:31	 T:22.60
0.63	 C0:7	 C1:52	 C2:41	 T:22.60
0.54	 D0:21	 D1:308	 D2:100	 T:nan

0.77	 A0:44	 A1:294	 A2:108	 T:22.60
0.63	 B0:59	 B1:106	 B2:31	 T:22.60
0.70	 C0:7	 C1:52	 C2:40	 T:22.60
0.61	 D0:22	 D1:308	 D2:100	 T:nan

0.85	 A0:44	 A1:294	 A2:108	 T:22.60
0.71	 B0:58	 B1:106	 B2:31	 T:22.60
0.78	 C0:7	 C1:52	 C2:41	 T:22.60
0.69	 D0:22	 D1:307	 D2:100	 T:nan

0.93	 A0:44	 A1:294	 A2:108	 T:22.60
0.79	 B0:59	 B1:106	 B2:31	 T:22.60
0.85	 C0:6	 C1:52	 C2:41	 T:22.60
0.76	 D0:22	 D1:308	 D2:100	 T:nan

1.01	 A0:44	 A1:294	 A2:108	 T:22.60
0.86	 B0:58	 B1:106	 B2:31	 T:22.60
0.92	 C0:7	 C1:52	 C2:41	 T:22.60
0.84	 D0:22	 D1:307	 D2:100	 T:nan

1.09	 A0:43	 A1:294	 A2:109	 T:22.60
0.94	 B0:59	 B1:106	 B2:31	 T:22.60
1.00	 C0:7	 C1:52	 C2:40	 T:22.60
0.91	 D0:22	 D1:308	 D2:100	 T:nan

1.17	 A0:44	 A1:294	 A2:108	 T:22.60
1.02	 B0:58	 B1:106	 B2:31	 T:22.60
1.07	 C0:7	 C1:52	 C2:41	 T:22.60
0.99	 D0:21	 D1:308	 D2:101	 T:nan

1.25	 A0:44	 A1:294	 A2:108	 T:22.60
1.10	 B0:59	 B1:106	 B2:32	 T:22.60
1.14	 C0:7	 C1:52	 C2:41	 T:22.60
1.06	 D0:21	 D1:308	 D2:101	 T:nan

1.32	 A0:44	 A1:294	 A2:108	 T:22.60
1.17	 B0:59	 B1:106	 B2:31	 T:22.60
1.22	 C0:7	 C1:52	 C2:40	 T:22.60
1.14	 D0:22	 D1:308	 D2:101	 T:nan

1.40	 A0:44	 A1:294	 A2:108	 T:22.60
1.25	 B0:59	 B1:106	 B2:31	 T:22.60
1.29	 C0:7	 C1:52	 C2:41	 T:22.60
1.21	 D0:22	 D1:308	 D2:100	 T:nan

1.48	 A0:44	 A1:294	 A2:108	 T:22.60
1.33	 B0:58	 B1:106	 B2:31	 T:22.60
1.36	 C0:7	 C1:52	 C2:41	 T:22.60
1.29	 D0:22	 D1:308	 D2:100	 T:nan

1.56	 A0:44	 A1:294	 A2:108	 T:22.60
1.40	 B0:59	 B1:106	 B2:31	 T:22.60
1.43	 C0:7	 C1:52	 C2:41	 T:22.60
1.36	 D0:22	 D1:308	 D2:100	 T:nan

1.64	 A0:44	 A1:294	 A2:108	 T:22.60
1.48	 B0:58	 B1:106	 B2:31	 T:22.60
1.51	 C0:7	 C1:52	 C2:41	 T:22.60
1.44	 D0:22	 D1:308	 D2:101	 T:nan

1.72	 A0:44	 A1:294	 A2:109	 T:22.60
1.56	 B0:58	 B1:106	 B2:31	 T:22.60
1.58	 C0:7	 C1:52	 C2:41	 T:22.60
1.51	 D0:21	 D1:308	 D2:101	 T:nan

1.80	 A0:44	 A1:294	 A2:108	 T:22.60
1.63	 B0:59	 B1:106	 B2:31	 T:22.60
1.65	 C0:7	 C1:52	 C2:41	 T:22.60
1.59	 D0:22	 D1:308	 D2:101	 T:nan

1.88	 A0:43	 A1:294	 A2:108	 T:22.60
1.71	 B0:58	 B1:106	 B2:31	 T:22.60
1.72	 C0:7	 C1:52	 C2:40	 T:22.60
1.66	 D0:22	 D1:308	 D2:100	 T:nan

1.96	 A0:44	 A1:294	 A2:108	 T:22.60
1.79	 B0:58	 B1:106	 B2:31	 T:22.60
1.80	 C0:7	 C1:52	 C2:41	 T:22.60
1.74	 D0:22	 D1:308	 D2:101	 T:nan

2.05	 A0:44	 A1:294	 A2:108	 T:22.60
1.86	 B0:58	 B1:106	 B2:31	 T:22.60
1.87	 C0:7	 C1:52	 C2:41	 T:22.60
1.81	 D0:21	 D1:308	 D2:100	 T:nan

2.11	 A0:44	 A1:294	 A2:108	 T:22.60
1.94	 B0:58	 B1:106	 B2:31	 T:22.60
1.94	 C0:7	 C1:52	 C2:40	 T:22.60
1.89	 D0:22	 D1:308	 D2:101	 T:nan

2.19	 A0:44	 A1:294	 A2:108	 T:22.60
2.03	 B0:58	 B1:106	 B2:31	 T:22.60
2.02	 C0:7	 C1:52	 C2:40	 T:22.60
1.96	 D0:22	 D1:308	 D2:100	 T:nan

2.27	 A0:44	 A1:294	 A2:108	 T:22.60
2.10	 B0:59	 B1:106	 B2:31	 T:22.60
2.09	 C0:6	 C1:52	 C2:41	 T:22.60
2.06	 D0:22	 D1:308	 D2:100	 T:nan

2.35	 A0:44	 A1:294	 A2:108	 T:22.60
2.17	 B0:58	 B1:106	 B2:31	 T:22.60
2.16	 C0:7	 C1:52	 C2:41	 T:22.60
2.11	 D0:22	 D1:308	 D2:101	 T:nan

