0.03	 A0:41	 A1:274	 A2:106	 T:22.20
0.03	 B0:54	 B1:99	 B2:28	 T:22.20
0.03	 C0:6	 C1:48	 C2:37	 T:22.20
0.03	 D0:21	 D1:285	 D2:99	 T:nan

0.06	 A0:41	 A1:273	 A2:106	 T:22.20
0.06	 B0:54	 B1:99	 B2:28	 T:22.20
0.06	 C0:6	 C1:48	 C2:37	 T:22.20
0.05	 D0:21	 D1:286	 D2:99	 T:nan

0.14	 A0:41	 A1:274	 A2:106	 T:22.20
0.13	 B0:54	 B1:99	 B2:28	 T:22.20
0.12	 C0:6	 C1:48	 C2:36	 T:22.20
0.12	 D0:21	 D1:286	 D2:99	 T:nan

0.22	 A0:41	 A1:274	 A2:106	 T:22.20
0.20	 B0:54	 B1:99	 B2:28	 T:22.20
0.19	 C0:6	 C1:48	 C2:37	 T:22.20
0.20	 D0:21	 D1:286	 D2:100	 T:nan

0.30	 A0:41	 A1:274	 A2:106	 T:22.20
0.28	 B0:54	 B1:99	 B2:28	 T:22.20
0.27	 C0:6	 C1:48	 C2:37	 T:22.20
0.27	 D0:21	 D1:286	 D2:100	 T:nan

0.37	 A0:41	 A1:274	 A2:106	 T:22.20
0.35	 B0:54	 B1:99	 B2:28	 T:22.20
0.34	 C0:6	 C1:48	 C2:37	 T:22.20
0.35	 D0:21	 D1:286	 D2:100	 T:nan

0.45	 A0:41	 A1:274	 A2:106	 T:22.20
0.43	 B0:54	 B1:99	 B2:28	 T:22.20
0.41	 C0:6	 C1:48	 C2:37	 T:22.20
0.42	 D0:21	 D1:286	 D2:99	 T:nan

0.53	 A0:41	 A1:274	 A2:106	 T:22.20
0.50	 B0:54	 B1:99	 B2:28	 T:22.20
0.49	 C0:6	 C1:48	 C2:37	 T:22.20
0.49	 D0:21	 D1:286	 D2:100	 T:nan

0.61	 A0:41	 A1:274	 A2:106	 T:22.20
0.58	 B0:54	 B1:99	 B2:28	 T:22.20
0.56	 C0:6	 C1:48	 C2:37	 T:22.20
0.57	 D0:21	 D1:286	 D2:99	 T:nan

0.69	 A0:41	 A1:274	 A2:106	 T:22.20
0.65	 B0:54	 B1:99	 B2:28	 T:22.20
0.63	 C0:6	 C1:48	 C2:37	 T:22.20
0.64	 D0:21	 D1:286	 D2:99	 T:nan

0.77	 A0:41	 A1:274	 A2:106	 T:22.20
0.73	 B0:54	 B1:99	 B2:28	 T:22.20
0.70	 C0:6	 C1:48	 C2:36	 T:22.20
0.71	 D0:21	 D1:286	 D2:99	 T:nan

