,time,A0,A1,A2
0,0.00,654,558,319
1,0.01,652,565,317
2,0.02,651,564,317
3,0.03,654,567,317
4,0.07,653,566,317
5,0.10,653,566,317
6,0.13,653,565,318
7,0.16,652,565,320
8,0.19,652,565,314
9,0.22,652,565,319
10,0.25,651,564,318
11,0.28,650,564,317
12,0.32,651,564,317
13,0.35,659,567,317
14,0.38,649,558,317
15,0.41,654,568,317
16,0.44,653,566,317
17,0.47,652,566,318
18,0.50,652,565,316
19,0.53,652,565,317
20,0.57,651,564,317
21,0.60,651,564,317
22,0.63,645,571,317
23,0.66,654,567,317
24,0.69,652,565,318
25,0.72,652,565,309
26,0.75,651,564,317
27,0.78,651,564,317
28,0.81,652,565,317
29,0.85,653,570,317
30,0.88,654,567,317
31,0.91,652,566,317
32,0.94,652,565,320
33,0.97,652,565,319
34,1.00,651,564,317
35,1.03,651,564,317
36,1.06,651,564,317
37,1.10,655,566,317
38,1.13,654,571,317
39,1.16,655,564,317
40,1.19,653,566,316
41,1.22,653,566,317
42,1.25,652,565,318
43,1.28,652,565,319
44,1.31,652,565,318
45,1.35,651,565,318
46,1.38,651,564,317
47,1.41,651,564,317
48,1.44,651,564,317
49,1.47,650,564,317
50,1.50,650,564,317
51,1.53,650,564,317
52,1.56,650,563,316
53,1.60,650,563,317
54,1.63,651,564,316
55,1.66,651,564,317
56,1.69,652,564,316
57,1.72,654,564,316
58,1.75,656,565,316
59,1.78,657,566,316
60,1.81,659,567,316
61,1.85,645,570,316
62,1.88,645,571,316
63,1.91,645,571,316
64,1.94,648,571,316
65,1.97,654,561,316
66,2.00,654,561,316
67,2.03,654,566,316
68,2.06,653,567,316
69,2.10,653,567,316
70,2.13,653,566,316
71,2.16,652,566,316
72,2.19,652,565,316
73,2.22,652,565,316
74,2.25,652,565,318
75,2.28,651,565,318
76,2.31,651,565,312
77,2.34,651,564,319
78,2.38,650,564,316
79,2.41,650,564,316
80,2.44,649,564,316
81,2.47,650,563,316
82,2.50,653,564,316
83,2.53,659,569,316
84,2.56,648,557,316
85,2.59,653,567,316
86,2.63,652,566,316
87,2.66,651,565,318
88,2.69,651,565,312
89,2.72,650,564,318
90,2.75,650,564,316
91,2.78,650,564,316
92,2.81,650,564,316
93,2.84,656,566,316
94,2.87,644,570,316
95,2.91,653,567,316
96,2.94,652,566,315
97,2.97,651,565,316
98,3.00,651,565,318
99,3.03,651,565,318
100,3.06,650,565,314
101,3.09,650,564,316
102,3.12,650,564,316
103,3.16,650,564,316
104,3.19,649,563,316
105,3.22,649,564,316
106,3.25,651,564,316
107,3.28,658,566,316
108,3.31,643,571,315
109,3.34,654,564,315
110,3.37,653,567,315
111,3.40,652,566,315
112,3.44,651,565,315
113,3.47,651,565,316
114,3.50,651,565,318
115,3.53,650,565,316
116,3.56,650,564,308
117,3.59,650,564,317
118,3.62,650,564,316
119,3.65,649,564,315
120,3.69,649,563,315
121,3.72,651,563,315
122,3.75,657,567,315
123,3.78,644,562,315
124,3.81,653,567,315
125,3.84,651,565,315
126,3.87,651,565,315
127,3.90,650,565,318
128,3.94,650,564,304
129,3.97,650,564,316
130,4.00,649,564,315
131,4.03,649,563,315
132,4.06,649,563,315
133,4.09,659,569,315
134,4.12,653,563,315
135,4.15,652,566,315
136,4.19,651,565,316
137,4.22,650,564,316
138,4.25,650,564,316
139,4.28,649,564,315
140,4.31,649,563,315
141,4.34,659,570,315
142,4.37,653,567,315
143,4.40,651,565,315
144,4.43,650,565,317
145,4.47,650,564,312
146,4.50,649,564,315
147,4.53,649,563,315
148,4.56,649,563,315
149,4.59,651,564,315
150,4.62,659,570,315
151,4.65,653,560,315
152,4.68,652,566,314
153,4.72,651,565,314
154,4.75,650,565,315
155,4.78,650,564,317
156,4.81,650,564,314
157,4.84,649,565,319
158,4.87,649,564,315
159,4.90,649,564,315
160,4.93,649,563,315
161,4.97,648,563,315
162,5.00,648,563,315
163,5.03,650,563,314
164,5.06,655,565,314
165,5.09,643,571,315
166,5.12,652,560,314
167,5.15,652,567,314
168,5.18,651,566,314
169,5.22,651,565,314
170,5.25,650,565,315
171,5.28,650,564,316
172,5.31,650,564,317
173,5.34,650,564,316
174,5.37,649,564,314
175,5.40,649,564,314
176,5.43,649,564,314
177,5.46,648,563,314
178,5.50,648,563,314
179,5.53,650,564,314
180,5.56,656,567,314
181,5.59,643,571,314
182,5.62,652,564,314
183,5.65,651,566,314
184,5.68,650,565,314
185,5.71,650,565,315
186,5.75,650,564,316
187,5.78,649,564,312
188,5.81,649,564,317
189,5.84,648,563,314
190,5.87,648,563,314
191,5.90,648,563,314
192,5.93,650,563,314
193,5.96,657,567,314
194,5.99,643,571,314
195,6.03,653,562,314
196,6.06,651,566,314
197,6.09,650,565,314
198,6.12,650,565,314
199,6.15,649,564,315
200,6.18,649,564,316
201,6.21,649,564,312
202,6.24,649,564,310
203,6.28,649,564,319
204,6.31,649,563,314
205,6.34,648,564,314
206,6.37,648,563,314
207,6.40,648,563,314
208,6.43,648,563,314
209,6.46,648,563,314
210,6.49,650,563,314
211,6.52,654,564,314
212,6.56,655,567,314
213,6.59,642,569,314
214,6.62,648,556,313
215,6.65,652,562,313
216,6.68,651,566,313
217,6.71,650,566,313
218,6.74,650,565,313
219,6.77,650,565,313
220,6.80,649,565,313
221,6.84,649,564,314
222,6.87,649,564,314
223,6.90,649,564,315
224,6.93,649,564,315
225,6.96,649,564,316
226,6.99,649,564,316
227,7.02,649,564,316
228,7.05,649,564,316
229,7.09,649,564,315
230,7.12,649,564,310
231,7.15,649,564,310
232,7.18,648,563,312
233,7.21,648,564,307
234,7.24,648,564,308
235,7.27,648,564,316
236,7.30,648,563,319
237,7.34,648,563,313
238,7.37,648,563,313
239,7.40,647,563,313
240,7.43,647,562,313
241,7.46,648,562,313
242,7.49,653,565,313
243,7.52,657,569,313
244,7.55,648,562,313
245,7.59,651,566,313
246,7.62,650,565,313
247,7.65,649,564,313
248,7.68,649,564,315
249,7.71,648,564,315
250,7.74,648,563,319
251,7.77,648,563,313
252,7.80,647,563,313
253,7.84,647,562,313
254,7.87,651,563,313
255,7.90,653,569,313
256,7.93,648,557,313
257,7.96,651,566,313
258,7.99,650,565,313
259,8.02,649,564,313
260,8.05,649,564,314
261,8.09,648,564,313
262,8.12,648,563,319
263,8.15,648,563,313
264,8.18,647,563,313
265,8.21,646,562,313
266,8.24,649,563,313
267,8.27,655,568,313
268,8.30,648,556,312
269,8.33,651,566,313
270,8.37,650,566,313
271,8.40,649,565,312
272,8.43,649,565,312
273,8.46,649,564,312
274,8.49,648,564,313
275,8.52,648,564,313
276,8.55,648,564,313
277,8.58,648,564,314
278,8.61,648,564,314
279,8.65,648,564,315
280,8.68,648,564,315
281,8.71,648,564,314
282,8.74,648,564,310
283,8.77,648,563,304
284,8.80,648,563,317
285,8.83,647,563,312
286,8.86,647,563,312
287,8.90,646,563,312
288,8.93,646,562,312
289,8.96,647,562,312
290,8.99,648,563,312
291,9.02,654,564,312
292,9.05,639,570,312
293,9.08,651,559,312
294,9.11,650,566,312
295,9.15,649,565,312
296,9.18,649,564,312
297,9.21,648,564,314
298,9.24,648,563,312
299,9.27,647,563,319
300,9.30,647,563,312
301,9.33,647,563,312
302,9.36,646,562,312
303,9.40,646,562,312
304,9.43,648,562,312
305,9.46,655,566,312
306,9.49,642,564,312
307,9.52,651,564,312
308,9.55,649,565,312
309,9.58,649,565,311
310,9.61,648,564,312
311,9.65,648,564,312
312,9.68,648,564,312
313,9.71,648,564,312
314,9.74,648,564,312
315,9.77,648,564,312
316,9.80,648,564,312
317,9.83,648,564,311
318,9.86,648,564,312
319,9.89,648,564,311
320,9.93,648,564,312
321,9.96,648,564,311
322,9.99,648,564,311
323,10.02,649,562,312
324,10.05,646,564,311
325,10.08,648,562,312
326,10.12,645,563,313
327,10.15,648,563,312
328,10.18,646,563,314
329,10.21,647,564,312
330,10.25,648,563,315
331,10.28,647,567,312
332,10.31,649,563,314
333,10.34,647,569,312
334,10.37,652,563,308
335,10.41,647,569,311
336,10.44,655,563,308
337,10.47,647,565,312
