,time,A0,A1,A2
478,14.51,708,738,72
479,14.54,705,733,82
480,14.57,697,740,83
481,14.60,708,732,81
482,14.63,699,740,82
483,14.66,708,738,72
484,14.69,705,739,82
485,14.73,715,741,83
486,14.76,708,734,80
487,14.79,702,739,82
488,14.82,707,740,85
489,14.85,707,732,81
490,14.88,699,740,82
491,14.91,707,739,83
492,14.94,707,732,82
493,14.98,699,741,83
494,15.01,708,738,80
495,15.04,706,732,82
496,15.07,701,741,83
497,15.10,708,738,80
498,15.13,706,733,82
499,15.16,700,741,83
500,15.19,708,739,83
501,15.23,707,732,82
502,15.26,699,740,83
503,15.29,707,740,85
504,15.32,708,733,81
505,15.35,702,739,83
506,15.38,697,741,84
507,15.41,708,737,72
508,15.44,706,741,82
509,15.48,698,741,83
510,15.51,707,740,85
511,15.54,708,733,80
512,15.57,704,732,83
513,15.60,715,741,84
514,15.63,708,738,81
515,15.66,707,732,82
516,15.69,700,740,84
517,15.72,706,740,85
518,15.76,708,736,83
519,15.79,704,741,83
520,15.82,710,741,84
521,15.85,708,738,76
522,15.88,706,739,83
523,15.91,699,741,84
524,15.94,708,739,84
525,15.97,707,732,82
526,16.01,699,740,84
527,16.04,707,740,85
528,16.07,707,732,82
529,16.10,701,739,84
530,16.13,706,740,85
531,16.16,708,734,80
532,16.19,704,732,83
533,16.22,715,741,84
534,16.25,708,737,72
535,16.29,706,732,83
536,16.32,700,740,84
537,16.35,707,740,85
538,16.38,708,735,81
539,16.41,704,735,83
540,16.44,703,741,84
541,16.47,708,739,85
542,16.50,708,733,81
543,16.54,704,732,83
544,16.57,707,741,85
545,16.60,708,739,84
546,16.63,707,732,82
547,16.66,701,739,84
548,16.69,706,740,85
549,16.72,708,734,82
550,16.75,703,739,84
551,16.78,700,740,85
552,16.82,708,734,81
553,16.85,703,738,84
554,16.88,704,740,86
555,16.91,708,734,82
556,16.94,702,738,84
557,16.97,704,740,85
558,17.00,708,734,81
559,17.03,704,734,84
560,17.07,696,740,85
561,17.10,708,736,87
562,17.13,704,728,84
563,17.16,715,741,85
564,17.19,708,737,90
565,17.22,705,747,84
566,17.25,707,741,85
567,17.28,708,737,72
568,17.31,706,735,84
569,17.35,702,740,85
570,17.38,708,739,84
571,17.41,707,731,84
572,17.44,699,740,85
573,17.47,707,740,87
574,17.50,708,733,82
575,17.53,703,736,85
576,17.56,697,741,86
577,17.60,708,737,72
578,17.63,706,735,84
579,17.66,700,740,85
580,17.69,707,739,87
581,17.72,707,732,84
582,17.75,701,739,85
583,17.78,706,740,87
584,17.81,708,734,82
585,17.85,703,737,85
586,17.88,701,740,86
587,17.91,708,734,82
588,17.94,702,739,85
589,17.97,705,740,87
590,18.00,708,733,83
591,18.03,702,739,85
592,18.06,706,740,87
593,18.10,708,733,83
594,18.13,701,739,85
595,18.16,706,740,87
596,18.19,707,732,84
597,18.22,700,739,85
598,18.25,707,739,86
599,18.28,707,730,84
600,18.31,700,740,86
601,18.34,707,738,82
602,18.38,706,733,84
603,18.41,702,740,86
604,18.44,708,737,74
605,18.47,705,747,84
606,18.50,705,740,86
607,18.53,708,737,72
608,18.56,705,745,85
609,18.59,705,741,86
610,18.63,708,738,76
611,18.66,706,733,85
612,18.69,700,740,86
613,18.72,707,739,87
614,18.75,707,731,84
615,18.78,701,739,86
616,18.81,704,740,87
617,18.84,708,736,91
618,18.88,705,743,85
619,18.91,703,740,86
620,18.94,707,739,87
621,18.97,707,733,84
622,19.00,703,732,85
623,19.03,711,740,86
624,19.06,708,738,85
625,19.09,707,731,84
626,19.13,702,738,86
627,19.16,707,740,87
628,19.19,708,737,81
629,19.22,707,731,84
630,19.25,700,739,86
631,19.28,704,740,87
632,19.31,708,737,72
633,19.34,706,735,85
634,19.37,698,739,86
635,19.41,706,740,87
636,19.44,708,736,94
637,19.47,706,734,85
638,19.50,699,739,86
639,19.53,705,740,87
640,19.56,708,737,76
641,19.59,707,730,84
642,19.62,701,738,86
643,19.66,713,740,87
644,19.69,708,739,87
