Time,C0,C1,C2
89.55,493,668,538
89.59,486,668,538
89.62,486,668,540
89.65,488,669,543
89.68,486,671,528
89.72,486,669,550
89.75,489,681,543
89.78,479,673,540
89.81,497,670,539
89.84,493,669,538
89.88,486,668,538
89.91,499,668,538
89.94,498,668,537
89.97,488,668,538
90.01,496,668,538
90.04,482,668,539
90.07,482,668,540
90.10,478,669,542
90.13,493,669,544
90.17,483,671,532
90.20,489,673,552
90.23,485,668,550
90.26,493,675,546
90.30,489,679,543
90.33,491,674,541
90.36,507,671,540
90.39,504,670,539
90.43,493,669,539
90.46,488,669,538
90.49,484,668,538
90.52,497,668,538
90.55,497,668,538
90.59,496,668,538
90.62,480,668,538
90.65,472,668,538
90.68,483,668,538
90.72,485,668,539
90.75,495,668,538
90.78,495,668,538
90.81,495,668,538
90.84,495,668,538
90.88,495,668,538
90.91,494,668,538
90.94,495,668,538
90.97,482,668,538
91.01,482,668,539
91.04,488,668,540
91.07,488,669,541
91.10,486,669,544
91.13,488,671,533
91.17,487,673,552
91.20,489,665,547
91.23,496,679,543
91.26,473,673,540
91.30,499,671,539
91.33,496,669,538
91.36,492,669,538
91.39,491,668,538
91.43,486,668,538
91.46,482,668,537
91.49,481,668,537
91.52,485,668,537
91.55,485,668,537
91.59,493,668,538
91.62,483,668,538
91.65,483,668,538
91.68,481,668,538
91.71,484,668,539
91.75,487,668,539
91.78,488,669,541
91.81,484,669,543
91.84,493,670,545
91.88,483,672,529
91.91,484,674,551
91.94,487,660,546
91.97,490,678,542
92.01,507,672,540
92.04,498,670,539
92.07,491,670,538
92.10,495,669,538
92.13,495,668,537
92.17,492,668,537
92.20,487,668,538
92.23,484,668,538
92.26,483,669,539
92.30,481,669,541
92.33,482,670,545
92.36,486,672,524
92.39,486,672,551
92.43,489,670,546
92.46,493,680,543
92.49,470,675,541
92.52,495,673,540
92.55,508,671,540
92.58,504,670,539
92.62,500,670,539
92.65,498,669,538
92.68,490,669,538
92.71,488,669,538
92.75,498,669,538
92.78,483,669,538
92.81,486,668,537
92.84,485,668,537
92.88,474,668,537
92.91,493,668,538
92.94,491,668,538
92.97,480,668,539
93.00,492,669,539
93.04,479,669,540
93.07,486,669,542
93.10,496,670,544
93.13,485,671,539
93.17,495,673,545
93.20,495,674,552
93.23,496,659,547
93.26,502,681,544
93.29,504,677,542
93.33,484,674,541
93.36,495,672,540
93.39,497,671,540
93.42,502,670,539
93.46,500,670,539
93.49,493,670,538
93.52,491,669,538
93.55,491,669,538
93.58,489,669,538
93.62,488,669,538
93.65,495,668,538
93.68,480,668,537
93.71,488,668,538
93.75,488,669,538
93.78,480,669,538
93.81,485,668,538
93.84,486,669,539
93.88,491,669,540
93.91,493,669,541
93.94,492,670,542
93.97,492,670,544
94.00,494,671,543
94.04,494,672,529
94.07,495,674,553
94.10,496,672,549
94.13,497,660,545
94.17,493,680,543
94.20,493,677,542
94.23,475,674,541
94.26,506,672,540
94.29,507,672,540
94.33,490,671,540
94.36,503,671,539
94.39,488,670,539
94.42,490,670,538
94.45,485,670,538
94.49,480,669,538
94.52,487,669,538
94.55,482,669,538
94.58,493,669,537
94.62,480,669,538
94.65,476,669,538
94.68,479,669,538
94.71,486,669,538
94.75,486,669,538
94.78,486,669,538
94.81,483,669,538
94.84,488,669,539
94.87,480,669,539
94.91,480,669,538
94.94,480,669,538
94.97,497,669,539
95.00,486,669,538
95.04,478,669,538
95.07,483,669,538
95.10,480,669,537
95.13,495,669,538
95.16,482,669,538
95.20,478,670,538
95.23,484,670,538
95.26,497,670,539
95.29,499,670,539
95.33,492,671,540
95.36,491,671,540
95.39,485,671,540
95.42,498,671,540
95.45,483,672,540
95.49,480,673,541
95.52,499,673,541
95.55,497,674,541
95.58,492,674,541
95.62,484,675,541
95.65,471,676,542
95.68,474,677,542
95.71,482,678,543
95.75,490,679,543
95.78,494,680,543
95.81,497,681,544
95.84,497,681,544
95.87,497,681,545
95.91,497,681,545
95.94,496,680,545
95.97,496,676,546
96.00,495,665,547
96.04,494,659,548
96.07,492,666,550
96.10,491,675,553
96.13,490,675,551
96.16,489,674,524
96.20,488,673,542
96.23,488,671,545
96.26,487,671,543
96.29,487,670,541
96.32,486,670,540
96.36,486,669,539
96.39,487,669,538
96.42,485,669,538
96.45,486,669,538
96.49,486,669,538
96.52,487,670,538
96.55,487,670,538
96.58,485,670,538
96.62,491,671,539
96.65,492,672,540
96.68,491,673,541
96.71,481,676,542
96.75,487,682,545
96.78,487,660,551
96.81,491,675,544
96.84,489,672,545
96.87,489,671,543
96.91,488,670,541
96.94,488,670,539
96.97,487,669,538
97.00,486,669,538
97.04,487,669,538
97.07,488,670,538
97.10,490,670,538
97.13,491,670,538
97.16,492,671,539
97.20,493,671,540
97.23,496,671,540
97.26,497,671,540
97.29,498,672,540
97.32,498,672,540
97.36,499,672,540
97.39,499,672,540
97.42,499,672,540
97.45,499,672,540
97.49,499,672,540
97.52,498,672,539
97.55,497,671,539
97.58,496,671,539
97.61,494,671,539
97.65,493,671,538
97.68,492,671,538
97.71,491,670,538
97.74,490,670,538
97.78,490,670,538
97.81,489,670,538
97.84,488,670,538
97.87,488,670,538
97.90,488,670,539
97.94,487,670,540
97.97,487,671,541
98.00,488,671,543
98.03,488,672,545
98.07,488,673,531
98.10,489,675,549
98.13,491,676,553
98.16,492,663,549
98.20,493,679,546
98.23,495,683,544
98.26,494,680,542
98.29,474,678,541
98.32,496,683,540
98.36,499,678,540
98.39,496,676,539
98.42,494,677,539
98.45,491,680,539
98.49,490,675,538
98.52,489,675,538
98.55,487,676,538
98.58,484,672,538
98.61,483,679,538
98.65,482,671,538
98.68,490,671,538
98.71,490,671,537
98.74,492,672,537
98.78,489,673,537
98.81,489,672,537
98.84,489,671,537
98.87,489,672,537
98.90,488,673,537
98.94,490,672,537
98.97,488,673,537
99.00,488,675,538
99.03,488,672,537
99.07,494,672,538
99.10,490,672,537
99.13,488,671,538
99.16,486,670,538
99.19,486,670,537
99.23,490,669,537
99.26,488,669,538
99.29,487,670,538
99.32,483,669,537
99.36,485,669,538
99.39,479,669,537
99.42,493,669,537
99.45,489,669,537
99.48,489,669,537
99.52,489,668,537
99.55,489,669,537
99.58,489,669,537
99.61,488,668,537
99.65,488,668,537
99.68,489,668,537
99.71,486,668,537
99.74,479,668,537
99.77,482,668,538
99.81,485,668,537
99.84,481,668,537
99.87,492,668,537
99.90,488,668,538
99.94,485,668,538
99.97,483,668,537
100.00,479,671,543
100.03,492,670,539
100.07,483,668,538
100.10,488,659,548
100.13,486,668,538
100.17,482,669,541
100.20,496,672,541
100.23,479,668,538
100.27,487,671,540
100.30,496,670,539
100.33,487,668,538
100.37,492,666,550
100.40,486,668,538
100.43,482,668,540
100.47,495,674,542
100.50,487,668,537
100.53,484,670,546
100.57,494,670,539
100.60,481,668,538
100.63,484,672,553
100.67,482,669,538
100.70,481,668,539
100.73,490,680,544
100.77,481,668,538
100.80,487,669,541
100.83,507,672,541
100.87,492,668,537
100.90,493,671,546
100.93,500,669,539
100.97,487,668,538
101.00,491,660,550
101.03,488,668,538
101.07,484,668,539
101.10,469,675,542
101.13,484,668,537
101.17,483,670,545
101.20,500,669,539
101.23,486,667,538
101.27,488,672,551
101.30,491,668,538
101.33,479,668,538
101.36,487,679,546
101.40,483,668,537
101.43,481,668,539
101.47,467,676,542
101.50,487,668,537
101.53,480,668,540
101.56,487,675,543
101.60,485,668,537
101.63,478,668,539
101.66,479,679,545
101.70,493,668,538
101.73,486,668,539
101.76,493,677,548
101.80,488,668,538
101.83,484,668,538
101.86,492,657,548
101.90,488,668,538
101.93,484,668,539
101.96,494,679,546
102.00,488,668,538
102.03,484,668,540
102.06,473,675,542
102.10,485,667,537
102.13,482,670,544
102.16,491,670,539
102.20,485,667,538
102.23,490,674,553
102.26,491,668,538
102.30,485,668,539
102.33,482,677,543
102.36,487,667,537
102.40,485,669,542
102.43,498,670,540
102.46,483,667,537
102.50,483,673,552
102.53,489,668,538
102.56,486,668,539
102.60,470,674,541
102.63,487,667,537
102.66,487,673,541
102.70,489,668,538
102.73,485,668,541
102.76,498,670,539
102.80,485,667,538
102.83,495,676,542
102.86,485,667,537
102.90,488,672,549
102.93,486,667,537
102.96,485,671,539
103.00,497,668,538
103.03,494,668,543
103.06,501,669,538
103.10,486,667,539
103.13,505,670,539
103.16,492,667,538
103.20,495,675,541
103.23,492,667,537
103.26,486,667,545
103.30,473,667,537
103.33,481,672,550
103.36,499,668,537
103.40,497,669,545
103.43,504,668,538
103.46,498,667,539
103.50,512,671,540
103.53,498,667,538
103.56,506,680,543
103.60,499,667,537
103.63,501,673,551
103.66,502,668,537
103.69,498,668,543
103.73,508,669,539
103.76,498,667,539
103.79,486,674,541
103.83,499,667,538
103.86,502,669,550
103.89,501,667,537
103.93,499,669,544
103.96,507,669,539
104.00,498,667,538
104.03,507,680,544
104.06,500,667,537
104.09,499,669,544
104.13,508,669,539
104.16,498,667,538
104.19,504,655,548
104.23,501,667,537
104.26,499,668,542
104.29,510,669,539
104.33,498,667,538
104.36,503,659,549
104.39,502,668,537
104.43,499,668,541
104.46,513,670,540
104.49,499,667,537
104.53,502,673,551
104.56,503,668,537
104.59,499,667,540
104.63,510,673,541
104.66,500,667,537
104.69,501,671,523
104.73,506,669,538
104.76,500,667,538
104.79,508,677,545
104.83,502,667,537
104.86,500,668,541
104.89,514,671,540
104.93,500,667,537
104.96,501,671,531
104.99,506,668,539
105.03,500,667,538
105.06,504,665,552
105.09,503,668,538
105.13,500,667,538
105.16,508,676,546
105.19,502,668,538
105.23,500,667,539
105.26,486,676,543
105.29,502,667,537
105.33,500,668,539
105.36,487,676,543
105.39,503,667,537
105.43,500,668,539
105.46,509,680,546
105.49,503,668,538
105.53,500,667,538
105.56,506,664,551
105.59,505,668,538
105.62,500,667,538
105.66,504,673,546
105.69,506,668,538
105.72,501,667,537
105.76,503,672,527
105.79,507,669,538
105.82,501,667,537
105.86,503,671,530
105.89,509,669,539
105.93,501,667,537
105.96,502,670,545
105.99,511,670,539
106.02,501,667,537
106.06,502,669,544
106.09,513,670,540
106.12,501,667,537
106.16,501,669,542
106.19,516,671,541
106.22,502,667,537
106.26,501,668,541
106.29,514,672,541
106.32,502,667,537
106.36,501,668,541
106.39,516,672,541
106.42,502,667,537
106.46,502,669,542
106.49,515,671,540
106.52,502,667,537
106.56,502,670,546
106.59,509,669,539
106.62,501,667,537
106.66,505,664,551
106.69,505,668,538
106.72,501,667,540
106.76,512,672,540
106.79,502,667,537
106.82,504,673,538
106.86,506,668,538
106.89,501,667,539
106.92,495,674,541
106.96,502,667,537
106.99,503,671,523
107.02,507,668,538
107.06,501,667,539
107.09,501,673,540
107.12,502,667,537
107.16,504,673,551
107.19,504,668,537
107.22,502,668,543
107.26,511,669,538
107.29,501,667,538
107.32,496,674,541
107.36,502,667,537
107.39,506,668,549
107.42,504,667,537
107.46,503,670,542
107.49,507,668,537
107.52,502,668,541
107.55,513,669,539
107.59,502,667,538
107.62,487,672,540
107.66,502,667,537
107.69,510,679,542
107.72,503,667,537
107.75,506,658,547
107.79,504,667,537
107.82,504,672,552
107.86,505,667,537
107.89,504,671,549
107.92,506,668,537
107.95,503,669,536
107.99,507,668,537
108.02,503,668,544
108.05,509,668,537
108.09,502,668,541
108.12,512,669,538
108.15,502,667,539
108.19,516,670,539
108.22,502,667,538
108.25,507,672,540
108.29,502,667,537
108.32,503,675,541
108.35,503,667,537
108.39,509,680,543
108.42,503,667,537
108.45,506,662,548
108.49,504,667,537
108.52,504,672,551
108.55,505,667,537
108.59,503,669,546
108.62,507,668,537
108.65,502,668,542
108.69,511,669,538
108.72,502,667,539
108.75,516,670,539
108.79,502,667,537
108.82,506,675,541
108.85,502,667,537
108.89,507,668,545
108.92,504,667,536
108.95,504,673,551
108.99,505,667,537
109.02,502,669,539
109.05,507,668,537
109.09,502,668,541
109.12,513,669,538
109.15,502,667,538
109.19,505,673,540
109.22,502,667,537
109.25,508,679,544
109.29,504,667,536
109.32,504,672,552
109.35,505,667,537
109.39,502,668,544
109.42,509,668,537
109.45,502,667,539
109.49,517,670,539
109.52,501,667,537
109.55,507,676,541
109.59,502,667,536
109.62,505,657,547
109.65,503,667,536
109.68,503,671,537
109.72,506,667,537
109.75,502,668,543
109.79,510,668,537
109.82,501,667,539
109.85,517,670,539
109.88,502,667,537
109.92,513,677,541
109.95,504,667,537
109.98,506,672,549
110.02,505,667,537
110.05,503,670,544
110.08,507,668,537
110.12,501,668,540
110.15,515,670,539
110.18,502,667,538
110.22,512,678,542
110.25,503,667,537
110.28,504,674,552
110.32,505,667,537
110.35,502,669,545
110.38,510,669,538
110.42,502,667,539
110.45,518,672,540
110.48,502,667,537
110.52,509,679,545
110.55,504,667,537
110.58,503,671,522
110.62,507,668,537
110.65,502,668,540
110.68,516,670,539
110.72,502,667,537
110.75,509,681,544
110.78,503,667,537
110.82,503,671,525
110.85,506,668,537
110.88,502,668,539
110.92,517,672,540
110.95,502,667,537
110.98,506,657,548
111.02,504,667,537
111.05,502,669,545
111.08,509,669,538
111.12,502,667,538
111.15,507,676,541
111.18,504,667,537
111.22,503,672,536
111.25,507,668,537
111.28,502,668,539
111.32,515,673,541
111.35,502,667,537
111.38,504,673,541
111.42,506,668,537
111.45,501,668,539
111.48,487,674,541
111.52,502,667,537
111.55,502,671,524
111.58,507,669,538
111.62,500,667,538
111.65,505,679,543
111.68,503,668,537
111.72,502,670,544
111.75,512,670,539
111.78,502,667,537
111.81,505,667,552
111.85,504,668,537
111.88,500,668,539
111.92,486,675,541
111.95,502,667,537
111.98,501,670,545
112.01,509,670,539
112.05,500,667,537
112.08,504,662,551
112.11,503,668,537
112.15,499,668,539
112.18,497,676,542
112.21,501,667,537
112.25,500,669,543
112.28,512,670,539
112.31,500,667,537
112.35,501,671,534
112.38,506,669,538
112.41,499,667,537
112.45,504,659,551
112.48,503,668,537
112.51,499,668,538
112.55,505,677,543
112.58,501,667,537
112.61,499,669,542
112.65,513,671,539
112.68,499,667,537
112.71,501,671,534
112.75,505,669,538
112.78,499,667,537
112.81,503,663,551
112.85,503,668,537
112.88,499,667,538
112.91,506,675,547
112.95,502,668,537
112.98,499,667,537
113.01,505,660,550
113.05,503,668,537
113.08,499,667,537
113.11,503,674,538
113.15,505,669,538
113.18,499,667,537
113.21,501,670,545
113.25,511,670,539
113.28,501,667,537
113.31,500,668,539
113.35,508,680,545
113.38,503,668,537
113.41,499,667,537
113.45,503,673,522
113.48,508,669,539
113.51,500,667,536
113.55,500,668,539
113.58,508,674,549
113.61,504,669,538
113.65,500,667,537
113.68,500,668,540
113.71,507,681,550
113.75,505,669,539
113.78,500,667,537
113.81,499,668,538
113.85,504,673,527
113.88,511,671,540
113.91,501,668,537
113.94,499,667,537
113.98,500,669,541
114.01,494,679,548
114.04,505,669,539
114.08,500,667,537
114.11,499,667,537
114.14,500,670,542
114.18,486,680,550
114.21,505,670,539
114.25,500,668,537
114.28,499,667,537
114.31,500,669,540
114.34,507,675,552
114.38,507,670,539
114.41,501,668,537
114.44,499,667,537
114.48,501,670,542
114.51,491,679,547
114.54,504,669,539
114.58,500,667,537
114.61,500,668,538
114.64,503,673,537
114.68,512,672,542
114.71,501,668,537
114.74,500,667,537
114.78,501,669,540
114.81,508,657,551
114.84,507,670,539
114.88,500,668,537
114.91,499,668,537
114.94,501,670,543
114.98,501,678,546
115.01,503,669,538
115.04,499,667,537
115.08,499,668,539
115.11,505,665,553
115.14,507,670,539
115.18,499,668,537
115.21,498,668,538
115.24,503,674,533
115.28,508,670,540
115.31,503,668,537
115.34,499,668,538
115.38,506,668,549
115.41,505,669,539
115.44,499,667,537
115.48,500,668,540
115.51,488,679,545
115.54,501,668,538
115.58,498,668,537
115.61,500,671,545
115.64,511,672,541
115.68,499,668,537
115.71,497,668,538
115.74,503,664,553
115.78,502,669,539
115.81,496,667,537
115.84,498,670,544
115.87,513,672,541
115.91,498,668,537
115.94,497,668,539
115.98,496,680,545
116.01,500,668,537
116.04,497,668,538
116.07,504,659,550
116.11,501,669,538
116.14,498,668,538
116.18,503,662,551
116.21,501,669,537
116.24,495,668,538
116.27,503,667,548
116.31,499,668,538
116.34,495,668,539
116.37,504,681,545
116.41,499,668,537
116.44,496,668,539
116.47,504,679,544
116.51,498,668,537
116.54,496,668,539
116.57,489,678,543
116.61,499,668,537
116.64,497,669,540
116.67,514,674,541
116.71,499,668,537
116.74,499,670,543
116.77,512,671,540
116.81,498,668,537
116.84,499,672,522
116.87,504,669,539
116.91,498,668,538
116.94,504,657,548
116.97,501,668,537
117.01,498,668,540
117.04,515,674,541
117.07,499,668,537
117.11,499,670,546
117.14,509,670,539
117.17,498,668,537
117.21,502,674,554
117.24,503,669,538
117.27,498,668,538
117.31,508,681,545
117.34,500,668,537
117.37,499,669,542
117.41,515,672,540
117.44,500,668,537
117.47,501,673,523
117.51,506,669,538
117.54,499,668,538
117.57,509,682,546
117.61,503,668,537
117.64,500,669,541
117.67,515,672,540
117.71,500,668,537
117.74,501,672,538
117.77,507,670,539
117.81,500,668,538
117.84,505,655,551
117.87,503,669,538
117.91,499,668,539
117.94,511,681,545
117.97,501,668,537
118.00,499,669,540
118.04,485,677,543
118.07,501,668,537
118.11,499,669,540
118.14,502,677,543
118.17,501,668,537
118.20,499,669,540
118.24,486,677,543
118.27,501,668,537
118.30,499,669,540
118.34,497,675,542
118.37,500,668,537
118.40,499,669,543
118.44,514,672,540
118.47,499,668,537
118.50,500,671,547
118.54,507,670,539
118.57,497,668,538
118.60,502,672,553
118.64,501,669,538
118.67,497,668,538
118.70,504,670,549
118.74,500,669,538
118.77,497,668,538
118.80,505,656,549
118.84,500,669,538
118.87,497,668,538
118.90,505,660,550
118.94,501,669,538
118.97,497,668,538
119.00,506,683,548
119.04,500,669,538
119.07,497,669,539
119.10,508,681,545
119.14,500,669,537
119.17,498,669,540
119.20,489,678,543
119.24,500,668,537
119.27,498,669,542
119.30,515,673,541
119.34,499,668,537
119.37,499,671,546
119.40,509,671,540
119.44,498,668,537
119.47,500,674,538
119.50,504,670,539
119.54,497,668,538
119.57,503,672,553
119.60,502,669,538
119.64,497,668,538
119.67,504,658,551
119.70,502,669,538
119.74,497,668,538
119.77,506,681,549
119.80,501,669,538
119.84,496,668,539
119.87,506,683,547
119.90,499,669,538
119.94,496,669,539
119.97,497,680,544
120.00,498,668,537
120.04,495,669,540
120.07,506,676,543
120.10,496,668,537
120.13,495,669,541
120.17,512,674,542
120.20,495,668,537
120.24,492,670,543
120.27,507,673,541
120.30,492,668,537
120.33,493,670,543
120.37,507,673,541
120.40,492,668,537
120.43,491,669,541
120.47,481,679,545
120.50,494,669,538
120.54,491,668,538
120.57,496,675,522
120.60,501,671,540
120.63,491,668,537
120.67,491,669,541
120.70,482,679,545
120.73,493,669,538
120.77,490,668,538
120.80,494,676,552
120.83,495,670,539
120.87,489,668,537
120.90,490,670,542
120.93,504,677,544
120.97,492,669,538
121.00,490,668,538
121.03,493,671,545
121.07,507,676,544
121.10,494,669,538
121.13,490,668,538
121.17,492,670,541
121.20,502,681,551
121.23,498,670,540
121.27,493,669,537
121.30,492,669,539
121.33,496,676,527
121.37,501,672,541
121.40,490,669,538
121.43,488,669,538
121.47,490,674,546
121.50,498,673,541
121.53,488,669,538
121.57,485,669,538
121.60,487,671,544
121.63,494,680,547
121.67,488,670,540
121.70,483,669,538
121.73,482,669,538
121.77,483,670,540
121.80,487,674,546
121.83,483,680,549
121.87,487,671,541
121.90,483,669,539
121.93,481,669,537
121.97,479,669,538
122.00,498,670,541
122.03,489,673,544
122.06,491,674,543
122.10,482,670,539
122.13,480,669,538
122.17,478,669,539
122.20,482,674,548
122.23,495,676,544
122.26,484,670,539
122.30,480,668,537
122.33,480,670,540
122.36,488,657,554
122.40,486,671,540
122.43,480,669,537
122.46,480,669,539
122.50,487,670,554
122.53,489,672,540
122.56,484,669,538
122.60,481,669,539
122.63,484,676,542
122.66,487,672,541
122.70,479,669,538
122.73,478,669,539
122.76,484,676,525
122.80,488,672,541
122.83,479,669,538
122.86,477,669,539
122.90,484,670,547
122.93,486,671,540
122.96,478,669,538
123.00,477,669,539
123.03,494,663,556
123.06,495,671,540
123.10,488,669,538
123.13,488,670,540
123.16,497,660,552
123.20,490,671,540
123.23,474,669,538
123.26,476,671,543
123.30,480,680,546
123.33,476,670,539
123.36,474,669,538
123.40,478,670,541
123.43,479,683,553
123.46,482,671,541
123.50,498,669,538
123.53,499,669,539
123.56,503,673,546
123.60,511,678,546
123.63,505,670,540
123.66,501,669,538
123.70,501,669,540
123.73,506,676,527
123.76,515,674,543
123.80,503,670,539
123.83,501,669,538
123.86,501,671,543
123.90,494,683,552
123.93,506,671,541
123.96,500,669,538
124.00,499,669,540
124.03,504,676,533
124.06,512,673,543
124.10,501,670,539
124.13,499,669,538
124.16,500,671,543
124.19,498,684,550
124.23,504,671,541
124.26,498,669,539
124.30,497,670,540
124.33,501,675,534
124.36,511,674,543
124.39,499,670,539
124.43,496,669,539
124.46,497,671,543
124.50,494,682,553
124.53,503,671,541
124.56,497,669,538
124.59,496,669,540
124.63,500,675,547
124.66,513,675,544
124.69,499,670,539
124.73,496,669,539
124.76,497,671,542
124.79,508,679,554
124.83,504,672,541
124.86,498,669,539
124.89,496,669,539
124.93,499,673,548
124.96,512,680,547
124.99,502,671,541
125.03,497,669,539
125.06,496,669,539
125.09,497,671,541
125.13,503,677,544
125.16,515,678,548
125.19,502,672,542
125.23,498,670,540
125.26,496,669,539
125.29,497,670,540
125.33,500,673,546
125.36,492,685,557
125.39,508,674,544
125.43,501,671,541
125.46,498,670,540
125.49,497,670,540
125.53,498,671,542
125.56,504,677,537
125.59,514,680,550
125.63,504,673,543
125.66,500,671,541
125.69,498,670,540
125.73,499,671,541
125.76,500,672,543
125.79,503,675,548
125.83,512,666,556
125.86,517,681,552
125.89,508,676,547
125.93,494,674,545
125.96,490,673,544
125.99,489,674,545
126.03,491,674,546
126.06,491,676,547
126.09,492,676,548
126.13,494,679,552
126.16,498,682,556
126.19,500,685,560
126.23,501,680,558
126.26,478,670,549
126.29,476,674,559
126.32,497,688,564
126.36,507,687,560
126.39,499,683,555
126.43,497,681,553
126.46,494,680,551
126.49,497,679,554
126.52,504,681,556
126.56,506,678,551
126.59,507,681,557
126.62,508,690,532
126.66,498,681,551
126.69,489,677,548
126.72,486,675,547
126.76,486,676,548
126.79,489,678,552
126.82,497,683,561
126.86,494,661,555
126.89,491,679,549
126.92,492,676,547
126.96,487,675,546
126.99,489,675,547
127.02,490,676,549
127.06,509,680,558
127.09,524,692,541
127.12,513,680,551
127.16,506,676,547
127.19,504,675,546
127.22,503,674,546
127.26,504,675,548
127.29,507,677,551
127.32,515,683,563
127.36,525,665,559
127.39,511,678,549
127.42,504,675,547
127.46,502,673,544
127.49,501,673,545
127.52,502,674,546
127.56,504,676,549
127.59,510,680,557
127.62,521,679,529
127.66,512,681,552
127.69,504,676,547
127.72,500,674,545
127.76,500,674,545
127.79,500,674,545
127.82,501,675,547
127.86,504,676,550
127.89,508,680,557
127.92,517,691,565
127.96,513,683,554
127.99,502,677,548
128.02,499,676,548
128.06,496,675,547
128.09,495,676,549
128.12,499,679,554
128.16,507,683,563
128.19,519,665,561
128.22,504,680,551
128.26,500,675,546
128.29,499,675,547
128.32,500,676,549
128.36,507,681,558
128.39,518,695,540
128.42,510,683,553
128.46,504,679,550
128.49,500,677,551
128.52,503,679,555
128.56,513,687,570
128.59,513,682,553
128.62,502,678,549
128.66,500,678,552
128.69,505,682,561
128.72,499,683,558
128.76,503,679,552
128.79,500,679,554
128.82,508,684,565
128.86,504,684,553
128.89,502,676,549
128.92,501,679,553
128.96,511,690,534
128.99,507,679,550
129.02,500,677,550
129.05,504,681,558
129.09,497,686,555
129.12,501,677,549
129.16,499,678,553
129.19,513,689,545
129.22,505,679,550
129.25,499,677,550
129.29,504,681,561
129.32,500,682,552
129.35,500,676,548
129.39,501,679,554
129.42,517,694,563
129.45,503,677,548
129.49,499,677,551
129.52,509,684,565
129.55,514,681,551
129.59,500,677,550
129.62,503,680,556
129.65,519,671,557
129.69,501,677,550
129.72,500,678,553
129.75,512,689,531
129.79,505,679,551
129.82,504,679,553
129.85,510,685,569
129.89,514,681,552
129.92,501,677,551
129.95,508,682,564
129.99,516,682,552
130.02,502,677,550
130.05,507,682,562
130.09,516,683,552
130.12,502,678,551
130.15,506,682,563
130.19,514,683,553
130.22,504,677,550
130.25,510,682,566
130.29,515,680,552
130.32,505,678,552
130.35,514,687,564
130.38,510,678,552
130.42,506,679,554
130.45,524,662,558
130.49,506,677,550
130.52,508,681,562
130.55,517,681,552
130.59,504,677,553
130.62,516,692,564
130.65,507,677,550
130.69,508,681,558
130.72,519,681,553
130.75,506,677,553
130.79,519,694,562
130.82,508,677,550
130.85,511,681,563
130.88,515,679,550
130.92,506,678,555
130.95,525,684,556
130.98,505,677,552
131.02,512,686,573
131.05,512,679,552
131.09,509,681,560
131.12,522,682,551
131.15,507,678,553
131.18,524,685,559
131.22,508,678,552
131.25,515,686,566
131.28,511,679,551
131.32,508,681,560
131.35,521,681,552
131.38,509,678,556
131.42,529,686,557
131.45,505,678,551
131.48,514,690,563
131.52,505,677,550
131.55,509,684,567
131.58,506,677,550
131.62,505,680,562
131.65,512,678,551
131.68,501,678,556
131.72,508,681,551
131.75,495,677,552
131.78,511,677,553
131.82,494,676,550
131.85,504,688,559
131.88,499,676,549
131.92,500,680,563
131.95,507,678,549
131.98,498,677,553
132.02,519,683,553
132.05,499,676,550
132.08,507,684,561
132.12,503,677,548
132.15,500,678,555
132.18,513,683,551
132.22,498,676,549
132.25,501,685,564
132.28,498,676,548
132.32,495,677,553
132.35,511,684,552
132.38,494,676,549
132.42,499,681,565
132.45,502,678,549
132.48,495,677,552
132.52,508,694,559
132.55,494,675,547
132.58,493,677,554
132.62,489,681,549
132.65,507,675,548
132.68,511,680,563
132.72,513,677,548
132.75,508,675,549
132.78,518,685,536
132.82,511,675,547
132.85,508,675,550
132.88,522,693,559
132.91,511,674,546
132.95,510,676,551
132.98,528,671,555
133.02,510,674,546
133.05,511,676,552
133.08,528,680,553
133.11,507,674,546
133.15,507,677,554
133.18,528,683,552
133.22,508,674,547
133.25,510,676,553
133.28,529,683,551
133.31,500,673,545
133.35,501,676,552
133.38,522,684,552
133.41,501,674,546
133.45,502,676,552
133.48,520,665,554
133.51,501,674,546
133.55,501,676,551
133.58,519,691,557
133.61,503,674,545
133.65,501,675,549
133.68,515,690,554
133.71,505,675,546
133.75,501,674,548
133.78,509,682,568
133.81,508,676,546
133.85,500,673,546
133.88,504,677,556
133.91,502,680,548
133.95,500,673,545
133.98,502,675,549
134.01,518,693,558
134.05,505,674,546
134.08,502,674,547
134.11,510,682,566
134.15,513,677,548
134.18,503,674,546
134.21,507,678,555
134.25,516,684,552
134.28,503,674,546
134.31,503,675,550
134.35,519,691,558
134.38,503,673,545
134.41,503,675,549
134.45,514,686,530
134.48,506,675,546
134.51,502,674,547
134.55,508,683,565
134.58,509,676,547
134.61,501,674,548
134.65,508,680,562
134.68,513,678,548
134.71,501,674,547
134.75,506,678,556
134.78,504,681,549
134.81,500,674,546
134.85,503,676,552
134.88,522,673,553
134.91,501,673,546
134.95,505,676,551
134.98,520,692,559
135.01,506,674,546
135.05,504,675,549
135.08,516,687,534
135.11,508,674,546
135.15,502,674,547
135.18,511,682,568
135.21,509,676,546
135.24,503,673,547
135.28,510,679,560
135.31,518,678,548
135.35,505,673,546
135.38,507,676,554
135.41,525,683,552
135.44,504,673,545
135.48,506,675,550
135.51,521,690,553
135.54,507,673,545
135.58,504,673,547
135.61,511,679,561
135.64,515,676,546
135.68,503,672,544
135.71,506,674,550
