Time,C0,C1,C2
44.48,498,665,537
44.52,498,665,537
44.55,498,665,537
44.58,498,665,537
44.61,497,665,537
44.65,497,665,537
44.68,497,665,537
44.71,497,665,537
44.74,496,664,537
44.77,496,664,537
44.81,496,664,537
44.84,495,664,537
44.87,494,664,537
44.90,494,664,537
44.94,494,664,537
44.97,494,664,538
45.00,494,665,539
45.03,494,665,541
45.06,494,666,544
45.10,495,667,535
45.13,495,669,538
45.16,496,670,549
45.19,497,669,551
45.22,497,667,551
45.26,497,666,551
45.29,497,668,550
45.32,497,669,551
45.36,497,670,550
45.39,497,670,550
45.42,497,669,551
45.45,497,664,550
45.48,498,657,549
45.52,499,655,547
45.55,500,674,545
45.58,501,678,543
45.61,502,675,542
45.64,487,672,541
45.68,497,670,540
45.71,508,669,539
45.74,507,668,539
45.77,506,667,539
45.81,503,667,538
45.84,502,667,538
45.87,501,666,538
45.90,500,666,538
45.93,500,666,538
45.97,500,666,538
46.00,500,666,538
46.03,499,666,538
46.06,499,666,538
46.10,499,666,538
46.13,499,666,537
46.16,498,666,537
46.19,498,666,537
46.22,497,666,537
46.26,497,666,537
46.29,496,666,537
46.32,496,666,537
46.35,495,666,537
46.39,495,666,537
46.42,494,666,537
46.45,494,667,538
46.48,494,668,538
46.52,494,673,539
46.55,494,672,540
46.58,494,667,543
46.61,495,668,542
46.64,495,670,537
46.68,496,671,552
46.71,497,666,550
46.74,498,657,548
46.77,499,667,546
46.80,500,678,545
46.84,501,679,544
46.87,501,679,544
46.90,502,680,544
46.93,502,681,544
46.97,502,681,544
47.00,502,681,544
47.03,502,680,543
47.06,502,683,543
47.10,503,685,542
47.13,497,676,541
47.16,482,674,541
47.19,500,672,540
47.22,507,670,540
47.26,506,669,539
47.29,504,669,539
47.32,503,669,539
47.35,501,671,539
47.38,500,669,538
47.42,499,671,538
47.45,498,670,538
47.48,497,668,538
47.51,497,668,537
47.55,497,668,537
47.58,496,673,537
47.61,496,667,538
47.64,496,666,537
47.68,495,666,538
47.71,495,666,537
47.74,495,666,537
47.77,494,666,538
47.80,494,666,538
47.84,494,667,540
47.87,494,667,542
47.90,495,669,542
47.93,496,672,552
47.97,499,655,544
48.00,494,676,541
48.03,507,670,539
48.06,500,669,538
48.10,497,668,537
48.13,495,670,537
48.16,494,669,538
48.19,494,669,541
48.22,495,671,532
48.26,497,661,546
48.29,488,674,541
48.32,506,669,539
48.35,499,668,538
48.38,496,667,537
48.42,495,666,537
48.45,494,666,539
48.48,494,667,542
48.51,495,670,537
48.55,498,675,544
48.58,490,671,540
48.61,502,669,538
48.64,497,672,537
48.68,495,668,537
48.71,494,669,540
48.74,494,671,530
48.77,497,659,544
48.80,480,671,539
48.84,501,667,538
48.87,496,666,537
48.90,494,665,538
48.93,494,667,543
48.97,495,672,550
49.00,503,673,540
49.03,503,668,538
49.06,496,667,537
49.09,494,668,538
49.13,494,669,543
49.16,495,674,550
49.19,497,682,540
49.22,502,669,538
49.26,496,667,537
49.29,494,665,539
49.32,494,667,545
49.35,496,655,545
49.38,503,669,539
49.42,499,667,537
49.45,495,666,538
49.48,493,668,540
49.51,494,670,552
49.55,501,676,541
49.58,504,668,538
49.61,496,666,537
49.64,494,666,539
49.68,494,673,544
49.71,496,658,544
49.74,507,671,539
49.77,497,667,537
49.80,494,667,537
49.84,493,669,541
49.87,494,672,547
49.90,500,678,541
49.93,505,670,538
49.97,496,668,537
50.00,494,666,538
50.03,493,666,540
50.06,494,669,524
50.09,498,678,543
50.13,505,669,539
50.16,500,669,538
50.19,496,667,537
50.22,494,666,538
50.25,493,666,540
50.29,494,668,525
50.32,496,655,545
50.35,491,671,540
50.38,503,667,538
50.42,496,667,538
50.45,494,667,537
50.48,493,667,539
50.51,493,670,543
50.54,495,672,552
50.58,500,677,542
50.61,507,668,539
50.64,499,666,538
50.67,496,665,537
50.71,494,665,538
50.74,493,665,539
50.77,494,667,546
50.80,496,672,549
50.84,502,673,541
50.87,506,667,539
50.90,498,666,538
50.93,495,665,537
50.96,494,665,538
51.00,493,665,541
51.03,494,667,531
51.06,497,655,545
51.09,487,671,540
51.13,504,667,539
51.16,497,666,538
51.19,495,665,537
51.22,494,665,538
51.25,493,666,540
51.29,493,667,544
51.32,495,670,553
51.35,498,677,544
51.38,488,671,540
51.42,505,668,539
51.45,498,667,538
51.48,496,668,538
51.51,494,671,538
51.54,493,670,538
51.58,493,671,540
51.61,494,675,545
51.64,495,674,552
51.67,498,670,544
51.71,482,671,541
51.74,504,667,539
51.77,498,665,538
51.80,495,664,537
51.83,494,664,538
51.87,493,664,539
51.90,494,665,544
51.93,495,669,547
51.96,499,675,543
52.00,505,668,540
52.03,501,665,538
52.06,497,664,538
52.09,495,664,538
52.12,493,664,539
52.16,493,665,541
52.19,494,667,529
52.22,497,653,546
52.25,481,669,540
52.29,502,665,538
52.32,496,664,538
52.35,494,664,538
52.38,493,664,539
52.42,494,665,545
52.45,495,669,550
52.48,502,672,541
52.51,505,666,539
52.54,497,664,538
52.58,494,664,538
52.61,493,664,540
52.64,494,666,536
52.67,496,657,545
52.71,488,668,540
52.74,500,665,538
52.77,495,664,538
52.80,494,664,539
52.83,493,665,544
52.87,495,670,549
52.90,492,670,540
52.93,502,665,538
52.96,496,664,537
53.00,494,663,538
53.03,493,665,543
53.06,495,669,551
53.09,501,670,541
53.12,502,665,538
53.16,496,664,537
53.19,493,663,539
53.22,493,665,544
53.25,495,666,547
53.29,492,668,540
53.32,500,665,538
53.35,495,664,537
53.38,493,664,539
53.41,493,665,545
53.45,496,666,546
53.48,479,668,540
53.51,499,665,538
53.54,495,664,538
53.58,493,664,539
53.61,493,665,546
53.64,496,659,546
53.67,500,668,540
53.70,499,664,538
53.74,494,664,538
53.77,492,664,539
53.80,491,665,545
53.83,493,668,549
53.87,499,671,541
53.90,503,665,539
53.93,495,664,537
53.96,493,664,537
53.99,491,664,538
54.03,491,664,539
54.06,491,665,543
54.09,492,667,546
54.12,494,657,547
54.16,499,675,542
54.19,481,668,540
54.22,503,666,539
54.25,498,665,538
54.29,495,664,538
54.32,494,664,538
54.35,492,663,538
54.38,492,664,538
54.41,491,664,538
54.45,491,664,539
54.48,491,664,541
54.51,491,665,544
54.54,492,667,525
54.58,494,670,550
54.61,497,673,544
54.64,483,670,541
54.67,505,667,539
54.70,499,665,539
54.74,496,665,538
54.77,494,664,538
54.80,492,664,538
54.83,492,664,538
54.87,491,664,538
54.90,491,664,540
54.93,491,665,543
54.96,491,667,540
54.99,492,670,551
55.03,496,671,544
55.06,481,671,541
55.09,504,667,539
55.12,497,665,539
55.15,494,665,538
55.19,491,664,537
55.22,490,664,537
55.25,489,664,538
55.28,489,664,538
55.32,488,664,540
55.35,488,665,543
55.38,489,667,527
55.41,491,668,550
55.45,494,677,544
55.48,490,672,541
55.51,502,668,540
55.54,500,666,539
55.57,496,665,538
55.61,493,665,538
55.64,491,665,537
55.67,490,664,537
55.70,489,664,537
55.74,489,664,538
55.77,488,664,539
55.80,488,664,539
55.83,489,665,541
55.87,489,666,545
55.90,490,668,526
55.93,491,669,552
55.96,493,653,547
55.99,496,677,544
56.03,497,673,542
56.06,474,669,541
56.09,501,668,540
56.12,500,667,540
56.15,498,666,539
56.19,496,666,539
56.22,494,666,539
56.25,493,665,538
56.28,491,665,538
56.31,490,665,538
56.35,489,665,538
56.38,489,664,538
56.41,488,664,537
56.44,488,664,538
56.48,488,664,538
56.51,487,665,538
56.54,488,665,539
56.57,488,665,540
56.61,487,665,541
56.64,487,666,544
56.67,487,667,536
56.70,487,669,550
56.74,488,668,549
56.77,490,667,544
56.80,494,674,542
56.83,489,669,541
56.86,499,667,540
56.90,496,666,539
56.93,493,666,538
56.96,491,665,538
56.99,490,665,538
57.03,489,665,538
57.06,487,664,538
57.09,486,664,538
57.12,485,665,539
57.15,483,665,541
57.19,490,666,545
57.22,488,669,542
57.25,491,653,546
57.28,480,671,541
57.31,497,667,539
57.35,486,665,538
57.38,493,665,538
57.41,488,665,538
57.44,485,665,540
57.48,485,666,546
57.51,488,670,551
57.54,481,674,542
57.57,507,667,539
57.61,481,666,538
57.64,478,665,538
57.67,493,665,539
57.70,493,666,545
57.74,484,670,549
57.77,501,670,540
57.80,491,666,538
57.83,486,665,538
57.86,492,665,539
57.90,478,666,544
57.93,487,671,549
57.96,504,671,541
57.99,505,666,539
58.02,499,665,538
58.06,497,665,538
58.09,496,665,541
58.12,497,668,534
58.15,502,677,543
58.19,512,668,540
58.22,502,665,538
58.25,499,665,538
58.28,497,665,539
58.31,497,665,542
58.35,498,667,531
58.38,500,658,548
58.41,502,672,541
58.44,510,667,539
58.48,502,666,538
58.51,499,665,538
58.54,497,665,538
58.57,496,665,539
58.61,495,665,542
58.64,497,668,530
58.67,499,659,547
58.70,505,672,541
58.73,497,667,540
58.77,484,666,538
58.80,480,665,538
58.83,478,665,538
58.86,482,665,539
58.90,484,666,541
58.93,485,667,541
58.96,489,671,549
58.99,492,675,542
59.02,492,668,540
59.06,482,666,538
59.09,485,665,538
59.12,479,665,538
59.15,486,665,538
59.19,482,665,539
59.22,478,666,542
59.25,478,667,546
59.28,478,671,551
59.31,500,674,544
59.35,468,672,541
59.38,500,668,540
59.41,493,666,539
59.44,489,666,538
59.47,488,665,538
59.51,485,665,538
59.54,481,665,540
59.57,493,666,544
59.60,480,669,544
59.64,484,667,545
59.67,472,671,541
59.70,499,667,540
59.73,490,666,538
59.77,484,665,538
59.80,481,665,538
59.83,474,665,539
59.86,480,666,543
59.89,484,669,543
59.93,487,655,546
59.96,505,672,542
59.99,498,667,540
60.02,494,666,538
60.06,486,665,538
60.09,493,665,538
60.12,494,665,539
60.15,494,666,543
60.18,487,670,551
60.22,497,669,544
60.25,488,669,540
60.28,501,667,539
60.31,482,665,538
60.35,480,665,538
60.38,489,665,539
60.41,480,666,543
60.44,478,669,527
60.47,485,662,548
60.51,489,675,542
60.54,492,669,540
60.57,486,667,539
60.60,484,666,539
60.64,485,666,538
60.67,478,666,538
60.70,484,665,538
60.73,476,665,538
60.77,479,665,539
60.80,485,666,541
60.83,477,667,545
60.86,481,670,543
60.89,478,654,547
60.93,485,673,542
60.96,508,668,540
60.99,490,667,539
61.02,482,666,538
61.06,486,665,538
61.09,485,665,539
61.12,486,666,540
61.15,487,667,546
61.18,489,671,552
61.22,494,678,543
61.25,494,669,540
61.28,499,667,539
61.31,495,666,538
61.35,486,665,538
61.38,481,665,539
61.41,492,666,542
61.44,487,669,538
61.47,491,655,545
61.51,474,670,541
61.54,485,667,539
61.57,483,666,538
61.60,483,665,538
61.63,484,666,540
61.67,485,667,545
61.70,488,671,551
61.73,491,676,542
61.76,492,668,539
61.80,493,666,538
61.83,490,665,538
61.86,488,665,539
61.89,488,666,543
61.93,489,670,549
61.96,493,679,543
61.99,501,669,540
62.02,490,667,538
62.06,491,666,538
62.09,489,665,538
62.12,487,666,540
62.15,486,667,544
62.18,486,670,553
62.22,490,678,543
62.25,492,668,540
62.28,490,667,538
62.31,488,666,538
62.35,480,665,538
62.38,477,666,540
62.41,480,668,543
62.44,498,672,549
62.47,488,674,541
62.51,480,668,539
62.54,495,666,538
62.57,492,666,538
62.60,486,666,539
62.63,484,667,544
62.67,498,671,551
62.70,489,675,542
62.73,501,668,539
62.76,479,666,538
62.80,485,666,538
62.83,478,666,539
62.86,483,667,543
62.89,486,670,548
62.93,483,679,543
62.96,510,669,540
62.99,502,667,538
63.02,499,666,538
63.05,497,666,539
63.09,497,666,542
63.12,498,669,544
63.15,501,671,545
63.18,484,670,540
63.22,505,667,539
63.25,486,666,538
63.28,485,666,538
63.31,483,666,540
63.34,484,667,546
63.38,482,672,550
63.41,483,675,542
63.44,498,668,540
63.47,484,667,538
63.51,498,666,538
63.54,497,666,539
63.57,497,666,540
63.60,497,667,545
63.63,499,671,548
63.67,502,666,545
63.70,489,672,542
63.73,510,668,540
63.76,504,667,539
63.80,500,666,538
63.83,499,666,538
63.86,498,666,539
63.89,497,666,540
63.93,497,667,544
63.96,498,670,542
63.99,500,664,546
64.02,478,672,541
64.05,481,668,540
64.09,489,667,539
64.12,487,666,538
64.15,488,666,538
64.18,489,666,538
64.21,486,666,539
64.25,495,666,539
64.28,482,666,541
64.31,486,667,543
64.34,486,668,540
64.37,489,671,553
64.41,488,673,545
64.44,481,673,542
64.47,493,669,540
64.50,486,667,539
64.54,486,667,538
64.57,471,666,538
64.60,487,666,539
64.63,496,666,541
64.67,494,667,545
64.70,492,671,553
64.73,503,677,543
64.76,496,670,540
64.79,488,667,539
64.83,498,666,538
64.86,478,666,539
64.89,477,666,540
64.92,498,667,543
64.96,497,670,539
64.99,504,675,544
65.02,512,670,541
65.05,507,667,539
65.08,502,666,538
65.12,500,666,539
65.15,499,666,540
65.18,500,667,546
65.21,501,670,550
65.25,507,673,542
65.28,501,668,539
65.31,489,667,538
65.34,484,666,538
65.37,478,666,540
65.41,483,668,540
65.44,491,658,546
65.47,479,670,540
65.50,484,667,539
65.54,478,666,538
65.57,475,666,540
65.60,466,668,546
65.63,466,668,547
65.67,462,670,540
65.70,488,667,539
65.73,495,666,539
65.76,486,666,540
65.79,494,669,540
65.83,487,671,544
65.86,507,669,540
65.89,496,667,538
65.92,491,666,539
65.95,486,667,541
65.99,486,670,550
66.02,494,676,542
66.05,507,668,539
66.08,496,667,538
66.12,494,666,538
66.15,488,667,541
66.18,488,669,526
66.21,479,667,545
66.25,486,670,540
66.28,482,667,539
66.31,496,666,538
66.34,495,666,539
66.37,494,667,544
66.41,495,672,552
66.44,504,675,542
66.47,506,668,539
66.50,500,667,538
66.54,489,666,538
66.57,477,667,541
66.60,489,669,536
66.63,492,664,544
66.66,493,669,540
66.70,500,667,538
66.73,487,666,538
66.76,482,667,540
66.79,490,668,546
66.83,498,665,548
66.86,466,672,541
66.89,493,667,539
66.92,486,667,538
66.95,488,666,539
66.99,497,667,544
67.02,496,672,550
67.05,485,673,541
67.08,491,668,539
67.12,500,667,538
67.15,498,666,539
67.18,498,667,543
67.21,499,671,553
67.25,506,676,542
67.28,510,668,539
67.31,502,667,538
67.34,499,666,539
67.37,498,667,541
67.41,499,669,524
67.44,503,678,543
67.47,513,669,540
67.50,503,667,538
67.54,499,666,538
67.57,473,666,539
67.60,494,668,545
67.63,478,672,551
67.66,502,674,541
67.70,488,668,539
67.73,499,667,538
67.76,479,666,538
67.79,479,667,540
67.82,495,668,544
67.86,480,665,547
67.89,489,672,541
67.92,492,668,539
67.95,489,667,538
67.99,477,666,538
68.02,479,667,541
68.05,482,669,524
68.08,485,655,544
68.12,492,670,540
68.15,489,667,538
68.18,488,666,538
68.21,481,667,539
68.25,481,667,544
68.28,490,672,551
68.31,487,675,541
68.34,505,668,539
68.37,485,667,538
68.41,478,666,538
68.44,480,667,539
68.47,481,668,545
68.50,484,672,551
68.54,489,676,542
68.57,493,669,540
68.60,483,667,538
68.63,482,667,538
68.66,478,666,538
68.70,476,667,540
68.73,476,668,544
68.76,477,671,552
68.79,480,676,544
68.82,470,671,541
68.86,487,669,539
68.89,479,667,538
68.92,482,667,538
68.95,488,666,538
68.99,495,667,540
69.02,482,668,544
69.05,488,671,551
69.08,498,671,544
69.11,499,671,540
69.15,491,668,539
69.18,499,667,538
69.21,484,667,538
69.24,493,667,540
69.28,497,668,546
69.31,499,673,551
69.34,506,676,542
69.37,510,669,539
69.40,498,667,538
69.44,482,666,538
69.47,485,667,539
69.50,496,668,546
69.53,482,672,550
69.57,502,674,541
69.60,494,668,539
69.63,499,667,538
69.66,497,667,538
69.69,494,667,541
69.73,483,669,526
69.76,481,675,544
69.79,487,670,540
69.82,502,667,538
69.86,481,667,538
69.89,496,667,539
69.92,486,668,546
69.95,485,672,548
69.99,484,672,540
70.02,504,668,539
70.05,497,667,538
70.08,486,667,539
70.11,484,668,543
70.15,482,673,551
70.18,487,674,541
70.21,484,668,539
70.24,496,667,538
70.28,489,667,539
70.31,486,667,543
70.34,485,672,551
70.37,480,675,541
70.40,494,668,539
70.44,496,667,538
70.47,478,667,538
70.50,477,667,541
70.53,486,669,527
70.56,489,669,544
70.60,477,670,540
70.63,491,668,538
70.66,488,667,538
70.69,476,667,538
70.73,473,667,540
70.76,481,669,543
70.79,481,673,549
70.82,503,676,542
70.86,501,669,540
70.89,483,668,539
70.92,490,667,538
70.95,487,667,538
70.98,486,667,538
71.02,483,667,540
71.05,477,668,543
71.08,476,670,535
71.11,473,672,550
71.15,468,678,543
71.18,492,671,540
71.21,491,669,539
71.24,485,668,538
71.27,483,667,538
71.31,483,667,538
71.34,476,667,539
71.37,493,667,539
71.40,481,667,542
71.44,488,669,546
71.47,495,671,549
71.50,489,661,546
71.53,492,675,542
71.56,509,670,540
71.60,505,668,539
71.63,498,668,539
71.66,497,667,538
71.69,496,667,538
71.73,481,667,538
71.76,481,667,539
71.79,481,667,540
71.82,495,668,543
71.86,484,670,531
71.89,478,672,552
71.92,484,680,544
71.95,466,672,541
71.98,506,669,539
72.02,488,668,538
72.05,498,667,538
72.08,498,667,538
72.11,497,667,539
72.14,481,668,542
72.18,493,669,535
72.21,497,673,549
72.24,486,676,542
72.27,508,670,540
72.31,490,668,539
72.34,483,667,538
72.37,486,667,538
72.40,480,667,539
72.44,478,668,543
72.47,482,671,545
72.50,491,678,544
72.53,487,671,540
72.56,501,668,539
72.60,489,667,538
72.63,485,667,538
72.66,485,667,540
72.69,481,668,544
72.73,483,672,552
72.76,487,679,542
72.79,491,670,540
72.82,485,668,538
72.86,476,667,538
72.89,474,667,538
72.92,468,667,539
72.95,468,668,544
72.98,485,672,553
73.02,475,680,543
73.05,476,670,540
73.08,485,668,538
73.11,488,667,538
73.14,482,667,538
73.18,483,667,539
73.21,493,668,543
73.24,475,671,544
73.27,474,659,546
73.31,488,674,541
73.34,507,669,540
73.37,501,668,539
73.40,488,667,538
73.44,476,667,538
73.47,495,667,538
73.50,485,667,539
73.53,485,668,542
73.56,480,670,540
73.60,486,672,549
73.63,502,676,542
73.66,509,670,540
73.69,487,668,539
73.72,485,667,538
73.76,495,667,538
73.79,482,667,539
73.82,482,668,544
73.85,495,671,550
73.89,488,680,543
73.92,494,670,540
73.95,485,668,538
73.98,496,668,538
74.01,482,667,538
74.05,474,668,541
74.08,485,670,533
74.11,495,666,545
74.14,468,672,540
74.18,486,669,539
74.21,478,668,538
74.24,482,667,538
74.27,495,667,540
74.31,483,669,546
74.34,482,674,549
74.37,496,675,541
74.40,497,669,539
74.43,491,668,538
74.47,482,667,538
74.50,479,668,541
74.53,488,670,533
74.56,486,671,544
74.60,493,670,540
74.63,501,668,538
74.66,496,667,538
74.69,483,667,540
74.72,478,669,545
74.76,497,659,545
74.79,485,671,540
74.82,472,668,538
74.85,484,667,538
74.89,484,667,540
74.92,485,669,534
74.95,481,667,544
74.98,490,670,540
75.01,489,668,538
75.05,489,667,538
75.08,487,668,541
75.11,487,671,538
75.14,492,677,543
75.18,501,670,540
75.21,490,668,538
75.24,487,667,539
75.27,484,668,541
75.30,482,671,524
75.34,484,680,543
75.37,494,669,539
75.40,483,668,538
75.43,487,667,538
75.47,479,668,542
75.50,486,672,552
75.53,490,676,541
75.56,491,669,539
75.59,497,668,538
75.63,475,667,539
75.66,482,668,543
75.69,494,673,550
75.72,486,673,541
75.76,494,668,539
75.79,495,667,538
75.82,494,667,540
75.85,496,669,546
75.88,492,672,547
75.92,480,672,541
75.95,493,669,539
75.98,495,667,538
76.01,486,667,540
76.05,496,669,546
76.08,494,668,547
76.11,490,672,540
76.14,485,668,539
76.18,487,667,538
76.21,479,667,539
76.24,495,669,545
76.27,490,670,548
76.30,483,673,541
76.34,495,669,539
76.37,481,668,538
76.40,471,667,538
76.43,494,667,539
76.47,493,669,543
76.50,489,671,548
76.53,484,668,545
76.56,472,672,541
76.59,502,669,539
76.63,498,668,538
76.66,496,667,538
76.69,495,667,539
76.72,482,668,541
76.75,472,669,545
76.79,496,674,551
76.82,482,679,543
76.85,498,671,540
76.88,484,669,539
76.92,497,668,538
76.95,484,667,538
76.98,478,667,539
77.01,478,668,540
77.05,485,669,545
77.08,495,672,544
77.11,499,659,545
77.14,490,674,541
77.18,497,670,540
77.21,501,669,539
77.24,489,668,538
77.27,488,668,538
77.30,486,667,538
77.34,487,667,539
77.37,485,668,541
77.40,492,669,546
77.43,489,673,552
77.46,490,680,544
77.50,478,672,540
77.53,496,669,539
77.56,488,668,538
77.59,485,668,538
77.63,487,667,538
77.66,485,667,539
77.69,484,668,542
77.72,485,670,535
77.75,486,672,550
77.79,491,678,543
77.82,493,671,540
77.85,489,669,539
77.88,497,668,538
77.92,494,668,538
77.95,485,667,539
77.98,495,668,541
78.01,478,669,545
78.05,496,674,550
78.08,495,678,542
78.11,501,670,540
78.14,484,668,538
78.18,487,668,538
78.21,495,668,539
78.24,489,668,542
78.27,496,671,527
78.30,500,671,544
78.34,508,671,540
78.37,480,669,539
78.40,496,667,538
78.43,494,667,539
78.46,482,669,545
78.50,484,672,549
78.53,475,673,540
78.56,502,669,538
78.59,488,668,538
78.63,484,668,540
78.66,482,669,545
78.69,490,659,546
78.72,469,671,540
78.75,488,669,538
78.79,484,668,538
78.82,484,668,539
78.85,474,669,545
78.88,484,674,549
78.92,497,673,540
78.95,493,669,539
78.98,486,668,538
79.01,493,667,539
79.04,483,669,545
79.08,482,672,548
79.11,472,672,540
79.14,493,669,539
79.17,489,667,538
79.21,488,668,541
79.24,486,671,533
79.27,495,679,542
79.30,496,669,539
79.33,487,668,538
79.37,485,667,539
79.40,485,668,543
79.43,483,673,551
79.46,504,675,541
79.50,504,669,539
79.53,489,668,538
79.56,481,668,538
79.59,470,668,540
79.63,481,670,546
79.66,488,674,551
79.69,490,679,542
79.72,486,671,540
79.75,489,669,539
79.79,500,668,538
79.82,500,667,538
79.85,499,668,539
79.88,499,668,540
79.92,500,669,545
79.95,501,673,548
79.98,504,673,545
80.01,491,673,541
80.04,510,670,540
80.08,504,669,538
80.11,502,668,538
80.14,501,668,538
80.17,500,668,539
80.20,499,668,540
80.24,500,669,544
80.27,500,671,528
80.30,503,660,548
80.33,508,677,542
80.37,513,671,540
80.40,509,670,540
80.43,488,669,539
80.46,483,668,538
80.50,495,668,538
80.53,477,668,538
80.56,489,668,538
80.59,485,668,539
80.62,486,669,541
80.66,487,669,545
80.69,482,671,537
80.72,488,668,550
80.75,488,680,543
80.79,465,672,541
80.82,488,670,540
80.85,492,669,538
80.88,481,668,538
80.91,483,668,538
80.95,484,668,538
80.98,487,668,538
81.01,483,668,539
81.04,478,668,539
81.08,474,669,540
81.11,469,669,542
81.14,486,669,544
81.17,486,670,546
81.20,492,671,524
81.24,497,673,553
81.27,501,668,549
81.30,505,677,544
81.33,501,676,542
81.37,512,672,540
81.40,509,670,539
81.43,505,669,539
81.46,502,668,538
81.50,501,668,538
81.53,500,667,538
81.56,499,668,539
81.59,499,668,540
81.62,499,668,542
81.66,500,670,545
81.69,501,674,551
81.72,502,660,546
81.75,501,677,542
81.79,501,672,540
81.82,498,670,540
81.85,501,669,539
81.88,477,668,538
81.91,483,668,538
81.95,487,668,538
81.98,495,668,538
82.01,485,668,539
82.04,495,668,540
82.07,478,669,544
82.11,497,671,524
82.14,471,663,549
82.17,488,678,543
82.20,497,671,540
82.24,486,669,539
82.27,497,668,538
82.30,483,668,538
82.33,485,668,538
82.37,496,668,539
82.40,481,668,541
82.43,485,669,545
82.46,477,673,553
82.50,498,660,546
82.53,498,676,542
82.56,503,671,540
82.59,494,669,539
82.62,487,669,539
82.66,489,668,538
82.69,489,668,538
82.72,488,668,538
82.75,488,668,538
82.79,488,668,539
82.82,488,668,540
82.85,488,669,543
82.88,489,670,533
82.91,490,674,551
82.95,499,677,544
82.98,481,673,541
83.01,505,670,540
83.04,499,669,539
83.07,492,668,538
83.11,490,668,538
83.14,489,668,538
83.17,488,668,539
83.20,487,668,540
83.24,487,668,541
83.27,488,669,543
83.30,488,670,546
83.33,489,671,534
83.36,490,673,545
83.40,491,672,551
83.43,493,661,547
83.46,496,680,544
83.49,473,674,542
83.53,502,671,540
83.56,500,670,540
83.59,496,669,539
83.62,492,669,539
83.65,488,669,538
83.69,485,668,538
83.72,487,668,538
83.75,487,668,538
83.78,484,668,538
83.82,483,668,538
83.85,484,668,538
83.88,483,668,539
83.91,480,668,540
83.94,480,668,541
83.98,477,669,543
84.01,483,670,546
84.04,483,671,528
84.07,483,673,552
84.11,486,658,548
84.14,483,681,544
84.17,472,675,542
84.20,496,672,541
84.24,494,670,540
84.27,490,669,539
84.30,494,669,539
84.33,486,668,538
84.36,494,668,538
84.40,483,668,538
84.43,494,668,539
84.46,489,668,540
84.49,481,669,542
84.53,485,670,543
84.56,498,674,553
84.59,499,681,544
84.62,488,673,541
84.65,493,670,539
84.69,484,670,538
84.72,497,668,538
84.75,483,668,538
84.78,484,668,539
84.82,486,669,543
84.85,479,671,533
84.88,486,661,546
84.91,479,674,541
84.94,505,670,539
84.98,485,669,538
85.01,496,668,538
85.04,485,668,539
85.07,480,668,541
85.11,484,670,542
85.14,482,668,548
85.17,491,674,541
85.20,504,669,539
85.23,487,669,538
85.27,486,668,538
85.30,496,668,539
85.33,476,669,544
85.36,483,673,552
85.40,494,677,542
85.43,510,670,539
85.46,501,668,538
85.49,496,668,538
85.52,479,668,539
85.56,488,669,544
85.59,481,673,553
85.62,487,679,542
85.65,508,670,540
85.69,500,669,538
85.72,496,668,538
85.75,495,668,539
85.78,482,668,541
85.82,473,671,527
85.85,497,663,546
85.88,487,673,541
85.91,497,669,539
85.94,499,668,538
85.98,490,668,538
86.01,486,668,539
86.04,485,669,543
86.07,495,672,541
86.11,488,678,544
86.14,493,672,540
86.17,484,669,539
86.20,491,668,538
86.23,495,668,538
86.27,484,668,538
86.30,479,668,539
86.33,482,669,542
86.36,495,670,544
86.39,494,673,552
86.43,500,676,546
86.46,489,676,542
86.49,510,671,540
86.52,484,670,539
86.56,477,669,538
86.59,474,668,538
86.62,489,668,538
86.65,485,668,538
86.69,493,668,540
86.72,494,669,542
86.75,493,671,531
86.78,493,672,550
86.81,497,680,543
86.85,496,672,540
86.88,502,669,539
86.91,494,668,538
86.94,492,668,538
86.98,490,668,538
87.01,490,668,540
87.04,490,669,543
87.07,491,671,524
87.11,492,672,548
87.14,497,679,542
87.17,500,672,540
87.20,497,669,539
87.23,491,669,538
87.27,488,668,538
87.30,486,668,538
87.33,485,668,538
87.36,484,668,539
87.39,484,669,542
87.43,485,670,546
87.46,481,673,548
87.49,487,657,546
87.52,496,676,542
87.56,503,671,540
87.59,504,670,539
87.62,490,669,538
87.65,480,669,538
87.69,487,669,538
87.72,482,668,538
87.75,484,668,538
87.78,495,668,538
87.81,481,668,538
87.85,486,668,538
87.88,484,668,538
87.91,474,668,539
87.94,494,668,539
87.97,486,668,540
88.01,487,669,542
88.04,487,670,545
88.07,485,671,528
88.10,491,673,552
88.14,493,660,547
88.17,496,679,543
88.20,471,674,541
88.23,494,671,540
88.26,498,670,539
88.30,501,669,539
88.33,490,669,538
88.36,497,668,538
88.39,482,668,538
88.43,487,668,538
88.46,496,668,538
88.49,483,669,539
88.52,488,669,541
88.56,491,670,546
88.59,487,672,551
88.62,486,660,547
88.65,496,678,542
88.68,483,672,540
88.72,504,670,539
88.75,489,669,538
88.78,488,668,538
88.81,495,668,538
88.85,488,668,538
88.88,483,668,540
88.91,487,669,544
88.94,483,671,539
88.97,483,670,548
89.01,503,679,542
89.04,474,673,540
89.07,484,671,539
89.10,476,669,538
89.14,470,669,538
89.17,470,668,538
89.20,481,668,538
89.23,473,668,538
89.26,469,668,539
89.30,466,669,542
89.33,483,671,537
89.36,497,672,549
89.39,502,678,542
89.43,510,671,540
89.46,506,669,539
89.49,491,669,538
89.52,497,668,538
