,time,A0,A1,A2
0,0.00,37,140,246
1,0.01,37,141,246
2,0.02,38,141,246
3,0.03,39,139,246
4,0.06,38,140,246
5,0.09,36,141,248
6,0.12,32,140,246
7,0.15,39,140,246
8,0.18,37,141,254
9,0.21,34,140,247
10,0.24,37,138,247
11,0.27,37,142,246
12,0.30,36,141,248
13,0.33,24,140,247
14,0.36,38,142,247
15,0.39,36,141,248
16,0.42,34,140,247
17,0.45,39,132,247
18,0.49,36,142,240
19,0.51,33,140,247
20,0.54,39,144,247
21,0.57,37,142,250
22,0.61,34,141,247
23,0.63,39,151,247
24,0.67,37,142,255
25,0.70,34,141,247
26,0.73,39,151,247
27,0.76,37,142,255
28,0.79,34,141,247
29,0.82,39,151,248
30,0.85,37,142,255
31,0.88,34,141,248
32,0.91,39,150,247
33,0.94,37,142,244
34,0.97,34,141,248
35,1.00,39,132,248
36,1.03,37,142,236
37,1.06,34,141,248
38,1.09,39,144,248
39,1.12,37,143,255
40,1.15,35,141,249
41,1.18,37,138,248
42,1.21,38,143,248
43,1.24,36,142,250
44,1.27,26,140,248
45,1.30,38,143,248
46,1.33,36,142,250
47,1.36,47,141,249
48,1.39,39,138,248
49,1.42,37,142,245
50,1.45,32,141,249
51,1.48,39,128,249
52,1.51,37,143,255
53,1.54,34,142,249
54,1.57,38,142,249
55,1.60,38,143,248
56,1.63,36,142,250
57,1.66,32,140,249
58,1.69,38,143,249
59,1.72,36,142,251
60,1.75,47,141,249
61,1.78,39,138,249
62,1.81,37,143,246
63,1.84,33,142,249
64,1.87,39,151,249
65,1.90,38,143,251
66,1.93,36,142,250
67,1.96,33,140,250
68,1.99,38,143,249
69,2.02,37,142,252
70,2.05,43,142,250
71,2.08,39,136,250
72,2.11,37,143,240
73,2.14,34,142,250
74,2.17,39,140,250
75,2.20,38,143,249
76,2.23,36,142,251
77,2.26,32,140,250
78,2.29,39,144,250
79,2.32,37,143,252
80,2.36,47,142,250
81,2.38,39,140,250
82,2.42,37,143,248
83,2.45,33,142,250
84,2.48,39,144,250
85,2.51,37,143,255
86,2.54,36,142,251
87,2.57,36,140,250
88,2.60,38,143,250
89,2.63,36,142,252
90,2.66,32,142,251
91,2.69,39,140,251
92,2.72,37,143,241
93,2.75,34,142,250
94,2.78,39,147,251
95,2.81,38,143,250
96,2.84,37,142,252
97,2.87,32,142,251
98,2.90,39,138,250
99,2.93,37,143,248
100,2.96,36,142,251
101,2.99,36,140,251
102,3.02,39,144,250
103,3.05,37,143,253
104,3.08,47,142,251
105,3.11,39,136,251
106,3.14,38,143,240
107,3.17,35,142,251
108,3.20,39,140,251
109,3.23,38,143,250
110,3.26,36,143,252
111,3.29,26,142,251
112,3.32,39,144,251
113,3.35,37,143,253
114,3.38,37,142,251
115,3.41,39,132,251
116,3.44,38,143,252
117,3.47,35,142,251
118,3.50,39,141,251
119,3.53,38,144,250
120,3.56,36,143,253
121,3.59,24,142,251
122,3.62,39,144,252
123,3.65,37,143,248
124,3.68,34,143,252
125,3.71,39,143,251
126,3.74,39,145,251
127,3.77,37,143,254
128,3.80,35,142,252
129,3.83,39,151,252
130,3.86,38,145,251
131,3.89,37,143,253
132,3.92,48,142,252
133,3.95,39,136,252
134,3.98,38,143,254
135,4.01,36,143,252
136,4.04,36,141,252
137,4.07,39,145,252
138,4.10,37,143,254
139,4.13,47,142,252
140,4.16,39,132,252
141,4.19,38,143,255
142,4.23,36,143,253
143,4.25,36,141,252
144,4.28,39,145,252
145,4.32,37,143,255
146,4.34,48,142,252
147,4.38,39,140,252
148,4.41,38,143,244
149,4.44,34,143,252
150,4.47,39,151,252
151,4.50,38,144,252
152,4.53,36,143,253
153,4.56,33,141,252
154,4.59,39,145,252
155,4.62,37,143,254
156,4.65,32,142,252
157,4.68,39,144,252
158,4.71,37,143,255
159,4.74,47,142,253
160,4.77,39,142,252
161,4.80,37,143,256
162,4.83,43,142,253
163,4.86,39,140,252
164,4.89,38,144,256
165,4.92,35,143,253
166,4.95,39,136,253
167,4.98,38,143,252
168,5.01,32,143,253
169,5.04,39,132,253
170,5.07,38,143,246
171,5.10,34,143,253
172,5.13,39,136,253
173,5.16,38,144,244
174,5.19,34,143,253
175,5.22,39,132,253
176,5.25,38,144,248
177,5.28,34,143,253
178,5.31,39,132,253
179,5.34,38,143,252
180,5.37,33,143,253
181,5.40,39,140,253
182,5.43,38,144,256
183,5.46,47,142,253
184,5.49,39,144,253
185,5.52,37,143,255
186,5.55,26,142,253
187,5.58,39,145,253
188,5.61,37,143,254
189,5.64,35,141,253
190,5.67,39,145,253
191,5.70,36,143,253
192,5.73,39,155,253
193,5.76,38,144,244
194,5.79,34,143,253
195,5.82,39,138,253
196,5.85,38,144,256
197,5.88,47,143,253
198,5.91,39,144,253
199,5.94,38,143,256
200,5.97,32,142,253
201,6.00,39,145,253
202,6.03,37,144,255
203,6.06,32,142,254
204,6.09,39,145,253
205,6.12,37,143,255
206,6.16,34,142,254
