,time,A0,A1,A2
0,0.00,392,636,384
1,0.01,396,636,383
2,0.02,395,644,384
3,0.03,393,644,384
4,0.07,393,637,383
5,0.10,395,638,384
6,0.13,393,638,383
7,0.16,393,636,385
8,0.19,393,639,383
9,0.22,393,636,380
10,0.25,393,641,383
11,0.28,392,637,386
12,0.32,393,645,384
13,0.35,392,637,383
14,0.38,395,636,384
15,0.41,393,638,383
16,0.44,395,636,384
17,0.47,393,639,383
18,0.50,392,637,386
19,0.53,393,643,383
20,0.57,392,637,383
21,0.60,395,636,384
22,0.63,392,638,383
23,0.66,395,636,384
24,0.69,393,639,383
25,0.72,392,636,387
26,0.75,393,639,383
27,0.78,392,637,382
28,0.81,397,637,384
29,0.85,392,638,383
30,0.88,395,636,387
31,0.91,393,639,383
32,0.94,391,637,386
33,0.97,393,643,383
34,1.00,392,637,382
35,1.03,397,636,383
36,1.06,392,638,382
37,1.10,395,636,384
38,1.13,393,639,382
39,1.16,391,637,374
40,1.19,392,634,382
41,1.22,391,637,384
42,1.25,393,641,382
43,1.28,392,638,382
44,1.31,394,635,383
45,1.35,392,638,382
46,1.38,392,636,378
47,1.41,392,632,382
48,1.44,392,637,382
49,1.47,395,638,382
50,1.50,392,638,382
51,1.53,394,636,384
52,1.56,392,639,382
53,1.60,391,637,384
54,1.63,393,642,382
55,1.66,392,638,381
56,1.69,395,636,382
57,1.72,392,639,382
58,1.75,391,636,385
59,1.78,392,639,382
60,1.81,391,637,381
61,1.85,397,637,382
62,1.88,391,638,381
63,1.91,395,636,382
64,1.94,392,639,381
65,1.97,391,636,377
66,2.00,392,640,381
67,2.03,391,637,383
68,2.06,392,643,382
69,2.10,391,637,381
70,2.13,384,635,382
71,2.16,391,638,381
72,2.19,392,636,383
73,2.22,392,640,381
74,2.25,391,637,384
75,2.28,392,644,381
76,2.31,391,637,381
77,2.34,384,636,382
78,2.38,391,638,381
79,2.41,393,636,382
80,2.44,392,639,381
81,2.47,391,636,384
82,2.50,392,636,381
83,2.53,391,637,380
84,2.56,395,637,381
85,2.59,391,638,380
86,2.63,394,636,382
87,2.66,392,639,381
88,2.69,391,636,384
89,2.72,392,629,381
90,2.75,391,637,381
91,2.78,392,638,381
92,2.81,391,637,380
93,2.84,392,635,381
94,2.87,391,638,380
95,2.91,392,636,383
96,2.94,391,639,380
97,2.97,391,636,378
98,3.00,392,631,380
99,3.03,391,636,382
100,3.06,392,643,381
101,3.09,391,637,380
102,3.12,394,636,380
103,3.16,391,637,380
104,3.19,394,635,380
105,3.22,391,638,380
106,3.25,391,635,383
107,3.28,391,639,380
108,3.31,390,636,378
109,3.34,391,636,380
110,3.37,390,636,384
111,3.40,392,643,380
112,3.44,391,637,381
113,3.47,392,643,380
114,3.50,390,637,379
115,3.53,394,638,380
116,3.56,391,637,379
117,3.59,384,635,380
118,3.62,391,637,379
119,3.65,394,635,380
120,3.69,391,638,379
121,3.72,391,636,383
122,3.75,391,639,379
123,3.78,390,636,382
124,3.81,391,642,380
125,3.84,390,637,379
126,3.87,395,637,380
127,3.90,391,637,379
128,3.94,394,635,380
129,3.97,391,638,379
130,4.00,391,636,374
131,4.03,391,639,379
132,4.06,390,636,383
133,4.09,391,629,379
134,4.12,390,636,381
135,4.15,391,643,379
136,4.19,390,637,380
137,4.22,391,645,379
138,4.25,390,637,379
139,4.28,392,642,379
140,4.31,390,637,378
141,4.34,393,638,379
142,4.37,390,637,378
143,4.40,391,635,379
144,4.43,390,637,378
145,4.47,394,635,379
146,4.50,391,638,378
147,4.53,392,635,380
148,4.56,390,639,378
149,4.59,390,636,369
150,4.62,391,634,379
151,4.65,390,636,380
152,4.68,391,644,379
153,4.72,390,637,378
154,4.75,394,636,379
155,4.78,390,637,378
156,4.81,393,635,379
157,4.84,391,639,378
158,4.87,390,636,381
159,4.90,391,629,378
160,4.93,390,636,378
161,4.97,392,637,378
162,5.00,390,637,378
163,5.03,394,635,379
164,5.06,390,639,378
165,5.09,389,636,380
166,5.12,390,631,378
167,5.15,390,636,378
168,5.18,395,636,378
169,5.22,390,637,377
170,5.25,393,635,378
171,5.28,390,639,378
172,5.31,389,636,376
173,5.34,390,630,378
174,5.37,389,636,378
175,5.40,391,639,378
176,5.43,390,637,377
177,5.46,393,635,378
178,5.50,390,638,377
179,5.53,389,636,377
180,5.56,390,630,377
181,5.59,389,636,377
182,5.62,392,637,378
183,5.65,389,637,377
184,5.68,393,635,378
185,5.71,390,638,377
186,5.75,389,635,379
187,5.78,390,632,377
188,5.81,389,636,378
189,5.84,390,639,377
190,5.87,389,637,377
191,5.90,387,635,378
192,5.93,389,637,377
193,5.96,390,635,383
194,5.99,389,639,377
195,6.03,389,636,380
196,6.06,390,643,377
197,6.09,389,636,376
198,6.12,384,635,377
199,6.15,389,637,377
200,6.18,390,635,381
201,6.21,389,639,377
202,6.24,388,636,379
203,6.28,390,643,377
204,6.31,389,637,376
205,6.34,385,635,377
206,6.37,389,637,376
207,6.40,389,635,374
208,6.43,389,639,377
209,6.46,388,636,379
210,6.49,390,643,377
211,6.52,389,636,376
212,6.56,384,635,377
213,6.59,389,637,376
214,6.62,389,635,378
215,6.65,389,639,376
216,6.68,388,636,378
217,6.71,389,641,376
218,6.74,388,637,376
219,6.77,392,634,377
220,6.80,389,638,376
221,6.84,388,635,379
222,6.87,389,643,376
223,6.90,388,636,376
224,6.93,387,634,376
225,6.96,388,638,376
226,6.99,387,635,379
227,7.02,389,643,376
228,7.05,388,636,375
229,7.09,392,634,377
230,7.12,388,639,376
231,7.15,387,636,378
232,7.18,389,641,376
233,7.21,388,637,375
234,7.24,392,634,376
235,7.27,388,638,376
236,7.30,387,635,376
237,7.34,388,629,376
238,7.37,388,636,376
239,7.40,391,636,376
240,7.43,388,637,375
241,7.46,391,634,376
242,7.49,388,638,375
243,7.52,387,635,378
244,7.55,388,643,375
245,7.59,388,636,375
246,7.62,388,635,376
247,7.65,388,637,375
248,7.68,390,635,379
249,7.71,388,639,375
250,7.74,387,636,378
251,7.77,388,642,375
252,7.80,387,636,375
253,7.84,389,634,376
254,7.87,388,638,375
255,7.90,387,635,379
256,7.93,388,641,375
257,7.96,387,636,374
258,7.99,380,634,376
259,8.02,388,637,375
260,8.05,387,635,376
261,8.09,388,629,375
262,8.12,387,636,375
263,8.15,391,635,375
264,8.18,387,637,374
265,8.21,389,635,379
266,8.24,387,639,375
267,8.27,387,636,377
268,8.30,388,643,375
269,8.33,387,636,374
270,8.37,382,634,375
271,8.40,387,637,374
272,8.43,388,634,379
273,8.46,387,639,374
274,8.49,386,635,378
275,8.52,388,644,375
276,8.55,387,636,374
277,8.58,384,634,375
278,8.61,387,637,374
279,8.65,388,635,379
280,8.68,387,639,374
281,8.71,386,635,377
282,8.74,387,643,374
283,8.77,387,636,374
284,8.80,384,634,375
285,8.83,387,637,374
286,8.86,388,635,379
287,8.90,387,639,374
288,8.93,386,635,378
289,8.96,387,637,374
290,8.99,386,636,374
291,9.02,388,638,374
292,9.05,386,636,373
293,9.08,384,634,374
294,9.11,387,636,373
295,9.15,390,634,374
296,9.18,387,637,373
297,9.21,386,635,375
298,9.24,387,639,374
299,9.27,386,635,377
300,9.30,387,644,374
301,9.33,386,636,373
302,9.36,391,635,374
303,9.40,386,636,373
304,9.43,390,634,374
305,9.46,386,637,373
306,9.49,386,635,373
307,9.52,387,629,374
308,9.55,386,635,374
309,9.58,387,638,374
310,9.61,386,636,373
311,9.65,388,634,374
312,9.68,386,637,373
313,9.71,386,634,374
314,9.74,386,639,373
315,9.77,385,635,376
316,9.80,386,643,373
317,9.83,386,636,373
318,9.86,388,634,373
319,9.89,386,636,373
320,9.93,388,634,374
321,9.96,386,638,373
322,9.99,385,635,376
323,10.02,386,635,376
324,10.05,386,635,376
325,10.08,386,635,374
326,10.12,386,635,374
327,10.15,390,635,373
328,10.18,388,635,373
329,10.21,384,636,372
330,10.25,388,636,372
331,10.28,388,636,373
332,10.31,387,636,372
333,10.34,386,636,372
334,10.37,386,637,373
335,10.41,385,637,372
336,10.44,385,637,373
337,10.47,385,637,373
338,10.50,385,638,373
339,10.53,385,639,373
340,10.57,385,634,373
341,10.60,385,629,372
342,10.63,385,641,372
343,10.66,385,641,373
344,10.70,385,638,373
345,10.73,385,635,373
346,10.76,385,634,373
347,10.79,385,634,373
348,10.82,385,634,373
349,10.86,385,634,373
350,10.89,385,634,374
351,10.92,385,634,377
352,10.95,385,634,377
353,10.99,385,634,368
354,11.02,385,634,362
355,11.05,386,634,371
356,11.08,385,635,373
357,11.11,385,635,376
358,11.15,385,634,375
359,11.18,385,635,375
360,11.21,386,635,374
361,11.24,386,635,373
362,11.28,389,635,372
363,11.31,389,635,371
364,11.34,384,635,372
365,11.37,386,636,371
366,11.41,388,636,371
367,11.44,386,636,371
368,11.47,385,636,371
369,11.50,384,637,372
370,11.53,384,638,372
371,11.57,384,639,372
372,11.60,384,629,372
373,11.63,384,627,372
374,11.66,384,643,372
375,11.70,384,641,372
376,11.73,384,638,372
377,11.76,384,637,372
378,11.79,384,634,372
379,11.82,384,635,372
380,11.86,385,634,372
381,11.89,384,634,372
382,11.92,384,633,372
383,11.95,384,634,372
384,11.98,384,633,372
385,12.02,384,634,372
386,12.05,384,633,372
387,12.08,384,633,372
388,12.11,384,633,372
389,12.15,384,633,372
390,12.18,384,633,372
391,12.21,384,633,372
392,12.24,384,633,372
393,12.28,384,634,372
394,12.31,384,633,375
395,12.34,384,634,375
396,12.37,384,634,362
397,12.40,384,634,368
398,12.44,384,634,374
399,12.47,384,635,373
400,12.50,386,635,371
401,12.53,383,635,371
402,12.57,385,635,370
403,12.60,387,635,370
404,12.63,384,636,370
405,12.66,383,636,370
406,12.69,383,637,371
407,12.73,383,637,371
408,12.76,383,629,371
409,12.79,383,642,371
410,12.82,383,639,371
411,12.86,383,636,371
412,12.89,384,633,371
413,12.92,384,633,371
414,12.95,384,633,371
415,12.98,384,633,371
416,13.02,384,633,373
