,time,A0,A1,A2
0,0.00,210,633,384
1,0.01,211,632,381
2,0.02,212,630,380
3,0.03,210,634,380
4,0.07,210,634,380
5,0.10,210,633,380
6,0.13,210,634,380
7,0.16,210,634,380
8,0.19,210,634,380
9,0.22,210,634,380
10,0.25,210,634,380
11,0.28,210,635,380
12,0.32,210,634,380
13,0.35,209,627,380
14,0.38,209,625,380
15,0.41,213,629,380
16,0.44,216,639,380
17,0.47,208,637,380
18,0.50,204,636,380
19,0.53,205,635,380
20,0.57,210,633,380
21,0.60,211,632,380
22,0.63,210,631,380
23,0.66,211,632,380
24,0.69,211,632,380
25,0.72,210,632,379
26,0.75,204,634,379
27,0.78,202,638,379
28,0.81,216,635,379
29,0.85,209,625,379
30,0.88,210,634,379
31,0.91,210,633,379
32,0.94,210,633,379
33,0.97,210,632,378
34,1.00,210,632,378
35,1.03,210,632,379
36,1.06,210,632,380
37,1.10,210,632,381
38,1.13,210,632,382
39,1.16,210,632,382
40,1.19,210,631,378
41,1.22,210,631,372
42,1.25,210,631,370
43,1.28,210,631,377
44,1.31,210,631,383
45,1.35,210,631,379
46,1.38,210,631,379
47,1.41,211,631,379
48,1.44,210,631,379
49,1.47,210,630,378
50,1.50,210,630,378
51,1.53,211,630,378
52,1.56,211,630,378
53,1.60,211,630,378
54,1.63,211,630,378
55,1.66,210,632,378
56,1.69,204,636,378
57,1.72,202,638,378
58,1.75,213,631,377
59,1.78,209,628,377
60,1.81,209,634,377
61,1.85,210,633,377
62,1.88,210,632,377
63,1.91,210,632,377
64,1.94,210,632,378
65,1.97,210,631,380
66,2.00,210,631,372
67,2.03,210,631,381
68,2.06,210,631,378
69,2.10,210,631,377
70,2.13,210,630,377
71,2.16,210,630,377
72,2.19,210,630,377
73,2.22,211,630,377
74,2.25,211,630,377
75,2.28,210,631,377
76,2.31,204,634,376
77,2.34,208,638,376
78,2.38,215,625,376
79,2.41,208,626,376
80,2.44,209,634,376
81,2.47,209,634,376
82,2.50,209,633,376
83,2.53,209,633,376
84,2.56,209,632,375
85,2.59,209,632,376
86,2.63,210,631,377
87,2.66,209,632,378
88,2.69,210,631,380
89,2.72,209,631,375
90,2.75,210,631,379
91,2.78,210,631,378
92,2.81,209,631,376
93,2.84,210,630,376
94,2.87,209,631,376
95,2.91,210,630,376
96,2.94,210,630,376
97,2.97,210,630,376
98,3.00,210,630,376
99,3.03,211,630,375
100,3.06,211,630,375
101,3.09,210,630,375
102,3.12,210,632,375
103,3.16,209,633,375
104,3.19,204,635,375
105,3.22,216,638,375
106,3.25,215,629,375
107,3.28,211,623,375
108,3.31,208,625,374
109,3.34,208,626,374
110,3.37,208,632,375
111,3.40,208,632,374
112,3.44,208,626,374
113,3.47,208,625,374
114,3.50,208,628,374
115,3.53,208,626,374
116,3.56,208,625,374
117,3.59,208,625,374
118,3.62,208,630,374
119,3.65,208,632,374
120,3.69,208,629,374
121,3.72,208,632,374
122,3.75,208,634,374
123,3.78,208,634,374
124,3.81,208,632,374
125,3.84,208,633,374
126,3.87,208,634,374
127,3.90,208,634,373
128,3.94,208,632,373
129,3.97,208,632,373
130,4.00,208,632,373
131,4.03,208,632,374
132,4.06,208,632,373
133,4.09,208,634,373
134,4.12,208,633,373
135,4.15,209,632,373
136,4.19,209,632,373
137,4.22,209,631,373
138,4.25,209,631,376
139,4.28,209,631,368
140,4.31,209,631,375
141,4.34,209,630,374
142,4.37,209,630,373
143,4.40,209,629,373
144,4.43,210,630,373
145,4.47,204,636,373
146,4.50,208,625,372
147,4.53,208,633,372
148,4.56,209,631,373
149,4.59,209,631,375
150,4.62,209,631,368
151,4.65,209,630,373
152,4.68,209,630,373
153,4.72,210,629,373
154,4.75,208,635,373
155,4.78,208,632,372
156,4.81,208,632,372
157,4.84,209,631,376
158,4.87,209,631,375
159,4.90,209,630,373
160,4.93,209,629,372
161,4.97,210,630,372
162,5.00,200,638,372
163,5.03,208,632,372
164,5.06,208,632,372
165,5.09,208,631,372
166,5.12,208,631,375
167,5.15,209,630,372
168,5.18,209,630,372
169,5.22,209,630,372
170,5.25,209,629,372
171,5.28,210,630,372
172,5.31,208,633,371
173,5.34,215,635,371
174,5.37,208,632,371
175,5.40,208,633,371
176,5.43,208,632,371
177,5.46,208,632,371
178,5.50,208,631,371
179,5.53,208,631,371
180,5.56,208,631,371
181,5.59,208,631,372
182,5.62,208,631,373
183,5.65,208,631,374
184,5.68,208,631,374
185,5.71,208,630,375
186,5.75,208,630,374
187,5.78,208,630,371
188,5.81,208,630,373
189,5.84,208,630,374
190,5.87,208,631,374
191,5.90,208,631,373
192,5.93,208,631,371
193,5.96,208,631,370
194,5.99,208,631,370
195,6.03,208,632,370
196,6.06,208,632,370
197,6.09,208,632,370
