Time,D0,D1,D2
43.55,500,657,585
43.58,501,659,588
43.61,501,659,586
43.65,499,657,587
43.68,506,661,588
43.71,498,657,586
43.74,511,664,590
43.77,497,656,585
43.81,513,665,592
43.84,497,656,585
43.87,506,666,592
43.90,497,656,585
43.94,492,667,593
43.97,497,656,584
44.00,482,657,594
44.03,497,656,584
44.06,518,675,599
44.10,496,656,584
44.13,510,666,600
44.16,497,656,584
44.19,504,662,593
44.23,498,657,584
44.26,500,659,589
44.29,500,658,586
44.32,498,657,587
44.36,503,661,588
44.39,495,655,584
44.42,495,664,595
44.45,495,655,583
44.48,517,673,589
44.52,494,655,582
44.55,506,663,595
44.58,497,656,584
44.61,502,660,591
44.65,498,657,584
44.68,500,659,590
44.71,498,657,584
44.74,500,659,590
44.77,499,658,585
44.81,502,661,591
44.84,498,657,585
44.87,500,659,589
44.90,498,657,585
44.94,502,660,591
44.97,499,658,585
45.00,501,660,590
45.03,499,658,585
45.06,500,659,588
45.10,502,660,587
45.13,498,658,586
45.16,510,665,592
45.19,497,657,585
45.22,520,677,570
45.26,496,656,584
45.29,506,664,595
45.32,498,657,584
45.36,500,659,587
45.39,504,661,589
45.42,496,657,584
45.45,515,676,603
45.48,496,656,583
45.52,504,662,591
45.55,499,658,585
45.58,498,658,586
45.61,509,665,592
45.64,496,657,584
45.68,518,674,604
45.71,497,657,584
45.74,508,665,597
45.77,496,657,584
45.81,503,661,592
45.84,498,658,585
45.87,499,659,588
45.90,502,661,588
45.93,497,658,586
45.97,495,665,594
46.00,496,657,584
46.03,509,666,598
46.06,497,658,585
46.10,499,659,587
46.13,506,664,591
46.16,496,657,584
46.19,512,668,599
46.22,496,658,584
46.26,499,659,587
46.29,506,665,591
46.32,496,658,585
46.35,517,675,606
46.39,496,660,584
46.42,504,667,595
46.45,497,663,585
46.48,500,665,589
46.52,500,663,587
46.55,497,659,586
46.58,510,668,593
46.61,496,659,584
46.64,517,680,604
46.68,496,660,584
46.71,508,670,599
46.74,497,660,585
46.77,503,665,594
46.80,497,662,585
46.84,501,663,590
46.87,499,661,586
46.90,499,661,587
46.93,504,664,589
46.97,497,661,585
47.00,485,660,597
47.03,496,660,584
47.06,513,672,602
47.10,496,659,584
47.13,502,664,590
47.16,499,662,586
47.19,498,661,586
47.22,511,670,595
47.26,496,658,584
47.29,514,673,604
47.32,496,657,584
47.35,506,665,597
47.38,496,657,584
47.42,503,663,593
47.45,497,657,585
47.48,501,660,591
47.51,498,658,585
47.55,499,659,588
47.58,501,660,587
47.61,497,658,586
47.64,509,666,591
47.68,496,658,585
47.71,514,643,565
47.74,495,658,584
47.77,508,669,598
47.80,496,660,584
47.84,500,663,589
47.87,498,661,585
47.90,497,660,586
47.93,507,667,590
47.97,496,660,584
48.00,512,642,567
48.03,495,662,584
48.06,510,667,599
48.10,495,656,583
48.13,502,662,593
48.16,496,657,584
48.19,499,659,589
48.22,497,661,584
48.26,499,659,588
48.29,497,657,584
48.32,498,659,588
48.35,498,657,585
48.38,498,659,589
48.42,497,657,584
48.45,499,660,591
48.48,496,656,583
48.51,504,663,598
48.55,495,656,584
48.58,513,673,601
48.61,495,656,584
48.64,518,670,587
48.68,496,656,584
48.71,519,659,583
48.74,495,656,584
48.77,514,671,605
48.80,495,656,584
48.84,505,662,594
48.87,496,656,584
48.90,499,658,587
48.93,502,660,589
48.97,495,656,584
49.00,519,668,565
49.03,495,655,583
49.06,505,662,593
49.09,496,656,584
49.13,499,658,587
49.16,502,661,589
49.19,495,656,584
49.22,516,674,563
49.26,495,656,584
49.29,505,662,593
49.32,497,658,585
49.35,498,659,586
49.38,510,671,595
49.42,495,658,583
49.45,508,666,595
49.48,496,662,585
49.51,498,662,585
49.55,504,660,597
49.58,495,656,584
49.61,504,661,590
49.64,499,659,587
49.68,496,656,584
49.71,517,672,603
49.74,496,656,584
49.77,499,657,587
49.80,510,665,596
49.84,495,655,584
49.87,505,661,592
49.90,497,657,585
49.93,497,656,585
49.97,507,667,594
50.00,496,655,584
50.03,517,673,605
50.06,495,655,583
50.09,506,662,594
50.13,496,656,584
50.16,500,658,588
50.19,501,658,587
50.22,496,656,585
50.25,480,650,594
50.29,495,657,583
50.32,506,665,593
50.35,497,659,585
50.38,498,659,586
50.42,509,667,594
50.45,496,658,584
50.48,507,666,594
50.51,497,659,585
50.54,497,659,586
50.58,473,649,584
50.61,495,658,583
50.64,502,662,589
50.67,501,662,588
50.71,495,658,584
50.74,512,668,598
50.77,497,659,585
50.80,498,659,586
50.84,491,670,578
50.87,495,658,584
50.90,500,661,588
50.93,502,663,590
50.96,496,658,585
51.00,517,675,604
51.03,496,658,584
51.06,502,662,589
51.09,499,661,587
51.13,497,658,585
51.16,498,659,572
51.19,496,658,584
51.22,503,663,592
51.25,498,660,586
51.29,497,659,586
51.32,488,641,575
51.35,495,657,584
51.38,503,661,589
51.42,499,661,587
51.45,496,657,585
51.48,518,675,605
51.51,495,657,584
51.54,500,660,588
51.58,504,663,591
51.61,495,657,584
51.64,511,668,598
51.67,497,657,585
51.71,498,659,586
51.74,511,668,596
51.77,495,657,584
51.80,508,666,597
51.83,496,658,585
51.87,499,660,587
51.90,507,665,594
51.93,496,657,584
51.96,510,667,597
52.00,496,658,585
52.03,499,659,587
52.06,508,666,595
52.09,495,657,584
52.12,506,664,594
52.16,496,658,585
52.19,497,658,586
52.22,477,653,592
52.25,495,656,584
52.29,503,661,591
52.32,499,659,587
52.35,496,657,584
52.38,516,675,606
52.42,495,657,584
52.45,501,660,590
52.48,499,660,587
52.51,496,658,586
52.54,488,667,598
52.58,495,657,584
52.61,512,670,602
52.64,496,657,584
52.67,502,661,591
52.71,499,659,586
52.74,497,658,586
52.77,511,667,595
52.80,495,657,585
52.83,513,669,602
52.87,496,658,585
52.90,501,660,589
52.93,501,661,588
52.96,496,657,585
53.00,513,677,606
53.03,495,657,584
53.06,501,661,590
53.09,501,661,589
53.12,496,657,584
53.16,514,671,602
53.19,496,658,584
53.22,499,659,587
53.25,509,667,596
53.29,495,657,584
53.32,506,663,593
53.35,498,659,586
53.38,496,658,585
53.41,512,677,589
53.45,496,657,584
53.48,500,660,589
53.51,502,662,590
53.54,495,657,584
53.58,509,666,596
53.61,497,658,586
53.64,496,657,585
53.67,501,677,606
53.70,495,657,584
53.74,499,659,587
53.77,508,667,596
53.80,495,657,584
53.83,503,662,591
53.87,500,661,589
53.90,495,657,584
53.93,509,665,595
53.96,497,659,586
53.99,496,658,585
54.03,516,672,602
54.06,495,658,585
54.09,497,658,586
54.12,509,667,595
54.16,495,657,584
54.19,509,668,600
54.22,495,656,583
54.25,497,658,587
54.29,497,658,585
54.32,494,656,584
54.35,487,643,574
54.38,493,656,583
54.41,503,662,592
54.45,497,658,585
54.48,496,657,586
54.51,477,645,583
54.54,494,656,583
54.58,501,660,589
54.61,499,660,588
54.64,495,656,584
54.67,514,670,603
54.70,494,657,584
54.74,497,658,586
54.77,508,664,597
54.80,494,656,583
54.83,503,661,592
54.87,498,659,587
54.90,495,657,585
54.93,490,643,568
54.96,494,656,583
54.99,504,663,597
55.03,495,657,584
55.06,497,658,589
55.09,499,659,587
55.12,496,657,586
55.15,508,665,592
55.19,494,656,584
55.22,517,669,595
55.25,494,656,583
55.28,504,663,596
55.32,495,657,585
55.35,497,658,587
55.38,503,662,590
55.41,495,656,584
55.45,517,674,603
55.48,494,656,584
55.51,500,660,589
55.54,499,660,588
55.57,495,657,585
55.61,515,676,606
55.64,494,657,585
55.67,500,660,590
55.70,501,661,589
55.74,496,658,586
55.77,518,675,604
55.80,495,657,585
55.83,500,660,589
55.87,502,661,589
55.90,496,658,586
55.93,480,653,565
55.96,495,657,585
55.99,507,666,598
56.03,496,658,586
56.06,501,661,592
56.09,499,660,587
56.12,498,659,588
56.15,504,663,591
56.19,496,658,586
56.22,482,647,588
56.25,495,657,585
56.28,512,670,605
56.31,495,657,585
56.35,502,662,594
56.38,498,659,585
56.41,498,659,587
56.44,504,664,591
56.48,496,658,586
56.51,511,675,590
56.54,495,657,585
56.57,507,665,597
56.61,496,658,585
56.64,500,661,590
56.67,498,660,587
56.70,497,659,587
56.74,506,664,591
56.77,496,658,586
56.80,498,662,597
56.83,495,657,585
56.86,518,678,565
56.90,494,657,584
56.93,509,668,602
56.96,495,658,584
56.99,503,663,593
57.03,496,658,585
57.06,498,660,588
57.09,498,659,586
57.12,494,657,585
57.15,505,666,594
57.19,492,656,583
57.22,512,671,603
57.25,492,656,582
57.28,498,660,588
57.31,496,659,585
57.35,493,657,583
57.38,476,662,584
57.41,491,656,582
57.44,499,660,589
57.48,495,658,584
57.51,493,657,584
57.54,473,656,595
57.57,492,656,582
57.61,503,664,594
57.64,493,657,583
57.67,495,658,585
57.70,504,665,592
57.74,492,656,582
57.77,507,667,597
57.80,492,657,582
57.83,495,659,586
57.86,502,664,590
57.90,492,657,582
57.93,507,668,597
57.96,493,657,583
57.99,495,659,586
58.02,504,666,592
58.06,492,657,583
58.09,506,667,596
58.12,493,659,583
58.15,496,660,586
58.19,503,666,591
58.22,492,659,582
58.25,508,669,598
58.28,493,658,582
58.31,495,659,585
58.35,502,664,590
58.38,492,657,583
58.41,511,671,602
58.44,492,657,582
58.48,498,660,588
58.51,496,659,585
58.54,493,656,583
58.57,492,639,564
58.61,491,655,582
58.64,499,660,590
58.67,495,657,584
58.70,493,656,584
58.73,498,666,562
58.77,491,655,582
58.80,498,660,588
58.83,496,659,586
58.86,492,655,582
58.90,512,671,601
58.93,492,656,582
58.96,495,658,585
58.99,503,665,593
59.02,491,655,582
59.06,502,662,591
59.09,494,657,584
59.12,492,656,583
59.15,516,674,597
59.19,491,655,582
59.22,496,658,586
59.25,500,662,590
59.28,491,655,582
59.31,504,663,593
59.35,493,656,583
59.38,493,656,584
59.41,474,643,589
59.44,491,655,582
59.47,501,662,593
59.51,493,656,583
59.54,494,657,585
59.57,503,663,591
59.60,491,655,582
59.64,510,669,601
59.67,491,655,582
59.70,496,658,587
59.73,496,659,586
59.77,492,655,583
59.80,516,674,591
59.83,491,655,582
59.86,497,659,588
59.89,495,659,585
59.93,492,656,583
59.96,512,675,605
59.99,491,656,582
60.02,496,659,586
60.06,498,661,588
60.09,491,656,582
60.12,510,671,601
60.15,490,659,582
60.18,496,661,588
60.22,495,659,585
60.25,492,657,584
60.28,504,664,594
60.31,491,657,582
60.35,508,672,601
60.38,491,658,582
60.41,497,661,589
60.44,493,657,584
60.47,493,657,585
60.51,501,662,589
60.54,491,655,583
60.57,509,675,600
60.60,490,655,582
60.64,499,660,591
60.67,492,656,583
60.70,494,657,586
60.73,496,658,585
60.77,491,655,583
60.80,504,663,591
60.83,489,654,582
60.86,510,673,592
60.89,489,653,581
60.93,502,663,598
60.96,490,653,581
60.99,497,659,592
61.02,490,653,581
61.06,497,659,593
61.09,490,653,581
61.12,498,661,597
61.15,490,653,582
61.18,507,669,597
61.22,490,653,581
61.25,513,641,593
61.28,488,652,581
61.31,477,656,592
61.35,489,653,581
61.38,495,647,570
61.41,487,651,579
61.44,503,664,598
61.47,488,653,581
61.51,493,655,586
61.54,492,656,583
61.57,490,653,581
61.60,507,665,600
61.63,488,653,580
61.67,494,656,584
61.70,500,661,590
61.73,489,652,580
61.76,495,656,585
61.80,493,657,586
61.83,488,653,580
61.86,498,658,588
61.89,492,655,583
61.93,489,653,581
61.96,507,666,595
61.99,489,653,581
62.02,490,653,582
62.06,468,661,596
62.09,488,653,581
62.12,492,655,583
62.15,502,657,592
62.18,487,652,580
62.22,492,655,583
62.25,502,665,594
62.28,489,654,582
62.31,496,657,585
62.35,505,666,584
62.38,491,655,582
62.41,496,657,586
62.44,505,664,588
62.47,491,655,582
62.51,497,658,587
62.54,501,663,592
62.57,491,655,582
62.60,503,662,592
62.63,493,657,584
62.67,494,657,585
62.70,508,668,596
62.73,493,657,585
62.76,507,666,597
62.80,495,658,585
62.83,498,660,589
62.86,500,661,588
62.89,495,658,586
62.93,497,668,595
62.96,492,656,584
62.99,515,675,606
63.02,494,657,584
63.05,504,665,596
63.09,493,657,584
63.12,499,660,590
63.15,496,658,585
63.18,495,658,587
63.22,499,661,587
63.25,493,657,584
63.28,507,668,593
63.31,492,656,582
63.34,513,674,605
63.38,493,656,583
63.41,500,662,591
63.44,493,657,582
63.47,495,658,585
63.51,497,659,587
63.54,494,658,585
63.57,473,656,586
63.60,494,657,585
63.63,511,670,602
63.67,496,659,586
63.70,504,664,594
63.73,498,660,587
63.76,500,661,591
63.80,502,661,589
63.83,499,661,589
63.86,505,664,590
63.89,498,661,589
63.93,506,663,587
63.96,499,661,589
63.99,504,663,589
64.02,500,661,590
64.05,502,662,588
64.09,500,662,591
64.12,501,661,587
64.15,500,662,592
64.18,497,659,586
64.21,502,663,595
64.25,497,658,584
64.28,505,666,600
64.31,496,659,587
64.34,511,672,607
64.37,497,659,587
64.41,517,679,566
64.44,498,660,587
64.47,481,665,597
64.50,497,661,589
64.54,507,665,589
64.57,499,662,591
64.60,500,661,587
64.63,506,667,602
64.67,496,659,587
64.70,494,668,594
64.73,498,660,589
64.76,500,660,587
64.79,502,666,599
64.83,496,659,586
64.86,518,651,598
64.89,496,660,588
64.92,506,663,589
64.96,501,662,592
64.99,497,660,586
65.02,506,669,605
65.05,496,659,586
65.08,504,651,597
65.12,496,661,588
65.15,505,663,589
65.18,500,663,591
65.21,499,660,586
65.25,503,665,598
65.28,495,659,585
65.31,514,677,575
65.34,494,659,587
65.37,507,667,590
65.41,496,661,590
65.44,497,660,586
65.47,503,668,601
65.50,494,659,585
65.54,476,668,592
65.57,496,660,589
65.60,500,661,587
65.63,500,663,595
65.67,495,659,585
65.70,510,675,601
65.73,495,659,586
65.76,500,668,593
65.79,495,660,588
65.83,500,661,587
65.86,497,662,591
65.89,496,660,585
65.92,502,665,597
65.95,494,659,585
65.99,508,672,605
66.02,493,659,585
66.05,516,678,590
66.08,494,661,586
66.12,472,670,594
66.15,495,665,584
66.18,508,667,589
66.21,495,660,584
66.25,501,663,587
66.28,497,663,588
66.31,497,662,585
66.34,498,667,593
66.37,494,661,585
66.41,503,668,599
66.44,494,660,584
66.47,514,679,574
66.50,494,660,586
66.54,507,667,589
66.57,497,663,590
66.60,497,662,585
66.63,503,671,601
66.66,495,660,585
66.70,480,670,591
66.73,496,662,588
66.76,497,662,584
66.79,501,668,600
66.83,494,661,584
66.86,479,670,590
66.89,496,663,588
66.92,496,661,584
66.95,506,674,563
66.99,494,660,585
67.02,499,662,584
67.05,504,672,604
67.08,495,661,585
67.12,501,661,584
67.15,504,670,582
67.18,494,660,588
67.21,497,660,585
67.25,513,669,588
67.28,499,664,599
67.31,493,659,587
67.34,497,659,586
67.37,517,670,588
67.41,499,664,597
67.44,494,659,586
67.47,500,660,586
67.50,505,670,574
67.54,495,658,586
67.57,500,660,585
67.60,505,669,605
67.63,495,659,587
67.66,506,663,587
67.70,501,664,598
67.73,495,659,586
67.76,517,669,593
67.79,497,661,590
67.82,497,660,586
67.86,507,673,602
67.89,497,659,588
67.92,504,662,588
67.95,500,663,595
67.99,495,659,586
68.02,514,658,594
68.05,496,659,586
68.08,503,661,587
68.12,501,664,596
68.15,496,660,587
68.18,518,657,598
68.21,498,661,590
68.25,500,660,586
68.28,506,669,606
68.31,496,659,588
68.34,508,666,589
68.37,500,662,592
68.41,496,659,585
68.44,508,671,606
68.47,495,659,586
68.50,481,668,595
68.54,496,659,590
68.57,503,663,589
68.60,500,661,592
68.63,500,661,587
68.66,501,662,594
68.70,498,659,587
68.73,502,664,598
68.76,496,657,586
68.79,512,677,574
68.82,496,660,587
68.86,508,665,591
68.89,499,662,591
68.92,500,661,587
68.95,505,667,603
68.99,496,660,587
69.02,482,670,595
69.05,498,661,590
69.08,499,660,587
69.11,503,666,598
69.15,496,659,586
69.18,516,639,598
69.21,496,660,589
69.24,504,663,588
69.28,500,663,594
69.31,497,660,586
69.34,507,670,604
69.37,495,660,587
69.40,512,646,598
69.44,497,660,588
69.47,508,665,590
69.50,500,662,591
69.53,498,662,588
69.57,504,666,597
69.60,498,661,587
69.63,509,673,607
69.66,497,662,588
69.69,517,646,599
69.73,497,662,590
69.76,509,668,590
69.79,501,665,593
69.82,499,661,587
69.86,505,669,606
69.89,499,660,587
69.92,488,670,594
69.95,499,663,591
69.99,499,663,589
70.02,506,672,608
70.05,497,662,588
70.08,511,667,592
70.11,500,664,592
70.15,497,661,588
70.18,511,677,575
70.21,497,661,588
70.24,507,665,589
70.28,500,664,595
70.31,498,662,588
70.34,512,677,577
70.37,497,662,588
70.40,507,667,591
70.44,500,665,592
70.47,498,663,588
70.50,509,674,607
70.53,498,663,588
70.56,488,674,594
70.60,498,667,591
70.63,501,667,587
70.66,502,669,598
70.69,496,663,586
70.73,516,649,598
70.76,494,662,587
70.79,503,666,586
70.82,498,663,591
70.86,493,662,585
70.89,508,677,603
70.92,494,662,584
70.95,510,667,590
70.98,498,661,592
71.02,497,660,585
71.05,503,668,603
71.08,494,658,585
71.11,488,670,595
71.15,495,661,588
71.18,501,662,587
71.21,499,664,596
71.24,495,659,586
71.27,511,675,568
71.31,496,660,587
71.34,512,667,589
71.37,499,662,590
71.40,496,660,585
71.44,506,668,603
71.47,497,659,587
71.50,476,670,593
71.53,500,662,592
71.56,500,661,587
71.60,509,672,609
71.63,497,660,589
71.66,507,663,588
71.69,507,668,605
71.73,497,662,592
71.76,510,667,590
71.79,504,666,601
71.82,500,661,589
71.86,510,664,590
71.89,504,668,604
71.92,500,662,589
71.95,512,666,592
71.98,506,667,606
72.02,498,659,587
72.05,503,661,587
72.08,506,667,607
72.11,497,661,586
72.14,504,662,587
72.18,505,667,605
72.21,497,660,587
72.24,509,662,588
72.27,504,666,604
72.31,500,660,589
72.34,514,667,594
72.37,507,669,606
72.40,498,661,592
72.44,504,661,587
72.47,516,639,597
72.50,501,664,597
72.53,494,658,588
72.56,503,661,587
72.60,513,643,593
72.63,498,663,598
72.66,498,659,588
72.69,501,662,587
72.73,515,650,596
72.76,496,659,594
72.79,493,659,586
72.82,508,664,587
72.86,500,666,605
72.89,494,659,586
72.92,499,660,585
72.95,503,669,605
72.98,492,657,586
73.02,499,660,586
73.05,500,666,603
73.08,494,659,586
73.11,508,665,588
73.14,495,662,594
73.18,495,660,586
73.21,517,643,599
73.24,496,662,590
73.27,498,659,587
73.31,517,647,597
73.34,499,665,597
73.37,504,650,575
73.40,489,656,577
73.44,485,654,583
73.47,482,651,575
73.50,504,659,583
73.53,482,652,576
73.56,495,659,580
73.60,483,654,577
73.63,492,658,581
73.66,485,655,579
73.69,500,661,584
73.72,483,653,579
73.76,517,681,595
73.79,498,663,591
73.82,516,675,611
73.85,503,666,596
73.89,519,682,584
73.92,491,657,587
73.95,507,671,596
73.98,500,663,593
74.01,503,664,591
74.05,504,670,605
74.08,496,661,589
74.11,510,669,596
74.14,497,665,592
74.18,498,664,592
74.21,501,671,593
74.24,501,667,604
74.27,497,664,593
74.31,506,666,592
74.34,519,668,595
74.37,504,667,603
74.40,503,665,594
74.43,502,664,591
74.47,509,659,580
74.50,498,667,588
74.53,487,655,584
74.56,484,652,577
74.60,496,657,579
74.63,488,657,587
74.66,484,652,577
74.69,498,661,585
74.72,485,654,580
74.76,490,657,580
74.79,491,658,586
74.82,489,656,580
74.85,497,663,594
74.89,491,655,580
74.92,501,667,599
74.95,487,654,579
74.98,504,671,597
75.01,487,656,582
75.05,520,667,600
75.08,492,655,580
75.11,494,658,581
75.14,490,658,585
75.18,488,655,580
75.21,496,662,594
75.24,486,654,579
75.27,507,673,564
75.30,487,655,580
75.34,497,660,590
75.37,487,655,581
75.40,499,665,587
75.43,489,656,582
75.47,504,664,589
75.50,489,657,584
75.53,499,665,590
75.56,492,658,585
75.59,480,667,593
75.63,492,656,581
75.66,468,662,592
75.69,492,657,584
75.72,505,655,580
75.76,493,659,586
75.79,518,676,585
75.82,493,658,583
75.85,512,641,594
75.88,490,657,583
75.92,502,653,593
75.95,491,657,583
75.98,474,647,593
76.01,491,658,583
76.05,470,662,592
76.08,491,658,583
76.11,502,663,586
76.14,490,657,582
76.18,498,660,583
76.21,490,657,583
76.24,493,659,582
76.27,490,657,581
76.30,493,658,581
76.34,488,656,581
76.37,494,659,582
76.40,487,655,579
76.43,499,663,585
76.47,486,654,578
76.50,490,657,560
76.53,485,654,578
76.56,496,662,590
76.59,485,655,578
76.63,490,657,582
76.66,490,657,581
76.69,486,654,578
76.72,502,660,591
76.75,484,653,577
76.79,491,657,582
76.82,487,655,579
76.85,485,655,578
76.88,479,654,588
76.92,484,653,577
76.95,497,663,591
76.98,484,653,577
77.01,488,657,581
77.05,488,656,579
77.08,485,654,578
77.11,464,647,561
77.14,482,653,576
77.18,489,657,582
77.21,485,658,581
77.24,488,657,577
77.27,503,652,564
77.30,484,654,575
77.34,491,657,581
77.37,488,658,580
77.40,485,654,576
77.43,501,665,590
77.46,485,655,577
77.50,487,656,578
77.53,490,652,584
77.56,483,654,576
77.59,489,657,580
77.63,490,659,581
77.66,484,654,576
77.69,496,662,586
77.72,487,655,578
77.75,485,655,577
77.79,497,671,595
77.82,484,654,576
77.85,488,656,579
77.88,495,657,587
77.92,483,654,576
77.95,489,657,580
77.98,488,658,580
78.01,483,654,575
78.05,494,661,584
78.08,484,656,577
78.11,483,654,576
78.14,501,665,590
78.18,484,655,577
78.21,485,655,577
78.24,504,669,594
78.27,483,655,577
78.30,485,655,578
78.34,505,671,595
78.37,484,655,578
78.40,486,655,578
78.43,500,669,595
78.46,484,655,578
78.50,486,655,578
78.53,501,669,594
78.56,484,655,578
78.59,485,655,578
78.63,502,665,590
78.66,484,656,579
78.69,485,656,578
78.72,503,669,594
78.75,484,655,578
78.79,486,656,579
78.82,487,656,569
78.85,483,655,577
78.88,488,658,581
78.92,490,660,584
78.95,483,654,578
78.98,493,660,585
79.01,486,657,580
79.04,484,654,578
79.08,500,664,591
79.11,483,655,579
79.14,484,654,578
79.17,503,668,593
79.21,483,654,579
79.24,484,654,578
79.27,502,667,593
79.30,483,654,578
79.33,483,653,577
79.37,496,660,586
79.40,484,656,581
79.43,481,653,577
79.46,488,656,581
79.50,491,661,589
79.53,482,652,577
79.56,485,654,579
79.59,478,666,596
79.63,484,653,578
79.66,483,653,577
79.69,493,657,583
79.72,489,659,587
79.75,482,652,577
79.79,484,653,577
79.82,500,661,585
79.85,486,658,585
79.88,483,653,577
79.92,485,652,577
79.95,495,657,582
79.98,491,662,571
80.01,482,653,578
80.04,482,652,576
80.08,487,654,578
80.11,503,663,586
80.14,487,659,588
80.17,482,653,578
80.20,483,652,576
80.24,486,653,578
80.27,499,659,583
80.30,492,654,590
80.33,483,653,580
80.37,482,652,576
80.40,484,652,577
80.43,491,655,580
80.46,484,668,590
80.50,485,657,586
80.53,482,653,577
80.56,482,652,576
80.59,486,654,578
80.62,497,658,582
80.66,495,645,590
80.69,484,655,581
80.72,483,653,577
80.75,485,653,577
80.79,492,657,581
80.82,491,645,595
80.85,484,655,581
80.88,483,653,577
80.91,485,654,577
80.95,497,659,583
80.98,490,661,571
81.01,482,653,578
81.04,483,653,577
81.08,489,656,581
81.11,495,646,559
81.14,482,653,577
81.17,484,654,577
81.20,501,664,589
81.24,483,654,578
81.27,483,653,577
81.30,495,660,584
81.33,485,655,579
81.37,482,653,577
81.40,491,658,582
81.43,486,657,582
81.46,482,653,577
81.50,488,657,581
81.53,490,661,586
81.56,482,654,577
81.59,486,656,579
81.62,490,654,571
81.66,482,654,577
81.69,485,655,578
81.72,494,671,597
81.75,485,657,580
81.79,486,656,579
81.82,502,666,591
81.85,484,656,580
81.88,483,655,578
81.91,497,663,588
81.95,485,659,581
81.98,483,657,578
82.01,495,666,587
82.04,485,658,581
82.07,483,654,578
82.11,496,662,588
82.14,485,656,580
82.17,483,654,578
82.20,500,665,592
82.24,484,655,583
82.27,485,656,580
82.30,504,673,597
82.33,489,657,581
82.37,487,657,581
82.40,494,663,588
82.43,482,655,579
82.46,491,660,585
82.50,485,657,581
82.53,483,655,579
82.56,502,669,596
82.59,483,655,579
82.62,486,657,582
82.66,494,664,589
82.69,481,655,578
82.72,490,660,585
82.75,484,659,581
82.79,482,657,579
82.82,502,671,597
82.85,482,656,578
82.88,486,658,582
82.91,487,659,583
82.95,482,655,578
82.98,501,671,597
83.01,481,655,578
83.04,486,658,582
83.07,487,659,583
83.11,482,656,579
83.14,502,671,598
83.17,482,655,579
83.20,486,658,583
83.24,486,658,582
83.27,482,655,579
83.30,502,671,596
83.33,481,655,578
83.36,485,657,582
83.40,487,659,583
83.43,481,654,578
83.46,495,664,590
83.49,482,655,579
83.53,482,655,579
83.56,482,642,561
83.59,480,654,578
83.62,485,657,582
83.65,485,658,583
83.69,480,655,579
83.72,496,666,592
83.75,481,656,579
83.78,482,656,580
83.82,495,665,588
83.85,480,655,578
83.88,488,659,584
83.91,483,657,581
83.94,481,656,579
83.98,501,675,594
84.01,480,657,578
84.04,485,657,582
84.07,486,659,583
84.11,481,655,579
84.14,497,667,593
84.17,481,656,579
84.20,484,658,581
84.24,490,663,586
84.27,480,655,579
84.30,493,662,589
84.33,482,656,580
84.36,482,657,580
84.40,486,664,590
84.43,481,655,579
84.46,489,661,586
84.49,482,658,580
84.53,482,659,579
84.56,477,642,566
84.59,480,655,578
84.62,488,659,585
84.65,483,657,581
84.69,481,657,580
84.72,497,654,563
84.75,481,656,578
84.78,487,659,584
84.82,483,658,581
84.85,482,657,579
84.88,460,649,565
84.91,480,657,578
84.94,488,662,585
84.98,483,658,580
85.01,482,655,580
85.04,490,663,588
85.07,480,653,578
85.11,494,662,590
85.14,482,654,579
85.17,484,655,582
85.20,485,657,582
85.23,481,654,578
85.27,500,671,572
85.30,480,653,578
85.33,488,658,585
85.36,484,657,581
85.40,483,655,580
85.43,479,657,580
85.46,481,654,580
85.49,491,659,587
85.52,483,655,580
85.56,483,654,581
85.59,475,646,588
85.62,481,653,579
85.65,490,658,587
85.69,481,654,581
85.72,484,656,582
85.75,491,660,586
85.78,484,654,581
85.82,473,644,582
85.85,481,654,580
85.88,495,664,595
85.91,482,655,580
85.94,486,657,585
85.98,485,656,582
86.01,484,656,582
86.04,496,663,589
86.07,482,654,580
86.11,499,665,595
86.14,482,654,579
86.17,486,656,583
86.20,486,657,582
86.23,482,655,580
86.27,500,655,566
86.30,482,654,579
86.33,489,659,587
86.36,484,655,582
86.39,484,655,582
86.43,496,664,590
86.46,483,655,581
86.49,502,671,598
86.52,484,656,581
86.56,496,665,597
86.59,484,655,581
86.62,494,664,595
86.65,486,656,582
86.69,494,663,594
86.72,485,656,582
86.75,494,663,595
86.78,486,657,583
86.81,494,663,595
86.85,484,655,579
86.88,492,662,592
86.91,483,654,580
86.94,492,661,591
86.98,483,655,580
87.01,489,659,588
87.04,483,655,579
87.07,488,659,586
87.11,483,655,580
87.14,486,657,583
87.17,485,657,583
87.20,487,656,582
87.23,492,659,583
87.27,486,656,582
87.30,498,663,586
87.33,483,655,581
87.36,465,664,590
87.39,483,655,580
87.43,469,664,589
87.46,484,655,581
87.49,494,664,587
87.52,483,656,581
87.56,495,662,586
87.59,484,656,581
87.62,495,662,585
87.65,484,656,581
87.69,496,663,586
87.72,483,656,581
87.75,498,664,587
87.78,483,655,581
87.81,471,659,591
87.85,483,655,580
87.88,505,642,584
87.91,483,655,580
87.94,500,670,600
87.97,483,655,580
88.01,494,663,592
88.04,483,655,580
88.07,489,659,587
88.10,484,656,581
88.14,486,657,584
88.17,489,659,583
88.20,484,656,582
88.23,497,665,589
88.26,483,655,581
88.30,503,673,599
88.33,483,655,580
88.36,494,663,592
88.39,483,656,580
88.43,488,659,586
88.46,485,657,581
88.49,485,657,583
88.52,490,660,584
88.56,484,656,581
88.59,494,664,591
