,time,A0,A1,A2
0,0.00,76,586,203
1,0.01,77,586,201
2,0.02,78,585,202
3,0.03,79,586,203
4,0.06,74,586,203
5,0.09,72,586,203
6,0.12,72,586,203
7,0.15,72,586,203
8,0.18,72,586,203
9,0.21,68,586,203
10,0.24,68,586,203
11,0.27,72,586,203
12,0.30,72,586,203
13,0.33,72,586,203
14,0.36,74,586,203
15,0.39,76,586,203
16,0.42,77,586,203
17,0.45,77,587,203
18,0.49,78,587,202
19,0.51,79,587,203
20,0.54,79,588,203
21,0.57,79,588,202
22,0.61,79,588,202
23,0.63,79,588,202
24,0.67,79,588,202
25,0.70,79,588,203
26,0.73,79,586,202
27,0.76,79,579,202
28,0.79,79,590,202
29,0.82,78,593,202
30,0.85,78,591,202
31,0.88,78,587,202
32,0.91,78,584,202
33,0.94,78,584,202
34,0.97,78,584,201
35,1.00,77,584,207
36,1.03,77,584,200
37,1.06,76,585,204
38,1.09,76,585,203
39,1.12,74,585,203
40,1.15,91,586,203
41,1.18,73,586,202
42,1.21,79,587,202
43,1.24,79,579,202
44,1.27,79,592,202
45,1.30,78,586,202
46,1.33,78,584,202
47,1.36,77,584,205
48,1.39,77,584,196
49,1.42,76,585,203
50,1.45,76,585,204
51,1.48,74,585,203
52,1.51,83,586,203
53,1.54,68,586,203
54,1.57,76,586,202
55,1.60,79,588,202
56,1.63,79,585,202
57,1.66,79,591,202
58,1.69,78,586,202
59,1.72,78,584,202
60,1.75,77,584,201
61,1.78,77,584,201
62,1.81,77,584,200
63,1.84,77,584,196
64,1.87,77,585,200
65,1.90,76,585,203
66,1.93,76,585,204
67,1.96,76,585,204
68,1.99,76,585,203
69,2.02,75,585,203
70,2.05,74,585,203
71,2.08,74,585,203
72,2.11,85,585,203
73,2.14,88,586,203
74,2.17,80,586,203
75,2.20,68,586,203
76,2.23,73,586,203
77,2.26,76,586,202
78,2.29,76,586,202
79,2.32,78,587,202
80,2.36,79,587,202
81,2.38,79,587,202
82,2.42,79,587,202
83,2.45,79,587,202
84,2.48,79,587,202
85,2.51,79,587,202
86,2.54,78,587,202
87,2.57,79,587,202
88,2.60,79,587,202
89,2.63,78,587,202
90,2.66,77,587,202
91,2.69,78,586,202
92,2.72,78,587,203
93,2.75,78,587,202
94,2.78,77,586,202
95,2.81,77,587,202
96,2.84,77,586,203
97,2.87,75,586,203
98,2.90,72,586,203
99,2.93,68,586,203
100,2.96,64,586,203
101,2.99,87,585,203
102,3.02,74,585,203
103,3.05,74,585,203
104,3.08,74,585,203
105,3.11,76,585,204
106,3.14,76,585,203
107,3.17,77,584,196
108,3.20,77,584,207
109,3.23,77,584,200
110,3.26,77,584,201
111,3.29,78,584,202
112,3.32,78,587,202
113,3.35,78,591,202
114,3.38,79,582,202
115,3.41,79,588,202
116,3.44,79,587,202
117,3.47,78,586,202
118,3.50,72,586,202
119,3.53,80,585,203
120,3.56,77,585,203
121,3.59,74,585,203
122,3.62,76,585,204
123,3.65,76,585,203
124,3.68,77,585,198
125,3.71,77,584,206
126,3.74,77,584,207
127,3.77,77,584,201
128,3.80,77,584,200
129,3.83,77,584,201
130,3.86,77,584,201
131,3.89,78,584,202
132,3.92,78,584,202
133,3.95,78,586,202
134,3.98,78,587,202
135,4.01,78,590,202
136,4.04,78,592,202
137,4.07,79,578,202
138,4.10,79,587,202
139,4.13,79,588,202
140,4.16,79,587,202
141,4.19,77,586,202
142,4.23,74,586,202
143,4.25,64,586,203
144,4.28,77,585,203
145,4.32,74,585,203
146,4.34,76,585,203
147,4.38,76,585,200
148,4.41,77,584,210
149,4.44,77,584,201
150,4.47,77,584,201
151,4.50,78,586,202
152,4.53,78,591,202
153,4.56,79,578,202
154,4.59,79,588,202
155,4.62,79,586,202
156,4.65,68,586,202
157,4.68,77,585,203
158,4.71,76,585,203
159,4.74,76,585,192
160,4.77,77,584,201
161,4.80,77,584,201
162,4.83,77,584,202
