Time,D0,D1,D2
89.59,482,620,563
89.62,488,626,568
89.65,479,618,561
89.68,490,626,570
89.72,480,620,561
89.75,481,620,562
89.78,473,617,551
89.81,479,618,560
89.84,485,623,565
89.88,482,621,563
89.91,479,619,561
89.94,498,633,577
89.97,479,619,560
90.01,482,621,563
90.04,487,625,567
90.07,479,619,560
90.10,490,627,570
90.13,480,619,561
90.17,481,620,562
90.20,492,626,570
90.23,479,618,560
90.26,488,625,568
90.30,480,619,562
90.33,481,620,562
90.36,483,628,571
90.39,479,618,560
90.43,488,625,569
90.46,481,620,561
90.49,482,620,562
90.52,491,627,570
90.55,479,618,560
90.59,489,626,570
90.62,480,619,561
90.65,481,620,563
90.68,488,625,566
90.72,480,618,560
90.75,499,631,575
90.78,479,618,560
90.81,487,625,569
90.84,480,619,561
90.88,483,621,564
90.91,484,622,563
90.94,480,619,561
90.97,494,603,557
91.01,479,618,560
91.04,488,624,569
91.07,481,619,561
91.10,482,620,563
91.13,489,626,567
91.17,479,618,561
91.20,493,629,574
91.23,480,619,561
91.26,483,621,563
91.30,488,625,567
91.33,480,618,561
91.36,492,628,572
91.39,481,619,561
91.43,482,620,563
91.46,490,626,569
91.49,480,618,560
91.52,490,626,570
91.55,481,619,561
91.59,481,619,562
91.62,470,619,568
91.65,480,618,560
91.68,486,623,566
91.71,482,621,563
91.75,481,619,561
91.78,498,635,579
91.81,480,618,560
91.84,483,621,564
91.88,488,625,568
91.91,480,618,561
91.94,490,625,569
91.97,481,620,562
92.01,481,619,562
92.04,476,603,564
92.07,480,618,560
92.10,484,621,564
92.13,485,623,565
92.17,480,618,561
92.20,492,627,571
92.23,481,620,562
92.26,482,620,562
92.30,462,611,561
92.33,480,619,561
92.36,486,623,566
92.39,484,621,564
92.43,481,619,562
92.46,499,635,580
92.49,481,619,561
92.52,485,622,565
92.55,485,622,564
92.58,482,620,562
92.62,480,611,569
92.65,481,619,561
92.68,491,627,572
92.71,481,619,561
92.75,484,621,564
92.78,486,623,565
92.81,481,619,561
92.84,500,636,578
92.88,480,619,561
92.91,485,622,566
92.94,484,622,564
92.97,481,619,562
93.00,500,633,580
93.04,481,619,561
93.07,485,622,565
93.10,485,622,564
93.13,482,619,562
93.17,500,635,548
93.20,481,619,561
93.23,488,624,568
93.26,482,620,562
93.29,483,620,563
93.33,493,628,570
93.36,481,619,561
93.39,492,627,571
93.42,482,620,562
93.46,483,621,563
93.49,491,627,569
93.52,481,619,561
93.55,492,627,571
93.58,482,620,562
93.62,483,621,563
93.65,494,629,571
93.68,481,619,561
93.71,490,625,569
93.75,483,620,563
93.78,483,620,563
93.81,472,610,566
93.84,481,619,562
93.88,488,624,568
93.91,483,621,563
93.94,482,620,563
93.97,470,617,557
94.00,481,619,561
94.04,490,626,571
94.07,482,620,562
94.10,485,622,565
94.13,486,623,565
94.17,482,620,563
94.20,492,605,563
94.23,481,619,562
94.26,490,626,571
94.29,482,620,562
94.33,484,621,565
94.36,488,624,567
94.39,481,619,562
94.42,499,634,579
94.45,481,619,562
94.49,486,622,566
94.52,485,621,565
94.55,482,620,563
94.58,490,605,559
94.62,481,619,562
94.65,488,624,568
94.68,484,621,564
94.71,483,620,563
94.75,464,604,561
94.78,481,619,562
94.81,488,624,568
94.84,484,621,564
94.87,483,620,564
94.91,488,605,564
94.94,482,619,562
94.97,487,623,567
95.00,486,622,566
95.04,482,619,562
95.07,499,632,578
95.10,482,619,562
95.13,484,621,565
95.16,491,627,571
95.20,482,619,562
95.23,491,625,570
95.26,483,621,563
95.29,483,620,563
95.33,487,636,581
95.36,482,619,562
95.39,485,622,565
95.42,491,627,571
95.45,481,619,562
95.49,489,624,568
95.52,484,621,564
95.55,483,620,563
95.58,501,635,581
95.62,482,619,562
95.65,486,622,567
95.68,485,622,565
95.71,483,620,564
95.75,491,627,570
95.78,482,619,562
95.81,501,636,566
95.84,482,619,562
95.87,490,626,572
95.91,483,619,563
95.94,486,622,567
95.97,486,622,565
96.00,483,620,564
96.04,464,609,570
96.07,482,619,562
96.10,491,626,571
96.13,483,620,563
96.16,484,621,564
96.20,494,629,572
96.23,482,619,562
96.26,491,625,570
96.29,484,621,564
96.32,483,620,564
96.36,500,637,575
96.39,482,619,563
96.42,486,622,566
96.45,489,625,569
96.49,483,619,563
96.52,494,629,574
96.55,483,620,563
96.58,486,622,566
96.62,487,623,565
96.65,483,620,564
96.68,481,624,572
96.71,483,619,563
96.75,500,635,577
96.78,482,619,562
96.81,490,626,572
96.84,483,620,563
96.87,486,622,566
96.91,486,622,565
96.94,483,620,563
96.97,474,604,564
97.00,482,619,562
97.04,490,625,570
97.07,484,620,564
97.10,484,620,564
97.13,487,626,565
97.16,482,619,562
97.20,489,624,569
97.23,485,621,564
97.26,483,620,563
97.29,503,637,579
97.32,483,619,562
97.36,487,622,566
97.39,489,624,568
97.42,483,619,563
97.45,497,631,577
97.49,483,619,563
97.52,486,622,566
97.55,487,622,565
97.58,483,620,563
97.61,472,606,570
97.65,483,619,562
97.68,495,630,577
97.71,483,619,563
97.74,488,623,568
97.78,485,621,564
97.81,485,621,564
97.84,494,627,570
97.87,483,619,563
97.90,498,632,579
97.94,483,619,563
97.97,488,623,567
98.00,486,622,564
98.03,484,621,564
98.07,476,624,566
98.10,483,619,563
98.13,493,628,574
98.16,484,620,563
98.20,487,623,567
98.23,485,621,564
98.26,486,622,566
98.29,488,622,565
98.32,485,621,565
98.36,491,624,566
98.39,484,620,564
98.42,495,627,570
98.45,483,619,563
98.49,503,637,546
98.52,483,619,562
98.55,493,627,574
98.58,483,619,562
98.61,487,622,566
98.65,486,621,564
98.68,484,620,564
98.71,489,619,569
98.74,483,619,562
98.78,494,627,573
98.81,484,619,563
98.84,486,621,565
98.87,489,624,567
98.90,483,619,562
98.94,501,634,580
98.97,483,619,562
99.00,487,622,566
99.03,488,623,566
99.07,483,619,563
99.10,502,635,580
99.13,483,619,562
99.16,487,622,566
99.19,488,623,566
99.23,483,619,563
99.26,501,635,580
99.29,483,619,562
99.32,487,622,566
99.36,488,623,566
99.39,483,619,562
99.42,499,632,577
99.45,483,619,562
99.48,486,621,565
99.52,493,627,571
99.55,483,619,562
99.58,491,625,569
99.61,485,620,564
99.65,484,619,563
99.68,498,636,581
99.71,483,619,562
99.74,486,621,565
99.77,493,627,571
99.81,483,619,562
99.84,490,623,567
99.87,486,621,565
99.90,483,619,562
99.94,501,634,578
99.97,483,619,562
100.00,483,619,562
100.03,483,619,562
100.07,483,618,562
100.10,483,618,562
100.13,483,619,562
100.17,483,619,562
100.20,483,619,562
100.23,484,619,563
100.27,484,619,563
100.30,484,620,563
100.33,485,620,563
100.37,485,620,563
100.40,485,620,564
100.43,486,620,564
100.47,486,621,564
100.50,486,621,565
100.53,487,621,565
100.57,487,622,566
100.60,488,622,566
100.63,489,623,567
100.67,489,623,567
100.70,490,624,569
100.73,492,625,570
100.77,495,628,573
100.80,499,631,576
100.83,502,635,581
100.87,488,631,569
100.90,489,618,568
100.93,494,627,570
100.97,490,624,567
101.00,488,622,565
101.03,486,621,564
101.07,485,621,564
101.10,485,620,563
101.13,484,620,563
101.17,484,619,562
101.20,484,619,562
101.23,484,619,562
101.27,484,619,562
101.30,484,619,563
101.33,484,620,563
101.36,485,620,563
101.40,486,620,564
101.43,486,621,565
101.47,487,621,565
101.50,488,622,567
101.53,490,623,568
101.56,491,625,570
101.60,494,627,572
101.63,497,630,576
101.66,502,635,580
101.70,503,636,557
101.73,469,609,569
101.76,495,628,572
101.80,493,626,569
101.83,490,624,567
101.86,489,623,566
101.90,488,622,565
101.93,487,621,565
101.96,486,621,564
102.00,486,621,564
102.03,485,620,563
102.06,485,620,563
102.10,485,620,563
102.13,485,620,563
102.16,484,619,562
102.20,484,619,562
102.23,484,619,562
102.26,484,619,562
102.30,484,619,562
102.33,485,619,563
102.36,485,620,563
102.40,486,621,565
102.43,488,622,567
102.46,492,625,571
102.50,500,633,579
102.53,479,623,573
102.56,491,624,566
102.60,487,621,564
102.63,485,620,563
102.66,485,619,562
102.70,485,619,563
102.73,485,620,563
102.76,486,620,564
102.80,487,621,565
102.83,489,623,567
102.86,491,624,569
102.90,495,628,573
102.93,501,634,579
102.96,503,627,575
103.00,473,620,562
103.03,497,628,572
103.06,493,626,569
103.10,490,623,566
103.13,488,622,565
103.16,487,621,564
103.20,486,620,563
103.23,485,619,562
103.26,485,619,562
103.30,486,620,563
103.33,487,621,565
103.36,489,622,567
103.40,493,625,571
103.43,499,631,578
103.46,498,633,565
103.50,496,626,572
103.53,494,625,569
103.56,490,623,566
103.60,488,622,565
103.63,487,621,564
103.66,487,621,564
103.69,486,620,563
103.73,486,620,563
103.76,486,620,563
103.79,486,620,563
103.83,486,620,563
103.86,486,620,563
103.89,486,620,563
103.93,486,620,563
103.96,486,620,563
104.00,486,620,563
104.03,487,621,564
104.06,487,621,564
104.09,488,622,566
104.13,489,623,567
104.16,491,624,568
104.19,493,627,571
104.23,497,626,565
104.26,491,606,557
104.29,472,635,581
104.33,503,635,578
104.36,502,630,574
104.39,498,627,571
104.43,494,625,569
104.46,492,623,567
104.49,490,622,565
104.53,489,621,565
104.56,488,620,564
104.59,487,620,563
104.63,486,619,563
104.66,486,619,563
104.69,486,619,562
104.73,485,619,562
104.76,485,619,562
104.79,485,619,562
104.83,485,619,562
104.86,486,620,563
104.89,487,620,564
104.93,487,621,564
104.96,488,622,565
104.99,490,623,567
105.03,492,625,569
105.06,495,628,572
105.09,497,627,558
105.13,477,610,559
105.16,490,623,580
105.19,505,635,580
105.23,504,633,577
105.26,501,630,574
105.29,498,628,572
105.33,496,626,570
105.36,494,625,568
105.39,492,624,568
105.43,491,623,566
105.46,490,622,566
105.49,490,622,565
105.53,489,622,565
105.56,489,621,564
105.59,488,621,564
105.62,488,621,564
105.66,488,620,563
105.69,487,620,563
105.72,487,620,563
105.76,487,620,563
105.79,487,620,563
105.82,488,620,564
105.86,489,621,565
105.89,490,623,567
105.93,493,624,570
105.96,497,628,574
105.99,504,635,581
106.02,482,610,553
106.06,499,628,571
106.09,493,625,567
106.12,490,622,565
106.16,489,621,564
106.19,487,620,563
106.22,487,620,563
106.26,487,620,563
106.29,487,620,563
106.32,487,620,563
106.36,486,619,562
106.39,486,619,562
106.42,486,619,562
106.46,486,619,562
106.49,486,619,562
106.52,486,619,562
106.56,487,620,563
106.59,488,620,564
106.62,489,621,565
106.66,491,623,568
106.69,496,627,574
106.72,504,636,580
106.76,490,624,571
106.79,493,623,566
106.82,489,621,563
106.86,487,619,562
106.89,486,619,562
106.92,486,619,562
106.96,487,619,563
106.99,487,619,563
107.02,488,620,564
107.06,489,621,565
107.09,490,622,566
107.12,491,622,567
107.16,493,624,568
107.19,495,625,570
107.22,497,627,572
107.26,500,629,575
107.29,503,633,579
107.32,506,637,577
107.36,486,610,559
107.39,496,628,571
107.42,494,625,567
107.46,490,621,564
107.49,488,620,563
107.52,487,619,562
107.55,486,619,562
107.59,486,619,562
107.62,487,619,562
107.66,487,620,563
107.69,488,621,564
107.72,490,621,565
107.75,491,623,567
107.79,494,625,570
107.82,498,629,575
107.86,504,635,578
107.89,503,606,558
107.92,489,628,572
107.95,495,626,568
107.99,492,623,565
108.02,490,622,564
108.05,489,621,563
108.09,488,620,563
108.12,488,620,562
108.15,487,620,562
108.19,487,619,562
108.22,487,619,562
108.25,487,619,561
108.29,487,619,562
108.32,487,619,562
108.35,487,619,562
108.39,487,619,562
108.42,487,620,563
108.45,488,620,564
108.49,489,621,564
108.52,490,622,565
108.55,491,623,566
108.59,492,624,567
108.62,494,625,569
108.65,497,627,571
108.69,499,629,573
108.72,502,632,576
108.75,504,634,578
108.79,506,635,580
108.82,505,631,579
108.85,496,613,571
108.89,473,607,551
108.92,475,614,548
108.95,484,620,554
108.99,492,625,560
109.02,496,628,565
109.05,498,629,568
109.09,499,629,571
109.12,498,628,571
109.15,497,628,570
109.19,496,627,569
109.22,495,625,568
109.25,493,624,566
109.29,491,622,565
109.32,490,621,564
109.35,489,621,563
109.39,488,620,562
109.42,487,619,562
109.45,487,619,562
109.49,487,619,561
109.52,487,619,562
109.55,487,619,562
109.59,488,620,562
109.62,488,620,563
109.65,489,621,563
109.68,490,621,564
109.72,490,621,565
109.75,491,622,565
109.79,492,623,566
109.82,494,625,569
109.85,498,628,574
109.88,505,636,581
109.92,485,619,572
109.95,495,625,566
109.98,490,622,563
110.02,488,620,563
110.05,488,620,562
110.08,488,620,563
110.12,489,621,564
110.15,490,622,565
110.18,492,623,567
110.22,496,627,573
110.25,505,637,573
110.28,485,626,571
110.32,494,624,565
110.35,490,621,563
110.38,489,620,562
110.42,488,620,562
110.45,488,620,562
110.48,488,620,562
110.52,489,621,564
110.55,491,622,565
110.58,493,624,568
110.62,497,627,573
110.65,504,634,577
110.68,492,614,572
110.72,497,626,567
110.75,491,622,564
110.78,489,621,563
110.82,488,620,562
110.85,488,620,562
110.88,488,620,563
110.92,490,621,564
110.95,492,623,568
110.98,498,629,576
111.02,501,610,563
111.05,497,625,566
111.08,490,621,563
111.12,488,620,562
111.15,488,620,562
111.18,488,620,563
111.22,489,621,564
111.25,492,623,567
111.28,496,626,572
111.32,505,636,580
111.35,498,628,570
111.38,493,622,564
111.42,489,620,562
111.45,488,620,562
111.48,488,619,562
111.52,488,620,563
111.55,490,621,564
111.58,492,623,567
111.62,498,628,576
111.65,505,607,572
111.68,495,623,565
111.72,490,620,562
111.75,488,620,562
111.78,488,620,563
111.81,490,621,565
111.85,493,624,570
111.88,503,635,567
111.92,495,627,568
111.95,491,622,563
111.98,489,620,562
112.01,488,619,562
112.05,489,620,563
112.08,490,621,564
112.11,492,623,567
112.15,497,628,574
112.18,507,633,571
112.21,498,629,570
112.25,494,623,565
112.28,490,621,563
112.31,489,620,562
112.35,489,620,562
112.38,488,620,562
112.41,489,620,563
112.45,490,621,564
112.48,491,623,566
112.51,495,625,571
112.55,504,634,581
112.58,488,624,571
112.61,494,623,564
112.65,490,620,562
112.68,488,620,562
112.71,488,620,562
112.75,489,621,564
112.78,492,623,566
112.81,495,626,572
112.85,506,637,571
112.88,493,628,569
112.91,493,623,564
112.95,490,621,563
112.98,489,620,562
113.01,489,620,562
113.05,489,620,563
113.08,490,621,564
113.11,491,622,565
113.15,493,623,567
113.18,496,626,571
113.21,502,631,577
113.25,509,635,548
113.28,478,628,573
113.31,497,626,568
113.35,493,623,565
113.38,491,622,564
113.41,490,621,563
113.45,489,620,562
113.48,489,620,562
113.51,489,620,562
113.55,489,620,562
113.58,489,620,562
113.61,489,620,563
113.65,489,620,563
113.68,490,621,563
113.71,491,622,564
113.75,491,622,565
113.78,492,623,565
113.81,493,623,566
113.85,494,624,567
113.88,495,625,568
113.91,497,626,570
113.94,499,628,573
113.98,504,633,577
114.01,508,635,580
114.04,484,610,551
114.08,501,630,572
114.11,497,626,568
114.14,494,623,565
114.18,491,622,564
114.21,490,621,563
114.25,489,620,563
114.28,489,620,562
114.31,489,620,562
114.34,489,620,562
114.38,489,620,562
114.41,489,620,563
114.44,490,621,563
114.48,490,621,564
114.51,492,622,565
114.54,493,623,566
114.58,494,624,568
114.61,496,626,570
114.64,499,628,573
114.68,503,632,576
114.71,507,636,581
114.74,501,637,579
114.78,476,607,546
114.81,499,622,568
114.84,501,629,571
114.88,498,627,569
114.91,496,625,567
114.94,494,624,565
114.98,492,623,564
115.01,491,622,563
115.04,490,621,563
115.08,490,621,562
115.11,489,621,562
115.14,489,620,562
115.18,489,620,562
115.21,489,620,562
115.24,489,620,562
115.28,489,621,562
115.31,490,621,562
115.34,490,621,563
115.38,491,621,563
115.41,491,622,563
115.44,492,622,564
115.48,493,623,564
115.51,493,623,565
115.54,494,624,566
115.58,495,625,568
115.61,497,626,570
115.64,500,629,573
115.68,504,632,577
115.71,509,638,577
115.74,486,608,562
115.78,500,629,571
115.81,497,626,567
115.84,494,624,565
115.87,492,622,564
115.91,491,622,563
115.94,490,621,562
115.98,490,621,562
116.01,490,621,562
116.04,490,621,562
116.07,490,621,563
116.11,491,622,564
116.14,492,623,565
116.18,494,624,566
116.21,496,625,569
116.24,500,629,573
116.27,506,635,579
116.31,507,606,562
116.34,500,629,570
116.37,496,625,566
116.41,493,623,564
116.44,491,622,563
116.47,490,621,562
116.51,490,621,562
116.54,490,621,562
116.57,490,621,562
116.61,491,621,563
116.64,492,622,564
116.67,493,623,565
116.71,494,624,567
116.74,497,626,569
116.77,500,628,573
116.81,505,633,577
116.84,509,636,580
116.87,478,612,552
116.91,502,630,572
116.94,499,627,568
116.97,496,625,566
117.01,494,623,565
117.04,492,622,564
117.07,491,622,563
117.11,491,621,562
117.14,490,620,562
117.17,490,620,562
117.21,490,620,562
117.24,490,621,563
117.27,491,621,563
117.31,492,622,565
117.34,493,623,566
117.37,495,625,568
117.41,499,627,571
117.44,504,632,577
117.47,507,638,579
117.51,483,611,560
117.54,501,628,570
117.57,497,625,567
117.61,494,624,565
117.64,492,622,564
117.67,491,622,563
117.71,491,621,562
117.74,490,621,562
117.77,490,621,562
117.81,490,620,562
117.84,490,620,562
117.87,490,620,562
117.91,490,621,562
117.94,490,621,563
117.97,491,621,563
118.00,492,622,564
118.04,493,622,565
118.07,494,623,566
118.11,495,624,567
118.14,497,625,569
118.17,499,627,572
118.20,503,631,575
118.24,507,635,580
118.27,510,639,567
118.30,472,609,568
118.34,501,629,571
118.37,497,626,567
118.40,495,624,566
118.44,493,623,564
118.47,492,622,563
118.50,491,621,563
118.54,490,621,562
118.57,491,621,563
118.60,492,622,564
118.64,494,624,567
118.67,498,627,572
118.70,507,637,574
118.74,485,630,570
118.77,496,624,565
118.80,492,622,563
118.84,491,621,562
118.87,491,621,563
118.90,491,622,563
118.94,493,623,565
118.97,495,624,567
119.00,498,627,571
119.04,505,635,579
119.07,499,610,554
119.10,501,628,569
119.14,495,624,565
119.17,493,622,563
119.20,492,621,563
119.24,491,621,562
119.27,490,621,562
119.30,490,621,562
119.34,491,621,562
119.37,491,621,563
119.40,492,622,563
119.44,492,622,564
119.47,493,623,565
119.50,494,624,566
119.54,496,625,568
119.57,500,628,573
119.60,507,636,581
119.64,478,612,566
119.67,499,627,567
119.70,494,623,564
119.74,492,621,563
119.77,491,621,562
119.80,490,621,562
119.84,491,621,562
119.87,492,622,564
119.90,493,622,565
119.94,494,624,566
119.97,496,625,568
120.00,499,628,572
120.04,505,632,578
120.07,511,639,573
120.10,475,607,567
120.13,502,629,571
120.17,498,626,568
120.20,496,625,566
120.24,494,623,564
120.27,493,623,564
120.30,492,622,563
120.33,491,621,562
120.37,491,621,562
120.40,491,621,562
120.43,491,621,562
120.47,492,622,563
120.50,493,623,564
120.54,495,624,566
120.57,497,626,569
120.60,502,630,574
120.63,509,637,575
120.67,493,614,571
120.70,501,629,569
120.73,497,625,566
120.77,494,623,564
120.80,492,622,563
120.83,492,621,562
120.87,491,621,562
120.90,491,621,562
120.93,491,621,562
120.97,491,621,562
121.00,492,622,563
121.03,493,622,564
121.07,494,623,565
121.10,495,624,566
121.13,496,625,567
121.17,498,626,569
121.20,501,629,572
121.23,505,633,576
121.27,510,637,580
121.30,498,607,546
121.33,502,630,570
121.37,498,625,565
121.40,494,623,563
121.43,492,622,563
121.47,491,621,562
121.50,492,622,562
121.53,492,621,563
121.57,493,622,564
121.60,495,624,566
121.63,497,626,569
121.67,502,630,575
121.70,509,638,581
121.73,487,617,568
121.77,500,627,568
121.80,496,624,565
121.83,494,623,564
121.87,492,622,563
121.90,491,621,562
121.93,491,621,562
121.97,491,621,562
122.00,491,621,562
122.03,492,621,562
122.06,492,622,563
122.10,493,622,564
122.13,494,623,565
122.17,496,625,568
122.20,500,629,574
122.23,511,638,553
122.26,501,627,567
122.30,494,622,563
122.33,492,621,562
122.36,491,621,562
122.40,492,622,564
122.43,494,624,566
122.46,498,627,571
122.50,507,636,577
122.53,478,626,573
122.56,499,626,566
122.60,494,623,564
122.63,492,622,563
122.66,492,621,562
122.70,492,621,562
122.73,492,621,562
122.76,492,621,563
122.80,493,622,563
122.83,494,623,564
122.86,495,623,565
122.90,496,624,566
122.93,497,625,568
122.96,499,626,569
123.00,501,628,571
123.03,505,632,575
123.06,510,637,580
123.10,475,620,567
123.13,501,627,567
123.16,495,623,564
123.20,493,622,562
123.23,492,621,562
123.26,492,621,563
123.30,493,622,564
123.33,495,624,566
123.36,498,626,569
123.40,504,631,576
123.43,507,635,555
123.46,504,629,570
123.50,497,625,565
123.53,494,623,563
123.56,493,622,563
123.60,493,621,562
123.63,492,621,562
123.66,493,622,563
123.70,494,623,564
123.73,496,624,567
123.76,500,628,573
123.80,512,637,560
123.83,500,626,566
123.86,494,622,563
123.90,493,622,563
123.93,494,623,566
123.96,499,628,575
124.00,500,630,569
124.03,495,623,563
124.06,493,622,563
124.10,493,623,565
124.13,497,626,570
124.16,510,633,548
124.19,500,626,566
124.23,494,622,563
124.26,493,622,563
124.30,493,622,563
124.33,495,624,565
124.36,497,626,569
124.39,505,633,579
124.43,475,612,570
124.46,500,626,566
124.50,495,623,564
124.53,493,622,563
124.56,493,622,563
124.59,493,622,563
124.63,494,623,564
124.66,495,624,566
124.69,498,626,568
124.73,501,629,573
124.76,510,637,578
124.79,476,619,573
124.83,500,627,567
124.86,496,624,564
124.89,494,623,563
124.93,493,622,562
124.96,492,621,563
124.99,493,622,563
125.03,494,623,564
125.06,495,623,565
125.09,497,625,567
125.13,500,628,572
125.16,508,636,578
125.19,496,619,574
125.23,501,627,567
125.26,496,624,564
125.29,494,622,563
125.33,493,622,563
125.36,493,622,562
125.39,493,622,563
125.43,494,623,564
125.46,495,624,565
125.49,497,625,567
125.53,500,628,571
125.56,505,633,577
125.59,512,631,571
125.63,497,632,572
125.66,500,627,567
125.69,496,624,565
125.73,495,623,564
125.76,493,622,563
125.79,493,622,562
125.83,493,622,563
125.86,493,623,563
125.89,495,624,566
125.93,498,627,570
125.96,507,636,581
125.99,495,628,571
126.03,497,625,565
126.06,494,623,563
126.09,493,622,563
126.13,493,622,563
126.16,494,623,564
126.19,496,625,566
126.23,499,627,571
126.26,506,634,579
126.29,503,610,568
126.32,502,629,568
126.36,497,625,565
126.39,494,623,563
126.43,493,623,563
126.46,493,622,563
126.49,493,623,563
126.52,493,623,563
126.56,494,623,564
126.59,495,624,565
126.62,496,625,566
126.66,498,627,568
126.69,500,629,571
126.72,505,633,576
126.76,511,639,575
126.79,497,616,570
126.82,503,632,569
126.86,497,629,565
126.89,494,628,563
126.92,493,627,563
126.96,493,627,563
126.99,494,627,564
127.02,496,630,567
127.06,500,631,573
127.09,512,619,552
127.12,501,628,567
127.16,495,624,563
127.19,493,623,563
127.22,493,623,563
127.26,495,625,565
127.29,497,626,567
127.32,501,630,573
127.36,511,639,580
127.39,504,632,571
127.42,498,627,566
127.46,495,624,564
127.49,493,624,563
127.52,493,626,563
127.56,493,627,563
127.59,494,624,564
127.62,495,628,565
127.66,497,629,567
127.69,499,630,570
127.72,504,637,577
127.76,513,641,563
127.79,502,635,567
127.82,496,628,564
127.86,494,625,563
127.89,493,625,563
127.92,494,627,565
127.96,496,628,567
127.99,500,629,572
128.02,509,638,575
128.06,486,632,571
128.09,498,626,565
128.12,495,623,564
128.16,493,622,563
128.19,493,622,563
128.22,493,623,564
128.26,495,624,565
128.29,496,625,566
128.32,497,626,568
128.36,500,628,571
128.39,505,632,576
128.42,512,638,581
128.46,475,619,560
128.49,505,631,571
128.52,499,626,567
128.56,496,624,565
128.59,494,623,564
128.62,493,622,563
128.66,493,622,563
128.69,493,622,563
128.72,494,623,564
128.76,496,624,566
128.79,499,627,571
128.82,508,636,582
128.86,496,629,572
128.89,498,625,566
128.92,495,623,564
128.96,493,622,563
128.99,493,622,563
129.02,494,622,564
129.05,495,623,565
129.09,497,625,567
129.12,499,626,569
129.16,504,631,576
129.19,512,639,566
129.22,493,629,572
129.25,499,625,566
129.29,495,623,564
129.32,494,622,563
129.35,493,622,563
129.39,494,623,565
129.42,497,625,568
129.45,502,629,575
129.49,513,636,553
129.52,504,629,569
129.55,497,624,565
129.59,494,623,564
129.62,494,622,563
129.65,493,622,563
129.69,494,622,564
129.72,495,624,566
129.75,497,625,568
129.79,501,628,572
129.82,508,635,580
129.85,508,607,548
129.89,506,631,572
129.92,501,627,568
129.95,497,625,566
129.99,495,623,564
130.02,494,623,564
130.05,494,622,563
130.09,494,622,563
130.12,494,623,563
130.15,494,622,563
130.19,494,622,564
130.22,495,623,565
130.25,496,624,566
130.29,498,626,568
130.32,501,628,571
130.35,506,632,577
130.38,511,639,580
130.42,492,618,568
130.45,503,629,570
130.49,499,626,566
130.52,496,624,565
130.55,495,623,564
130.59,494,622,564
130.62,494,622,563
130.65,494,622,563
130.69,493,622,563
130.72,493,622,563
130.75,494,622,563
130.79,494,622,564
130.82,494,622,564
130.85,494,622,564
130.88,495,623,564
130.92,495,623,565
130.95,495,624,565
130.98,496,624,566
131.02,497,625,567
131.05,498,625,567
131.09,499,626,568
131.12,500,627,570
131.15,504,631,576
131.18,512,640,569
131.22,497,631,572
131.25,499,626,566
131.28,495,624,564
131.32,494,623,564
131.35,494,623,564
131.38,494,623,564
131.42,495,624,565
131.45,497,625,567
131.48,499,627,570
131.52,504,632,576
131.55,513,639,562
131.58,480,630,574
131.62,502,628,568
131.65,497,625,565
131.68,495,624,564
131.72,494,623,564
131.75,494,623,564
131.78,495,624,565
131.82,497,626,568
131.85,504,634,580
131.88,502,631,569
131.92,496,624,564
131.95,494,623,564
131.98,496,625,566
132.02,500,630,575
132.05,482,624,572
132.08,497,625,565
132.12,494,623,564
132.15,495,625,566
132.18,498,628,570
132.22,508,638,576
132.25,506,631,569
132.28,497,626,565
132.32,495,625,564
132.35,495,626,564
132.38,496,630,567
132.42,499,632,571
132.45,508,642,580
132.48,479,635,572
132.52,499,631,566
132.55,496,625,564
132.58,494,623,563
132.62,494,623,563
132.65,494,623,564
132.68,495,624,565
132.72,497,625,567
132.75,500,628,571
132.78,508,637,582
132.82,501,631,571
132.85,498,625,565
132.88,495,623,563
132.91,494,623,564
132.95,495,623,565
132.98,497,625,567
133.02,500,628,572
133.05,510,637,582
133.08,493,624,573
133.11,501,627,567
133.15,497,624,565
133.18,495,624,564
133.22,495,623,564
133.25,494,622,563
133.28,494,622,563
133.31,494,623,564
133.35,495,623,564
133.38,495,624,565
133.41,496,624,565
133.45,497,625,566
133.48,497,626,566
133.51,498,635,567
133.55,499,627,568
133.58,500,627,569
133.61,500,627,569
133.65,502,628,570
133.68,503,629,571
133.71,504,630,572
133.75,505,631,573
133.78,506,632,574
133.81,507,633,575
133.85,508,634,576
133.88,509,635,576
133.91,509,641,577
133.95,510,637,578
133.98,511,640,579
134.01,512,642,580
134.05,512,639,580
134.08,513,639,580
134.11,513,640,580
134.15,513,642,580
134.18,513,643,580
134.21,513,641,580
134.25,513,639,580
134.28,513,642,580
134.31,513,638,580
134.35,513,638,580
134.38,513,637,580
134.41,513,637,580
134.45,512,636,579
134.48,511,635,578
134.51,511,635,578
134.55,511,635,579
134.58,513,639,581
134.61,514,641,560
134.65,480,623,572
134.68,505,632,572
134.71,502,628,568
134.75,498,626,566
134.78,497,625,565
134.81,496,624,564
134.85,495,624,564
134.88,495,624,564
134.91,495,623,564
134.95,495,624,563
134.98,495,631,564
135.01,495,625,564
135.05,495,627,564
135.08,495,624,564
135.11,495,625,564
135.15,495,624,564
135.18,495,624,564
135.21,495,625,564
135.24,495,625,564
135.28,495,625,564
135.31,495,624,564
135.35,496,625,564
135.38,496,624,564
135.41,496,624,565
135.44,496,624,565
135.48,496,625,565
135.51,497,625,566
135.54,497,626,567
135.58,499,627,568
135.61,500,628,570
135.64,503,631,573
135.68,508,635,578
135.71,514,639,579
135.74,513,620,553
