Time,D0,D1,D2
44.52,452,618,558
44.55,465,623,549
44.58,452,617,558
44.61,462,624,568
44.65,453,617,559
44.68,456,619,561
44.71,456,619,560
44.74,453,617,559
44.77,452,614,565
44.81,452,617,558
44.84,465,627,571
44.87,453,617,558
44.90,457,620,562
44.94,456,620,560
44.97,453,618,559
45.00,433,612,551
45.03,453,617,558
45.06,462,624,567
45.10,454,618,559
45.13,455,619,560
45.16,462,624,565
45.19,453,617,558
45.22,468,629,573
45.26,453,617,558
45.29,457,620,562
45.32,457,620,561
45.36,453,617,559
45.39,452,623,556
45.42,452,617,558
45.45,460,622,565
45.48,454,618,559
45.52,455,618,560
45.55,462,623,564
45.58,453,617,558
45.61,470,631,575
45.64,452,617,558
45.68,457,620,562
45.71,456,619,560
45.74,454,617,559
45.77,437,607,566
45.81,453,617,558
45.84,463,624,568
45.87,454,617,559
45.90,456,619,561
45.93,460,622,563
45.97,453,617,559
46.00,471,634,577
46.03,453,617,558
46.06,459,621,564
46.10,455,618,559
46.13,455,618,559
46.16,454,626,568
46.19,453,617,558
46.22,464,625,568
46.26,454,617,558
46.29,455,618,560
46.32,463,623,565
46.35,453,616,558
46.39,466,626,570
46.42,453,617,558
46.45,456,619,561
46.48,461,622,563
46.52,454,617,558
46.55,471,631,575
46.58,453,617,558
46.61,458,619,562
46.64,458,620,561
46.68,454,617,559
46.71,474,634,569
46.74,453,615,557
46.77,459,619,563
46.80,455,617,559
46.84,454,617,559
46.87,459,625,566
46.90,453,616,558
46.93,464,624,568
46.97,454,616,558
47.00,456,618,560
47.03,461,622,563
47.06,454,616,558
47.10,473,632,574
47.13,453,616,558
47.16,459,620,563
47.19,456,618,559
47.22,455,617,559
47.26,466,623,567
47.29,453,616,558
47.32,465,625,570
47.35,454,617,559
47.38,457,619,561
47.42,460,621,562
47.45,454,616,558
47.48,474,632,576
47.51,454,616,558
47.55,459,620,563
47.58,457,618,560
47.61,456,617,559
47.64,462,624,567
47.68,454,616,558
47.71,473,632,569
47.74,454,616,558
47.77,463,623,568
47.80,454,617,558
47.84,458,619,562
47.87,457,618,559
47.90,456,617,560
47.93,466,624,566
47.97,454,616,558
48.00,472,631,575
48.03,454,616,558
48.06,461,621,564
48.10,456,617,559
48.13,456,618,560
48.16,463,622,564
48.19,454,616,558
48.22,474,633,574
48.26,454,616,558
48.29,460,620,563
48.32,456,617,559
48.35,456,617,559
48.38,466,625,567
48.42,454,615,557
48.45,465,623,568
48.48,455,616,558
48.51,457,617,560
48.55,463,622,564
48.58,454,615,557
48.61,468,626,571
48.64,454,615,558
48.68,457,618,561
48.71,458,618,560
48.74,454,616,558
48.77,439,601,550
48.80,454,615,557
48.84,464,622,568
48.87,455,615,558
48.90,457,617,561
48.93,459,619,561
48.97,454,615,558
49.00,470,613,562
49.03,454,615,557
49.06,462,620,565
49.09,456,616,559
49.13,456,616,559
49.16,466,624,567
49.19,454,615,558
49.22,466,624,569
49.26,455,615,558
49.29,457,617,561
49.32,462,621,564
49.35,454,615,559
49.38,472,628,574
49.42,455,615,559
49.45,459,618,562
49.48,459,618,561
49.51,455,616,559
49.55,458,605,564
49.58,454,615,559
49.61,468,627,574
49.64,455,615,559
49.68,463,622,569
49.71,455,615,559
49.74,462,621,569
49.77,455,615,558
49.80,463,622,569
49.84,455,615,559
49.87,462,621,568
49.90,455,615,559
49.93,460,619,565
49.97,456,616,559
50.00,459,618,563
50.03,458,617,561
50.06,457,617,561
50.09,463,620,563
50.13,456,615,560
50.16,437,617,565
50.19,455,614,558
50.22,470,627,575
50.25,455,614,559
50.29,462,620,566
50.32,456,615,559
50.35,457,616,561
50.38,461,619,563
50.42,455,615,559
50.45,468,603,550
50.48,455,614,558
50.51,463,620,567
50.54,456,615,559
50.58,458,616,561
50.61,462,619,563
50.64,455,615,560
50.67,464,606,569
50.71,455,614,558
50.74,470,627,575
50.77,455,614,559
50.80,462,619,566
50.84,456,615,559
50.87,458,616,562
50.90,460,617,562
50.93,456,615,560
50.96,440,614,570
51.00,455,614,559
51.03,468,625,572
51.06,455,614,559
51.09,460,618,563
51.13,459,617,561
51.16,456,615,560
51.19,436,602,565
51.22,455,614,558
51.25,465,621,568
51.29,457,615,559
51.32,458,616,561
51.35,464,620,565
51.38,456,614,559
51.42,472,626,574
51.45,455,614,559
51.48,460,616,562
51.51,460,618,562
51.54,456,614,559
51.58,475,630,574
51.61,455,613,558
51.64,460,617,563
51.67,460,617,561
51.71,456,614,559
51.74,463,628,571
51.77,455,613,558
51.80,462,618,564
51.83,458,615,560
51.87,457,614,560
51.90,448,619,570
51.93,456,613,558
51.96,465,620,566
52.00,457,615,559
52.03,457,615,560
52.06,467,614,562
52.09,456,613,558
52.12,463,619,565
52.16,458,615,560
52.19,457,614,560
52.22,469,607,544
52.25,456,613,559
52.29,461,617,563
52.32,460,617,562
52.35,456,614,559
52.38,474,627,574
52.42,456,614,559
52.45,459,616,561
52.48,467,622,568
52.51,456,614,559
52.54,465,620,567
52.58,458,615,560
52.61,458,615,560
52.64,445,610,548
52.67,456,613,559
52.71,463,618,564
52.74,459,616,561
52.77,457,614,560
52.80,464,621,545
52.83,456,613,559
52.87,464,619,565
52.90,458,615,560
52.93,458,615,560
52.96,469,623,568
53.00,456,613,559
53.03,468,622,569
53.06,457,614,559
53.09,459,615,561
53.12,466,621,566
53.16,456,613,559
53.19,469,623,570
53.22,457,614,559
53.25,459,615,561
53.29,467,621,567
53.32,456,613,558
53.35,467,621,568
53.38,457,613,559
53.41,458,614,560
53.45,466,620,568
53.48,456,613,558
53.51,465,619,566
53.54,458,614,559
53.58,458,614,560
53.61,454,616,555
53.64,456,613,558
53.67,463,617,564
53.70,459,615,560
53.74,457,613,559
53.77,477,631,574
53.80,456,612,557
53.83,460,615,561
53.87,463,619,564
53.90,456,612,558
53.93,470,622,569
53.96,457,613,558
53.99,459,614,560
54.03,469,621,568
54.06,456,612,558
54.09,464,618,564
54.12,459,614,560
54.16,458,613,559
54.19,478,629,572
54.22,457,613,558
54.25,461,615,561
54.29,465,619,565
54.32,456,612,557
54.35,465,618,565
54.38,459,614,560
54.41,457,612,558
54.45,475,625,572
54.48,457,613,558
54.51,459,614,559
54.54,437,601,549
54.58,456,612,558
54.61,461,615,561
54.64,466,620,567
54.67,457,612,558
54.70,464,617,564
54.74,461,616,562
54.77,457,613,559
54.80,469,621,568
54.83,459,614,560
54.87,458,613,559
54.90,477,628,575
54.93,457,613,559
54.96,459,614,560
54.99,444,602,558
55.03,457,613,558
55.06,461,615,561
55.09,467,621,568
55.12,457,612,558
55.15,463,616,562
55.19,462,617,563
55.22,457,612,558
55.25,467,619,566
55.28,459,614,560
55.32,458,613,559
55.35,474,625,571
55.38,458,613,559
55.41,459,614,559
55.45,448,628,577
55.48,457,613,558
55.51,461,615,560
55.54,469,618,567
55.57,457,613,557
55.61,462,616,561
55.64,465,619,565
55.67,458,613,558
55.70,465,617,563
55.74,462,616,562
55.77,458,613,558
55.80,468,619,565
55.83,460,615,560
55.87,458,613,558
55.90,473,623,569
55.93,459,614,558
55.96,459,613,557
55.99,477,626,570
56.03,458,613,557
56.06,459,613,557
56.09,478,628,572
56.12,458,613,557
56.15,460,614,557
56.19,470,630,574
56.22,459,613,557
56.25,460,614,558
56.28,470,631,573
56.31,459,613,557
56.35,461,615,559
56.38,452,605,548
56.41,459,613,557
56.44,462,615,559
56.48,468,617,546
56.51,459,613,557
56.54,463,616,560
56.57,469,622,567
56.61,459,613,557
56.64,464,617,561
56.67,465,619,563
56.70,459,613,557
56.74,467,618,563
56.77,462,616,560
56.80,459,613,557
56.83,471,622,566
56.86,460,615,559
56.90,460,614,558
56.93,478,627,571
56.96,460,614,558
56.99,461,614,558
57.03,475,632,574
57.06,460,614,558
57.09,462,616,559
57.12,464,619,564
57.15,460,614,557
57.19,464,617,561
57.22,467,620,564
57.25,460,614,557
57.28,469,620,564
57.31,462,616,559
57.35,461,614,558
57.38,480,632,573
57.41,460,614,557
57.44,464,616,560
57.48,468,620,564
57.51,460,614,557
57.54,470,621,565
57.57,462,616,559
57.61,461,615,558
57.64,477,631,576
57.67,460,614,558
57.70,463,616,560
57.74,472,622,568
57.77,460,614,557
57.80,467,618,562
57.83,464,618,561
57.86,461,614,558
57.90,473,623,567
57.93,462,615,559
57.96,462,615,559
57.99,451,600,542
58.02,461,614,557
58.06,467,619,564
58.09,462,615,558
58.12,463,616,560
58.15,469,621,563
58.19,461,615,558
58.22,480,629,575
58.25,460,614,557
58.28,467,619,563
58.31,463,616,559
58.35,463,615,559
58.38,471,622,568
58.41,461,615,558
58.44,472,622,567
58.48,462,616,559
58.51,464,617,560
58.54,475,625,568
58.57,462,615,558
58.61,469,620,564
58.64,464,617,560
58.67,462,616,559
58.70,482,632,576
58.73,462,616,559
58.77,465,617,561
58.80,473,624,568
58.83,462,616,559
58.86,470,621,565
58.90,466,619,562
58.93,464,617,560
58.96,481,633,578
58.99,463,617,559
59.02,467,620,563
59.06,469,621,564
59.09,464,617,560
59.12,480,630,575
59.15,463,617,559
59.19,467,619,562
59.22,470,622,564
59.25,463,617,559
59.28,477,627,571
59.31,464,617,560
59.35,465,618,561
59.38,474,624,570
59.41,463,616,559
59.44,470,622,565
59.47,465,618,561
59.51,464,617,560
59.54,483,632,576
59.57,464,617,560
59.60,466,618,560
59.64,475,618,559
59.67,461,614,557
59.70,467,618,561
59.73,466,617,560
59.77,462,614,557
59.80,476,624,569
59.83,462,615,558
59.86,464,615,558
59.89,462,616,549
59.93,461,613,557
59.96,467,618,561
59.99,465,616,559
60.02,462,614,557
60.06,481,629,574
60.09,462,614,557
60.12,465,616,559
60.15,470,620,563
60.18,461,613,556
60.22,472,621,565
60.25,462,614,557
60.28,463,614,558
60.31,449,606,554
60.35,461,613,556
60.38,466,617,560
60.41,466,617,561
60.44,462,614,557
60.47,476,623,568
60.51,462,614,557
60.54,463,615,558
60.57,449,605,543
60.60,461,613,556
60.64,465,616,559
60.67,468,619,563
60.70,461,613,556
60.73,469,618,562
60.77,464,616,559
60.80,462,613,556
60.83,477,624,569
60.86,462,614,556
60.89,463,614,557
60.93,443,599,559
60.96,461,613,555
60.99,465,616,559
61.02,468,619,562
61.06,461,613,555
61.09,471,619,563
61.12,463,615,557
61.15,462,613,556
61.18,482,630,572
61.22,462,613,556
61.25,464,615,558
61.28,474,623,562
61.31,461,613,556
61.35,467,617,560
61.38,465,616,559
61.41,462,613,556
61.44,478,625,569
61.47,462,614,556
61.51,464,615,558
61.54,458,616,562
61.57,462,613,556
61.60,467,617,560
61.63,467,618,561
61.67,462,613,556
61.70,473,621,565
61.73,464,615,557
61.76,463,614,556
61.80,483,630,574
61.83,462,613,556
61.86,465,616,559
61.89,469,619,561
61.93,462,613,556
61.96,477,625,569
61.99,462,613,555
62.02,465,615,558
62.06,468,617,560
62.09,462,613,555
62.12,479,626,572
62.15,462,613,556
62.18,466,616,559
62.22,469,619,561
62.25,462,613,556
62.28,474,622,565
62.31,463,614,556
62.35,464,614,556
62.38,451,607,556
62.41,462,613,555
62.44,467,617,559
62.47,469,619,561
62.51,462,613,555
62.54,472,620,563
62.57,464,615,557
62.60,463,614,556
62.63,481,628,570
62.67,463,614,556
62.70,465,615,557
62.73,474,613,555
62.76,463,614,556
62.80,469,619,561
62.83,465,616,557
62.86,463,614,556
62.89,484,629,565
62.93,463,614,555
62.96,467,617,559
62.99,468,618,560
63.02,463,614,556
63.05,478,624,568
63.09,463,614,556
63.12,465,615,557
63.15,466,611,562
63.18,462,613,555
63.22,468,617,559
63.25,467,617,559
63.28,463,613,555
63.31,476,623,565
63.34,464,615,557
63.38,465,615,557
63.41,466,631,575
63.44,463,614,555
63.47,466,616,558
63.51,474,622,566
63.54,463,613,555
63.57,469,618,560
63.60,468,618,560
63.63,463,614,556
63.67,475,622,565
63.70,464,615,557
63.73,464,614,556
63.76,448,623,569
63.80,463,613,555
63.83,468,616,559
63.86,469,618,560
63.89,463,614,555
63.93,475,622,565
63.96,465,615,557
63.99,465,615,557
64.02,475,620,573
64.05,464,614,556
64.09,467,616,558
64.12,473,622,564
64.15,464,614,556
64.18,471,619,561
64.21,467,617,559
64.25,464,614,555
64.28,478,624,568
64.31,464,614,556
64.34,465,615,557
64.37,458,604,569
64.41,464,613,555
64.44,467,616,558
64.47,473,622,565
64.50,463,613,555
64.54,471,618,561
64.57,468,617,559
64.60,464,614,556
64.63,478,624,567
64.67,465,615,557
64.70,465,614,556
64.73,464,606,568
64.76,464,613,555
64.79,467,616,558
64.83,472,620,562
64.86,464,613,555
64.89,472,619,561
64.92,467,616,558
64.96,464,614,555
64.99,480,625,568
65.02,464,614,556
65.05,465,614,556
65.08,448,603,550
65.12,464,613,555
65.15,468,616,558
65.18,471,620,562
65.21,464,613,555
65.25,472,619,561
65.28,466,616,557
65.31,464,614,555
65.34,482,627,570
65.37,464,614,555
65.41,466,615,557
65.44,469,617,549
65.47,464,613,555
65.50,470,617,559
65.54,468,617,559
65.57,465,614,555
65.60,480,624,568
65.63,465,614,556
65.67,467,615,557
65.70,463,618,564
65.73,464,614,555
65.76,471,618,560
65.79,469,617,559
65.83,465,614,555
65.86,480,625,568
65.89,465,614,556
65.92,467,615,557
65.95,470,613,563
65.99,464,613,555
66.02,471,618,560
66.05,468,617,558
66.08,465,614,555
66.12,480,626,569
66.15,465,614,555
66.18,467,615,557
66.21,475,610,549
66.25,464,613,555
66.28,470,617,559
66.31,469,617,559
66.34,465,613,555
66.37,478,623,566
66.41,466,615,557
66.44,466,615,556
66.47,453,598,558
66.50,464,613,555
66.54,469,616,558
66.57,471,619,561
66.60,465,613,555
66.63,474,620,563
66.66,467,615,557
66.70,465,614,555
66.73,485,630,572
66.76,465,614,555
66.79,468,616,557
66.83,478,624,563
66.86,465,614,556
66.89,471,618,560
66.92,470,618,560
66.95,465,614,556
66.99,477,621,564
67.02,467,616,557
67.05,466,615,556
67.08,486,630,572
67.12,466,615,556
67.15,468,616,557
67.18,472,618,547
67.21,466,614,555
67.25,470,617,559
67.28,472,620,562
67.31,466,614,555
67.34,474,620,562
67.37,468,617,558
67.41,466,614,556
67.44,480,624,567
67.47,466,615,557
67.50,467,615,557
67.54,482,628,575
67.57,466,615,556
67.60,469,617,559
67.63,479,622,562
67.66,466,615,556
67.70,472,619,561
67.73,472,620,562
67.76,467,615,557
67.79,476,622,564
67.82,469,618,559
67.86,467,616,557
67.89,483,627,569
67.92,467,616,558
67.95,468,617,558
67.99,452,629,575
68.02,467,615,557
68.05,470,617,559
68.08,478,624,567
68.12,467,615,557
68.15,472,619,562
68.18,472,620,563
68.21,467,615,558
68.25,476,621,564
68.28,469,618,560
68.31,467,616,558
68.34,484,628,572
68.37,467,615,558
68.41,470,617,560
68.44,477,623,566
68.47,467,616,558
68.50,477,623,566
68.54,469,617,559
68.57,469,617,559
68.60,457,613,545
68.63,467,616,558
68.66,474,621,564
68.70,471,619,560
68.73,468,617,558
68.76,488,633,576
68.79,468,616,558
68.82,472,619,561
68.86,476,623,565
68.89,468,616,558
68.92,478,624,567
68.95,469,618,559
68.99,469,617,559
69.02,474,634,577
69.05,468,616,558
69.08,472,619,561
69.11,477,623,566
69.15,468,616,558
69.18,477,622,565
69.21,470,618,560
69.24,469,617,559
69.28,482,620,573
69.31,468,616,558
69.34,473,620,563
69.37,471,619,560
69.40,469,617,559
69.44,474,621,545
69.47,468,616,557
69.50,474,621,564
69.53,470,617,559
69.57,469,617,559
69.60,464,620,558
69.63,468,616,557
69.66,477,622,565
69.69,470,617,559
69.73,470,617,559
69.76,474,620,568
69.79,468,616,558
69.82,478,623,567
69.86,470,617,558
69.89,470,618,560
69.92,480,625,567
69.95,468,616,557
69.99,479,624,568
70.02,469,617,558
70.05,471,618,560
70.08,479,624,566
70.11,468,616,557
70.15,480,624,568
70.18,469,616,558
70.21,471,618,560
70.24,477,623,565
70.28,468,616,558
70.31,482,626,570
70.34,469,616,558
70.37,472,618,560
70.40,475,621,562
70.44,468,616,558
70.47,485,630,574
70.50,468,616,557
70.53,472,619,561
70.56,473,620,561
70.60,469,616,558
70.63,486,631,575
70.66,469,616,557
70.69,472,619,561
70.73,475,621,562
70.76,468,616,557
70.79,483,627,570
70.82,469,616,558
70.86,471,618,560
70.89,481,626,568
70.92,468,616,558
70.95,476,621,564
70.98,471,618,559
71.02,470,617,558
71.05,471,621,542
71.08,468,616,557
71.11,474,620,562
71.15,472,619,560
71.18,469,616,558
71.21,487,630,573
71.24,469,616,558
71.27,472,618,560
71.31,480,625,567
71.34,469,616,557
71.37,476,621,563
71.40,472,619,560
71.44,470,617,558
71.47,487,630,574
71.50,470,617,558
71.53,472,618,560
71.56,481,626,568
71.60,469,616,558
71.63,476,621,564
71.66,472,618,560
71.69,469,616,558
71.73,488,631,574
71.76,469,616,558
71.79,472,618,560
71.82,480,625,568
71.86,469,616,557
71.89,477,622,564
71.92,471,618,559
71.95,470,617,558
71.98,464,629,572
72.02,469,616,557
72.05,474,619,562
72.08,473,619,561
72.11,470,616,558
72.14,487,630,574
72.18,470,617,558
72.21,473,618,560
72.24,478,623,565
72.27,470,616,558
72.31,480,624,567
72.34,471,617,559
72.37,471,617,559
72.40,457,604,558
72.44,470,616,558
72.47,476,621,563
72.50,472,619,560
72.53,471,617,559
72.56,488,628,575
72.60,470,616,558
72.63,474,619,561
72.66,475,621,562
72.69,470,616,558
72.73,484,627,570
72.76,470,617,558
72.79,473,618,560
72.82,479,623,565
72.86,470,616,558
72.89,481,625,568
72.92,471,617,558
72.95,472,617,560
72.98,483,622,565
73.02,470,616,558
73.05,478,621,564
73.08,472,618,560
73.11,471,617,559
73.14,490,630,560
73.18,470,616,558
73.21,475,619,562
73.24,475,620,562
73.27,470,616,558
73.31,485,627,570
73.34,471,617,558
73.37,473,618,560
73.40,482,624,568
73.44,470,616,558
73.47,478,622,565
73.50,472,617,559
73.53,472,617,559
73.56,456,604,547
73.60,470,616,558
73.63,476,620,563
73.66,474,619,561
73.69,471,617,559
73.72,492,634,574
73.76,471,616,558
73.79,475,619,562
73.82,475,620,562
73.85,471,616,558
73.89,489,631,575
73.92,471,616,558
73.95,474,618,561
73.98,479,623,565
74.01,471,616,558
74.05,481,623,566
74.08,472,617,559
74.11,472,617,559
74.14,491,632,570
74.18,471,616,558
74.21,474,618,561
74.24,481,625,567
74.27,471,616,558
74.31,478,620,563
74.34,474,619,561
74.37,471,616,558
74.40,484,625,569
74.43,472,617,559
74.47,472,617,559
74.50,490,629,563
74.53,471,616,558
74.56,475,619,561
74.60,478,622,564
74.63,471,616,558
74.66,481,623,566
74.69,472,617,559
74.72,472,617,559
74.76,491,634,575
74.79,472,617,559
74.82,475,619,561
74.85,483,627,570
74.89,472,617,558
74.92,477,621,562
74.95,478,622,565
74.98,472,617,559
75.01,480,622,564
75.05,476,621,563
75.08,472,617,559
75.11,481,623,565
75.14,475,620,562
75.18,472,617,558
75.21,482,624,566
75.24,474,619,561
75.27,472,617,558
75.30,483,625,567
75.34,474,619,561
75.37,472,617,559
75.40,485,626,568
75.43,473,619,560
75.47,472,617,559
75.50,488,627,570
75.53,473,618,560
75.56,473,618,559
75.59,490,630,572
75.63,473,618,560
75.66,473,618,559
75.69,492,633,575
75.72,473,618,559
75.76,474,618,560
75.79,484,635,577
75.82,472,617,559
75.85,474,618,560
75.88,482,635,575
75.92,472,617,559
75.95,475,618,560
75.98,474,617,559
76.01,472,617,559
76.05,475,619,561
76.08,472,612,549
76.11,472,617,559
76.14,476,619,561
76.18,485,620,555
76.21,472,617,559
76.24,477,620,562
76.27,481,625,568
76.30,472,617,559
76.34,478,621,564
76.37,478,622,565
76.40,473,617,559
76.43,481,622,565
76.47,475,619,562
76.50,473,617,559
76.53,486,626,569
76.56,474,618,560
76.59,474,618,560
76.63,493,633,577
76.66,473,617,560
76.69,475,618,561
76.72,457,607,551
76.75,472,617,559
76.79,476,619,562
76.82,483,626,569
76.85,472,617,559
76.88,478,620,563
76.92,480,623,566
76.95,472,617,559
76.98,479,621,564
77.01,477,621,564
77.05,473,617,559
77.08,481,623,566
77.11,476,620,562
77.14,473,617,559
77.18,484,625,568
77.21,475,619,562
77.24,474,618,560
77.27,488,627,570
77.30,474,618,561
77.34,474,618,560
77.37,492,630,574
77.40,473,618,560
77.43,475,618,561
77.46,494,634,576
77.50,473,618,560
77.53,476,619,561
77.56,463,607,560
77.59,473,617,560
77.63,476,619,562
77.66,485,622,559
77.69,473,617,559
77.72,477,620,563
77.75,482,625,569
77.79,473,617,559
77.82,479,621,564
77.85,479,623,566
77.88,473,617,559
77.92,480,622,565
77.95,477,621,564
77.98,473,617,559
78.01,484,624,567
78.05,476,619,562
78.08,474,618,560
78.11,488,628,571
78.14,475,618,561
78.18,475,618,560
78.21,495,634,577
78.24,474,618,560
78.27,476,619,562
78.30,483,624,554
78.34,474,617,560
78.37,479,621,564
78.40,480,623,565
78.43,474,618,560
78.46,484,624,568
78.50,475,619,561
78.53,475,618,560
78.56,494,633,576
78.59,474,618,560
78.63,476,619,561
78.66,484,623,556
78.69,474,617,559
78.72,479,621,563
78.75,480,622,565
78.79,474,618,559
78.82,485,625,569
78.85,476,619,561
78.88,476,619,561
78.92,483,606,546
78.95,474,617,559
78.98,480,622,565
79.01,477,620,561
79.04,475,619,561
79.08,472,610,559
79.11,474,618,560
79.14,484,625,569
79.17,475,618,560
79.21,476,619,562
79.24,484,625,567
79.27,474,617,560
79.30,487,628,571
79.33,475,618,560
79.37,477,620,563
79.40,483,625,567
79.43,474,618,560
79.46,486,626,570
79.50,476,619,561
79.53,476,619,561
79.56,464,618,566
79.59,474,618,560
79.63,480,622,564
79.66,479,621,563
79.69,475,618,560
79.72,491,630,574
79.75,475,618,560
79.79,477,620,562
79.82,483,625,567
79.85,474,618,559
79.88,485,625,569
79.92,476,619,561
79.95,476,619,561
79.98,463,603,563
80.01,474,618,559
80.04,479,620,563
80.08,481,624,566
80.11,474,617,559
80.14,482,623,566
80.17,477,620,562
80.20,475,618,559
80.24,487,626,569
80.27,476,619,561
80.30,475,618,560
80.33,494,633,575
80.37,475,618,560
80.40,477,619,561
80.43,476,604,549
80.46,475,618,559
80.50,479,620,563
80.53,483,625,568
80.56,475,618,559
80.59,481,622,565
80.62,478,621,563
80.66,475,618,560
80.69,487,626,569
80.72,476,620,561
80.75,476,619,560
80.79,493,633,576
80.82,475,618,560
80.85,477,619,561
80.88,463,603,547
80.91,475,618,560
80.95,479,621,563
80.98,483,625,568
81.01,475,618,560
81.04,482,623,566
81.08,478,621,563
81.11,475,618,560
81.14,489,627,571
81.17,476,619,561
81.20,476,619,560
81.24,495,635,577
81.27,475,618,560
81.30,478,620,562
81.33,483,626,571
81.37,475,618,560
81.40,482,623,566
81.43,478,620,562
81.46,477,619,561
81.50,486,635,578
81.53,475,618,560
81.56,480,622,564
81.59,480,622,564
81.62,476,618,560
81.66,491,630,574
81.69,476,619,561
81.72,478,620,562
81.75,484,625,559
81.79,475,618,560
81.82,481,622,564
81.85,480,622,564
81.88,476,618,560
81.91,487,626,570
81.95,477,619,561
81.98,477,619,561
82.01,496,635,575
82.04,476,618,560
82.07,479,620,562
82.11,486,627,569
82.14,475,618,560
82.17,484,624,567
82.20,478,620,562
82.24,477,619,561
82.27,493,636,570
82.30,476,618,560
82.33,480,622,564
82.37,481,622,564
82.40,476,618,560
82.43,491,630,573
82.46,477,619,561
82.50,478,620,562
82.53,489,622,565
82.56,476,618,560
82.59,482,623,566
82.62,479,621,563
82.66,477,619,561
82.69,496,634,577
82.72,476,619,560
82.75,480,621,563
82.79,483,624,566
82.82,476,618,560
82.85,489,628,572
82.88,477,619,561
82.91,478,620,562
82.95,487,626,570
82.98,476,618,560
83.01,484,624,568
83.04,478,619,561
83.07,478,619,561
83.11,466,616,551
83.14,476,618,560
83.17,483,623,566
83.20,478,620,561
83.24,477,619,562
83.27,464,607,555
83.30,476,618,560
83.33,483,623,566
83.36,478,620,561
83.40,477,619,561
83.43,457,609,544
83.46,476,618,560
83.49,482,623,565
83.53,480,621,562
83.56,477,619,561
83.59,497,635,577
83.62,476,618,560
83.65,480,621,563
83.69,482,623,565
83.72,476,618,560
83.75,494,633,577
83.78,476,618,560
83.82,481,622,565
83.85,480,621,562
83.88,477,619,561
83.91,463,603,562
83.94,476,618,560
83.98,485,625,569
84.01,477,619,561
84.04,479,620,563
84.07,485,625,567
84.11,477,618,560
84.14,491,629,574
84.17,477,619,560
84.20,480,621,563
84.24,482,623,564
84.27,477,618,561
84.30,497,635,574
84.33,477,618,560
84.36,482,622,565
84.40,480,621,563
84.43,477,619,561
84.46,460,618,553
84.49,477,618,560
84.53,484,623,567
84.56,479,620,562
84.59,479,620,562
84.62,460,614,567
84.65,477,619,561
84.69,485,624,568
84.72,479,620,562
84.75,479,620,562
84.78,479,611,557
84.82,477,619,560
84.85,485,624,568
84.88,479,620,562
84.91,479,620,562
84.94,466,621,570
84.98,477,618,560
85.01,485,624,567
85.04,479,620,562
85.07,478,619,562
85.11,460,615,562
85.14,477,618,560
85.17,482,622,565
85.20,481,622,564
85.23,478,619,561
85.27,496,634,577
85.30,478,619,561
85.33,481,622,564
85.36,483,623,565
85.40,478,619,561
85.43,496,635,579
85.46,477,618,560
85.49,482,622,564
85.52,481,622,564
85.56,478,619,561
85.59,495,633,577
85.62,478,619,560
85.65,480,621,563
85.69,486,626,568
85.72,477,618,560
85.75,486,625,568
85.78,479,620,562
85.82,478,619,561
85.85,497,637,576
85.88,477,619,560
85.91,481,621,563
85.94,485,625,568
85.98,477,618,560
86.01,485,624,567
86.04,480,621,563
86.07,478,619,561
86.11,495,632,576
86.14,478,619,560
86.17,480,620,563
86.20,488,627,570
86.23,478,618,560
86.27,486,624,568
86.30,480,621,562
86.33,479,619,561
86.36,496,632,579
86.39,478,619,561
86.43,481,621,563
86.46,486,625,568
86.49,477,618,560
86.52,485,624,567
86.56,480,621,563
86.59,478,619,561
86.62,495,632,575
86.65,478,619,561
86.69,480,620,562
86.72,487,626,560
86.75,478,618,560
86.78,483,623,565
86.81,482,622,565
86.85,478,619,561
86.88,491,628,572
86.91,479,620,561
86.94,480,620,562
86.98,472,604,551
87.01,478,619,560
87.04,483,622,564
87.07,483,623,565
87.11,478,618,560
87.14,491,627,571
87.17,479,619,561
87.20,480,619,562
87.23,462,615,545
87.27,477,618,560
87.30,482,621,564
87.33,484,623,566
87.36,478,618,560
87.39,488,626,569
87.43,479,619,561
87.46,479,619,561
87.49,461,627,573
87.52,478,618,560
87.56,482,621,563
87.59,483,623,565
87.62,478,618,560
87.65,490,627,570
87.69,479,619,561
87.72,479,619,561
87.75,463,610,544
87.78,478,618,560
87.81,483,621,564
87.85,482,622,564
87.88,478,618,561
87.91,494,630,574
87.94,479,619,561
87.97,481,620,563
88.01,489,627,569
88.04,478,618,560
88.07,487,624,567
88.10,480,620,562
88.14,479,619,561
88.17,477,633,576
88.20,478,618,560
88.23,483,622,564
88.26,484,623,565
88.30,479,618,560
88.33,493,630,574
88.36,479,619,560
88.39,481,620,562
88.43,490,628,570
88.46,478,618,560
88.49,485,623,566
88.52,481,621,563
88.56,479,619,561
88.59,497,633,576
88.62,479,618,561
88.65,481,620,562
88.68,489,628,571
88.72,478,618,560
88.75,484,623,565
88.78,482,621,563
88.81,479,618,560
88.85,495,630,574
88.88,480,619,560
88.91,481,620,562
88.94,488,622,571
88.97,478,618,560
89.01,485,623,565
89.04,482,621,563
89.07,479,618,560
89.10,495,632,575
89.14,479,619,561
89.17,482,621,563
89.20,492,624,567
89.23,479,619,561
89.26,486,623,567
89.30,482,621,563
89.33,480,619,561
89.36,498,635,577
89.39,480,619,561
89.43,483,621,564
89.46,486,624,566
89.49,479,618,561
89.52,494,630,574
89.55,479,619,561
