,time,A0,A1,A2
0,0.00,682,715,123
1,0.01,695,707,124
2,0.02,687,716,112
3,0.03,687,718,124
4,0.07,687,712,123
5,0.10,681,709,122
6,0.13,684,717,120
7,0.16,687,718,124
8,0.19,687,707,123
9,0.22,681,710,122
10,0.25,684,717,112
11,0.28,688,718,123
12,0.32,686,725,123
13,0.35,678,712,122
14,0.38,685,717,120
15,0.41,688,718,123
16,0.44,685,719,122
17,0.47,678,713,121
18,0.50,686,717,124
19,0.53,688,717,123
20,0.57,680,711,122
21,0.60,680,714,120
22,0.63,686,718,125
23,0.66,687,717,123
24,0.69,678,707,122
25,0.72,681,715,120
26,0.75,687,718,124
27,0.78,687,716,123
28,0.81,695,708,122
29,0.85,682,716,125
30,0.88,687,718,124
31,0.91,687,712,123
32,0.94,681,710,122
33,0.97,684,717,120
34,1.00,687,718,123
35,1.03,686,707,123
36,1.06,677,712,122
37,1.10,685,717,120
38,1.13,688,718,123
39,1.16,686,725,122
40,1.19,678,712,122
41,1.22,685,717,118
42,1.25,688,718,123
43,1.28,686,723,122
44,1.31,679,712,122
45,1.35,685,717,112
46,1.38,687,718,123
47,1.41,686,706,123
48,1.44,681,710,122
49,1.47,684,716,127
50,1.50,687,718,124
51,1.53,687,714,122
52,1.56,683,709,122
53,1.60,683,716,127
54,1.63,687,718,124
55,1.66,687,716,122
56,1.69,693,707,122
57,1.72,682,715,120
58,1.75,687,718,124
59,1.78,687,717,123
60,1.81,676,709,122
61,1.85,680,714,120
62,1.88,686,718,123
63,1.91,687,717,123
64,1.94,685,721,122
65,1.97,678,712,121
66,2.00,685,717,118
67,2.03,687,718,123
68,2.06,686,715,122
69,2.10,678,711,121
70,2.13,684,717,112
71,2.16,687,718,123
72,2.19,687,715,122
73,2.22,693,708,122
74,2.25,681,714,120
75,2.28,686,718,122
76,2.31,687,718,123
77,2.34,685,722,122
78,2.38,677,711,121
79,2.41,684,717,112
80,2.44,687,718,123
81,2.47,687,712,122
82,2.50,683,709,122
83,2.53,683,716,127
84,2.56,687,718,123
85,2.59,687,716,122
86,2.63,694,708,122
87,2.66,682,716,120
88,2.69,687,718,123
89,2.72,687,716,122
90,2.75,694,709,122
91,2.78,682,716,120
92,2.81,687,718,123
93,2.84,687,716,122
94,2.87,689,708,122
95,2.91,683,716,127
96,2.94,687,718,123
97,2.97,687,715,122
98,3.00,683,709,121
99,3.03,684,717,120
100,3.06,687,718,123
101,3.09,687,719,122
102,3.12,679,712,121
103,3.16,685,717,117
104,3.19,688,718,122
105,3.22,684,715,122
106,3.25,680,714,120
107,3.28,686,718,123
108,3.31,688,717,122
109,3.34,679,710,122
110,3.37,681,715,120
111,3.40,687,718,123
112,3.44,687,717,122
113,3.47,691,708,121
114,3.50,682,716,127
115,3.53,687,718,123
116,3.56,687,714,122
117,3.59,681,710,121
118,3.62,684,717,112
119,3.65,688,718,122
120,3.69,686,723,122
121,3.72,679,713,120
122,3.75,686,718,121
123,3.78,688,718,122
124,3.81,680,711,121
125,3.84,680,715,120
126,3.87,687,718,123
127,3.90,687,717,122
128,3.94,690,709,121
129,3.97,683,717,127
130,4.00,687,718,123
131,4.03,686,711,122
132,4.06,678,713,120
133,4.09,686,718,123
134,4.12,688,717,122
135,4.15,695,709,121
136,4.19,683,716,127
137,4.22,687,718,123
138,4.25,687,711,121
139,4.28,678,713,120
140,4.31,686,718,123
141,4.34,688,717,122
142,4.37,693,708,121
143,4.40,684,717,124
144,4.43,688,718,122
145,4.47,686,722,121
146,4.50,680,714,120
147,4.53,686,718,123
148,4.56,687,717,122
149,4.59,687,709,121
150,4.62,684,717,112
151,4.65,688,718,122
152,4.68,685,715,121
153,4.72,680,715,120
154,4.75,687,718,123
155,4.78,687,715,121
156,4.81,682,711,121
157,4.84,685,718,114
158,4.87,688,718,121
159,4.90,684,714,121
160,4.93,681,715,120
161,4.97,687,718,123
162,5.00,687,714,121
163,5.03,679,711,120
164,5.06,685,717,116
165,5.09,688,718,122
166,5.12,686,726,121
167,5.15,678,712,120
168,5.18,685,718,117
169,5.22,688,718,122
170,5.25,686,719,121
171,5.28,679,713,120
172,5.31,685,718,118
173,5.34,688,718,122
174,5.37,684,714,121
175,5.40,680,714,120
176,5.43,686,718,122
177,5.46,687,718,122
178,5.50,678,712,121
179,5.53,681,715,120
180,5.56,687,718,123
181,5.59,687,717,121
182,5.62,691,709,121
183,5.65,683,716,127
184,5.68,687,718,122
185,5.71,687,712,121
186,5.75,679,711,120
187,5.78,685,718,114
188,5.81,688,718,122
189,5.84,685,717,121
190,5.87,679,714,120
191,5.90,686,718,122
192,5.93,688,718,121
193,5.96,677,708,121
194,5.99,682,716,119
195,6.03,687,718,122
196,6.06,687,708,121
197,6.09,679,712,120
198,6.12,685,718,118
199,6.15,687,718,121
200,6.18,680,713,120
201,6.21,681,715,118
202,6.24,687,718,123
203,6.28,687,715,121
204,6.31,680,710,120
205,6.34,684,717,114
206,6.37,688,718,122
207,6.40,684,717,121
208,6.43,680,714,120
209,6.46,686,718,123
210,6.49,687,717,121
211,6.52,690,708,120
212,6.56,683,716,127
213,6.59,687,718,122
214,6.62,687,715,121
215,6.65,679,712,120
216,6.68,685,718,118
217,6.71,687,718,122
218,6.74,682,711,121
219,6.77,680,715,120
220,6.80,687,718,123
221,6.84,687,716,121
222,6.87,687,709,120
223,6.90,683,717,127
224,6.93,687,718,122
225,6.96,686,711,121
226,6.99,677,713,120
227,7.02,686,718,122
228,7.05,687,717,121
229,7.09,691,709,121
230,7.12,682,716,127
231,7.15,687,719,122
232,7.18,686,717,121
233,7.21,678,713,120
234,7.24,686,718,123
235,7.27,687,717,121
236,7.30,684,709,120
237,7.34,684,717,114
238,7.37,688,718,121
239,7.40,678,709,120
240,7.43,682,716,121
241,7.46,687,718,122
242,7.49,687,717,121
243,7.52,679,713,120
244,7.55,686,718,122
245,7.59,687,717,121
246,7.62,691,709,120
247,7.65,684,717,120
248,7.68,687,718,121
249,7.71,685,718,120
250,7.74,680,714,119
251,7.77,686,718,122
252,7.80,687,717,121
253,7.84,685,710,120
254,7.87,684,717,112
255,7.90,687,718,121
256,7.93,683,715,120
257,7.96,680,715,118
258,7.99,687,718,122
259,8.02,687,708,120
260,8.05,677,712,120
261,8.09,685,718,122
262,8.12,687,717,121
