0.03	 A0:24	 A1:189	 A2:62	 T:23.00
0.03	 B0:75	 B1:136	 B2:77	 T:23.00
0.03	 D0:13	 D1:182	 D2:74	 T:nan
0.03	 C0:14	 C1:62	 C2:16	 T:23.00

0.06	 A0:24	 A1:188	 A2:62	 T:23.00
0.06	 B0:75	 B1:136	 B2:77	 T:23.00
0.05	 D0:13	 D1:182	 D2:74	 T:nan
0.06	 C0:14	 C1:63	 C2:16	 T:23.00

0.13	 A0:24	 A1:188	 A2:62	 T:23.00
0.13	 B0:75	 B1:136	 B2:77	 T:23.00
0.12	 D0:13	 D1:182	 D2:74	 T:nan
0.13	 C0:14	 C1:62	 C2:16	 T:23.00

0.21	 A0:24	 A1:188	 A2:62	 T:23.00
0.21	 B0:75	 B1:136	 B2:77	 T:23.00
0.19	 D0:13	 D1:182	 D2:74	 T:nan
0.20	 C0:14	 C1:63	 C2:16	 T:23.00

0.29	 A0:24	 A1:188	 A2:62	 T:23.00
0.29	 B0:75	 B1:136	 B2:77	 T:23.00
0.27	 D0:12	 D1:182	 D2:74	 T:nan
0.28	 C0:14	 C1:62	 C2:16	 T:23.00

0.36	 A0:24	 A1:188	 A2:63	 T:23.00
0.36	 B0:75	 B1:136	 B2:77	 T:23.00
0.34	 D0:13	 D1:182	 D2:74	 T:nan
0.35	 C0:13	 C1:62	 C2:16	 T:23.00

0.44	 A0:24	 A1:188	 A2:63	 T:23.00
0.44	 B0:75	 B1:136	 B2:77	 T:23.00
0.41	 D0:12	 D1:182	 D2:74	 T:nan
0.43	 C0:14	 C1:62	 C2:16	 T:23.00

0.52	 A0:24	 A1:188	 A2:62	 T:23.00
0.52	 B0:75	 B1:136	 B2:77	 T:23.00
0.49	 D0:13	 D1:182	 D2:74	 T:nan
0.50	 C0:14	 C1:62	 C2:16	 T:23.00

0.59	 A0:24	 A1:189	 A2:62	 T:23.00
0.59	 B0:75	 B1:136	 B2:77	 T:23.00
0.56	 D0:13	 D1:182	 D2:74	 T:nan
0.58	 C0:14	 C1:62	 C2:16	 T:23.00

0.67	 A0:24	 A1:188	 A2:62	 T:23.00
0.67	 B0:75	 B1:136	 B2:77	 T:23.00
0.63	 D0:13	 D1:182	 D2:74	 T:nan
0.65	 C0:13	 C1:62	 C2:16	 T:23.00

0.75	 A0:24	 A1:188	 A2:63	 T:23.00
0.75	 B0:75	 B1:136	 B2:77	 T:23.00
0.70	 D0:13	 D1:182	 D2:74	 T:nan
0.73	 C0:14	 C1:62	 C2:16	 T:23.00

0.83	 A0:24	 A1:188	 A2:63	 T:23.00
