0.03	 A0:31	 A1:185	 A2:68	 T:23.00
0.03	 B0:83	 B1:134	 B2:66	 T:23.00
0.03	 D0:11	 D1:173	 D2:66	 T:22.20
0.03	 C0:16	 C1:59	 C2:16	 T:23.00

0.06	 A0:31	 A1:186	 A2:68	 T:23.00
0.06	 B0:83	 B1:134	 B2:66	 T:23.00
0.06	 D0:11	 D1:173	 D2:66	 T:22.20
0.06	 C0:16	 C1:60	 C2:16	 T:23.00

0.13	 A0:31	 A1:186	 A2:68	 T:23.00
0.13	 B0:83	 B1:134	 B2:66	 T:23.00
0.13	 D0:11	 D1:174	 D2:66	 T:22.20
0.13	 C0:16	 C1:59	 C2:16	 T:23.00

0.21	 A0:31	 A1:186	 A2:68	 T:23.00
0.21	 B0:83	 B1:134	 B2:66	 T:23.00
0.21	 D0:11	 D1:173	 D2:66	 T:22.20
0.20	 C0:16	 C1:60	 C2:16	 T:23.00

0.29	 A0:31	 A1:185	 A2:68	 T:23.00
0.29	 B0:83	 B1:134	 B2:66	 T:23.00
0.29	 D0:11	 D1:173	 D2:66	 T:22.20
0.28	 C0:16	 C1:60	 C2:16	 T:23.00

0.36	 A0:31	 A1:185	 A2:68	 T:23.00
0.36	 B0:83	 B1:134	 B2:66	 T:23.00
0.36	 D0:11	 D1:173	 D2:65	 T:22.20
0.35	 C0:16	 C1:59	 C2:16	 T:23.00

0.44	 A0:31	 A1:185	 A2:68	 T:23.00
0.44	 B0:83	 B1:134	 B2:66	 T:23.00
0.44	 D0:11	 D1:173	 D2:66	 T:22.20
0.43	 C0:16	 C1:59	 C2:16	 T:23.00

0.52	 A0:31	 A1:186	 A2:68	 T:23.00
0.52	 B0:83	 B1:134	 B2:66	 T:23.00
0.52	 D0:11	 D1:173	 D2:66	 T:22.20
0.50	 C0:16	 C1:60	 C2:16	 T:23.00

0.59	 A0:31	 A1:186	 A2:68	 T:23.00
0.59	 B0:83	 B1:134	 B2:66	 T:23.00
0.59	 D0:11	 D1:173	 D2:66	 T:22.20
0.58	 C0:16	 C1:59	 C2:16	 T:23.00

0.67	 A0:31	 A1:185	 A2:68	 T:23.00
0.67	 B0:83	 B1:134	 B2:66	 T:23.00
0.67	 D0:11	 D1:173	 D2:66	 T:22.20
0.65	 C0:16	 C1:60	 C2:16	 T:23.00

0.75	 A0:31	 A1:186	 A2:68	 T:23.00
0.75	 B0:83	 B1:134	 B2:66	 T:23.00
0.75	 D0:11	 D1:173	 D2:66	 T:22.20
0.73	 C0:15	 C1:60	 C2:16	 T:23.00

0.83	 A0:31	 A1:185	 A2:68	 T:23.00
0.83	 B0:83	 B1:134	 B2:66	 T:23.00
0.83	 D0:11	 D1:173	 D2:66	 T:22.20
0.80	 C0:16	 C1:59	 C2:16	 T:23.00

0.90	 A0:31	 A1:186	 A2:68	 T:23.00
0.90	 B0:83	 B1:134	 B2:66	 T:23.00
0.90	 D0:11	 D1:173	 D2:66	 T:22.20
0.88	 C0:16	 C1:60	 C2:16	 T:23.00

0.98	 A0:31	 A1:186	 A2:68	 T:23.00
0.98	 B0:83	 B1:135	 B2:66	 T:23.00
0.98	 D0:11	 D1:173	 D2:66	 T:22.20
0.95	 C0:16	 C1:59	 C2:16	 T:23.00

1.06	 A0:31	 A1:186	 A2:68	 T:23.00
1.06	 B0:83	 B1:134	 B2:66	 T:23.00
1.06	 D0:11	 D1:174	 D2:66	 T:22.20
1.03	 C0:16	 C1:59	 C2:16	 T:23.00

1.13	 A0:31	 A1:185	 A2:68	 T:23.00
1.13	 B0:84	 B1:134	 B2:66	 T:23.00
1.13	 D0:11	 D1:173	 D2:66	 T:22.20
1.10	 C0:16	 C1:59	 C2:16	 T:23.00

1.21	 A0:31	 A1:186	 A2:68	 T:23.00
1.21	 B0:83	 B1:134	 B2:66	 T:23.00
1.21	 D0:11	 D1:173	 D2:66	 T:22.20
1.18	 C0:16	 C1:60	 C2:16	 T:23.00

1.29	 A0:31	 A1:186	 A2:68	 T:23.00
1.29	 B0:83	 B1:135	 B2:66	 T:23.00
1.29	 D0:11	 D1:173	 D2:66	 T:22.20
1.25	 C0:16	 C1:59	 C2:16	 T:23.00

1.36	 A0:31	 A1:186	 A2:68	 T:23.00
1.36	 B0:83	 B1:134	 B2:66	 T:23.00
1.36	 D0:11	 D1:174	 D2:66	 T:22.20
1.33	 C0:16	 C1:59	 C2:16	 T:23.00

1.44	 A0:31	 A1:186	 A2:68	 T:23.00
1.44	 B0:83	 B1:134	 B2:66	 T:23.00
1.44	 D0:11	 D1:174	 D2:66	 T:22.20
1.40	 C0:16	 C1:59	 C2:16	 T:23.00

1.52	 A0:31	 A1:186	 A2:68	 T:23.00
1.52	 B0:83	 B1:134	 B2:66	 T:23.00
1.52	 D0:11	 D1:173	 D2:66	 T:22.20
1.48	 C0:16	 C1:59	 C2:16	 T:23.00

1.60	 A0:31	 A1:186	 A2:68	 T:23.00
1.60	 B0:83	 B1:134	 B2:66	 T:23.00
1.60	 D0:11	 D1:173	 D2:66	 T:22.20
1.55	 C0:16	 C1:60	 C2:16	 T:23.00

1.67	 A0:31	 A1:186	 A2:68	 T:23.00
1.67	 B0:83	 B1:134	 B2:66	 T:23.00
1.67	 D0:11	 D1:173	 D2:66	 T:22.20
1.63	 C0:16	 C1:59	 C2:16	 T:23.00

1.75	 A0:31	 A1:186	 A2:68	 T:23.00
1.75	 B0:83	 B1:134	 B2:66	 T:23.00
1.75	 D0:11	 D1:173	 D2:66	 T:22.20
1.70	 C0:16	 C1:59	 C2:16	 T:23.00

1.83	 A0:31	 A1:186	 A2:68	 T:23.00
1.83	 B0:83	 B1:134	 B2:66	 T:23.00
1.83	 D0:11	 D1:173	 D2:66	 T:22.20
1.77	 C0:16	 C1:60	 C2:16	 T:23.00

1.90	 A0:31	 A1:186	 A2:68	 T:23.00
1.90	 B0:83	 B1:134	 B2:66	 T:23.00
1.90	 D0:11	 D1:174	 D2:66	 T:22.20
1.85	 C0:16	 C1:59	 C2:16	 T:23.00

1.98	 A0:31	 A1:186	 A2:68	 T:23.00
1.98	 B0:83	 B1:134	 B2:66	 T:23.00
1.98	 D0:11	 D1:173	 D2:66	 T:22.20
1.92	 C0:16	 C1:59	 C2:16	 T:23.00

2.06	 A0:31	 A1:186	 A2:68	 T:23.00
2.06	 B0:83	 B1:134	 B2:66	 T:23.00
2.06	 D0:11	 D1:173	 D2:66	 T:22.20
2.00	 C0:16	 C1:59	 C2:16	 T:23.00

2.13	 A0:31	 A1:186	 A2:68	 T:23.00
2.13	 B0:83	 B1:134	 B2:66	 T:23.00
2.13	 D0:11	 D1:173	 D2:65	 T:22.20
2.07	 C0:16	 C1:60	 C2:16	 T:23.00

2.21	 A0:31	 A1:186	 A2:68	 T:23.00
2.21	 B0:83	 B1:134	 B2:66	 T:23.00
2.21	 D0:11	 D1:173	 D2:66	 T:22.20
2.15	 C0:15	 C1:59	 C2:16	 T:23.00

2.29	 A0:32	 A1:186	 A2:68	 T:23.00
2.29	 B0:83	 B1:135	 B2:66	 T:23.00
2.29	 D0:11	 D1:173	 D2:66	 T:22.20
2.23	 C0:16	 C1:59	 C2:16	 T:23.00

2.36	 A0:31	 A1:186	 A2:68	 T:23.00
2.36	 B0:83	 B1:134	 B2:66	 T:23.00
2.36	 D0:11	 D1:173	 D2:66	 T:22.20
2.30	 C0:15	 C1:59	 C2:16	 T:23.00

2.44	 A0:31	 A1:186	 A2:68	 T:23.00
2.44	 B0:83	 B1:135	 B2:66	 T:23.00
2.44	 D0:11	 D1:173	 D2:66	 T:22.20
2.37	 C0:16	 C1:59	 C2:16	 T:23.00

2.52	 A0:31	 A1:186	 A2:68	 T:23.00
2.52	 B0:83	 B1:134	 B2:66	 T:23.00
2.52	 D0:11	 D1:173	 D2:66	 T:22.20
2.45	 C0:16	 C1:59	 C2:16	 T:23.00

2.59	 A0:31	 A1:186	 A2:68	 T:23.00
2.59	 B0:83	 B1:134	 B2:66	 T:23.00
2.59	 D0:11	 D1:174	 D2:65	 T:22.20
2.52	 C0:15	 C1:59	 C2:16	 T:23.00

2.67	 A0:31	 A1:185	 A2:69	 T:23.00
2.67	 B0:83	 B1:134	 B2:66	 T:23.00
2.67	 D0:11	 D1:173	 D2:66	 T:22.20
2.60	 C0:16	 C1:59	 C2:16	 T:23.00

2.75	 A0:31	 A1:186	 A2:68	 T:23.00
2.75	 B0:83	 B1:134	 B2:66	 T:23.00
2.75	 D0:11	 D1:173	 D2:66	 T:22.20
2.67	 C0:15	 C1:59	 C2:16	 T:23.00

2.83	 A0:31	 A1:186	 A2:68	 T:23.00
2.83	 B0:83	 B1:134	 B2:66	 T:23.00
2.83	 D0:11	 D1:173	 D2:66	 T:22.20
2.75	 C0:15	 C1:59	 C2:16	 T:23.00

2.90	 A0:31	 A1:186	 A2:68	 T:23.00
2.90	 B0:83	 B1:134	 B2:66	 T:23.00
2.90	 D0:11	 D1:173	 D2:66	 T:22.20
2.82	 C0:16	 C1:59	 C2:16	 T:23.00

2.98	 A0:31	 A1:186	 A2:68	 T:23.00
2.98	 B0:83	 B1:134	 B2:66	 T:23.00
2.98	 D0:11	 D1:173	 D2:66	 T:22.20
2.90	 C0:15	 C1:59	 C2:16	 T:23.00

3.06	 A0:31	 A1:186	 A2:68	 T:23.00
3.06	 B0:83	 B1:134	 B2:66	 T:23.00
3.06	 D0:11	 D1:173	 D2:66	 T:22.20
2.97	 C0:15	 C1:59	 C2:16	 T:23.00

3.13	 A0:31	 A1:186	 A2:68	 T:23.00
3.13	 B0:83	 B1:134	 B2:66	 T:23.00
3.13	 D0:11	 D1:174	 D2:66	 T:22.20
3.05	 C0:15	 C1:59	 C2:16	 T:23.00

3.21	 A0:31	 A1:186	 A2:68	 T:23.00
3.21	 B0:83	 B1:134	 B2:66	 T:23.00
3.21	 D0:11	 D1:173	 D2:66	 T:22.20
3.12	 C0:15	 C1:59	 C2:16	 T:23.00

3.29	 A0:31	 A1:186	 A2:68	 T:23.00
3.29	 B0:83	 B1:134	 B2:66	 T:23.00
3.29	 D0:11	 D1:173	 D2:66	 T:22.20
3.20	 C0:15	 C1:59	 C2:16	 T:23.00

3.36	 A0:31	 A1:186	 A2:68	 T:23.00
3.36	 B0:83	 B1:134	 B2:66	 T:23.00
3.36	 D0:11	 D1:173	 D2:66	 T:22.20
3.27	 C0:15	 C1:59	 C2:16	 T:23.00

3.44	 A0:31	 A1:186	 A2:69	 T:23.00
3.44	 B0:83	 B1:134	 B2:66	 T:23.00
3.44	 D0:11	 D1:173	 D2:66	 T:22.20
3.35	 C0:15	 C1:59	 C2:16	 T:23.00

3.52	 A0:31	 A1:186	 A2:68	 T:23.00
3.52	 B0:83	 B1:134	 B2:66	 T:23.00
3.52	 D0:11	 D1:173	 D2:66	 T:22.20
3.42	 C0:15	 C1:59	 C2:16	 T:23.00

3.60	 A0:31	 A1:186	 A2:68	 T:23.00
3.60	 B0:83	 B1:134	 B2:66	 T:23.00
3.60	 D0:11	 D1:174	 D2:66	 T:22.20
3.50	 C0:16	 C1:59	 C2:16	 T:23.00

3.67	 A0:31	 A1:186	 A2:68	 T:23.00
3.67	 B0:83	 B1:134	 B2:66	 T:23.00
3.67	 D0:11	 D1:173	 D2:66	 T:22.20
3.57	 C0:16	 C1:59	 C2:16	 T:23.00

3.75	 A0:31	 A1:186	 A2:68	 T:23.00
3.75	 B0:83	 B1:134	 B2:67	 T:23.00
3.75	 D0:11	 D1:174	 D2:66	 T:22.20
3.65	 C0:15	 C1:60	 C2:16	 T:23.00

3.83	 A0:30	 A1:186	 A2:68	 T:23.00
3.83	 B0:83	 B1:134	 B2:66	 T:23.00
3.83	 D0:11	 D1:173	 D2:66	 T:22.20
3.72	 C0:15	 C1:59	 C2:16	 T:23.00

3.90	 A0:31	 A1:186	 A2:68	 T:23.00
3.90	 B0:83	 B1:134	 B2:66	 T:23.00
3.90	 D0:11	 D1:173	 D2:66	 T:22.20
3.80	 C0:16	 C1:59	 C2:16	 T:23.00

3.98	 A0:30	 A1:186	 A2:68	 T:23.00
3.98	 B0:83	 B1:134	 B2:66	 T:23.00
3.98	 D0:11	 D1:173	 D2:66	 T:22.20
3.87	 C0:15	 C1:59	 C2:16	 T:23.00

4.06	 A0:31	 A1:186	 A2:68	 T:23.00
4.06	 B0:83	 B1:134	 B2:66	 T:23.00
4.06	 D0:11	 D1:173	 D2:66	 T:22.20
3.95	 C0:15	 C1:59	 C2:16	 T:23.00

4.13	 A0:31	 A1:186	 A2:68	 T:23.00
4.13	 B0:83	 B1:134	 B2:66	 T:23.00
4.13	 D0:11	 D1:173	 D2:66	 T:22.20
4.02	 C0:15	 C1:59	 C2:16	 T:23.00

4.21	 A0:31	 A1:186	 A2:68	 T:23.00
4.21	 B0:83	 B1:135	 B2:67	 T:23.00
4.21	 D0:11	 D1:174	 D2:66	 T:22.20
4.10	 C0:15	 C1:59	 C2:16	 T:23.00

4.29	 A0:31	 A1:186	 A2:69	 T:23.00
4.29	 B0:83	 B1:134	 B2:66	 T:23.00
4.29	 D0:11	 D1:173	 D2:66	 T:22.20
4.17	 C0:15	 C1:59	 C2:16	 T:23.00

4.36	 A0:31	 A1:186	 A2:69	 T:23.00
4.36	 B0:83	 B1:134	 B2:67	 T:23.00
4.36	 D0:11	 D1:173	 D2:66	 T:22.20
4.25	 C0:15	 C1:59	 C2:16	 T:23.00

4.44	 A0:31	 A1:186	 A2:68	 T:23.00
4.44	 B0:83	 B1:135	 B2:66	 T:23.00
4.44	 D0:11	 D1:173	 D2:66	 T:22.20
4.32	 C0:15	 C1:59	 C2:16	 T:23.00

4.52	 A0:31	 A1:186	 A2:68	 T:23.00
4.52	 B0:83	 B1:134	 B2:67	 T:23.00
4.52	 D0:11	 D1:174	 D2:66	 T:22.20
4.40	 C0:15	 C1:59	 C2:16	 T:23.00

4.59	 A0:31	 A1:186	 A2:68	 T:23.00
4.59	 B0:83	 B1:134	 B2:67	 T:23.00
4.59	 D0:11	 D1:174	 D2:66	 T:22.20
4.47	 C0:15	 C1:59	 C2:16	 T:23.00

4.67	 A0:30	 A1:186	 A2:69	 T:23.00
4.67	 B0:83	 B1:134	 B2:66	 T:23.00
4.67	 D0:11	 D1:173	 D2:66	 T:22.20
4.55	 C0:16	 C1:59	 C2:16	 T:23.00

4.75	 A0:31	 A1:186	 A2:68	 T:23.00
4.75	 B0:83	 B1:134	 B2:67	 T:23.00
4.75	 D0:11	 D1:173	 D2:66	 T:22.20
4.62	 C0:16	 C1:59	 C2:16	 T:23.00

4.83	 A0:30	 A1:186	 A2:68	 T:23.00
4.83	 B0:83	 B1:134	 B2:67	 T:23.00
4.83	 D0:11	 D1:173	 D2:66	 T:22.20
4.70	 C0:15	 C1:59	 C2:16	 T:23.00

4.90	 A0:30	 A1:186	 A2:68	 T:23.00
4.90	 B0:83	 B1:134	 B2:67	 T:23.00
4.90	 D0:11	 D1:173	 D2:66	 T:22.20
4.77	 C0:15	 C1:59	 C2:16	 T:23.00

4.98	 A0:30	 A1:186	 A2:68	 T:23.00
4.98	 B0:83	 B1:134	 B2:67	 T:23.00
4.98	 D0:11	 D1:173	 D2:66	 T:22.20
4.84	 C0:15	 C1:59	 C2:16	 T:23.00

5.06	 A0:31	 A1:186	 A2:68	 T:23.00
5.06	 B0:83	 B1:134	 B2:66	 T:23.00
5.06	 D0:11	 D1:173	 D2:66	 T:22.20
4.92	 C0:15	 C1:59	 C2:16	 T:23.00

5.13	 A0:30	 A1:186	 A2:68	 T:23.00
5.13	 B0:83	 B1:134	 B2:67	 T:23.00
5.13	 D0:11	 D1:173	 D2:66	 T:22.20
4.99	 C0:15	 C1:59	 C2:16	 T:23.00

5.21	 A0:31	 A1:186	 A2:68	 T:23.00
5.21	 B0:83	 B1:134	 B2:67	 T:23.00
5.21	 D0:11	 D1:173	 D2:66	 T:22.20
5.07	 C0:15	 C1:59	 C2:16	 T:23.00

5.29	 A0:31	 A1:186	 A2:69	 T:23.00
5.29	 B0:83	 B1:135	 B2:67	 T:23.00
5.29	 D0:11	 D1:173	 D2:66	 T:22.20
5.14	 C0:15	 C1:59	 C2:16	 T:23.00

5.36	 A0:31	 A1:186	 A2:68	 T:23.00
5.36	 B0:83	 B1:134	 B2:67	 T:23.00
5.36	 D0:11	 D1:173	 D2:66	 T:22.20
5.22	 C0:16	 C1:59	 C2:16	 T:23.00

5.44	 A0:30	 A1:186	 A2:68	 T:23.00
5.44	 B0:83	 B1:135	 B2:67	 T:23.00
5.44	 D0:11	 D1:173	 D2:66	 T:22.20
5.29	 C0:15	 C1:59	 C2:16	 T:23.00

5.52	 A0:30	 A1:186	 A2:69	 T:23.00
5.52	 B0:83	 B1:134	 B2:66	 T:23.00
5.52	 D0:11	 D1:174	 D2:66	 T:22.20
5.37	 C0:16	 C1:59	 C2:16	 T:23.00

5.59	 A0:30	 A1:186	 A2:68	 T:23.00
5.59	 B0:83	 B1:135	 B2:67	 T:23.00
5.60	 D0:11	 D1:173	 D2:66	 T:22.20
5.44	 C0:15	 C1:59	 C2:16	 T:23.00

5.67	 A0:30	 A1:186	 A2:68	 T:23.00
5.67	 B0:83	 B1:135	 B2:67	 T:23.00
5.67	 D0:11	 D1:173	 D2:66	 T:22.20
5.52	 C0:15	 C1:59	 C2:16	 T:23.00

5.75	 A0:31	 A1:186	 A2:68	 T:23.00
5.75	 B0:83	 B1:134	 B2:67	 T:23.00
5.75	 D0:11	 D1:173	 D2:66	 T:22.20
5.59	 C0:15	 C1:60	 C2:16	 T:23.00

5.83	 A0:31	 A1:186	 A2:68	 T:23.00
5.83	 B0:83	 B1:134	 B2:67	 T:23.00
5.83	 D0:11	 D1:173	 D2:66	 T:22.20
5.67	 C0:15	 C1:59	 C2:16	 T:23.00

5.90	 A0:30	 A1:186	 A2:69	 T:23.00
5.90	 B0:83	 B1:134	 B2:67	 T:23.00
5.90	 D0:11	 D1:174	 D2:66	 T:22.20
5.74	 C0:15	 C1:59	 C2:16	 T:23.00

5.98	 A0:30	 A1:186	 A2:68	 T:23.00
5.98	 B0:83	 B1:134	 B2:67	 T:23.00
5.98	 D0:11	 D1:173	 D2:66	 T:22.30
5.82	 C0:15	 C1:59	 C2:16	 T:23.00

6.05	 A0:30	 A1:186	 A2:68	 T:23.00
6.05	 B0:83	 B1:134	 B2:67	 T:23.00
6.06	 D0:11	 D1:174	 D2:66	 T:22.30
5.89	 C0:15	 C1:59	 C2:16	 T:23.00

6.13	 A0:30	 A1:186	 A2:68	 T:23.00
6.13	 B0:83	 B1:134	 B2:67	 T:23.00
6.13	 D0:11	 D1:173	 D2:66	 T:22.30
5.97	 C0:15	 C1:59	 C2:16	 T:23.00

6.21	 A0:30	 A1:186	 A2:68	 T:23.00
6.21	 B0:83	 B1:134	 B2:67	 T:23.00
6.21	 D0:11	 D1:174	 D2:66	 T:22.30
6.04	 C0:15	 C1:59	 C2:16	 T:23.00

6.29	 A0:30	 A1:186	 A2:68	 T:23.00
6.29	 B0:83	 B1:134	 B2:67	 T:23.00
6.29	 D0:11	 D1:173	 D2:66	 T:22.30
6.12	 C0:15	 C1:59	 C2:16	 T:23.00

6.36	 A0:30	 A1:186	 A2:68	 T:23.00
6.36	 B0:83	 B1:134	 B2:67	 T:23.00
