0.03	 A0:26	 A1:190	 A2:66	 T:23.00
0.03	 B0:74	 B1:137	 B2:71	 T:23.00
0.03	 D0:11	 D1:182	 D2:70	 T:22.60
0.03	 C0:14	 C1:61	 C2:16	 T:23.00

0.06	 A0:26	 A1:190	 A2:65	 T:23.00
0.06	 B0:75	 B1:137	 B2:72	 T:23.00
0.06	 D0:12	 D1:182	 D2:70	 T:22.60
0.06	 C0:14	 C1:61	 C2:15	 T:23.00

0.13	 A0:26	 A1:190	 A2:65	 T:23.00
0.13	 B0:75	 B1:137	 B2:71	 T:23.00
0.13	 D0:11	 D1:182	 D2:69	 T:22.60
0.13	 C0:14	 C1:61	 C2:15	 T:23.00

0.21	 A0:26	 A1:190	 A2:65	 T:23.00
0.21	 B0:75	 B1:137	 B2:72	 T:23.00
0.21	 D0:12	 D1:182	 D2:69	 T:22.60
0.20	 C0:14	 C1:61	 C2:16	 T:23.00

0.29	 A0:26	 A1:190	 A2:66	 T:23.00
0.29	 B0:75	 B1:137	 B2:72	 T:23.00
0.29	 D0:11	 D1:182	 D2:69	 T:22.60
0.28	 C0:14	 C1:61	 C2:15	 T:23.00

0.36	 A0:26	 A1:190	 A2:65	 T:23.00
0.36	 B0:75	 B1:137	 B2:71	 T:23.00
0.36	 D0:12	 D1:182	 D2:69	 T:22.60
0.35	 C0:14	 C1:61	 C2:16	 T:23.00

0.44	 A0:26	 A1:190	 A2:65	 T:23.00
0.44	 B0:75	 B1:137	 B2:71	 T:23.00
0.44	 D0:12	 D1:182	 D2:70	 T:22.60
0.43	 C0:14	 C1:61	 C2:16	 T:23.00

0.52	 A0:26	 A1:190	 A2:65	 T:23.00
0.52	 B0:75	 B1:137	 B2:72	 T:23.00
0.52	 D0:11	 D1:182	 D2:69	 T:22.60
0.50	 C0:14	 C1:61	 C2:15	 T:23.00

0.59	 A0:26	 A1:190	 A2:66	 T:23.00
0.59	 B0:75	 B1:137	 B2:71	 T:23.00
0.59	 D0:11	 D1:182	 D2:69	 T:22.60
0.58	 C0:14	 C1:61	 C2:16	 T:23.00

