0.03	 A0:30	 A1:186	 A2:70	 T:23.00
0.03	 B0:88	 B1:134	 B2:69	 T:23.00
0.03	 D0:12	 D1:173	 D2:69	 T:nan
0.03	 C0:15	 C1:59	 C2:17	 T:23.00

0.06	 A0:30	 A1:186	 A2:71	 T:23.00
0.06	 B0:89	 B1:134	 B2:69	 T:23.00
0.05	 D0:12	 D1:174	 D2:69	 T:nan
0.06	 C0:15	 C1:59	 C2:17	 T:23.00

0.13	 A0:30	 A1:186	 A2:70	 T:23.00
0.13	 B0:89	 B1:134	 B2:69	 T:23.00
0.12	 D0:12	 D1:173	 D2:69	 T:nan
0.13	 C0:15	 C1:60	 C2:17	 T:23.00

0.21	 A0:30	 A1:186	 A2:71	 T:23.00
0.21	 B0:89	 B1:134	 B2:68	 T:23.00
0.19	 D0:12	 D1:174	 D2:69	 T:nan
0.20	 C0:15	 C1:60	 C2:17	 T:23.00

0.29	 A0:30	 A1:186	 A2:70	 T:23.00
0.29	 B0:88	 B1:134	 B2:69	 T:23.00
0.27	 D0:12	 D1:174	 D2:69	 T:nan
0.28	 C0:15	 C1:59	 C2:17	 T:23.00

0.36	 A0:30	 A1:186	 A2:70	 T:23.00
0.36	 B0:89	 B1:134	 B2:69	 T:23.00
0.34	 D0:12	 D1:173	 D2:69	 T:nan
0.35	 C0:15	 C1:60	 C2:17	 T:23.00

0.44	 A0:30	 A1:186	 A2:70	 T:23.00
0.44	 B0:89	 B1:134	 B2:69	 T:23.00
0.41	 D0:12	 D1:174	 D2:69	 T:nan
0.43	 C0:15	 C1:59	 C2:17	 T:23.00

0.52	 A0:30	 A1:186	 A2:71	 T:23.00
0.52	 B0:89	 B1:134	 B2:69	 T:23.00
0.49	 D0:12	 D1:174	 D2:69	 T:nan
0.50	 C0:15	 C1:60	 C2:17	 T:23.00

0.59	 A0:30	 A1:186	 A2:70	 T:23.00
0.59	 B0:88	 B1:134	 B2:69	 T:23.00
0.56	 D0:12	 D1:173	 D2:69	 T:nan
0.58	 C0:15	 C1:60	 C2:17	 T:23.00

0.67	 A0:30	 A1:186	 A2:71	 T:23.00
