0.03	 A0:40	 A1:298	 A2:109	 T:22.20
0.03	 B0:58	 B1:93	 B2:38	 T:22.20
0.03	 C0:6	 C1:46	 C2:38	 T:22.20
0.03	 D0:21	 D1:315	 D2:322	 T:21.80

0.06	 A0:40	 A1:298	 A2:109	 T:22.20
0.06	 B0:58	 B1:93	 B2:38	 T:22.20
0.06	 C0:6	 C1:46	 C2:38	 T:22.20
0.06	 D0:21	 D1:316	 D2:328	 T:21.80

0.14	 A0:40	 A1:298	 A2:109	 T:22.20
0.13	 B0:58	 B1:93	 B2:38	 T:22.20
0.12	 C0:7	 C1:46	 C2:38	 T:22.20
0.14	 D0:21	 D1:316	 D2:320	 T:21.80

0.22	 A0:40	 A1:298	 A2:109	 T:22.20
0.20	 B0:58	 B1:93	 B2:38	 T:22.20
0.19	 C0:6	 C1:46	 C2:38	 T:22.20
0.22	 D0:21	 D1:316	 D2:299	 T:21.80

0.30	 A0:40	 A1:298	 A2:109	 T:22.20
0.28	 B0:58	 B1:93	 B2:38	 T:22.20
0.27	 C0:6	 C1:47	 C2:38	 T:22.20
0.30	 D0:21	 D1:316	 D2:313	 T:21.80

0.37	 A0:40	 A1:298	 A2:109	 T:22.20
0.35	 B0:58	 B1:93	 B2:38	 T:22.20
0.34	 C0:6	 C1:46	 C2:38	 T:22.20
0.37	 D0:21	 D1:316	 D2:325	 T:21.80

0.45	 A0:40	 A1:297	 A2:109	 T:22.20
0.43	 B0:58	 B1:93	 B2:38	 T:22.20
0.41	 C0:7	 C1:46	 C2:38	 T:22.20
0.45	 D0:21	 D1:316	 D2:319	 T:21.80

0.53	 A0:40	 A1:298	 A2:109	 T:22.20
0.50	 B0:58	 B1:93	 B2:38	 T:22.20
0.49	 C0:6	 C1:46	 C2:38	 T:22.20
0.53	 D0:21	 D1:316	 D2:303	 T:21.80

0.61	 A0:40	 A1:298	 A2:109	 T:22.20
0.58	 B0:57	 B1:93	 B2:38	 T:22.20
0.56	 C0:6	 C1:46	 C2:38	 T:22.20
0.61	 D0:21	 D1:315	 D2:308	 T:21.80

0.69	 A0:40	 A1:298	 A2:109	 T:22.20
0.65	 B0:58	 B1:93	 B2:38	 T:22.20
0.63	 C0:6	 C1:47	 C2:38	 T:22.20
0.69	 D0:21	 D1:315	 D2:325	 T:21.80

0.77	 A0:40	 A1:298	 A2:109	 T:22.20
0.73	 B0:58	 B1:93	 B2:38	 T:22.20
0.70	 C0:6	 C1:46	 C2:38	 T:22.20
0.77	 D0:21	 D1:315	 D2:315	 T:21.80

0.85	 A0:41	 A1:298	 A2:109	 T:22.20
0.80	 B0:58	 B1:93	 B2:38	 T:22.20
0.78	 C0:6	 C1:47	 C2:38	 T:22.20
0.85	 D0:21	 D1:315	 D2:306	 T:21.80

0.93	 A0:40	 A1:297	 A2:109	 T:22.20
0.88	 B0:58	 B1:93	 B2:38	 T:22.20
0.85	 C0:7	 C1:46	 C2:38	 T:22.20
0.93	 D0:21	 D1:315	 D2:304	 T:21.80

1.01	 A0:40	 A1:297	 A2:109	 T:22.20
0.95	 B0:58	 B1:93	 B2:38	 T:22.20
0.92	 C0:7	 C1:47	 C2:38	 T:22.20
1.01	 D0:21	 D1:315	 D2:328	 T:21.80

1.09	 A0:40	 A1:297	 A2:109	 T:22.20
1.03	 B0:58	 B1:93	 B2:38	 T:22.20
1.00	 C0:7	 C1:46	 C2:38	 T:22.20
1.09	 D0:21	 D1:315	 D2:313	 T:21.80

1.17	 A0:40	 A1:298	 A2:109	 T:22.20
1.10	 B0:58	 B1:93	 B2:38	 T:22.20
1.07	 C0:6	 C1:47	 C2:38	 T:22.20
1.17	 D0:21	 D1:316	 D2:308	 T:21.80

1.25	 A0:40	 A1:297	 A2:109	 T:22.20
1.18	 B0:58	 B1:93	 B2:38	 T:22.20
1.14	 C0:6	 C1:46	 C2:38	 T:22.20
1.25	 D0:21	 D1:316	 D2:297	 T:21.80

1.32	 A0:40	 A1:298	 A2:109	 T:22.20
1.25	 B0:57	 B1:93	 B2:38	 T:22.20
1.21	 C0:6	 C1:46	 C2:38	 T:22.20
1.32	 D0:21	 D1:315	 D2:329	 T:21.80

1.40	 A0:40	 A1:297	 A2:109	 T:22.20
1.33	 B0:58	 B1:93	 B2:38	 T:22.20
1.29	 C0:6	 C1:46	 C2:38	 T:22.20
1.40	 D0:21	 D1:315	 D2:313	 T:21.80

1.48	 A0:40	 A1:297	 A2:109	 T:22.20
1.40	 B0:58	 B1:93	 B2:38	 T:22.20
1.36	 C0:7	 C1:46	 C2:38	 T:22.20
1.48	 D0:21	 D1:315	 D2:311	 T:21.80

1.56	 A0:40	 A1:297	 A2:109	 T:22.20
1.48	 B0:58	 B1:93	 B2:38	 T:22.20
1.43	 C0:6	 C1:47	 C2:38	 T:22.20
1.56	 D0:21	 D1:315	 D2:293	 T:21.80

1.64	 A0:40	 A1:297	 A2:109	 T:22.20
1.55	 B0:57	 B1:93	 B2:38	 T:22.20
1.51	 C0:6	 C1:47	 C2:38	 T:22.20
1.64	 D0:21	 D1:315	 D2:328	 T:21.80

1.72	 A0:40	 A1:297	 A2:109	 T:22.20
1.63	 B0:57	 B1:93	 B2:38	 T:22.20
1.58	 C0:6	 C1:46	 C2:38	 T:22.20
1.72	 D0:21	 D1:315	 D2:313	 T:21.80

1.80	 A0:40	 A1:298	 A2:109	 T:22.20
