1.64	 A0:46	 A1:332	 A2:115	 T:21.80
0.03	 B0:67	 B1:113	 B2:44	 T:21.80
0.03	 C0:7	 C1:59	 C2:38	 T:21.80
0.03	 D0:22	 D1:351	 D2:360	 T:21.40

1.72	 A0:480
0.06	 B0:67	 B1:114	 B2:45	 T:21.80
0.06	 C0:6	 C1:59	 C2:38	 T:21.80
0.06	 D0:22	 D1:351	 D2:325	 T:21.40

1.64	 A0:46	 A1:332	 A2:115	 T:21.80
0.13	 B0:67	 B1:114	 B2:44	 T:21.80
0.12	 C0:7	 C1:59	 C2:39	 T:21.80
0.14	 D0:23	 D1:351	 D2:367	 T:21.40

1.72	 A0:40.00	 A0:46	 A1:332	 A2:115	 T:21.80
0.21	 B0:67	 B1:113	 B2:45	 T:21.80
0.19	 C0:7	 C1:59	 C2:39	 T:21.80
0.22	 D0:23	 D1:351	 D2:348	 T:21.40

0.05	 A0:46	 A1:332	 A2:115	 T:21.80
0.29	 B0:67	 B1:114	 B2:45	 T:21.80
0.27	 C0:7	 C1:59	 C2:39	 T:21.80
0.30	 D0:22	 D1:351	 D2:342	 T:21.40

0.10	 A0:46	 A1:332	 A2:115	 T:21.80
0.36	 B0:67	 B1:113	 B2:45	 T:21.80
0.34	 C0:6	 C1:59	 C2:39	 T:21.80
0.37	 D0:22	 D1:352	 D2:341	 T:21.40

0.18	 A0:46	 A1:332	 A2:115	 T:21.80
0.44	 B0:67	 B1:114	 B2:44	 T:21.80
0.41	 C0:7	 C1:59	 C2:39	 T:21.80
0.45	 D0:22	 D1:351	 D2:363	 T:21.40

0.26	 A0:46	 A1:332	 A2:115	 T:21.80
0.52	 B0:67	 B1:113	 B2:45	 T:21.80
0.49	 C0:6	 C1:59	 C2:38	 T:21.80
0.53	 D0:22	 D1:351	 D2:352	 T:21.40

0.34	 A0:46	 A1:332	 A2:115	 T:21.80
0.59	 B0:67	 B1:113	 B2:45	 T:21.80
0.56	 C0:6	 C1:59	 C2:39	 T:21.80
0.61	 D0:22	 D1:351	 D2:330	 T:21.40

0.41	 A0:46	 A1:332	 A2:115	 T:21.80
0.67	 B0:67	 B1:113	 B2:45	 T:21.80
0.63	 C0:6	 C1:59	 C2:39	 T:21.80
0.69	 D0:22	 D1:351	 D2:353	 T:21.40

0.49	 A0:46	 A1:332	 A2:115	 T:21.80
0.75	 B0:67	 B1:113	 B2:45	 T:21.80
0.70	 C0:7	 C1:59	 C2:39	 T:21.80
0.77	 D0:22	 D1:350	 D2:354	 T:21.40

0.57	 A0:46	 A1:332	 A2:115	 T:21.80
0.83	 B0:67	 B1:114	 B2:45	 T:21.80
0.78	 C0:7	 C1:59	 C2:39	 T:21.80
0.85	 D0:22	 D1:351	 D2:355	 T:21.40

0.65	 A0:46	 A1:332	 A2:115	 T:21.80
0.90	 B0:67	 B1:113	 B2:44	 T:21.80
0.85	 C0:7	 C1:59	 C2:39	 T:21.80
0.93	 D0:22	 D1:351	 D2:318	 T:21.40

0.73	 A0:46	 A1:332	 A2:115	 T:21.80
0.98	 B0:67	 B1:114	 B2:44	 T:21.80
0.92	 C0:7	 C1:59	 C2:39	 T:21.80
1.01	 D0:22	 D1:351	 D2:365	 T:21.40

0.81	 A0:46	 A1:332	 A2:115	 T:21.80
1.06	 B0:67	 B1:113	 B2:44	 T:21.80
1.00	 C0:7	 C1:59	 C2:39	 T:21.80
1.09	 D0:22	 D1:350	 D2:347	 T:21.40

0.89	 A0:46	 A1:332	 A2:115	 T:21.80
1.13	 B0:67	 B1:113	 B2:45	 T:21.80
1.07	 C0:6	 C1:58	 C2:39	 T:21.80
1.17	 D0:23	 D1:351	 D2:349	 T:21.40

0.97	 A0:46	 A1:332	 A2:115	 T:21.80
1.21	 B0:67	 B1:113	 B2:45	 T:21.80
1.14	 C0:7	 C1:59	 C2:38	 T:21.80
1.25	 D0:22	 D1:351	 D2:328	 T:21.40

1.05	 A0:46	 A1:332	 A2:115	 T:21.80
1.29	 B0:67	 B1:114	 B2:44	 T:21.80
1.21	 C0:7	 C1:59	 C2:38	 T:21.80
1.32	 D0:23	 D1:351	 D2:367	 T:21.40

1.13	 A0:46	 A1:332	 A2:115	 T:21.80
1.36	 B0:67	 B1:113	 B2:45	 T:21.80
1.29	 C0:7	 C1:59	 C2:38	 T:21.80
1.40	 D0:22	 D1:351	 D2:348	 T:21.40

1.21	 A0:46	 A1:332	 A2:115	 T:21.80
1.44	 B0:67	 B1:113	 B2:44	 T:21.80
1.36	 C0:7	 C1:59	 C2:39	 T:21.80
1.48	 D0:23	 D1:351	 D2:338	 T:21.40

1.28	 A0:46	 A1:332	 A2:115	 T:21.80
1.52	 B0:67	 B1:113	 B2:44	 T:21.80
1.43	 C0:7	 C1:59	 C2:39	 T:21.80
1.56	 D0:22	 D1:351	 D2:345	 T:21.40

1.36	 A0:46	 A1:332	 A2:115	 T:21.80
1.60	 B0:67	 B1:114	 B2:44	 T:21.80
1.51	 C0:6	 C1:59	 C2:39	 T:21.80
1.64	 D0:22	 D1:351	 D2:361	 T:21.40

1.44	 A0:46	 A1:332	 A2:115	 T:21.80
1.67	 B0:67	 B1:114	 B2:44	 T:21.80
1.58	 C0:7	 C1:59	 C2:38	 T:21.80
1.72	 D0:23	 D1:351	 D2:354	 T:21.40

