0.03	 A0:24	 A1:243	 A2:79	 T:22.60
0.03	 B0:54	 B1:154	 B2:83	 T:nan
0.03	 D0:14	 D1:152	 D2:76	 T:nan
0.03	 C0:14	 C1:62	 C2:20	 T:22.10

0.06	 A0:24	 A1:243	 A2:79	 T:22.60
0.05	 B0:53	 B1:154	 B2:83	 T:nan
0.05	 D0:13	 D1:152	 D2:76	 T:nan
0.06	 C0:14	 C1:63	 C2:19	 T:22.10

0.13	 A0:24	 A1:243	 A2:79	 T:22.60
0.12	 B0:54	 B1:154	 B2:83	 T:nan
0.12	 D0:14	 D1:152	 D2:77	 T:nan
0.13	 C0:14	 C1:63	 C2:20	 T:22.10

0.21	 A0:24	 A1:243	 A2:79	 T:22.60
0.19	 B0:54	 B1:154	 B2:83	 T:nan
0.19	 D0:14	 D1:152	 D2:76	 T:nan
0.20	 C0:14	 C1:63	 C2:20	 T:22.10

0.29	 A0:24	 A1:243	 A2:79	 T:22.60
0.27	 B0:54	 B1:154	 B2:83	 T:nan
0.27	 D0:13	 D1:152	 D2:76	 T:nan
0.28	 C0:14	 C1:63	 C2:20	 T:22.10

0.36	 A0:24	 A1:243	 A2:79	 T:22.60
0.34	 B0:53	 B1:154	 B2:83	 T:nan
0.34	 D0:13	 D1:152	 D2:76	 T:nan
0.35	 C0:14	 C1:62	 C2:19	 T:22.10

0.44	 A0:24	 A1:243	 A2:79	 T:22.60
0.41	 B0:54	 B1:154	 B2:83	 T:nan
0.41	 D0:13	 D1:152	 D2:76	 T:nan
0.43	 C0:14	 C1:63	 C2:19	 T:22.10

0.52	 A0:24	 A1:243	 A2:79	 T:22.60
0.49	 B0:54	 B1:154	 B2:83	 T:nan
0.49	 D0:13	 D1:152	 D2:77	 T:nan
0.50	 C0:14	 C1:62	 C2:20	 T:22.10

0.59	 A0:24	 A1:243	 A2:79	 T:22.60
0.56	 B0:53	 B1:154	 B2:83	 T:nan
0.56	 D0:14	 D1:152	 D2:77	 T:nan
0.58	 C0:14	 C1:62	 C2:20	 T:22.10

0.67	 A0:24	 A1:243	 A2:79	 T:22.60
0.63	 B0:54	 B1:154	 B2:83	 T:nan
0.63	 D0:13	 D1:152	 D2:77	 T:nan
0.65	 C0:14	 C1:62	 C2:20	 T:22.10

0.75	 A0:24	 A1:242	 A2:79	 T:22.60
0.70	 B0:54	 B1:154	 B2:83	 T:nan
0.70	 D0:13	 D1:152	 D2:76	 T:nan
0.73	 C0:14	 C1:62	 C2:20	 T:22.10

0.83	 A0:24	 A1:243	 A2:79	 T:22.60
0.78	 B0:54	 B1:154	 B2:83	 T:nan
