7.90	 A0:22	 A1:216	 A2:60	 T:23.00
7.95	 B0:85	 B1:145	 B2:81	 T:nan
0.03	 C0:40	 C1:63	 C2:18	 T:22.20
0.03	 D0:14	 D1:139	 D2:75	 T:nan

7.98	 A0:21	 A1:215	 A2:60	 T:23.00
7.87	 B0:85	 B1:145	 B2:81	 T:nan
0.06	 C0:40	 C1:63	 C2:18	 T:22.20
0.05	 D0:13	 D1:139	 D2:75	 T:nan

7.94	 A0:22	 A1:215	 A2:61	 T:23.00
7.95	 B0:85	 B1:145	 B2:81	 T:nan
0.13	 C0:41	 C1:64	 C2:18	 T:22.20
0.12	 D0:14	 D1:140	 D2:75	 T:nan

0.03	 A0:22	 A1:216	 A2:60	 T:23.00
0.03	 B0:85	 B1:145	 B2:81	 T:nan
0.20	 C0:40	 C1:64	 C2:19	 T:22.20
0.19	 D0:14	 D1:139	 D2:75	 T:nan

0.06	 A0:21	 A1:216	 A2:61	 T:23.00
0.05	 B0:85	 B1:145	 B2:81	 T:nan
0.28	 C0:39	 C1:64	 C2:19	 T:22.20
0.27	 D0:14	 D1:139	 D2:75	 T:nan

0.13	 A0:22	 A1:216	 A2:61	 T:23.00
0.12	 B0:85	 B1:145	 B2:82	 T:nan
0.35	 C0:40	 C1:64	 C2:18	 T:22.20
0.34	 D0:14	 D1:140	 D2:75	 T:nan

0.21	 A0:21	 A1:215	 A2:61	 T:23.00
0.19	 B0:85	 B1:145	 B2:82	 T:nan
0.43	 C0:40	 C1:64	 C2:19	 T:22.20
0.41	 D0:14	 D1:139	 D2:75	 T:nan

0.29	 A0:21	 A1:216	 A2:60	 T:23.00
0.27	 B0:85	 B1:145	 B2:82	 T:nan
0.50	 C0:40	 C1:63	 C2:19	 T:22.20
0.49	 D0:14	 D1:139	 D2:75	 T:nan

0.36	 A0:22	 A1:215	 A2:61	 T:23.00
0.34	 B0:85	 B1:145	 B2:82	 T:nan
0.58	 C0:40	 C1:64	 C2:19	 T:22.20
0.56	 D0:13	 D1:140	 D2:75	 T:nan

0.44	 A0:21	 A1:215	 A2:60	 T:23.00
0.41	 B0:85	 B1:146	 B2:82	 T:nan
0.65	 C0:40	 C1:64	 C2:19	 T:22.20
0.63	 D0:13	 D1:139	 D2:75	 T:nan

0.52	 A0:22	 A1:216	 A2:61	 T:23.00
