0.03	 A0:31	 A1:177	 A2:70	 T:23.40
0.03	 B0:89	 B1:127	 B2:83	 T:nan
0.03	 C0:18	 C1:76	 C2:21	 T:23.40
0.03	 D0:16	 D1:188	 D2:84	 T:23.10

0.06	 A0:31	 A1:177	 A2:70	 T:23.40
0.05	 B0:89	 B1:127	 B2:83	 T:nan
0.06	 C0:18	 C1:76	 C2:21	 T:23.40
0.06	 D0:16	 D1:188	 D2:84	 T:23.10

0.13	 A0:31	 A1:178	 A2:70	 T:23.40
0.12	 B0:89	 B1:127	 B2:83	 T:nan
0.13	 C0:18	 C1:76	 C2:21	 T:23.40
0.13	 D0:16	 D1:188	 D2:84	 T:23.10

0.21	 A0:31	 A1:178	 A2:70	 T:23.40
0.19	 B0:89	 B1:127	 B2:83	 T:nan
0.20	 C0:18	 C1:76	 C2:21	 T:23.40
0.21	 D0:16	 D1:188	 D2:84	 T:23.10

0.29	 A0:31	 A1:177	 A2:70	 T:23.40
0.27	 B0:89	 B1:127	 B2:83	 T:nan
0.28	 C0:18	 C1:76	 C2:21	 T:23.40
0.29	 D0:16	 D1:188	 D2:84	 T:23.10

0.36	 A0:31	 A1:177	 A2:71	 T:23.40
0.34	 B0:89	 B1:127	 B2:83	 T:nan
0.35	 C0:18	 C1:76	 C2:21	 T:23.40
0.36	 D0:16	 D1:188	 D2:84	 T:23.10

0.44	 A0:31	 A1:178	 A2:70	 T:23.40
0.41	 B0:89	 B1:127	 B2:83	 T:nan
0.43	 C0:19	 C1:76	 C2:21	 T:23.40
0.44	 D0:15	 D1:188	 D2:85	 T:23.10

0.52	 A0:31	 A1:178	 A2:70	 T:23.40
0.49	 B0:89	 B1:128	 B2:83	 T:nan
0.50	 C0:18	 C1:76	 C2:21	 T:23.40
0.52	 D0:16	 D1:188	 D2:84	 T:23.10

0.59	 A0:31	 A1:177	 A2:70	 T:23.40
0.56	 B0:89	 B1:127	 B2:83	 T:nan
0.58	 C0:18	 C1:76	 C2:21	 T:23.40
0.59	 D0:16	 D1:188	 D2:84	 T:23.10

0.67	 A0:31	 A1:178	 A2:70	 T:23.40
0.63	 B0:89	 B1:127	 B2:83	 T:nan
0.65	 C0:18	 C1:76	 C2:21	 T:23.40
0.67	 D0:16	 D1:188	 D2:84	 T:23.10

0.75	 A0:31	 A1:177	 A2:70	 T:23.40
0.70	 B0:89	 B1:127	 B2:83	 T:nan
0.73	 C0:18	 C1:76	 C2:21	 T:23.40
0.75	 D0:16	 D1:188	 D2:85	 T:23.10

0.83	 A0:31	 A1:177	 A2:70	 T:23.40
0.78	 B0:90	 B1:127	 B2:83	 T:nan
0.80	 C0:19	 C1:76	 C2:21	 T:23.40
0.83	 D0:16	 D1:188	 D2:84	 T:23.10

0.90	 A0:31	 A1:178	 A2:70	 T:23.40
0.85	 B0:89	 B1:127	 B2:83	 T:nan
0.88	 C0:19	 C1:76	 C2:21	 T:23.40
0.90	 D0:16	 D1:189	 D2:84	 T:23.10

0.98	 A0:31	 A1:178	 A2:70	 T:23.40
0.92	 B0:89	 B1:127	 B2:83	 T:nan
0.95	 C0:19	 C1:76	 C2:21	 T:23.40
0.98	 D0:16	 D1:188	 D2:85	 T:23.10

1.06	 A0:31	 A1:178	 A2:70	 T:23.40
1.00	 B0:89	 B1:127	 B2:83	 T:nan
1.03	 C0:18	 C1:76	 C2:21	 T:23.40
1.06	 D0:16	 D1:188	 D2:84	 T:23.10

1.13	 A0:31	 A1:178	 A2:70	 T:23.40
1.07	 B0:89	 B1:127	 B2:83	 T:nan
1.10	 C0:18	 C1:76	 C2:21	 T:23.40
1.13	 D0:16	 D1:188	 D2:84	 T:23.10

1.21	 A0:31	 A1:178	 A2:70	 T:23.40
1.14	 B0:89	 B1:127	 B2:83	 T:nan
1.18	 C0:18	 C1:76	 C2:21	 T:23.40
1.21	 D0:16	 D1:188	 D2:84	 T:23.10

1.29	 A0:31	 A1:177	 A2:70	 T:23.40
1.21	 B0:89	 B1:127	 B2:83	 T:nan
1.25	 C0:18	 C1:76	 C2:21	 T:23.40
1.29	 D0:16	 D1:188	 D2:84	 T:23.10

1.36	 A0:31	 A1:177	 A2:70	 T:23.40
1.29	 B0:89	 B1:127	 B2:83	 T:nan
1.33	 C0:18	 C1:76	 C2:21	 T:23.40
1.36	 D0:16	 D1:188	 D2:84	 T:23.10

1.44	 A0:31	 A1:178	 A2:70	 T:23.40
1.36	 B0:89	 B1:127	 B2:83	 T:nan
1.40	 C0:19	 C1:76	 C2:21	 T:23.40
1.44	 D0:16	 D1:188	 D2:84	 T:23.10

1.52	 A0:31	 A1:178	 A2:70	 T:23.40
1.43	 B0:89	 B1:127	 B2:83	 T:nan
1.48	 C0:19	 C1:76	 C2:21	 T:23.40
1.52	 D0:16	 D1:188	 D2:84	 T:23.10

1.60	 A0:31	 A1:178	 A2:70	 T:23.40
1.51	 B0:89	 B1:127	 B2:83	 T:nan
1.55	 C0:19	 C1:76	 C2:21	 T:23.40
1.60	 D0:16	 D1:188	 D2:84	 T:23.10

1.67	 A0:31	 A1:177	 A2:70	 T:23.40
1.58	 B0:89	 B1:128	 B2:83	 T:nan
1.63	 C0:19	 C1:76	 C2:21	 T:23.40
1.67	 D0:16	 D1:188	 D2:84	 T:23.10

1.75	 A0:31	 A1:177	 A2:70	 T:23.40
1.65	 B0:89	 B1:128	 B2:83	 T:nan
1.70	 C0:18	 C1:76	 C2:21	 T:23.40
1.75	 D0:16	 D1:188	 D2:84	 T:23.10

1.83	 A0:31	 A1:178	 A2:70	 T:23.40
1.72	 B0:89	 B1:127	 B2:83	 T:nan
1.77	 C0:18	 C1:76	 C2:21	 T:23.40
1.83	 D0:16	 D1:188	 D2:84	 T:23.10

1.90	 A0:31	 A1:178	 A2:70	 T:23.40
1.80	 B0:89	 B1:127	 B2:83	 T:nan
1.85	 C0:18	 C1:76	 C2:21	 T:23.40
1.90	 D0:16	 D1:188	 D2:84	 T:23.10

1.98	 A0:31	 A1:177	 A2:70	 T:23.40
1.87	 B0:89	 B1:128	 B2:83	 T:nan
1.92	 C0:18	 C1:76	 C2:21	 T:23.40
1.98	 D0:16	 D1:188	 D2:84	 T:23.10

2.06	 A0:31	 A1:178	 A2:70	 T:23.40
1.94	 B0:89	 B1:127	 B2:83	 T:nan
2.00	 C0:18	 C1:76	 C2:21	 T:23.40
2.06	 D0:16	 D1:188	 D2:85	 T:23.10

2.13	 A0:31	 A1:178	 A2:70	 T:23.40
2.02	 B0:89	 B1:127	 B2:84	 T:nan
2.07	 C0:19	 C1:76	 C2:21	 T:23.40
2.13	 D0:16	 D1:188	 D2:84	 T:23.10

2.21	 A0:31	 A1:177	 A2:70	 T:23.40
2.09	 B0:89	 B1:127	 B2:83	 T:nan
2.15	 C0:18	 C1:76	 C2:21	 T:23.40
2.21	 D0:16	 D1:188	 D2:84	 T:23.10

2.29	 A0:32	 A1:178	 A2:70	 T:23.40
2.16	 B0:89	 B1:127	 B2:84	 T:nan
2.23	 C0:18	 C1:76	 C2:21	 T:23.40
2.29	 D0:16	 D1:188	 D2:85	 T:23.10

2.36	 A0:31	 A1:178	 A2:70	 T:23.40
2.23	 B0:89	 B1:128	 B2:83	 T:nan
2.30	 C0:18	 C1:76	 C2:21	 T:23.40
2.36	 D0:16	 D1:188	 D2:84	 T:23.10

2.44	 A0:31	 A1:177	 A2:70	 T:23.40
2.31	 B0:89	 B1:127	 B2:83	 T:nan
2.37	 C0:18	 C1:76	 C2:21	 T:23.40
2.44	 D0:16	 D1:188	 D2:84	 T:23.10

2.52	 A0:31	 A1:177	 A2:70	 T:23.40
2.38	 B0:89	 B1:128	 B2:83	 T:nan
2.45	 C0:19	 C1:76	 C2:21	 T:23.40
2.52	 D0:16	 D1:188	 D2:84	 T:23.10

2.59	 A0:31	 A1:178	 A2:70	 T:23.40
2.45	 B0:89	 B1:128	 B2:83	 T:nan
2.52	 C0:19	 C1:76	 C2:21	 T:23.40
2.59	 D0:16	 D1:188	 D2:84	 T:23.10

2.67	 A0:31	 A1:177	 A2:70	 T:23.40
2.53	 B0:89	 B1:127	 B2:83	 T:nan
2.60	 C0:18	 C1:76	 C2:21	 T:23.40
2.67	 D0:16	 D1:188	 D2:84	 T:23.10

2.75	 A0:31	 A1:177	 A2:70	 T:23.40
2.60	 B0:89	 B1:127	 B2:84	 T:nan
2.67	 C0:18	 C1:76	 C2:21	 T:23.40
2.75	 D0:16	 D1:188	 D2:84	 T:23.10

2.83	 A0:31	 A1:177	 A2:70	 T:23.40
2.67	 B0:89	 B1:127	 B2:83	 T:nan
2.75	 C0:19	 C1:76	 C2:21	 T:23.40
2.83	 D0:16	 D1:188	 D2:84	 T:23.10

2.90	 A0:31	 A1:177	 A2:70	 T:23.40
2.74	 B0:89	 B1:127	 B2:83	 T:nan
2.82	 C0:18	 C1:76	 C2:21	 T:23.40
2.90	 D0:16	 D1:188	 D2:85	 T:23.10

2.98	 A0:31	 A1:177	 A2:70	 T:23.40
2.82	 B0:89	 B1:128	 B2:84	 T:nan
2.90	 C0:18	 C1:76	 C2:21	 T:23.40
2.98	 D0:16	 D1:188	 D2:84	 T:23.10

3.06	 A0:31	 A1:178	 A2:70	 T:23.40
2.89	 B0:89	 B1:128	 B2:84	 T:nan
2.97	 C0:18	 C1:76	 C2:21	 T:23.40
3.06	 D0:16	 D1:188	 D2:84	 T:23.10

3.13	 A0:31	 A1:178	 A2:70	 T:23.40
2.96	 B0:89	 B1:128	 B2:84	 T:nan
3.05	 C0:19	 C1:76	 C2:21	 T:23.40
3.13	 D0:16	 D1:188	 D2:84	 T:23.10

3.21	 A0:31	 A1:178	 A2:70	 T:23.40
3.03	 B0:89	 B1:128	 B2:83	 T:nan
3.12	 C0:19	 C1:76	 C2:21	 T:23.40
3.21	 D0:16	 D1:188	 D2:84	 T:23.10

3.29	 A0:31	 A1:178	 A2:70	 T:23.40
3.11	 B0:89	 B1:127	 B2:84	 T:nan
3.20	 C0:18	 C1:76	 C2:21	 T:23.40
3.29	 D0:16	 D1:188	 D2:85	 T:23.10

3.36	 A0:31	 A1:177	 A2:70	 T:23.40
3.18	 B0:89	 B1:128	 B2:84	 T:nan
3.27	 C0:18	 C1:76	 C2:21	 T:23.40
3.36	 D0:16	 D1:188	 D2:84	 T:23.10

3.44	 A0:31	 A1:177	 A2:70	 T:23.40
3.25	 B0:90	 B1:128	 B2:84	 T:nan
3.35	 C0:19	 C1:76	 C2:21	 T:23.40
3.44	 D0:16	 D1:188	 D2:84	 T:23.10

3.52	 A0:31	 A1:178	 A2:70	 T:23.40
3.33	 B0:90	 B1:127	 B2:84	 T:nan
3.42	 C0:18	 C1:76	 C2:21	 T:23.40
3.52	 D0:16	 D1:188	 D2:85	 T:23.10

3.60	 A0:31	 A1:178	 A2:70	 T:23.40
3.40	 B0:89	 B1:128	 B2:84	 T:nan
3.50	 C0:19	 C1:76	 C2:21	 T:23.40
3.60	 D0:15	 D1:188	 D2:85	 T:23.10

3.67	 A0:31	 A1:177	 A2:70	 T:23.40
3.47	 B0:89	 B1:128	 B2:84	 T:nan
3.57	 C0:18	 C1:76	 C2:21	 T:23.40
3.67	 D0:16	 D1:188	 D2:85	 T:23.10

3.75	 A0:31	 A1:178	 A2:70	 T:23.40
3.54	 B0:89	 B1:127	 B2:84	 T:nan
3.65	 C0:19	 C1:76	 C2:21	 T:23.40
3.75	 D0:16	 D1:188	 D2:85	 T:23.10

3.83	 A0:31	 A1:178	 A2:70	 T:23.40
3.62	 B0:90	 B1:127	 B2:84	 T:nan
3.72	 C0:18	 C1:76	 C2:21	 T:23.40
3.83	 D0:16	 D1:188	 D2:85	 T:23.10

3.90	 A0:31	 A1:178	 A2:70	 T:23.40
3.69	 B0:90	 B1:127	 B2:84	 T:nan
3.80	 C0:18	 C1:76	 C2:21	 T:23.40
3.90	 D0:16	 D1:188	 D2:85	 T:23.10

3.98	 A0:31	 A1:178	 A2:70	 T:23.40
3.76	 B0:89	 B1:128	 B2:84	 T:nan
3.87	 C0:18	 C1:76	 C2:21	 T:23.40
3.98	 D0:16	 D1:188	 D2:84	 T:23.10

4.06	 A0:31	 A1:178	 A2:70	 T:23.40
3.83	 B0:89	 B1:128	 B2:84	 T:nan
3.95	 C0:19	 C1:76	 C2:22	 T:23.40
4.06	 D0:16	 D1:188	 D2:85	 T:23.10

4.13	 A0:31	 A1:178	 A2:70	 T:23.40
3.91	 B0:89	 B1:127	 B2:84	 T:nan
4.02	 C0:19	 C1:76	 C2:21	 T:23.40
4.13	 D0:16	 D1:188	 D2:85	 T:23.10

4.21	 A0:31	 A1:178	 A2:70	 T:23.40
3.98	 B0:89	 B1:128	 B2:84	 T:nan
4.10	 C0:18	 C1:76	 C2:21	 T:23.40
4.21	 D0:16	 D1:188	 D2:85	 T:23.10

4.29	 A0:31	 A1:177	 A2:70	 T:23.40
4.07	 B0:89	 B1:127	 B2:84	 T:nan
4.17	 C0:19	 C1:76	 C2:22	 T:23.40
4.29	 D0:16	 D1:188	 D2:85	 T:23.10

4.36	 A0:31	 A1:178	 A2:70	 T:23.40
4.13	 B0:89	 B1:127	 B2:84	 T:nan
4.25	 C0:19	 C1:76	 C2:21	 T:23.40
4.36	 D0:16	 D1:188	 D2:85	 T:23.10

4.44	 A0:31	 A1:178	 A2:70	 T:23.40
4.20	 B0:89	 B1:127	 B2:84	 T:nan
4.32	 C0:19	 C1:76	 C2:21	 T:23.40
4.44	 D0:16	 D1:188	 D2:85	 T:23.10

4.52	 A0:31	 A1:178	 A2:70	 T:23.40
4.27	 B0:89	 B1:127	 B2:84	 T:nan
4.40	 C0:19	 C1:76	 C2:21	 T:23.40
4.52	 D0:16	 D1:189	 D2:85	 T:23.10

4.59	 A0:31	 A1:178	 A2:70	 T:23.40
4.34	 B0:89	 B1:128	 B2:84	 T:nan
4.47	 C0:18	 C1:76	 C2:21	 T:23.40
4.59	 D0:16	 D1:188	 D2:85	 T:23.10

4.67	 A0:31	 A1:177	 A2:70	 T:23.40
4.42	 B0:90	 B1:127	 B2:84	 T:nan
4.55	 C0:18	 C1:76	 C2:21	 T:23.40
4.67	 D0:16	 D1:189	 D2:85	 T:23.10

4.75	 A0:31	 A1:177	 A2:70	 T:23.40
4.49	 B0:89	 B1:127	 B2:84	 T:nan
4.62	 C0:19	 C1:76	 C2:21	 T:23.40
4.75	 D0:16	 D1:188	 D2:85	 T:23.10

4.83	 A0:31	 A1:178	 A2:70	 T:23.40
4.56	 B0:89	 B1:128	 B2:84	 T:nan
4.70	 C0:18	 C1:76	 C2:22	 T:23.40
4.83	 D0:16	 D1:188	 D2:85	 T:23.10

4.90	 A0:31	 A1:178	 A2:70	 T:23.40
4.64	 B0:89	 B1:127	 B2:84	 T:nan
4.77	 C0:19	 C1:76	 C2:21	 T:23.40
4.90	 D0:16	 D1:188	 D2:85	 T:23.10

4.98	 A0:31	 A1:177	 A2:70	 T:23.40
4.71	 B0:89	 B1:128	 B2:84	 T:nan
4.84	 C0:18	 C1:76	 C2:21	 T:23.40
4.98	 D0:16	 D1:188	 D2:85	 T:23.10

5.06	 A0:31	 A1:177	 A2:70	 T:23.40
4.78	 B0:90	 B1:128	 B2:84	 T:nan
4.92	 C0:18	 C1:76	 C2:21	 T:23.40
5.06	 D0:16	 D1:189	 D2:85	 T:23.10

5.13	 A0:31	 A1:178	 A2:70	 T:23.40
4.85	 B0:89	 B1:128	 B2:84	 T:nan
4.99	 C0:19	 C1:76	 C2:21	 T:23.40
5.13	 D0:16	 D1:189	 D2:85	 T:23.10

5.21	 A0:31	 A1:178	 A2:70	 T:23.40
4.93	 B0:90	 B1:128	 B2:84	 T:nan
5.07	 C0:19	 C1:76	 C2:21	 T:23.40
5.21	 D0:16	 D1:188	 D2:85	 T:23.10

5.29	 A0:31	 A1:177	 A2:70	 T:23.40
5.00	 B0:90	 B1:128	 B2:84	 T:nan
5.14	 C0:19	 C1:76	 C2:21	 T:23.40
5.29	 D0:16	 D1:188	 D2:85	 T:23.10

5.36	 A0:31	 A1:178	 A2:70	 T:23.40
5.07	 B0:90	 B1:128	 B2:84	 T:nan
5.22	 C0:19	 C1:76	 C2:21	 T:23.40
5.36	 D0:16	 D1:188	 D2:85	 T:23.10

5.44	 A0:31	 A1:178	 A2:70	 T:23.40
5.15	 B0:89	 B1:127	 B2:84	 T:nan
5.29	 C0:19	 C1:76	 C2:21	 T:23.40
5.44	 D0:16	 D1:189	 D2:85	 T:23.10

5.52	 A0:31	 A1:178	 A2:70	 T:23.40
5.22	 B0:90	 B1:128	 B2:84	 T:nan
5.37	 C0:18	 C1:76	 C2:21	 T:23.40
5.52	 D0:16	 D1:188	 D2:85	 T:23.10

5.59	 A0:31	 A1:178	 A2:70	 T:23.40
5.29	 B0:90	 B1:127	 B2:84	 T:nan
5.44	 C0:18	 C1:76	 C2:21	 T:23.40
5.59	 D0:16	 D1:188	 D2:85	 T:23.10

5.67	 A0:31	 A1:177	 A2:70	 T:23.40
5.36	 B0:90	 B1:128	 B2:84	 T:nan
5.52	 C0:18	 C1:76	 C2:21	 T:23.40
5.67	 D0:16	 D1:188	 D2:85	 T:23.10

5.75	 A0:31	 A1:178	 A2:70	 T:23.40
5.44	 B0:89	 B1:128	 B2:84	 T:nan
5.59	 C0:18	 C1:76	 C2:22	 T:23.40
5.75	 D0:16	 D1:189	 D2:85	 T:23.10

5.83	 A0:31	 A1:177	 A2:70	 T:23.40
5.51	 B0:89	 B1:127	 B2:84	 T:nan
5.67	 C0:19	 C1:76	 C2:21	 T:23.40
5.83	 D0:16	 D1:188	 D2:85	 T:23.10

5.90	 A0:31	 A1:178	 A2:70	 T:23.40
5.58	 B0:89	 B1:128	 B2:84	 T:nan
5.74	 C0:19	 C1:76	 C2:22	 T:23.40
5.90	 D0:16	 D1:188	 D2:85	 T:23.10

5.98	 A0:31	 A1:178	 A2:70	 T:23.40
5.66	 B0:89	 B1:128	 B2:84	 T:nan
5.82	 C0:18	 C1:76	 C2:21	 T:23.40
5.98	 D0:16	 D1:189	 D2:85	 T:23.10

6.06	 A0:31	 A1:178	 A2:70	 T:23.40
5.73	 B0:90	 B1:128	 B2:84	 T:nan
5.89	 C0:19	 C1:76	 C2:21	 T:23.40
6.05	 D0:16	 D1:188	 D2:85	 T:23.10

6.13	 A0:31	 A1:178	 A2:70	 T:23.40
5.80	 B0:90	 B1:127	 B2:84	 T:nan
5.97	 C0:18	 C1:76	 C2:21	 T:23.40
6.13	 D0:16	 D1:188	 D2:85	 T:23.10

6.21	 A0:31	 A1:177	 A2:70	 T:23.40
5.87	 B0:90	 B1:128	 B2:84	 T:nan
6.04	 C0:19	 C1:76	 C2:21	 T:23.40
6.21	 D0:16	 D1:188	 D2:85	 T:23.10

6.29	 A0:31	 A1:177	 A2:70	 T:23.40
5.95	 B0:90	 B1:128	 B2:84	 T:nan
6.12	 C0:18	 C1:76	 C2:22	 T:23.40
6.29	 D0:16	 D1:188	 D2:85	 T:23.10

6.36	 A0:31	 A1:178	 A2:70	 T:23.40
6.02	 B0:90	 B1:128	 B2:84	 T:nan
6.19	 C0:18	 C1:76	 C2:21	 T:23.40
6.36	 D0:16	 D1:188	 D2:85	 T:23.10

6.44	 A0:31	 A1:178	 A2:70	 T:23.40
6.09	 B0:90	 B1:128	 B2:84	 T:nan
6.26	 C0:19	 C1:76	 C2:22	 T:23.40
6.44	 D0:16	 D1:188	 D2:85	 T:23.10

6.52	 A0:31	 A1:178	 A2:70	 T:23.40
6.16	 B0:90	 B1:128	 B2:84	 T:nan
6.34	 C0:19	 C1:76	 C2:21	 T:23.40
6.52	 D0:16	 D1:188	 D2:85	 T:23.10

6.60	 A0:31	 A1:178	 A2:70	 T:23.40
