0.10	 A0:28	 A1:170	 A2:66	 T:22.60
0.04	 B0:86	 B1:121	 B2:76	 T:nan
0.20	 C0:19	 C1:78	 C2:23	 T:22.60
0.21	 D0:15	 D1:183	 D2:78	 T:22.20

0.17	 A0:27	 A1:170	 A2:66	 T:22.60
0.09	 B0:86	 B1:121	 B2:76	 T:nan
0.28	 C0:19	 C1:77	 C2:23	 T:22.60
0.29	 D0:15	 D1:183	 D2:78	 T:22.20

0.25	 A0:27	 A1:170	 A2:66	 T:22.60
0.16	 B0:86	 B1:121	 B2:76	 T:nan
0.35	 C0:19	 C1:78	 C2:22	 T:22.60
0.36	 D0:14	 D1:183	 D2:78	 T:22.20

0.32	 A0:27	 A1:170	 A2:66	 T:22.60
0.23	 B0:86	 B1:121	 B2:76	 T:nan
0.43	 C0:19	 C1:77	 C2:23	 T:22.60
0.44	 D0:15	 D1:183	 D2:78	 T:22.20

0.40	 A0:28	 A1:170	 A2:66	 T:22.60
0.30	 B0:86	 B1:121	 B2:76	 T:nan
0.50	 C0:19	 C1:77	 C2:23	 T:22.60
0.52	 D0:14	 D1:183	 D2:78	 T:22.20

0.48	 A0:28	 A1:170	 A2:66	 T:22.60
0.38	 B0:86	 B1:121	 B2:76	 T:nan
0.58	 C0:19	 C1:78	 C2:23	 T:22.60
0.59	 D0:14	 D1:183	 D2:78	 T:22.20

0.56	 A0:28	 A1:170	 A2:66	 T:22.60
0.45	 B0:86	 B1:121	 B2:76	 T:nan
0.65	 C0:19	 C1:77	 C2:22	 T:22.60
0.67	 D0:14	 D1:183	 D2:78	 T:22.20

0.63	 A0:28	 A1:170	 A2:66	 T:22.60
0.52	 B0:86	 B1:121	 B2:76	 T:nan
0.73	 C0:19	 C1:78	 C2:23	 T:22.60
0.75	 D0:14	 D1:183	 D2:79	 T:22.20

0.71	 A0:27	 A1:170	 A2:66	 T:22.60
0.60	 B0:86	 B1:121	 B2:76	 T:nan
0.80	 C0:19	 C1:77	 C2:23	 T:22.60
0.83	 D0:14	 D1:183	 D2:78	 T:22.20

0.79	 A0:27	 A1:170	 A2:66	 T:22.60
0.67	 B0:86	 B1:122	 B2:76	 T:nan
0.88	 C0:19	 C1:77	 C2:23	 T:22.60
0.90	 D0:14	 D1:183	 D2:79	 T:22.20

0.86	 A0:27	 A1:170	 A2:66	 T:22.60
0.74	 B0:86	 B1:122	 B2:76	 T:nan
0.95	 C0:19	 C1:78	 C2:23	 T:22.60
0.98	 D0:14	 D1:183	 D2:78	 T:22.20

0.94	 A0:28	 A1:170	 A2:66	 T:22.60
0.81	 B0:86	 B1:121	 B2:76	 T:nan
1.03	 C0:19	 C1:78	 C2:23	 T:22.60
1.06	 D0:14	 D1:183	 D2:79	 T:22.20

1.02	 A0:27	 A1:170	 A2:66	 T:22.60
0.89	 B0:86	 B1:121	 B2:76	 T:nan
1.10	 C0:19	 C1:78	 C2:23	 T:22.60
1.13	 D0:14	 D1:183	 D2:78	 T:22.20

1.10	 A0:27	 A1:171	 A2:66	 T:22.60
0.96	 B0:86	 B1:121	 B2:76	 T:nan
1.18	 C0:19	 C1:78	 C2:23	 T:22.60
1.21	 D0:14	 D1:183	 D2:78	 T:22.20

1.17	 A0:27	 A1:171	 A2:66	 T:22.60
1.03	 B0:86	 B1:121	 B2:76	 T:nan
1.25	 C0:18	 C1:78	 C2:22	 T:22.60
1.29	 D0:14	 D1:183	 D2:79	 T:22.20

1.25	 A0:27	 A1:170	 A2:66	 T:22.60
1.11	 B0:86	 B1:121	 B2:76	 T:nan
1.33	 C0:19	 C1:77	 C2:23	 T:22.60
1.36	 D0:14	 D1:183	 D2:78	 T:22.20

1.33	 A0:27	 A1:170	 A2:66	 T:22.60
1.18	 B0:86	 B1:121	 B2:76	 T:nan
1.40	 C0:19	 C1:78	 C2:23	 T:22.60
1.44	 D0:14	 D1:183	 D2:78	 T:22.20

1.40	 A0:27	 A1:171	 A2:66	 T:22.60
1.25	 B0:86	 B1:121	 B2:76	 T:nan
1.48	 C0:19	 C1:77	 C2:22	 T:22.60
1.52	 D0:14	 D1:183	 D2:79	 T:22.20

1.48	 A0:28	 A1:170	 A2:66	 T:22.60
1.32	 B0:86	 B1:122	 B2:76	 T:nan
