0.06	 A0:41	 A1:329	 A2:104	 T:22.60
0.03	 B0:60	 B1:114	 B2:33	 T:22.60
0.19	 C0:7	 C1:55	 C2:42	 T:22.60
0.16	 D0:20	 D1:344	 D2:95	 T:nan

0.14	 A0:41	 A1:329	 A2:104	 T:22.60
0.06	 B0:60	 B1:114	 B2:33	 T:22.60
0.27	 C0:7	 C1:55	 C2:42	 T:22.60
0.23	 D0:20	 D1:345	 D2:95	 T:nan

0.22	 A0:41	 A1:330	 A2:104	 T:22.60
0.13	 B0:60	 B1:114	 B2:33	 T:22.60
0.34	 C0:7	 C1:55	 C2:42	 T:22.60
0.30	 D0:20	 D1:345	 D2:95	 T:nan

0.30	 A0:41	 A1:329	 A2:104	 T:22.60
0.21	 B0:59	 B1:113	 B2:33	 T:22.60
0.41	 C0:7	 C1:55	 C2:42	 T:22.60
0.38	 D0:20	 D1:344	 D2:95	 T:nan

0.37	 A0:41	 A1:329	 A2:104	 T:22.60
0.29	 B0:59	 B1:114	 B2:32	 T:22.60
0.49	 C0:7	 C1:55	 C2:42	 T:22.60
0.45	 D0:20	 D1:344	 D2:95	 T:nan

0.45	 A0:41	 A1:329	 A2:104	 T:22.60
0.36	 B0:60	 B1:114	 B2:33	 T:22.60
0.56	 C0:7	 C1:54	 C2:42	 T:22.60
0.52	 D0:20	 D1:344	 D2:95	 T:nan

0.53	 A0:41	 A1:329	 A2:104	 T:22.60
0.44	 B0:60	 B1:114	 B2:32	 T:22.60
0.63	 C0:7	 C1:55	 C2:42	 T:22.60
0.60	 D0:20	 D1:344	 D2:95	 T:nan

0.61	 A0:41	 A1:329	 A2:104	 T:22.60
0.52	 B0:59	 B1:114	 B2:32	 T:22.60
0.70	 C0:7	 C1:54	 C2:42	 T:22.60
0.67	 D0:20	 D1:344	 D2:95	 T:nan

0.69	 A0:41	 A1:329	 A2:104	 T:22.60
0.59	 B0:59	 B1:114	 B2:33	 T:22.60
0.78	 C0:7	 C1:55	 C2:42	 T:22.60
0.74	 D0:20	 D1:344	 D2:95	 T:nan

0.77	 A0:41	 A1:329	 A2:104	 T:22.60
0.67	 B0:60	 B1:114	 B2:33	 T:22.60
0.85	 C0:7	 C1:55	 C2:42	 T:22.60
0.81	 D0:20	 D1:344	 D2:95	 T:nan

