0.03	 A0:47	 A1:312	 A2:107	 T:21.80
0.10	 B0:63	 B1:109	 B2:32	 T:21.80
0.12	 C0:7	 C1:52	 C2:40	 T:21.80
0.12	 D0:19	 D1:330	 D2:96	 T:nan

0.06	 A0:47	 A1:312	 A2:107	 T:21.80
0.17	 B0:63	 B1:109	 B2:32	 T:21.80
0.19	 C0:7	 C1:52	 C2:40	 T:21.80
0.19	 D0:19	 D1:329	 D2:95	 T:nan

0.14	 A0:47	 A1:312	 A2:107	 T:21.80
0.25	 B0:63	 B1:109	 B2:32	 T:21.80
0.27	 C0:7	 C1:52	 C2:40	 T:21.80
0.27	 D0:19	 D1:329	 D2:96	 T:nan

0.22	 A0:47	 A1:312	 A2:107	 T:21.80
0.32	 B0:63	 B1:109	 B2:32	 T:21.80
0.34	 C0:7	 C1:52	 C2:40	 T:21.80
0.34	 D0:19	 D1:330	 D2:96	 T:nan

0.30	 A0:47	 A1:312	 A2:108	 T:21.80
0.40	 B0:63	 B1:109	 B2:32	 T:21.80
0.41	 C0:6	 C1:52	 C2:40	 T:21.80
0.41	 D0:19	 D1:329	 D2:96	 T:nan

0.37	 A0:47	 A1:312	 A2:107	 T:21.80
0.48	 B0:63	 B1:109	 B2:32	 T:21.80
0.49	 C0:7	 C1:52	 C2:40	 T:21.80
0.49	 D0:20	 D1:330	 D2:96	 T:nan

0.45	 A0:47	 A1:312	 A2:107	 T:21.80
0.56	 B0:63	 B1:109	 B2:32	 T:21.80
0.56	 C0:7	 C1:53	 C2:40	 T:21.80
0.56	 D0:19	 D1:330	 D2:96	 T:nan

0.53	 A0:47	 A1:312	 A2:108	 T:21.80
0.63	 B0:63	 B1:109	 B2:32	 T:21.80
0.63	 C0:7	 C1:52	 C2:40	 T:21.80
0.63	 D0:19	 D1:329	 D2:96	 T:nan

0.61	 A0:47	 A1:312	 A2:108	 T:21.80
0.71	 B0:63	 B1:109	 B2:32	 T:21.80
0.70	 C0:7	 C1:52	 C2:40	 T:21.80
0.70	 D0:19	 D1:329	 D2:96	 T:nan

0.69	 A0:47	 A1:312	 A2:107	 T:21.80
0.79	 B0:63	 B1:109	 B2:32	 T:21.80
0.78	 C0:6	 C1:52	 C2:40	 T:21.80
0.78	 D0:19	 D1:329	 D2:96	 T:nan

0.77	 A0:47	 A1:312	 A2:107	 T:21.80
0.86	 B0:63	 B1:109	 B2:32	 T:21.80
0.85	 C0:7	 C1:52	 C2:40	 T:21.80
0.85	 D0:20	 D1:329	 D2:96	 T:nan

0.85	 A0:47	 A1:312	 A2:107	 T:21.80
0.94	 B0:63	 B1:109	 B2:32	 T:21.80
0.92	 C0:7	 C1:53	 C2:40	 T:21.80
0.92	 D0:19	 D1:329	 D2:96	 T:nan

0.93	 A0:47	 A1:312	 A2:107	 T:21.80
1.02	 B0:63	 B1:109	 B2:32	 T:21.80
1.00	 C0:7	 C1:52	 C2:40	 T:21.80
1.00	 D0:20	 D1:329	 D2:96	 T:nan

1.01	 A0:47	 A1:312	 A2:108	 T:21.80
1.10	 B0:63	 B1:109	 B2:32	 T:21.80
1.07	 C0:7	 C1:52	 C2:40	 T:21.80
1.07	 D0:19	 D1:329	 D2:96	 T:nan

1.09	 A0:47	 A1:312	 A2:107	 T:21.80
1.17	 B0:63	 B1:109	 B2:32	 T:21.80
1.14	 C0:7	 C1:52	 C2:40	 T:21.80
1.14	 D0:19	 D1:329	 D2:96	 T:nan

1.17	 A0:47	 A1:312	 A2:107	 T:21.80
1.25	 B0:62	 B1:109	 B2:32	 T:21.80
1.21	 C0:7	 C1:53	 C2:40	 T:21.80
1.21	 D0:19	 D1:329	 D2:96	 T:nan

1.25	 A0:47	 A1:312	 A2:107	 T:21.80
1.33	 B0:62	 B1:109	 B2:32	 T:21.80
1.29	 C0:7	 C1:53	 C2:40	 T:21.80
1.29	 D0:19	 D1:329	 D2:96	 T:nan

1.32	 A0:47	 A1:312	 A2:107	 T:21.80
1.40	 B0:63	 B1:109	 B2:32	 T:21.80
1.36	 C0:6	 C1:52	 C2:40	 T:21.80
1.36	 D0:19	 D1:329	 D2:96	 T:nan

1.40	 A0:47	 A1:312	 A2:107	 T:21.80
1.48	 B0:62	 B1:110	 B2:32	 T:21.80
1.43	 C0:7	 C1:53	 C2:40	 T:21.80
1.43	 D0:19	 D1:329	 D2:96	 T:nan

1.48	 A0:47	 A1:312	 A2:107	 T:21.80
1.56	 B0:62	 B1:110	 B2:32	 T:21.80
1.51	 C0:7	 C1:53	 C2:40	 T:21.80
1.51	 D0:19	 D1:329	 D2:96	 T:nan

1.56	 A0:47	 A1:312	 A2:107	 T:21.80
1.63	 B0:62	 B1:110	 B2:32	 T:21.80
1.58	 C0:7	 C1:52	 C2:40	 T:21.80
1.58	 D0:19	 D1:329	 D2:96	 T:nan

1.64	 A0:47	 A1:312	 A2:107	 T:21.80
1.71	 B0:62	 B1:109	 B2:32	 T:21.80
1.65	 C0:6	 C1:52	 C2:40	 T:21.80
1.65	 D0:19	 D1:329	 D2:96	 T:nan

1.72	 A0:47	 A1:312	 A2:107	 T:21.80
1.79	 B0:63	 B1:110	 B2:32	 T:21.80
1.72	 C0:6	 C1:53	 C2:40	 T:21.80
1.72	 D0:19	 D1:329	 D2:96	 T:nan

1.80	 A0:47	 A1:312	 A2:107	 T:21.80
1.86	 B0:62	 B1:109	 B2:32	 T:21.80
1.80	 C0:7	 C1:52	 C2:40	 T:21.80
1.80	 D0:20	 D1:329	 D2:96	 T:nan

1.88	 A0:46	 A1:312	 A2:108	 T:21.80
1.94	 B0:62	 B1:109	 B2:32	 T:21.80
1.87	 C0:6	 C1:52	 C2:40	 T:21.80
1.87	 D0:19	 D1:330	 D2:96	 T:nan

1.96	 A0:47	 A1:312	 A2:107	 T:21.80
2.03	 B0:62	 B1:110	 B2:32	 T:21.80
1.94	 C0:7	 C1:52	 C2:40	 T:21.80
1.94	 D0:19	 D1:329	 D2:96	 T:nan

2.05	 A0:47	 A1:312	 A2:108	 T:21.80
2.10	 B0:63	 B1:110	 B2:32	 T:21.80
2.02	 C0:7	 C1:52	 C2:40	 T:21.80
2.02	 D0:19	 D1:330	 D2:96	 T:nan

2.11	 A0:46	 A1:312	 A2:108	 T:21.80
2.17	 B0:62	 B1:109	 B2:32	 T:21.80
2.09	 C0:7	 C1:53	 C2:40	 T:21.80
2.09	 D0:19	 D1:329	 D2:96	 T:nan

2.19	 A0:47	 A1:312	 A2:107	 T:21.80
2.25	 B0:62	 B1:109	 B2:32	 T:21.80
2.16	 C0:6	 C1:53	 C2:40	 T:21.80
2.16	 D0:19	 D1:329	 D2:96	 T:nan

2.27	 A0:47	 A1:312	 A2:107	 T:21.80
2.33	 B0:62	 B1:109	 B2:32	 T:21.80
2.23	 C0:7	 C1:52	 C2:40	 T:21.80
2.23	 D0:19	 D1:329	 D2:96	 T:nan

2.35	 A0:47	 A1:312	 A2:107	 T:21.80
