0.03	 A0:40	 A1:321	 A2:103	 T:22.20
0.03	 B0:58	 B1:110	 B2:31	 T:22.20
0.03	 C0:6	 C1:53	 C2:40	 T:22.20
0.03	 D0:20	 D1:339	 D2:99	 T:nan

0.06	 A0:40	 A1:321	 A2:103	 T:22.20
0.06	 B0:57	 B1:110	 B2:31	 T:22.20
0.06	 C0:6	 C1:52	 C2:40	 T:22.20
0.05	 D0:20	 D1:339	 D2:99	 T:nan

0.14	 A0:40	 A1:321	 A2:104	 T:22.20
0.13	 B0:57	 B1:110	 B2:31	 T:22.20
0.12	 C0:7	 C1:52	 C2:40	 T:22.20
0.12	 D0:20	 D1:339	 D2:100	 T:nan

0.22	 A0:40	 A1:321	 A2:103	 T:22.20
0.21	 B0:57	 B1:110	 B2:31	 T:22.20
0.19	 C0:7	 C1:53	 C2:40	 T:22.20
0.20	 D0:20	 D1:339	 D2:99	 T:nan

0.30	 A0:39	 A1:321	 A2:103	 T:22.20
0.29	 B0:57	 B1:110	 B2:31	 T:22.20
0.27	 C0:6	 C1:52	 C2:40	 T:22.20
0.27	 D0:20	 D1:339	 D2:99	 T:nan

0.37	 A0:40	 A1:321	 A2:103	 T:22.20
0.36	 B0:57	 B1:110	 B2:31	 T:22.20
0.34	 C0:6	 C1:52	 C2:40	 T:22.20
0.34	 D0:20	 D1:339	 D2:99	 T:nan

0.45	 A0:40	 A1:321	 A2:103	 T:22.20
0.44	 B0:57	 B1:110	 B2:31	 T:22.20
0.41	 C0:6	 C1:52	 C2:40	 T:22.20
0.41	 D0:20	 D1:339	 D2:99	 T:nan

0.53	 A0:39	 A1:321	 A2:103	 T:22.20
0.52	 B0:57	 B1:110	 B2:31	 T:22.20
0.49	 C0:7	 C1:52	 C2:40	 T:22.20
0.49	 D0:20	 D1:339	 D2:99	 T:nan

0.61	 A0:39	 A1:321	 A2:103	 T:22.20
0.59	 B0:57	 B1:110	 B2:31	 T:22.20
0.56	 C0:6	 C1:53	 C2:40	 T:22.20
0.56	 D0:20	 D1:339	 D2:99	 T:nan

0.69	 A0:40	 A1:321	 A2:103	 T:22.20
0.67	 B0:57	 B1:110	 B2:31	 T:22.20
0.63	 C0:6	 C1:53	 C2:40	 T:22.20
0.63	 D0:20	 D1:339	 D2:99	 T:nan

0.77	 A0:39	 A1:321	 A2:104	 T:22.20
0.75	 B0:57	 B1:110	 B2:31	 T:22.20
0.70	 C0:6	 C1:52	 C2:40	 T:22.20
0.71	 D0:20	 D1:339	 D2:99	 T:nan

0.85	 A0:40	 A1:321	 A2:103	 T:22.20
0.83	 B0:57	 B1:110	 B2:31	 T:22.20
0.78	 C0:6	 C1:52	 C2:40	 T:22.20
0.78	 D0:20	 D1:339	 D2:99	 T:nan

0.93	 A0:39	 A1:321	 A2:103	 T:22.20
0.90	 B0:57	 B1:110	 B2:31	 T:22.20
0.85	 C0:6	 C1:53	 C2:40	 T:22.20
0.85	 D0:20	 D1:339	 D2:99	 T:nan

1.01	 A0:39	 A1:321	 A2:103	 T:22.20
0.98	 B0:57	 B1:110	 B2:31	 T:22.20
0.92	 C0:6	 C1:53	 C2:40	 T:22.20
0.92	 D0:20	 D1:339	 D2:99	 T:nan

1.09	 A0:39	 A1:321	 A2:103	 T:22.20
1.06	 B0:57	 B1:110	 B2:31	 T:22.20
1.00	 C0:7	 C1:52	 C2:40	 T:22.20
1.00	 D0:20	 D1:339	 D2:99	 T:nan

1.17	 A0:40	 A1:321	 A2:103	 T:22.20
1.13	 B0:57	 B1:110	 B2:31	 T:22.20
1.07	 C0:7	 C1:52	 C2:40	 T:22.20
1.07	 D0:20	 D1:338	 D2:99	 T:nan

1.25	 A0:40	 A1:321	 A2:103	 T:22.20
1.21	 B0:58	 B1:110	 B2:31	 T:22.20
1.14	 C0:6	 C1:53	 C2:40	 T:22.20
1.14	 D0:20	 D1:339	 D2:99	 T:nan

1.32	 A0:40	 A1:321	 A2:103	 T:22.20
1.29	 B0:57	 B1:110	 B2:31	 T:22.20
1.22	 C0:7	 C1:53	 C2:40	 T:22.20
1.22	 D0:20	 D1:339	 D2:99	 T:nan

1.40	 A0:40	 A1:321	 A2:103	 T:22.20
1.36	 B0:57	 B1:110	 B2:31	 T:22.20
1.29	 C0:7	 C1:53	 C2:40	 T:22.20
1.29	 D0:20	 D1:339	 D2:99	 T:nan

1.48	 A0:39	 A1:321	 A2:103	 T:22.20
1.44	 B0:57	 B1:110	 B2:31	 T:22.20
1.36	 C0:7	 C1:52	 C2:40	 T:22.20
1.36	 D0:20	 D1:339	 D2:99	 T:nan

1.56	 A0:40	 A1:321	 A2:103	 T:22.20
1.52	 B0:57	 B1:110	 B2:31	 T:22.20
1.43	 C0:7	 C1:53	 C2:40	 T:22.20
1.43	 D0:20	 D1:338	 D2:99	 T:nan

1.64	 A0:40	 A1:321	 A2:103	 T:22.20
1.60	 B0:57	 B1:110	 B2:31	 T:22.20
1.51	 C0:7	 C1:52	 C2:40	 T:22.20
1.51	 D0:20	 D1:339	 D2:99	 T:nan

1.72	 A0:39	 A1:321	 A2:103	 T:22.20
1.67	 B0:57	 B1:110	 B2:31	 T:22.20
1.58	 C0:6	 C1:52	 C2:40	 T:22.20
1.58	 D0:20	 D1:339	 D2:99	 T:nan

1.80	 A0:39	 A1:321	 A2:103	 T:22.20
1.75	 B0:57	 B1:110	 B2:31	 T:22.20
1.65	 C0:6	 C1:52	 C2:40	 T:22.20
1.65	 D0:20	 D1:339	 D2:99	 T:nan

1.88	 A0:40	 A1:321	 A2:103	 T:22.20
1.83	 B0:57	 B1:110	 B2:31	 T:22.20
1.72	 C0:6	 C1:53	 C2:40	 T:22.20
1.73	 D0:20	 D1:339	 D2:99	 T:nan

1.96	 A0:39	 A1:321	 A2:103	 T:22.20
1.90	 B0:57	 B1:110	 B2:31	 T:22.20
1.80	 C0:6	 C1:53	 C2:40	 T:22.20
1.80	 D0:20	 D1:339	 D2:99	 T:nan

2.05	 A0:39	 A1:321	 A2:103	 T:22.20
1.98	 B0:57	 B1:110	 B2:31	 T:22.20
1.87	 C0:6	 C1:52	 C2:40	 T:22.20
1.87	 D0:20	 D1:339	 D2:99	 T:nan

2.11	 A0:39	 A1:321	 A2:103	 T:22.20
2.06	 B0:57	 B1:110	 B2:31	 T:22.20
1.94	 C0:7	 C1:53	 C2:40	 T:22.20
1.94	 D0:20	 D1:339	 D2:99	 T:nan

2.19	 A0:39	 A1:321	 A2:103	 T:22.20
2.13	 B0:57	 B1:110	 B2:31	 T:22.20
2.02	 C0:6	 C1:52	 C2:40	 T:22.20
2.03	 D0:20	 D1:339	 D2:99	 T:nan

2.27	 A0:39	 A1:321	 A2:103	 T:22.20
2.21	 B0:57	 B1:110	 B2:31	 T:22.20
2.09	 C0:7	 C1:53	 C2:40	 T:22.20
2.09	 D0:20	 D1:339	 D2:99	 T:nan

2.35	 A0:40	 A1:321	 A2:103	 T:22.20
2.29	 B0:57	 B1:110	 B2:31	 T:22.20
2.16	 C0:7	 C1:53	 C2:40	 T:22.20
2.16	 D0:20	 D1:339	 D2:99	 T:nan

2.43	 A0:40	 A1:321	 A2:103	 T:22.20
2.36	 B0:57	 B1:110	 B2:31	 T:22.20
2.23	 C0:6	 C1:52	 C2:40	 T:22.20
2.23	 D0:20	 D1:339	 D2:99	 T:nan

2.51	 A0:39	 A1:321	 A2:103	 T:22.20
2.44	 B0:57	 B1:110	 B2:31	 T:22.20
2.31	 C0:7	 C1:52	 C2:40	 T:22.20
2.31	 D0:20	 D1:339	 D2:99	 T:nan

2.59	 A0:39	 A1:321	 A2:103	 T:22.20
2.52	 B0:57	 B1:110	 B2:31	 T:22.20
2.38	 C0:7	 C1:52	 C2:40	 T:22.20
2.38	 D0:20	 D1:339	 D2:99	 T:nan

2.67	 A0:39	 A1:321	 A2:103	 T:22.20
2.59	 B0:57	 B1:110	 B2:30	 T:22.20
2.45	 C0:6	 C1:52	 C2:40	 T:22.20
2.45	 D0:20	 D1:339	 D2:99	 T:nan

2.75	 A0:39	 A1:321	 A2:103	 T:22.20
2.67	 B0:57	 B1:110	 B2:31	 T:22.20
2.52	 C0:6	 C1:53	 C2:39	 T:22.20
2.53	 D0:20	 D1:339	 D2:99	 T:nan

2.83	 A0:40	 A1:321	 A2:103	 T:22.20
2.75	 B0:57	 B1:110	 B2:31	 T:22.20
2.60	 C0:7	 C1:52	 C2:40	 T:22.20
2.60	 D0:20	 D1:339	 D2:99	 T:nan

2.91	 A0:39	 A1:321	 A2:103	 T:22.20
2.83	 B0:57	 B1:110	 B2:31	 T:22.20
2.67	 C0:6	 C1:52	 C2:40	 T:22.20
2.67	 D0:20	 D1:339	 D2:99	 T:nan

2.98	 A0:39	 A1:321	 A2:103	 T:22.20
2.90	 B0:57	 B1:110	 B2:31	 T:22.20
2.74	 C0:6	 C1:53	 C2:40	 T:22.20
2.74	 D0:20	 D1:338	 D2:99	 T:nan

3.06	 A0:39	 A1:321	 A2:103	 T:22.20
2.98	 B0:57	 B1:110	 B2:31	 T:22.20
2.82	 C0:7	 C1:53	 C2:40	 T:22.20
2.82	 D0:20	 D1:339	 D2:99	 T:nan

3.14	 A0:39	 A1:321	 A2:103	 T:22.20
3.06	 B0:57	 B1:110	 B2:31	 T:22.20
2.89	 C0:6	 C1:52	 C2:40	 T:22.20
2.89	 D0:20	 D1:339	 D2:99	 T:nan

3.22	 A0:39	 A1:321	 A2:103	 T:22.20
3.13	 B0:57	 B1:110	 B2:31	 T:22.20
2.96	 C0:6	 C1:52	 C2:40	 T:22.20
2.96	 D0:20	 D1:339	 D2:99	 T:nan

