0.05	 A0:44	 A1:296	 A2:108	 T:23.00
0.05	 B0:61	 B1:107	 B2:32	 T:23.00
0.23	 C0:7	 C1:53	 C2:41	 T:23.00
0.27	 D0:21	 D1:311	 D2:97	 T:nan

0.10	 A0:44	 A1:296	 A2:108	 T:23.00
0.10	 B0:60	 B1:107	 B2:32	 T:23.00
0.30	 C0:7	 C1:52	 C2:40	 T:23.00
0.34	 D0:21	 D1:311	 D2:97	 T:nan

0.18	 A0:43	 A1:296	 A2:108	 T:23.00
0.17	 B0:61	 B1:108	 B2:32	 T:23.00
0.38	 C0:7	 C1:53	 C2:41	 T:23.00
0.41	 D0:21	 D1:311	 D2:97	 T:nan

0.26	 A0:43	 A1:296	 A2:108	 T:23.00
0.25	 B0:61	 B1:107	 B2:32	 T:23.00
0.45	 C0:7	 C1:52	 C2:40	 T:23.00
0.49	 D0:21	 D1:311	 D2:97	 T:nan

0.34	 A0:43	 A1:296	 A2:108	 T:23.00
0.32	 B0:61	 B1:107	 B2:32	 T:23.00
0.52	 C0:7	 C1:52	 C2:41	 T:23.00
0.56	 D0:21	 D1:311	 D2:97	 T:nan

0.41	 A0:43	 A1:296	 A2:108	 T:23.00
0.40	 B0:60	 B1:107	 B2:32	 T:23.00
0.60	 C0:7	 C1:52	 C2:41	 T:23.00
0.63	 D0:21	 D1:311	 D2:97	 T:nan

0.49	 A0:44	 A1:296	 A2:108	 T:23.00
0.48	 B0:61	 B1:107	 B2:32	 T:23.00
0.67	 C0:7	 C1:52	 C2:40	 T:23.00
0.70	 D0:21	 D1:311	 D2:97	 T:nan

0.57	 A0:43	 A1:296	 A2:108	 T:23.00
0.56	 B0:61	 B1:107	 B2:32	 T:23.00
0.74	 C0:7	 C1:52	 C2:40	 T:23.00
0.78	 D0:21	 D1:311	 D2:97	 T:nan

0.65	 A0:44	 A1:296	 A2:108	 T:23.00
0.63	 B0:61	 B1:107	 B2:32	 T:23.00
0.81	 C0:6	 C1:52	 C2:40	 T:23.00
0.85	 D0:21	 D1:311	 D2:97	 T:nan

0.73	 A0:43	 A1:296	 A2:107	 T:23.00
0.71	 B0:61	 B1:107	 B2:32	 T:23.00
0.89	 C0:7	 C1:52	 C2:40	 T:23.00
0.92	 D0:21	 D1:311	 D2:97	 T:nan

0.81	 A0:43	 A1:296	 A2:108	 T:23.00
0.79	 B0:60	 B1:107	 B2:32	 T:23.00
0.96	 C0:7	 C1:52	 C2:41	 T:23.00
1.00	 D0:21	 D1:311	 D2:97	 T:nan

0.89	 A0:43	 A1:296	 A2:108	 T:23.00
0.86	 B0:60	 B1:107	 B2:32	 T:23.00
1.03	 C0:7	 C1:52	 C2:40	 T:23.00
1.07	 D0:21	 D1:311	 D2:97	 T:nan

0.97	 A0:43	 A1:296	 A2:108	 T:23.00
0.94	 B0:61	 B1:107	 B2:32	 T:23.00
1.11	 C0:7	 C1:52	 C2:41	 T:23.00
1.14	 D0:21	 D1:311	 D2:97	 T:nan

1.05	 A0:43	 A1:296	 A2:107	 T:23.00
1.02	 B0:60	 B1:107	 B2:32	 T:23.00
1.18	 C0:7	 C1:52	 C2:41	 T:23.00
1.21	 D0:21	 D1:311	 D2:97	 T:nan

1.13	 A0:44	 A1:296	 A2:107	 T:23.00
1.10	 B0:60	 B1:107	 B2:32	 T:23.00
1.25	 C0:7	 C1:52	 C2:40	 T:23.00
1.29	 D0:21	 D1:311	 D2:97	 T:nan

1.21	 A0:43	 A1:296	 A2:108	 T:23.00
1.17	 B0:61	 B1:107	 B2:32	 T:23.00
1.32	 C0:7	 C1:52	 C2:40	 T:23.00
1.36	 D0:21	 D1:311	 D2:97	 T:nan

1.28	 A0:43	 A1:296	 A2:107	 T:23.00
1.25	 B0:60	 B1:107	 B2:32	 T:23.00
1.40	 C0:7	 C1:52	 C2:41	 T:23.00
1.43	 D0:21	 D1:311	 D2:97	 T:nan

1.36	 A0:43	 A1:296	 A2:108	 T:23.00
1.33	 B0:60	 B1:107	 B2:32	 T:23.00
1.47	 C0:7	 C1:52	 C2:40	 T:23.00
1.51	 D0:21	 D1:311	 D2:97	 T:nan

1.44	 A0:43	 A1:296	 A2:108	 T:23.00
1.40	 B0:60	 B1:107	 B2:32	 T:23.00
1.54	 C0:7	 C1:52	 C2:40	 T:23.00
1.58	 D0:22	 D1:311	 D2:97	 T:nan

1.52	 A0:43	 A1:296	 A2:108	 T:23.00
1.48	 B0:60	 B1:107	 B2:32	 T:23.00
1.61	 C0:7	 C1:53	 C2:40	 T:23.00
1.65	 D0:21	 D1:311	 D2:97	 T:nan

1.60	 A0:43	 A1:296	 A2:108	 T:23.00
1.56	 B0:60	 B1:107	 B2:32	 T:23.00
1.69	 C0:7	 C1:53	 C2:41	 T:23.00
1.72	 D0:21	 D1:311	 D2:97	 T:nan

1.68	 A0:43	 A1:296	 A2:108	 T:23.00
1.63	 B0:60	 B1:107	 B2:32	 T:23.00
1.76	 C0:7	 C1:52	 C2:40	 T:23.00
1.80	 D0:21	 D1:312	 D2:97	 T:nan

1.76	 A0:43	 A1:296	 A2:108	 T:23.00
1.71	 B0:60	 B1:107	 B2:32	 T:23.00
1.83	 C0:7	 C1:52	 C2:40	 T:23.00
1.87	 D0:22	 D1:311	 D2:97	 T:nan

1.84	 A0:43	 A1:296	 A2:108	 T:23.00
1.79	 B0:60	 B1:107	 B2:32	 T:23.00
1.91	 C0:7	 C1:52	 C2:40	 T:23.00
1.94	 D0:21	 D1:311	 D2:97	 T:nan

1.92	 A0:44	 A1:296	 A2:108	 T:23.00
1.86	 B0:60	 B1:107	 B2:32	 T:23.00
1.98	 C0:7	 C1:52	 C2:41	 T:23.00
2.02	 D0:21	 D1:312	 D2:97	 T:nan

2.00	 A0:43	 A1:296	 A2:107	 T:23.00
1.94	 B0:60	 B1:107	 B2:32	 T:23.00
2.07	 C0:7	 C1:52	 C2:40	 T:23.00
2.09	 D0:21	 D1:312	 D2:97	 T:nan

2.07	 A0:43	 A1:296	 A2:108	 T:23.00
2.03	 B0:60	 B1:107	 B2:32	 T:23.00
2.12	 C0:7	 C1:52	 C2:40	 T:23.00
2.16	 D0:21	 D1:312	 D2:97	 T:nan

2.15	 A0:43	 A1:296	 A2:108	 T:23.00
2.10	 B0:60	 B1:107	 B2:32	 T:23.00
2.20	 C0:7	 C1:52	 C2:41	 T:23.00
2.23	 D0:21	 D1:311	 D2:97	 T:nan

2.23	 A0:43	 A1:296	 A2:107	 T:23.00
2.17	 B0:60	 B1:107	 B2:32	 T:23.00
2.27	 C0:7	 C1:53	 C2:40	 T:23.00
2.31	 D0:21	 D1:312	 D2:97	 T:nan

2.31	 A0:43	 A1:296	 A2:108	 T:23.00
2.25	 B0:60	 B1:107	 B2:32	 T:23.00
2.34	 C0:7	 C1:52	 C2:40	 T:23.00
2.38	 D0:22	 D1:311	 D2:97	 T:nan

2.39	 A0:43	 A1:296	 A2:107	 T:23.00
2.33	 B0:60	 B1:107	 B2:32	 T:23.00
2.42	 C0:7	 C1:52	 C2:40	 T:23.00
2.45	 D0:21	 D1:311	 D2:97	 T:nan

2.47	 A0:43	 A1:296	 A2:107	 T:23.00
2.40	 B0:60	 B1:107	 B2:32	 T:23.00
2.49	 C0:7	 C1:52	 C2:40	 T:23.00
2.53	 D0:21	 D1:311	 D2:97	 T:nan

2.55	 A0:43	 A1:296	 A2:107	 T:23.00
2.48	 B0:60	 B1:107	 B2:32	 T:23.00
2.56	 C0:7	 C1:52	 C2:41	 T:23.00
2.60	 D0:21	 D1:311	 D2:97	 T:nan

2.63	 A0:43	 A1:296	 A2:108	 T:23.00
2.56	 B0:60	 B1:107	 B2:32	 T:23.00
2.63	 C0:6	 C1:52	 C2:41	 T:23.00
2.67	 D0:21	 D1:311	 D2:97	 T:nan

2.71	 A0:43	 A1:296	 A2:107	 T:23.00
2.63	 B0:60	 B1:107	 B2:32	 T:23.00
2.71	 C0:7	 C1:52	 C2:40	 T:23.00
2.74	 D0:21	 D1:312	 D2:97	 T:nan

2.79	 A0:43	 A1:296	 A2:107	 T:23.00
2.71	 B0:60	 B1:107	 B2:32	 T:23.00
2.78	 C0:7	 C1:52	 C2:41	 T:23.00
2.82	 D0:21	 D1:311	 D2:97	 T:nan

2.87	 A0:44	 A1:296	 A2:107	 T:23.00
2.79	 B0:60	 B1:107	 B2:32	 T:23.00
2.85	 C0:7	 C1:52	 C2:40	 T:23.00
2.89	 D0:21	 D1:311	 D2:97	 T:nan

2.94	 A0:43	 A1:296	 A2:107	 T:23.00
2.87	 B0:60	 B1:107	 B2:32	 T:23.00
2.93	 C0:7	 C1:52	 C2:41	 T:23.00
2.96	 D0:21	 D1:312	 D2:97	 T:nan

3.02	 A0:43	 A1:296	 A2:108	 T:23.00
2.94	 B0:60	 B1:107	 B2:32	 T:23.00
3.00	 C0:7	 C1:52	 C2:41	 T:23.00
3.03	 D0:21	 D1:311	 D2:97	 T:nan

3.10	 A0:43	 A1:296	 A2:107	 T:23.00
3.02	 B0:60	 B1:107	 B2:32	 T:23.00
3.07	 C0:7	 C1:52	 C2:40	 T:23.00
3.11	 D0:21	 D1:311	 D2:97	 T:nan

3.18	 A0:43	 A1:296	 A2:107	 T:23.00
3.10	 B0:60	 B1:107	 B2:32	 T:23.00
3.14	 C0:7	 C1:52	 C2:40	 T:23.00
3.18	 D0:21	 D1:311	 D2:97	 T:nan

3.26	 A0:43	 A1:296	 A2:108	 T:23.00
3.17	 B0:60	 B1:107	 B2:32	 T:23.00
3.22	 C0:7	 C1:52	 C2:40	 T:23.00
3.25	 D0:21	 D1:311	 D2:97	 T:nan

3.34	 A0:43	 A1:296	 A2:107	 T:23.00
3.25	 B0:60	 B1:107	 B2:32	 T:23.00
3.29	 C0:6	 C1:52	 C2:40	 T:23.00
3.33	 D0:21	 D1:311	 D2:97	 T:nan

3.42	 A0:43	 A1:296	 A2:108	 T:23.00
3.33	 B0:60	 B1:107	 B2:32	 T:23.00
3.36	 C0:6	 C1:52	 C2:40	 T:23.00
3.40	 D0:21	 D1:311	 D2:97	 T:nan

3.50	 A0:43	 A1:296	 A2:107	 T:23.00
3.40	 B0:60	 B1:107	 B2:32	 T:23.00
3.44	 C0:7	 C1:52	 C2:41	 T:23.00
3.47	 D0:21	 D1:311	 D2:97	 T:nan

3.58	 A0:43	 A1:296	 A2:107	 T:23.00
3.48	 B0:60	 B1:107	 B2:32	 T:23.00
3.51	 C0:7	 C1:52	 C2:40	 T:23.00
3.54	 D0:21	 D1:312	 D2:97	 T:nan

3.66	 A0:43	 A1:296	 A2:108	 T:23.00
3.56	 B0:60	 B1:107	 B2:32	 T:23.00
3.58	 C0:7	 C1:52	 C2:40	 T:23.00
3.62	 D0:21	 D1:311	 D2:97	 T:nan

3.73	 A0:43	 A1:296	 A2:107	 T:23.00
3.63	 B0:60	 B1:107	 B2:32	 T:23.00
3.65	 C0:7	 C1:52	 C2:40	 T:23.00
3.69	 D0:21	 D1:312	 D2:98	 T:nan

3.81	 A0:43	 A1:296	 A2:107	 T:23.00
3.71	 B0:60	 B1:107	 B2:32	 T:23.00
3.73	 C0:7	 C1:52	 C2:40	 T:23.00
3.76	 D0:21	 D1:311	 D2:97	 T:nan

3.89	 A0:43	 A1:296	 A2:107	 T:23.00
3.79	 B0:60	 B1:107	 B2:32	 T:23.00
3.80	 C0:7	 C1:53	 C2:40	 T:23.00
3.83	 D0:21	 D1:311	 D2:97	 T:nan

3.97	 A0:43	 A1:296	 A2:108	 T:23.00
3.87	 B0:60	 B1:107	 B2:32	 T:23.00
3.87	 C0:7	 C1:52	 C2:40	 T:23.00
3.91	 D0:21	 D1:312	 D2:97	 T:nan

4.07	 A0:43	 A1:296	 A2:107	 T:23.00
3.94	 B0:60	 B1:107	 B2:32	 T:23.00
3.94	 C0:7	 C1:52	 C2:40	 T:23.00
3.98	 D0:21	 D1:312	 D2:97	 T:nan

4.13	 A0:43	 A1:296	 A2:108	 T:23.00
4.03	 B0:60	 B1:107	 B2:32	 T:23.00
4.02	 C0:7	 C1:52	 C2:40	 T:23.00
