0.03	 A0:62	 A1:420	 A2:118	 T:23.40
0.13	 B0:83	 B1:140	 B2:36	 T:23.40
0.12	 C0:7	 C1:72	 C2:45	 T:23.80
0.13	 D0:25	 D1:423	 D2:117	 T:nan

0.06	 A0:62	 A1:420	 A2:118	 T:23.40
0.21	 B0:83	 B1:140	 B2:36	 T:23.40
0.19	 C0:7	 C1:72	 C2:45	 T:23.80
0.20	 D0:26	 D1:423	 D2:117	 T:nan

0.14	 A0:62	 A1:420	 A2:118	 T:23.40
0.29	 B0:83	 B1:140	 B2:36	 T:23.40
0.27	 C0:7	 C1:72	 C2:46	 T:23.80
0.28	 D0:26	 D1:423	 D2:117	 T:nan

0.22	 A0:62	 A1:420	 A2:118	 T:23.40
0.36	 B0:83	 B1:140	 B2:36	 T:23.40
0.34	 C0:7	 C1:72	 C2:45	 T:23.80
0.35	 D0:26	 D1:423	 D2:117	 T:nan

0.30	 A0:62	 A1:420	 A2:118	 T:23.40
0.44	 B0:83	 B1:140	 B2:36	 T:23.40
0.41	 C0:7	 C1:72	 C2:45	 T:23.80
0.43	 D0:26	 D1:423	 D2:117	 T:nan

0.37	 A0:63	 A1:420	 A2:118	 T:23.40
0.52	 B0:83	 B1:140	 B2:36	 T:23.40
0.49	 C0:7	 C1:72	 C2:45	 T:23.80
0.50	 D0:26	 D1:423	 D2:117	 T:nan

0.45	 A0:62	 A1:420	 A2:118	 T:23.40
0.59	 B0:83	 B1:140	 B2:36	 T:23.40
0.56	 C0:7	 C1:72	 C2:46	 T:23.80
0.58	 D0:26	 D1:423	 D2:117	 T:nan

0.53	 A0:62	 A1:420	 A2:118	 T:23.40
0.67	 B0:83	 B1:140	 B2:36	 T:23.40
0.63	 C0:7	 C1:72	 C2:46	 T:23.80
0.65	 D0:26	 D1:423	 D2:117	 T:nan

0.61	 A0:62	 A1:420	 A2:118	 T:23.40
0.75	 B0:83	 B1:140	 B2:36	 T:23.40
0.70	 C0:7	 C1:72	 C2:46	 T:23.80
0.73	 D0:26	 D1:423	 D2:117	 T:nan

0.69	 A0:62	 A1:420	 A2:118	 T:23.40
0.83	 B0:83	 B1:140	 B2:36	 T:23.40
0.78	 C0:6	 C1:72	 C2:45	 T:23.80
0.80	 D0:25	 D1:423	 D2:117	 T:nan

0.77	 A0:62	 A1:420	 A2:118	 T:23.40
0.90	 B0:83	 B1:140	 B2:36	 T:23.40
0.85	 C0:7	 C1:72	 C2:45	 T:23.80
0.88	 D0:26	 D1:423	 D2:117	 T:nan

0.85	 A0:62	 A1:420	 A2:118	 T:23.40
0.98	 B0:83	 B1:140	 B2:36	 T:23.40
0.92	 C0:7	 C1:72	 C2:45	 T:23.80
0.95	 D0:26	 D1:423	 D2:117	 T:nan

0.93	 A0:62	 A1:420	 A2:118	 T:23.40
1.06	 B0:83	 B1:140	 B2:36	 T:23.40
1.00	 C0:6	 C1:72	 C2:45	 T:23.80
1.03	 D0:26	 D1:423	 D2:117	 T:nan

1.01	 A0:62	 A1:420	 A2:118	 T:23.40
1.13	 B0:83	 B1:140	 B2:36	 T:23.40
1.07	 C0:7	 C1:72	 C2:45	 T:23.80
1.10	 D0:26	 D1:423	 D2:117	 T:nan

1.09	 A0:62	 A1:420	 A2:118	 T:23.40
1.21	 B0:83	 B1:140	 B2:36	 T:23.40
1.14	 C0:7	 C1:72	 C2:46	 T:23.80
1.18	 D0:26	 D1:423	 D2:117	 T:nan

1.17	 A0:62	 A1:420	 A2:118	 T:23.40
1.29	 B0:83	 B1:140	 B2:36	 T:23.40
1.21	 C0:7	 C1:72	 C2:45	 T:23.80
1.25	 D0:26	 D1:423	 D2:117	 T:nan

