0.03	 A0:41	 A1:307	 A2:105	 T:22.20
0.03	 B0:56	 B1:106	 B2:31	 T:22.20
0.03	 C0:6	 C1:51	 C2:40	 T:22.20
0.03	 D0:20	 D1:322	 D2:100	 T:nan

0.06	 A0:41	 A1:307	 A2:105	 T:22.20
0.06	 B0:56	 B1:106	 B2:30	 T:22.20
0.06	 C0:6	 C1:50	 C2:40	 T:22.20
0.05	 D0:20	 D1:322	 D2:100	 T:nan

0.14	 A0:41	 A1:307	 A2:105	 T:22.20
0.13	 B0:56	 B1:106	 B2:30	 T:22.20
0.12	 C0:7	 C1:51	 C2:40	 T:22.20
0.13	 D0:20	 D1:322	 D2:100	 T:nan

0.22	 A0:41	 A1:307	 A2:105	 T:22.20
0.21	 B0:56	 B1:106	 B2:30	 T:22.20
0.19	 C0:6	 C1:51	 C2:40	 T:22.20
0.20	 D0:20	 D1:322	 D2:100	 T:nan

0.30	 A0:41	 A1:306	 A2:105	 T:22.20
0.29	 B0:56	 B1:106	 B2:30	 T:22.20
0.27	 C0:7	 C1:51	 C2:40	 T:22.20
0.28	 D0:20	 D1:322	 D2:100	 T:nan

0.37	 A0:41	 A1:307	 A2:105	 T:22.20
0.36	 B0:56	 B1:106	 B2:30	 T:22.20
0.34	 C0:7	 C1:51	 C2:40	 T:22.20
0.35	 D0:20	 D1:323	 D2:100	 T:nan

0.45	 A0:41	 A1:307	 A2:105	 T:22.20
0.44	 B0:56	 B1:106	 B2:30	 T:22.20
0.41	 C0:6	 C1:51	 C2:40	 T:22.20
0.43	 D0:20	 D1:322	 D2:100	 T:nan

0.53	 A0:41	 A1:306	 A2:105	 T:22.20
0.52	 B0:56	 B1:106	 B2:30	 T:22.20
0.49	 C0:6	 C1:51	 C2:40	 T:22.20
0.50	 D0:20	 D1:322	 D2:100	 T:nan

0.61	 A0:41	 A1:307	 A2:105	 T:22.20
0.59	 B0:56	 B1:106	 B2:30	 T:22.20
0.56	 C0:6	 C1:51	 C2:40	 T:22.20
0.58	 D0:20	 D1:322	 D2:100	 T:nan

0.69	 A0:41	 A1:306	 A2:105	 T:22.20
0.67	 B0:56	 B1:106	 B2:30	 T:22.20
0.63	 C0:7	 C1:51	 C2:40	 T:22.20
0.65	 D0:20	 D1:322	 D2:100	 T:nan

0.77	 A0:41	 A1:307	 A2:105	 T:22.20
0.75	 B0:55	 B1:106	 B2:30	 T:22.20
0.70	 C0:7	 C1:51	 C2:40	 T:22.20
0.72	 D0:20	 D1:322	 D2:100	 T:nan

0.85	 A0:41	 A1:307	 A2:105	 T:22.20
0.83	 B0:56	 B1:106	 B2:30	 T:22.20
0.78	 C0:6	 C1:51	 C2:41	 T:22.20
0.80	 D0:20	 D1:322	 D2:100	 T:nan

0.93	 A0:41	 A1:306	 A2:105	 T:22.20
0.90	 B0:56	 B1:106	 B2:30	 T:22.20
0.85	 C0:6	 C1:51	 C2:41	 T:22.20
0.87	 D0:20	 D1:322	 D2:100	 T:nan

1.01	 A0:41	 A1:307	 A2:105	 T:22.20
