0.05	 A0:44	 A1:337	 A2:104	 T:23.00
0.13	 B0:61	 B1:117	 B2:33	 T:23.00
0.12	 C0:7	 C1:57	 C2:39	 T:23.00
0.12	 D0:19	 D1:354	 D2:96	 T:nan

0.10	 A0:44	 A1:337	 A2:104	 T:23.00
0.21	 B0:61	 B1:117	 B2:33	 T:23.00
0.19	 C0:7	 C1:57	 C2:40	 T:23.00
0.19	 D0:19	 D1:354	 D2:96	 T:nan

0.18	 A0:44	 A1:337	 A2:104	 T:23.00
0.29	 B0:61	 B1:117	 B2:33	 T:23.00
0.27	 C0:7	 C1:56	 C2:40	 T:23.00
0.27	 D0:19	 D1:353	 D2:96	 T:nan

0.26	 A0:43	 A1:337	 A2:104	 T:23.00
0.36	 B0:61	 B1:117	 B2:33	 T:23.00
0.34	 C0:7	 C1:57	 C2:39	 T:23.00
0.34	 D0:19	 D1:354	 D2:96	 T:nan

0.34	 A0:44	 A1:337	 A2:104	 T:23.00
0.44	 B0:61	 B1:117	 B2:33	 T:23.00
0.41	 C0:7	 C1:57	 C2:39	 T:23.00
0.41	 D0:19	 D1:354	 D2:96	 T:nan

0.41	 A0:43	 A1:337	 A2:104	 T:23.00
0.52	 B0:61	 B1:117	 B2:33	 T:23.00
0.49	 C0:7	 C1:57	 C2:39	 T:23.00
0.49	 D0:19	 D1:353	 D2:96	 T:nan

0.49	 A0:44	 A1:337	 A2:104	 T:23.00
0.59	 B0:61	 B1:117	 B2:33	 T:23.00
0.56	 C0:6	 C1:57	 C2:39	 T:23.00
0.56	 D0:19	 D1:353	 D2:96	 T:nan

0.57	 A0:43	 A1:337	 A2:104	 T:23.00
0.67	 B0:61	 B1:117	 B2:33	 T:23.00
0.63	 C0:7	 C1:56	 C2:40	 T:23.00
0.63	 D0:19	 D1:353	 D2:96	 T:nan

0.65	 A0:43	 A1:337	 A2:104	 T:23.00
0.75	 B0:61	 B1:117	 B2:33	 T:23.00
0.70	 C0:7	 C1:57	 C2:40	 T:23.00
0.70	 D0:19	 D1:353	 D2:96	 T:nan

0.73	 A0:44	 A1:337	 A2:104	 T:23.00
0.83	 B0:61	 B1:117	 B2:33	 T:23.00
0.78	 C0:7	 C1:57	 C2:40	 T:23.00
0.78	 D0:19	 D1:353	 D2:96	 T:nan

0.81	 A0:43	 A1:337	 A2:104	 T:23.00
0.90	 B0:61	 B1:117	 B2:33	 T:23.00
0.85	 C0:7	 C1:57	 C2:40	 T:23.00
0.85	 D0:19	 D1:353	 D2:96	 T:nan

0.89	 A0:44	 A1:337	 A2:104	 T:23.00
0.98	 B0:61	 B1:117	 B2:33	 T:23.00
0.92	 C0:7	 C1:57	 C2:39	 T:23.00
0.92	 D0:19	 D1:353	 D2:96	 T:nan

0.97	 A0:43	 A1:337	 A2:104	 T:23.00
1.06	 B0:61	 B1:117	 B2:33	 T:23.00
1.00	 C0:7	 C1:57	 C2:40	 T:23.00
1.00	 D0:19	 D1:353	 D2:96	 T:nan

1.05	 A0:43	 A1:337	 A2:104	 T:23.00
1.13	 B0:61	 B1:117	 B2:33	 T:23.00
1.07	 C0:7	 C1:57	 C2:39	 T:23.00
1.07	 D0:19	 D1:353	 D2:96	 T:nan

1.13	 A0:43	 A1:337	 A2:104	 T:23.00
1.21	 B0:61	 B1:117	 B2:33	 T:23.00
1.14	 C0:7	 C1:57	 C2:39	 T:23.00
1.14	 D0:19	 D1:353	 D2:96	 T:nan

1.21	 A0:43	 A1:337	 A2:104	 T:23.00
1.29	 B0:61	 B1:117	 B2:33	 T:23.00
1.21	 C0:7	 C1:57	 C2:39	 T:23.00
1.21	 D0:19	 D1:353	 D2:96	 T:nan

1.28	 A0:43	 A1:337	 A2:104	 T:23.00
1.36	 B0:61	 B1:117	 B2:33	 T:23.00
1.29	 C0:7	 C1:57	 C2:40	 T:23.00
1.29	 D0:19	 D1:353	 D2:96	 T:nan

1.36	 A0:43	 A1:337	 A2:104	 T:23.00
1.44	 B0:61	 B1:117	 B2:33	 T:23.00
1.36	 C0:7	 C1:57	 C2:39	 T:23.00
1.36	 D0:19	 D1:354	 D2:96	 T:nan

1.44	 A0:43	 A1:337	 A2:104	 T:23.00
1.52	 B0:61	 B1:117	 B2:33	 T:23.00
1.43	 C0:7	 C1:57	 C2:39	 T:23.00
1.43	 D0:19	 D1:353	 D2:96	 T:nan

1.52	 A0:43	 A1:337	 A2:104	 T:23.00
1.60	 B0:61	 B1:117	 B2:33	 T:23.00
1.51	 C0:7	 C1:57	 C2:39	 T:23.00
1.51	 D0:19	 D1:353	 D2:96	 T:nan

1.60	 A0:43	 A1:337	 A2:104	 T:23.00
1.67	 B0:60	 B1:117	 B2:33	 T:23.00
1.58	 C0:7	 C1:57	 C2:39	 T:23.00
1.58	 D0:19	 D1:353	 D2:96	 T:nan

1.68	 A0:43	 A1:337	 A2:104	 T:23.00
1.75	 B0:61	 B1:117	 B2:33	 T:23.00
1.65	 C0:7	 C1:57	 C2:39	 T:23.00
1.65	 D0:19	 D1:353	 D2:96	 T:nan

1.76	 A0:43	 A1:337	 A2:104	 T:23.00
1.83	 B0:61	 B1:117	 B2:33	 T:23.00
1.72	 C0:7	 C1:57	 C2:39	 T:23.00
1.72	 D0:19	 D1:353	 D2:96	 T:nan

1.84	 A0:43	 A1:337	 A2:104	 T:23.00
1.90	 B0:61	 B1:117	 B2:33	 T:23.00
1.80	 C0:7	 C1:57	 C2:39	 T:23.00
1.80	 D0:19	 D1:353	 D2:96	 T:nan

1.92	 A0:43	 A1:337	 A2:104	 T:23.00
1.98	 B0:61	 B1:117	 B2:33	 T:23.00
1.87	 C0:7	 C1:57	 C2:39	 T:23.00
1.87	 D0:20	 D1:354	 D2:96	 T:nan

2.00	 A0:43	 A1:337	 A2:104	 T:23.00
2.06	 B0:61	 B1:117	 B2:33	 T:23.00
1.94	 C0:7	 C1:56	 C2:39	 T:23.00
1.94	 D0:19	 D1:354	 D2:96	 T:nan

2.07	 A0:43	 A1:337	 A2:104	 T:23.00
2.13	 B0:60	 B1:117	 B2:33	 T:23.00
2.02	 C0:7	 C1:57	 C2:39	 T:23.00
