1.71	 A0:26	 A1:172	 A2:67	 T:22.60
1.87	 B0:83:88	 T:nan
0.03	 C0:17	 C1:74	 C2:20	 T:22.60
1.87	 D0:12:83	 T:nan

1.79	 A0:26	 A1:1720.00	 A0:26	 A1:173	 A2:67	 T:22.60
1.80	 B0:83	 B1:144	 B2:88	 T:nan
0.06	 C0:17	 C1:74	 C2:19	 T:22.60
1.80	 D0:13	 D1:197	 D2:83	 T:nan

0.05	 A0:26	 A1:173	 A2:67	 T:22.60
1.87	 B0:830.00	 B0:84	 B1:144	 B2:88	 T:nan
0.13	 C0:16	 C1:74	 C2:19	 T:22.60
1.87	 D0:12	0.00	 D0:13	 D1:197	 D2:83	 T:nan

0.10	 A0:26	 A1:173	 A2:67	 T:22.60
0.04	 B0:84	 B1:144	 B2:89	 T:nan
0.20	 C0:17	 C1:74	 C2:20	 T:22.60
0.04	 D0:12	 D1:197	 D2:83	 T:nan

0.17	 A0:26	 A1:173	 A2:67	 T:22.60
0.09	 B0:84	 B1:144	 B2:88	 T:nan
0.28	 C0:16	 C1:74	 C2:20	 T:22.60
0.09	 D0:13	 D1:197	 D2:83	 T:nan

0.25	 A0:26	 A1:173	 A2:67	 T:22.60
0.16	 B0:84	 B1:144	 B2:88	 T:nan
0.35	 C0:16	 C1:74	 C2:20	 T:22.60
0.16	 D0:13	 D1:197	 D2:83	 T:nan

0.32	 A0:26	 A1:173	 A2:67	 T:22.60
0.23	 B0:84	 B1:144	 B2:89	 T:nan
0.43	 C0:16	 C1:74	 C2:20	 T:22.60
0.23	 D0:13	 D1:197	 D2:83	 T:nan

0.40	 A0:26	 A1:173	 A2:67	 T:22.60
0.30	 B0:84	 B1:144	 B2:88	 T:nan
0.50	 C0:16	 C1:74	 C2:20	 T:22.60
0.30	 D0:12	 D1:197	 D2:83	 T:nan

0.48	 A0:26	 A1:173	 A2:67	 T:22.60
0.38	 B0:84	 B1:144	 B2:88	 T:nan
0.58	 C0:16	 C1:74	 C2:20	 T:22.60
0.38	 D0:12	 D1:197	 D2:82	 T:nan

0.56	 A0:26	 A1:173	 A2:67	 T:22.60
0.45	 B0:84	 B1:144	 B2:88	 T:nan
0.65	 C0:16	 C1:74	 C2:19	 T:22.60
0.45	 D0:13	 D1:197	 D2:83	 T:nan

0.63	 A0:26	 A1:173	 A2:67	 T:22.60
0.52	 B0:84	 B1:144	 B2:88	 T:nan
0.73	 C0:16	 C1:74	 C2:20	 T:22.60
0.52	 D0:13	 D1:197	 D2:83	 T:nan

0.71	 A0:26	 A1:172	 A2:67	 T:22.60
0.60	 B0:84	 B1:144	 B2:88	 T:nan
0.80	 C0:17	 C1:74	 C2:20	 T:22.60
0.60	 D0:13	 D1:197	 D2:83	 T:nan

0.79	 A0:26	 A1:172	 A2:67	 T:22.60
0.67	 B0:84	 B1:144	 B2:88	 T:nan
0.88	 C0:16	 C1:74	 C2:19	 T:22.60
0.67	 D0:13	 D1:197	 D2:83	 T:nan

0.86	 A0:26	 A1:173	 A2:67	 T:22.60
0.74	 B0:84	 B1:144	 B2:88	 T:nan
0.95	 C0:16	 C1:75	 C2:19	 T:22.60
0.74	 D0:12	 D1:197	 D2:83	 T:nan

0.94	 A0:26	 A1:173	 A2:67	 T:22.60
0.81	 B0:84	 B1:144	 B2:88	 T:nan
1.03	 C0:17	 C1:74	 C2:20	 T:22.60
0.81	 D0:12	 D1:197	 D2:82	 T:nan

