0.90	 A0:26	 A1:178	 A2:69	 T:22.20
1.07	 B0:85	 B1:14nan
0.03	 C0:16	 C1:75	 C2:20	 T:22.60
1.07	 D0:12	 D1:20nan

0.98	 A0:27	 A1:178	 A2:69	 T:22.200.00	 A0:26	 A1:178	 A2:69	 T:22.20
1.00	 B0:85	 B1:147	 B2:94	 T:nan
0.06	 C0:16	 C1:75	 C2:19	 T:22.60
1.00	 D0:13	 D1:205	 D2:85	 T:nan

0.05	 A0:27	 A1:178	 A2:69	 T:22.20
1.07	 B0:85	 B1:140.00	 B0:85	 B1:147	 B2:94	 T:nan
0.13	 C0:17	 C1:75	 C2:19	 T:22.60
1.07	 D0:12	 D1:200.00	 D0:13	 D1:205	 D2:84	 T:nan

0.10	 A0:26	 A1:178	 A2:68	 T:22.20
0.04	 B0:85	 B1:147	 B2:94	 T:nan
0.20	 C0:17	 C1:75	 C2:19	 T:22.60
0.04	 D0:12	 D1:205	 D2:85	 T:nan

0.17	 A0:27	 A1:178	 A2:69	 T:22.20
0.09	 B0:85	 B1:147	 B2:94	 T:nan
0.28	 C0:16	 C1:75	 C2:19	 T:22.60
0.09	 D0:13	 D1:205	 D2:84	 T:nan

0.25	 A0:27	 A1:178	 A2:69	 T:22.20
0.16	 B0:85	 B1:147	 B2:94	 T:nan
0.35	 C0:16	 C1:75	 C2:19	 T:22.60
0.16	 D0:12	 D1:205	 D2:85	 T:nan

0.32	 A0:27	 A1:178	 A2:68	 T:22.20
0.23	 B0:85	 B1:147	 B2:93	 T:nan
0.43	 C0:16	 C1:75	 C2:19	 T:22.60
0.23	 D0:13	 D1:205	 D2:85	 T:nan

0.40	 A0:26	 A1:179	 A2:69	 T:22.20
0.30	 B0:85	 B1:147	 B2:94	 T:nan
0.50	 C0:17	 C1:75	 C2:19	 T:22.60
0.30	 D0:13	 D1:205	 D2:84	 T:nan

0.48	 A0:26	 A1:178	 A2:69	 T:22.20
0.38	 B0:86	 B1:147	 B2:94	 T:nan
0.58	 C0:17	 C1:75	 C2:19	 T:22.60
0.38	 D0:12	 D1:205	 D2:85	 T:nan

0.56	 A0:26	 A1:178	 A2:69	 T:22.20
0.45	 B0:85	 B1:147	 B2:94	 T:nan
0.65	 C0:16	 C1:75	 C2:19	 T:22.60
0.45	 D0:13	 D1:205	 D2:85	 T:nan

0.63	 A0:27	 A1:178	 A2:69	 T:22.20
0.52	 B0:85	 B1:147	 B2:94	 T:nan
0.73	 C0:16	 C1:75	 C2:19	 T:22.60
0.52	 D0:13	 D1:205	 D2:85	 T:nan

0.71	 A0:27	 A1:178	 A2:69	 T:22.20
0.60	 B0:86	 B1:147	 B2:93	 T:nan
0.80	 C0:16	 C1:75	 C2:20	 T:22.60
0.60	 D0:13	 D1:205	 D2:85	 T:nan

0.79	 A0:26	 A1:178	 A2:68	 T:22.20
0.67	 B0:85	 B1:147	 B2:93	 T:nan
0.88	 C0:16	 C1:75	 C2:20	 T:22.60
0.67	 D0:13	 D1:205	 D2:85	 T:nan

0.86	 A0:26	 A1:178	 A2:69	 T:22.20
0.74	 B0:85	 B1:147	 B2:94	 T:nan
0.95	 C0:16	 C1:75	 C2:19	 T:22.60
0.74	 D0:13	 D1:205	 D2:85	 T:nan

0.94	 A0:27	 A1:178	 A2:68	 T:22.20
0.81	 B0:85	 B1:147	 B2:93	 T:nan
1.03	 C0:16	 C1:75	 C2:19	 T:22.60
0.81	 D0:13	 D1:205	 D2:85	 T:nan

1.02	 A0:26	 A1:178	 A2:69	 T:22.20
0.89	 B0:85	 B1:147	 B2:93	 T:nan
1.10	 C0:17	 C1:75	 C2:19	 T:22.60
0.89	 D0:12	 D1:204	 D2:85	 T:nan

1.10	 A0:26	 A1:178	 A2:68	 T:22.20
0.96	 B0:85	 B1:147	 B2:93	 T:nan
1.18	 C0:16	 C1:75	 C2:19	 T:22.60
0.96	 D0:13	 D1:205	 D2:85	 T:nan

1.17	 A0:27	 A1:178	 A2:68	 T:22.20
1.03	 B0:85	 B1:147	 B2:93	 T:nan
1.25	 C0:16	 C1:75	 C2:19	 T:22.60
1.03	 D0:12	 D1:205	 D2:85	 T:nan

1.25	 A0:26	 A1:178	 A2:68	 T:22.20
1.11	 B0:85	 B1:147	 B2:93	 T:nan
1.33	 C0:16	 C1:75	 C2:19	 T:22.60
1.11	 D0:13	 D1:205	 D2:85	 T:nan

1.33	 A0:27	 A1:178	 A2:69	 T:22.20
1.18	 B0:85	 B1:147	 B2:93	 T:nan
1.40	 C0:16	 C1:75	 C2:19	 T:22.60
1.18	 D0:13	 D1:205	 D2:84	 T:nan

1.40	 A0:27	 A1:178	 A2:68	 T:22.20
1.25	 B0:85	 B1:147	 B2:93	 T:nan
1.48	 C0:17	 C1:75	 C2:19	 T:22.60
1.25	 D0:12	 D1:205	 D2:85	 T:nan

1.48	 A0:26	 A1:178	 A2:69	 T:22.20
1.32	 B0:85	 B1:147	 B2:93	 T:nan
1.55	 C0:17	 C1:75	 C2:19	 T:22.60
1.32	 D0:12	 D1:205	 D2:84	 T:nan

1.56	 A0:27	 A1:178	 A2:68	 T:22.20
1.40	 B0:85	 B1:147	 B2:93	 T:nan
1.63	 C0:16	 C1:75	 C2:19	 T:22.60
1.40	 D0:13	 D1:205	 D2:84	 T:nan

1.63	 A0:27	 A1:178	 A2:69	 T:22.20
1.47	 B0:85	 B1:147	 B2:93	 T:nan
1.70	 C0:16	 C1:75	 C2:19	 T:22.60
1.47	 D0:13	 D1:205	 D2:84	 T:nan

1.71	 A0:26	 A1:178	 A2:68	 T:22.20
1.54	 B0:85	 B1:147	 B2:93	 T:nan
1.77	 C0:16	 C1:75	 C2:19	 T:22.60
1.54	 D0:12	 D1:205	 D2:84	 T:nan

1.79	 A0:27	 A1:178	 A2:69	 T:22.20
1.61	 B0:85	 B1:147	 B2:93	 T:nan
1.85	 C0:16	 C1:75	 C2:19	 T:22.60
1.61	 D0:12	 D1:205	 D2:84	 T:nan

1.86	 A0:27	 A1:178	 A2:69	 T:22.20
1.69	 B0:85	 B1:147	 B2:93	 T:nan
1.92	 C0:16	 C1:75	 C2:19	 T:22.60
1.69	 D0:12	 D1:205	 D2:84	 T:nan

