1.05	 A0:39	 A1:331	 A2:106	 T:23.80
1.13	 B0:55	 B1:109	 B2:33	 T:24.10
0.06	 C0:5	 C1:52	 C2:36	 T:23.80
1.09	 D0:18	 D1:358	 D2:328	 T:23.80

0.03	 A0:38	 A1:332	 A2:106	 T:23.80
0.03	 B0:55	 B1:109	 B2:34	 T:24.10
0.12	 C0:6	 C1:52	 C2:37	 T:23.80
1.17	 D0:18	 D1:358	 D2:370	 T:23.80

0.06	 A0:38	 A1:332	 A2:106	 T:23.80
0.06	 B0:55	 B1:109	 B2:34	 T:24.10
0.19	 C0:6	 C1:52	 C2:37	 T:23.80
0.03	 D0:18	 D1:357	 D2:365	 T:23.80

0.14	 A0:38	 A1:332	 A2:106	 T:23.80
0.13	 B0:55	 B1:109	 B2:34	 T:24.10
0.27	 C0:6	 C1:52	 C2:37	 T:23.80
0.06	 D0:18	 D1:357	 D2:375	 T:23.80

0.22	 A0:38	 A1:332	 A2:106	 T:23.80
0.21	 B0:55	 B1:109	 B2:34	 T:24.10
0.34	 C0:6	 C1:52	 C2:37	 T:23.80
0.14	 D0:18	 D1:357	 D2:357	 T:23.80

0.30	 A0:38	 A1:332	 A2:106	 T:23.80
0.29	 B0:55	 B1:109	 B2:34	 T:24.10
0.41	 C0:6	 C1:52	 C2:37	 T:23.80
0.22	 D0:18	 D1:357	 D2:351	 T:23.80

0.37	 A0:38	 A1:332	 A2:106	 T:23.80
0.36	 B0:55	 B1:109	 B2:34	 T:24.10
0.49	 C0:6	 C1:52	 C2:37	 T:23.80
0.30	 D0:18	 D1:358	 D2:341	 T:23.80

0.45	 A0:38	 A1:332	 A2:106	 T:23.80
0.44	 B0:55	 B1:109	 B2:34	 T:24.10
0.56	 C0:6	 C1:52	 C2:37	 T:23.80
0.37	 D0:18	 D1:357	 D2:370	 T:23.80

0.53	 A0:38	 A1:331	 A2:106	 T:23.80
0.52	 B0:55	 B1:109	 B2:34	 T:24.10
0.63	 C0:6	 C1:52	 C2:37	 T:23.80
0.45	 D0:18	 D1:358	 D2:356	 T:23.80

0.61	 A0:38	 A1:332	 A2:106	 T:23.80
0.59	 B0:55	 B1:109	 B2:34	 T:24.10
0.70	 C0:5	 C1:52	 C2:37	 T:23.80
0.53	 D0:18	 D1:357	 D2:350	 T:23.80

0.69	 A0:38	 A1:332	 A2:106	 T:23.80
0.67	 B0:55	 B1:109	 B2:34	 T:24.10
0.78	 C0:6	 C1:52	 C2:37	 T:23.80
0.61	 D0:18	 D1:357	 D2:340	 T:23.80

0.77	 A0:39	 A1:332	 A2:106	 T:23.80
0.75	 B0:55	 B1:109	 B2:34	 T:24.10
0.85	 C0:6	 C1:52	 C2:37	 T:23.80
0.69	 D0:18	 D1:357	 D2:370	 T:23.80

0.85	 A0:38	 A1:332	 A2:106	 T:23.80
0.83	 B0:55	 B1:109	 B2:34	 T:24.10
0.92	 C0:6	 C1:52	 C2:37	 T:23.80
0.77	 D0:18	 D1:357	 D2:355	 T:23.80

0.93	 A0:38	 A1:332	 A2:106	 T:23.80
0.90	 B0:55	 B1:109	 B2:34	 T:24.10
1.00	 C0:6	 C1:52	 C2:37	 T:23.80
0.85	 D0:18	 D1:357	 D2:350	 T:23.80

1.01	 A0:39	 A1:332	 A2:106	 T:23.80
0.98	 B0:55	 B1:109	 B2:34	 T:24.10
1.07	 C0:5	 C1:52	 C2:37	 T:23.80
0.93	 D0:18	 D1:357	 D2:339	 T:23.80

1.09	 A0:39	 A1:332	 A2:106	 T:23.80
1.06	 B0:55	 B1:109	 B2:34	 T:24.10
1.14	 C0:5	 C1:52	 C2:37	 T:23.80
1.01	 D0:18	 D1:356	 D2:370	 T:23.80

1.17	 A0:39	 A1:332	 A2:106	 T:23.80
1.13	 B0:55	 B1:109	 B2:34	 T:24.10
1.22	 C0:6	 C1:52	 C2:37	 T:23.80
1.09	 D0:18	 D1:356	 D2:356	 T:23.80

1.25	 A0:38	 A1:332	 A2:106	 T:23.80
1.21	 B0:55	 B1:109	 B2:34	 T:24.10
1.29	 C0:6	 C1:52	 C2:37	 T:23.80
1.17	 D0:18	 D1:357	 D2:350	 T:23.80

1.32	 A0:38	 A1:332	 A2:106	 T:23.80
1.29	 B0:55	 B1:109	 B2:34	 T:24.10
1.36	 C0:6	 C1:52	 C2:37	 T:23.80
1.25	 D0:18	 D1:357	 D2:340	 T:23.80

1.40	 A0:38	 A1:332	 A2:106	 T:23.80
1.36	 B0:55	 B1:109	 B2:34	 T:24.10
1.43	 C0:6	 C1:52	 C2:37	 T:23.80
1.32	 D0:18	 D1:357	 D2:370	 T:23.80

1.48	 A0:39	 A1:332	 A2:106	 T:23.80
1.44	 B0:55	 B1:109	 B2:34	 T:24.10
1.51	 C0:6	 C1:52	 C2:37	 T:23.80
1.40	 D0:18	 D1:356	 D2:354	 T:23.80

1.56	 A0:39	 A1:332	 A2:106	 T:23.80
1.52	 B0:55	 B1:109	 B2:34	 T:24.10
1.58	 C0:6	 C1:52	 C2:37	 T:23.80
1.48	 D0:18	 D1:357	 D2:350	 T:23.80

1.64	 A0:39	 A1:332	 A2:106	 T:23.80
1.60	 B0:55	 B1:109	 B2:34	 T:24.10
1.65	 C0:6	 C1:52	 C2:37	 T:23.80
1.56	 D0:18	 D1:357	 D2:338	 T:23.80

1.72	 A0:39	 A1:332	 A2:106	 T:23.80
1.67	 B0:55	 B1:110	 B2:34	 T:24.10
1.72	 C0:6	 C1:52	 C2:37	 T:23.80
1.64	 D0:18	 D1:356	 D2:370	 T:23.80

1.80	 A0:39	 A1:332	 A2:106	 T:23.80
1.75	 B0:55	 B1:109	 B2:34	 T:24.10
1.80	 C0:6	 C1:52	 C2:37	 T:23.80
1.72	 D0:18	 D1:356	 D2:355	 T:23.80

1.88	 A0:39	 A1:332	 A2:106	 T:23.80
1.83	 B0:55	 B1:109	 B2:34	 T:24.10
1.87	 C0:6	 C1:52	 C2:37	 T:23.80
1.80	 D0:18	 D1:357	 D2:350	 T:23.80

1.96	 A0:39	 A1:332	 A2:106	 T:23.80
1.90	 B0:55	 B1:109	 B2:34	 T:24.10
1.94	 C0:6	 C1:52	 C2:37	 T:23.80
1.88	 D0:18	 D1:357	 D2:338	 T:23.80

2.05	 A0:39	 A1:332	 A2:106	 T:23.80
1.98	 B0:55	 B1:109	 B2:34	 T:24.00
2.02	 C0:6	 C1:52	 C2:37	 T:23.80
1.96	 D0:18	 D1:357	 D2:369	 T:23.80

2.11	 A0:38	 A1:331	 A2:106	 T:23.80
2.06	 B0:55	 B1:109	 B2:34	 T:24.00
2.09	 C0:6	 C1:52	 C2:37	 T:23.80
2.05	 D0:18	 D1:358	 D2:360	 T:23.80

2.19	 A0:39	 A1:332	 A2:106	 T:23.80
2.13	 B0:55	 B1:109	 B2:34	 T:24.00
2.16	 C0:6	 C1:52	 C2:37	 T:23.80
2.11	 D0:18	 D1:358	 D2:362	 T:23.80

2.27	 A0:38	 A1:332	 A2:106	 T:23.80
2.21	 B0:55	 B1:109	 B2:34	 T:24.00
2.23	 C0:6	 C1:52	 C2:37	 T:23.80
2.19	 D0:18	 D1:358	 D2:333	 T:23.80

2.35	 A0:39	 A1:332	 A2:106	 T:23.80
2.29	 B0:55	 B1:109	 B2:34	 T:24.00
2.31	 C0:5	 C1:52	 C2:37	 T:23.80
2.27	 D0:18	 D1:357	 D2:361	 T:23.80

2.43	 A0:38	 A1:331	 A2:106	 T:23.80
2.36	 B0:55	 B1:109	 B2:34	 T:24.00
2.38	 C0:6	 C1:52	 C2:37	 T:23.80
2.35	 D0:18	 D1:357	 D2:359	 T:23.80

2.51	 A0:39	 A1:332	 A2:106	 T:23.80
2.44	 B0:55	 B1:109	 B2:34	 T:24.00
2.45	 C0:5	 C1:52	 C2:37	 T:23.80
2.43	 D0:18	 D1:358	 D2:362	 T:23.80

2.59	 A0:39	 A1:332	 A2:106	 T:23.80
2.52	 B0:54	 B1:109	 B2:34	 T:24.00
2.52	 C0:6	 C1:52	 C2:36	 T:23.80
2.51	 D0:18	 D1:357	 D2:333	 T:23.80

2.67	 A0:38	 A1:332	 A2:106	 T:23.80
2.59	 B0:55	 B1:109	 B2:35	 T:24.00
