0.03	 A0:36	 A1:305	 A2:101	 T:23.40
0.03	 B0:48	 B1:94	 B2:31	 T:23.40
0.19	 C0:6	 C1:43	 C2:43	 T:23.40
0.22	 D0:20	 D1:320	 D2:331	 T:23.00

0.06	 A0:36	 A1:305	 A2:101	 T:23.40
0.06	 B0:48	 B1:93	 B2:31	 T:23.40
0.27	 C0:6	 C1:42	 C2:42	 T:23.40
0.30	 D0:20	 D1:320	 D2:320	 T:23.00

0.14	 A0:36	 A1:305	 A2:101	 T:23.40
0.13	 B0:48	 B1:94	 B2:31	 T:23.40
0.34	 C0:6	 C1:42	 C2:42	 T:23.40
0.37	 D0:20	 D1:320	 D2:300	 T:23.00

0.22	 A0:36	 A1:305	 A2:101	 T:23.40
0.20	 B0:48	 B1:94	 B2:31	 T:23.40
0.41	 C0:6	 C1:43	 C2:43	 T:23.40
0.45	 D0:21	 D1:320	 D2:322	 T:23.00

0.30	 A0:36	 A1:305	 A2:101	 T:23.40
0.28	 B0:48	 B1:94	 B2:32	 T:23.40
0.49	 C0:6	 C1:43	 C2:43	 T:23.40
0.53	 D0:20	 D1:319	 D2:323	 T:23.00

0.37	 A0:36	 A1:305	 A2:101	 T:23.40
0.35	 B0:48	 B1:93	 B2:31	 T:23.40
0.56	 C0:6	 C1:43	 C2:43	 T:23.40
0.61	 D0:20	 D1:319	 D2:324	 T:23.00

0.45	 A0:36	 A1:305	 A2:100	 T:23.40
0.43	 B0:48	 B1:94	 B2:31	 T:23.40
0.63	 C0:6	 C1:43	 C2:42	 T:23.40
0.69	 D0:20	 D1:319	 D2:289	 T:23.00

0.53	 A0:35	 A1:305	 A2:101	 T:23.40
0.50	 B0:48	 B1:94	 B2:31	 T:23.40
0.70	 C0:6	 C1:42	 C2:42	 T:23.40
0.77	 D0:20	 D1:319	 D2:331	 T:23.00

0.61	 A0:35	 A1:305	 A2:101	 T:23.40
0.58	 B0:48	 B1:94	 B2:31	 T:23.40
0.78	 C0:6	 C1:42	 C2:42	 T:23.40
0.85	 D0:20	 D1:319	 D2:317	 T:23.00

0.69	 A0:36	 A1:305	 A2:100	 T:23.40
0.65	 B0:48	 B1:94	 B2:31	 T:23.40
0.85	 C0:6	 C1:43	 C2:43	 T:23.40
0.93	 D0:20	 D1:319	 D2:320	 T:23.00

0.77	 A0:35	 A1:305	 A2:101	 T:23.40
