0.05	 A0:40	 A1:312	 A2:104	 T:23.80
0.05	 B0:50	 B1:96	 B2:32	 T:23.80
0.19	 C0:5	 C1:45	 C2:35	 T:24.10
0.03	 D0:19	 D1:332	 D2:331	 T:23.80

0.10	 A0:40	 A1:312	 A2:104	 T:23.80
0.09	 B0:50	 B1:96	 B2:33	 T:23.80
0.27	 C0:5	 C1:45	 C2:35	 T:24.10
0.06	 D0:19	 D1:333	 D2:323	 T:23.80

0.18	 A0:40	 A1:312	 A2:104	 T:23.80
0.17	 B0:50	 B1:97	 B2:32	 T:23.80
0.34	 C0:6	 C1:45	 C2:35	 T:24.10
0.14	 D0:19	 D1:333	 D2:308	 T:23.80

0.26	 A0:40	 A1:312	 A2:104	 T:23.80
0.24	 B0:50	 B1:97	 B2:32	 T:23.80
0.41	 C0:6	 C1:45	 C2:35	 T:24.10
0.22	 D0:19	 D1:333	 D2:347	 T:23.80

0.34	 A0:39	 A1:312	 A2:104	 T:23.80
0.31	 B0:50	 B1:97	 B2:32	 T:23.80
0.49	 C0:6	 C1:45	 C2:35	 T:24.10
0.30	 D0:19	 D1:333	 D2:329	 T:23.80

0.41	 A0:40	 A1:312	 A2:104	 T:23.80
0.39	 B0:50	 B1:97	 B2:32	 T:23.80
0.56	 C0:6	 C1:45	 C2:35	 T:24.10
0.37	 D0:19	 D1:333	 D2:324	 T:23.80

0.49	 A0:40	 A1:312	 A2:104	 T:23.80
0.46	 B0:50	 B1:96	 B2:32	 T:23.80
0.63	 C0:6	 C1:46	 C2:35	 T:24.10
0.45	 D0:19	 D1:333	 D2:323	 T:23.80

0.57	 A0:40	 A1:312	 A2:104	 T:23.80
0.54	 B0:50	 B1:97	 B2:32	 T:23.80
0.70	 C0:6	 C1:45	 C2:35	 T:24.10
0.53	 D0:19	 D1:332	 D2:344	 T:23.80

0.65	 A0:39	 A1:312	 A2:104	 T:23.80
0.61	 B0:50	 B1:96	 B2:32	 T:23.80
0.78	 C0:5	 C1:45	 C2:35	 T:24.10
0.61	 D0:19	 D1:332	 D2:331	 T:23.80

0.73	 A0:40	 A1:312	 A2:104	 T:23.80
0.69	 B0:50	 B1:96	 B2:32	 T:23.80
0.85	 C0:6	 C1:45	 C2:35	 T:24.10
0.69	 D0:19	 D1:332	 D2:314	 T:23.80

0.81	 A0:40	 A1:312	 A2:104	 T:23.80
0.76	 B0:50	 B1:97	 B2:32	 T:23.80
0.92	 C0:6	 C1:45	 C2:35	 T:24.10
0.77	 D0:19	 D1:332	 D2:331	 T:23.80

0.89	 A0:40	 A1:312	 A2:104	 T:23.80
