0.03	 A0:39	 A1:281	 A2:99	 T:22.60
0.03	 B0:51	 B1:88	 B2:30	 T:22.60
0.03	 C0:6	 C1:40	 C2:42	 T:23.00
0.03	 D0:19	 D1:297	 D2:289	 T:22.60

0.06	 A0:39	 A1:281	 A2:99	 T:22.60
0.06	 B0:50	 B1:88	 B2:30	 T:22.60
0.06	 C0:6	 C1:40	 C2:42	 T:23.00
0.06	 D0:19	 D1:297	 D2:298	 T:22.60

0.13	 A0:39	 A1:281	 A2:100	 T:22.60
0.13	 B0:50	 B1:88	 B2:30	 T:22.60
0.12	 C0:6	 C1:40	 C2:42	 T:23.00
0.14	 D0:19	 D1:298	 D2:281	 T:22.60

0.21	 A0:39	 A1:281	 A2:99	 T:22.60
0.20	 B0:50	 B1:88	 B2:30	 T:22.60
0.19	 C0:6	 C1:40	 C2:42	 T:23.00
0.22	 D0:19	 D1:297	 D2:296	 T:22.60

0.29	 A0:38	 A1:281	 A2:100	 T:22.60
0.28	 B0:50	 B1:88	 B2:30	 T:22.60
0.27	 C0:6	 C1:40	 C2:42	 T:23.00
0.30	 D0:19	 D1:297	 D2:307	 T:22.60

0.37	 A0:39	 A1:281	 A2:100	 T:22.60
0.35	 B0:50	 B1:88	 B2:30	 T:22.60
0.34	 C0:6	 C1:40	 C2:42	 T:23.00
0.37	 D0:19	 D1:297	 D2:300	 T:22.60

0.45	 A0:39	 A1:281	 A2:99	 T:22.60
0.43	 B0:50	 B1:88	 B2:30	 T:22.60
0.41	 C0:6	 C1:40	 C2:42	 T:23.00
0.45	 D0:19	 D1:297	 D2:277	 T:22.60

0.52	 A0:39	 A1:281	 A2:100	 T:22.60
0.50	 B0:50	 B1:88	 B2:30	 T:22.60
0.49	 C0:7	 C1:40	 C2:42	 T:23.00
0.53	 D0:19	 D1:297	 D2:299	 T:22.60

0.60	 A0:39	 A1:281	 A2:100	 T:22.60
0.58	 B0:50	 B1:88	 B2:30	 T:22.60
