0.03	 A0:37	 A1:276	 A2:99	 T:22.60
0.03	 B0:50	 B1:87	 B2:30	 T:22.60
0.03	 C0:6	 C1:39	 C2:40	 T:22.60
0.03	 D0:19	 D1:292	 D2:305	 T:22.60

0.06	 A0:37	 A1:276	 A2:99	 T:22.60
0.06	 B0:50	 B1:86	 B2:30	 T:22.60
0.06	 C0:6	 C1:40	 C2:40	 T:22.60
0.06	 D0:19	 D1:292	 D2:315	 T:22.60

0.13	 A0:37	 A1:276	 A2:99	 T:22.60
0.13	 B0:50	 B1:86	 B2:29	 T:22.60
0.12	 C0:6	 C1:39	 C2:40	 T:22.60
0.14	 D0:19	 D1:292	 D2:289	 T:22.60

0.21	 A0:37	 A1:276	 A2:99	 T:22.60
0.20	 B0:50	 B1:87	 B2:29	 T:22.60
0.19	 C0:6	 C1:40	 C2:41	 T:22.60
0.22	 D0:19	 D1:292	 D2:294	 T:22.60

0.29	 A0:37	 A1:276	 A2:99	 T:22.60
0.28	 B0:50	 B1:87	 B2:30	 T:22.60
0.27	 C0:6	 C1:40	 C2:40	 T:22.60
0.30	 D0:19	 D1:292	 D2:264	 T:22.60

0.37	 A0:38	 A1:276	 A2:100	 T:22.60
0.35	 B0:50	 B1:86	 B2:30	 T:22.60
0.34	 C0:6	 C1:40	 C2:40	 T:22.60
0.37	 D0:19	 D1:292	 D2:306	 T:22.60

0.44	 A0:37	 A1:276	 A2:99	 T:22.60
0.43	 B0:50	 B1:86	 B2:30	 T:22.60
0.41	 C0:6	 C1:40	 C2:40	 T:22.60
0.45	 D0:19	 D1:292	 D2:287	 T:22.60

0.52	 A0:37	 A1:276	 A2:100	 T:22.60
0.50	 B0:50	 B1:87	 B2:29	 T:22.60
0.49	 C0:6	 C1:39	 C2:40	 T:22.60
0.53	 D0:19	 D1:292	 D2:293	 T:22.60

0.60	 A0:37	 A1:276	 A2:99	 T:22.60
0.58	 B0:50	 B1:86	 B2:29	 T:22.60
0.56	 C0:6	 C1:40	 C2:40	 T:22.60
0.61	 D0:19	 D1:292	 D2:265	 T:22.60

0.68	 A0:37	 A1:276	 A2:100	 T:22.60
0.65	 B0:50	 B1:86	 B2:29	 T:22.60
0.63	 C0:6	 C1:40	 C2:41	 T:22.60
0.69	 D0:20	 D1:291	 D2:305	 T:22.60

0.75	 A0:37	 A1:276	 A2:99	 T:22.60
0.73	 B0:50	 B1:87	 B2:29	 T:22.60
0.70	 C0:6	 C1:40	 C2:40	 T:22.60
0.77	 D0:19	 D1:291	 D2:288	 T:22.60

0.83	 A0:37	 A1:276	 A2:99	 T:22.60
0.80	 B0:49	 B1:86	 B2:30	 T:22.60
0.78	 C0:6	 C1:40	 C2:40	 T:22.60
0.85	 D0:19	 D1:291	 D2:292	 T:22.60

0.91	 A0:37	 A1:276	 A2:99	 T:22.60
0.88	 B0:50	 B1:87	 B2:29	 T:22.60
0.85	 C0:6	 C1:40	 C2:40	 T:22.60
0.93	 D0:19	 D1:291	 D2:266	 T:22.60

0.99	 A0:37	 A1:276	 A2:99	 T:22.60
0.95	 B0:50	 B1:86	 B2:29	 T:22.60
0.92	 C0:6	 C1:39	 C2:40	 T:22.60
1.01	 D0:20	 D1:292	 D2:305	 T:22.60

1.06	 A0:37	 A1:276	 A2:99	 T:22.60
1.03	 B0:50	 B1:87	 B2:29	 T:22.60
1.00	 C0:6	 C1:40	 C2:40	 T:22.60
1.09	 D0:19	 D1:291	 D2:288	 T:22.60

1.14	 A0:37	 A1:276	 A2:100	 T:22.60
1.10	 B0:50	 B1:86	 B2:30	 T:22.60
1.07	 C0:6	 C1:40	 C2:40	 T:22.60
1.17	 D0:19	 D1:291	 D2:291	 T:22.60

1.22	 A0:37	 A1:276	 A2:99	 T:22.60
1.18	 B0:49	 B1:86	 B2:29	 T:22.60
1.14	 C0:6	 C1:39	 C2:40	 T:22.60
1.25	 D0:19	 D1:292	 D2:267	 T:22.60

1.30	 A0:37	 A1:276	 A2:99	 T:22.60
1.25	 B0:50	 B1:86	 B2:29	 T:22.60
1.22	 C0:6	 C1:39	 C2:40	 T:22.60
1.32	 D0:19	 D1:291	 D2:305	 T:22.60

1.37	 A0:37	 A1:276	 A2:100	 T:22.60
1.33	 B0:49	 B1:87	 B2:29	 T:22.60
1.29	 C0:6	 C1:40	 C2:40	 T:22.60
1.40	 D0:19	 D1:291	 D2:289	 T:22.60

1.45	 A0:37	 A1:276	 A2:99	 T:22.60
1.40	 B0:50	 B1:87	 B2:29	 T:22.60
1.36	 C0:6	 C1:39	 C2:40	 T:22.60
1.48	 D0:19	 D1:292	 D2:289	 T:22.60

1.53	 A0:37	 A1:276	 A2:99	 T:22.60
1.48	 B0:50	 B1:87	 B2:29	 T:22.60
1.43	 C0:6	 C1:40	 C2:40	 T:22.60
1.56	 D0:19	 D1:291	 D2:268	 T:22.60

1.61	 A0:37	 A1:276	 A2:99	 T:22.60
1.55	 B0:50	 B1:87	 B2:29	 T:22.60
1.51	 C0:6	 C1:40	 C2:40	 T:22.60
