3.50	 A0:39	 A1:329	 A2:105	 T:23.80
3.56	 B0:53	 B1:107	 B2:32	 T:23.80
0.00	 C0:6	 C1:51	 C2:35	 T:23.80
3.54	 D0:19	 D1:354	 D2:330	 T:23.40

3.54	 A0:39	 A1:329	 A2:105	 T:23.80
0.00	 A0:40	 A1:329	 A2:105	 T:23.80
3.60	 B0:53	 B1:107	 B2:32	 T:23.80
0.09	 C0:6	 C1:50	 C2:35	 T:23.80
3.58	 D0:19	 D1:354	 D2:351	 T:23.40

0.05	 A0:39	 A1:330	 A2:105	 T:23.80
0.03	 B0:53	 B1:107	 B2:32	 T:23.80
0.16	 C0:6	 C1:51	 C2:35	 T:23.80
0.03	 D0:19	 D1:353	 D2:354	 T:23.40

0.10	 A0:39	 A1:329	 A2:105	 T:23.80
0.06	 B0:53	 B1:107	 B2:32	 T:23.80
0.23	 C0:6	 C1:51	 C2:34	 T:23.80
0.06	 D0:19	 D1:353	 D2:359	 T:23.40

0.18	 A0:39	 A1:329	 A2:105	 T:23.80
0.13	 B0:53	 B1:107	 B2:33	 T:23.80
0.30	 C0:5	 C1:51	 C2:35	 T:23.80
0.14	 D0:18	 D1:354	 D2:358	 T:23.40

0.26	 A0:40	 A1:329	 A2:105	 T:23.80
0.21	 B0:53	 B1:107	 B2:32	 T:23.80
0.38	 C0:6	 C1:51	 C2:34	 T:23.80
0.22	 D0:18	 D1:354	 D2:329	 T:23.40

0.34	 A0:40	 A1:329	 A2:105	 T:23.80
0.29	 B0:53	 B1:107	 B2:33	 T:23.80
0.45	 C0:5	 C1:51	 C2:35	 T:23.80
0.30	 D0:19	 D1:354	 D2:358	 T:23.40

0.41	 A0:40	 A1:329	 A2:105	 T:23.80
0.36	 B0:53	 B1:107	 B2:33	 T:23.80
0.52	 C0:6	 C1:50	 C2:35	 T:23.80
0.37	 D0:18	 D1:353	 D2:356	 T:23.40

0.49	 A0:39	 A1:329	 A2:105	 T:23.80
0.44	 B0:53	 B1:107	 B2:32	 T:23.80
0.60	 C0:6	 C1:51	 C2:34	 T:23.80
0.45	 D0:18	 D1:354	 D2:358	 T:23.40

0.57	 A0:39	 A1:329	 A2:105	 T:23.80
0.52	 B0:53	 B1:107	 B2:32	 T:23.80
0.67	 C0:6	 C1:51	 C2:35	 T:23.80
0.53	 D0:18	 D1:353	 D2:328	 T:23.40

0.65	 A0:40	 A1:329	 A2:105	 T:23.80
0.59	 B0:53	 B1:107	 B2:33	 T:23.80
0.74	 C0:6	 C1:51	 C2:35	 T:23.80
0.61	 D0:19	 D1:353	 D2:358	 T:23.40

0.73	 A0:39	 A1:329	 A2:105	 T:23.80
0.67	 B0:53	 B1:107	 B2:32	 T:23.80
0.81	 C0:5	 C1:51	 C2:35	 T:23.80
0.69	 D0:18	 D1:353	 D2:354	 T:23.40

0.81	 A0:39	 A1:329	 A2:105	 T:23.80
0.75	 B0:53	 B1:107	 B2:33	 T:23.80
0.89	 C0:5	 C1:51	 C2:35	 T:23.80
0.77	 D0:18	 D1:353	 D2:357	 T:23.40

0.89	 A0:39	 A1:329	 A2:105	 T:23.80
0.83	 B0:53	 B1:107	 B2:32	 T:23.80
0.96	 C0:5	 C1:51	 C2:35	 T:23.80
0.85	 D0:19	 D1:353	 D2:325	 T:23.40

0.97	 A0:39	 A1:329	 A2:105	 T:23.80
0.90	 B0:53	 B1:107	 B2:32	 T:23.80
1.03	 C0:5	 C1:51	 C2:35	 T:23.80
0.93	 D0:19	 D1:353	 D2:359	 T:23.40

1.05	 A0:40	 A1:329	 A2:105	 T:23.80
0.98	 B0:53	 B1:107	 B2:33	 T:23.80
1.11	 C0:6	 C1:51	 C2:35	 T:23.80
1.01	 D0:19	 D1:353	 D2:353	 T:23.40

1.13	 A0:39	 A1:329	 A2:105	 T:23.80
1.06	 B0:53	 B1:107	 B2:33	 T:23.80
1.18	 C0:6	 C1:51	 C2:35	 T:23.80
1.09	 D0:19	 D1:353	 D2:357	 T:23.40

1.21	 A0:39	 A1:329	 A2:105	 T:23.80
1.13	 B0:53	 B1:106	 B2:32	 T:23.80
1.25	 C0:6	 C1:51	 C2:35	 T:23.80
1.17	 D0:18	 D1:353	 D2:324	 T:23.40

1.28	 A0:39	 A1:329	 A2:105	 T:23.80
1.21	 B0:53	 B1:107	 B2:33	 T:23.80
1.32	 C0:6	 C1:51	 C2:35	 T:23.80
1.25	 D0:18	 D1:353	 D2:361	 T:23.40

1.36	 A0:39	 A1:329	 A2:105	 T:23.80
1.29	 B0:53	 B1:107	 B2:32	 T:23.80
1.40	 C0:6	 C1:51	 C2:35	 T:23.80
1.32	 D0:18	 D1:352	 D2:351	 T:23.40

1.44	 A0:39	 A1:329	 A2:105	 T:23.80
1.36	 B0:53	 B1:107	 B2:33	 T:23.80
1.47	 C0:5	 C1:51	 C2:35	 T:23.80
1.40	 D0:18	 D1:353	 D2:358	 T:23.40

1.52	 A0:40	 A1:329	 A2:105	 T:23.80
1.44	 B0:53	 B1:107	 B2:33	 T:23.80
1.54	 C0:5	 C1:51	 C2:35	 T:23.80
1.48	 D0:18	 D1:353	 D2:322	 T:23.40

1.60	 A0:40	 A1:329	 A2:105	 T:23.80
1.52	 B0:53	 B1:107	 B2:32	 T:23.80
1.61	 C0:5	 C1:50	 C2:35	 T:23.80
1.56	 D0:18	 D1:353	 D2:363	 T:23.40

1.68	 A0:39	 A1:329	 A2:105	 T:23.80
1.60	 B0:53	 B1:107	 B2:32	 T:23.80
1.69	 C0:6	 C1:51	 C2:34	 T:23.80
1.64	 D0:18	 D1:353	 D2:351	 T:23.40

1.76	 A0:40	 A1:329	 A2:105	 T:23.80
1.67	 B0:53	 B1:107	 B2:33	 T:23.80
1.76	 C0:6	 C1:51	 C2:35	 T:23.80
1.72	 D0:18	 D1:353	 D2:357	 T:23.40

1.84	 A0:40	 A1:329	 A2:105	 T:23.80
1.75	 B0:53	 B1:107	 B2:33	 T:23.80
1.83	 C0:6	 C1:51	 C2:35	 T:23.80
1.80	 D0:18	 D1:353	 D2:321	 T:23.40

1.92	 A0:39	 A1:329	 A2:105	 T:23.80
1.83	 B0:53	 B1:107	 B2:33	 T:23.80
1.91	 C0:6	 C1:51	 C2:35	 T:23.80
1.88	 D0:18	 D1:353	 D2:364	 T:23.40

2.00	 A0:39	 A1:329	 A2:105	 T:23.80
1.90	 B0:53	 B1:107	 B2:32	 T:23.80
1.98	 C0:6	 C1:51	 C2:35	 T:23.80
1.96	 D0:19	 D1:352	 D2:350	 T:23.40

2.08	 A0:40	 A1:329	 A2:105	 T:23.80
1.98	 B0:53	 B1:107	 B2:32	 T:23.80
2.07	 C0:5	 C1:50	 C2:35	 T:23.80
2.05	 D0:18	 D1:354	 D2:360	 T:23.40

2.15	 A0:40	 A1:329	 A2:105	 T:23.80
2.06	 B0:53	 B1:107	 B2:32	 T:23.80
2.12	 C0:5	 C1:51	 C2:35	 T:23.80
2.11	 D0:19	 D1:354	 D2:340	 T:23.40

2.23	 A0:40	 A1:329	 A2:105	 T:23.80
2.13	 B0:53	 B1:107	 B2:32	 T:23.80
2.20	 C0:6	 C1:51	 C2:35	 T:23.80
2.19	 D0:19	 D1:354	 D2:348	 T:23.40

2.31	 A0:39	 A1:329	 A2:105	 T:23.80
2.21	 B0:53	 B1:107	 B2:32	 T:23.80
2.27	 C0:6	 C1:51	 C2:34	 T:23.80
2.27	 D0:18	 D1:353	 D2:363	 T:23.40

2.39	 A0:39	 A1:329	 A2:105	 T:23.80
2.29	 B0:53	 B1:107	 B2:33	 T:23.80
2.34	 C0:5	 C1:51	 C2:34	 T:23.80
2.35	 D0:19	 D1:353	 D2:355	 T:23.40

2.47	 A0:39	 A1:329	 A2:105	 T:23.80
2.36	 B0:53	 B1:107	 B2:33	 T:23.80
2.42	 C0:6	 C1:51	 C2:35	 T:23.80
2.43	 D0:18	 D1:354	 D2:337	 T:23.40

2.55	 A0:39	 A1:329	 A2:105	 T:23.80
2.44	 B0:53	 B1:107	 B2:33	 T:23.80
2.49	 C0:6	 C1:51	 C2:35	 T:23.80
2.51	 D0:19	 D1:353	 D2:350	 T:23.40

2.63	 A0:39	 A1:329	 A2:105	 T:23.80
2.52	 B0:53	 B1:107	 B2:33	 T:23.80
2.56	 C0:5	 C1:50	 C2:34	 T:23.80
2.59	 D0:19	 D1:353	 D2:362	 T:23.40

2.71	 A0:39	 A1:329	 A2:105	 T:23.80
2.59	 B0:53	 B1:107	 B2:32	 T:23.80
2.63	 C0:5	 C1:50	 C2:35	 T:23.80
2.67	 D0:19	 D1:353	 D2:355	 T:23.40

2.79	 A0:39	 A1:329	 A2:105	 T:23.80
2.67	 B0:53	 B1:107	 B2:33	 T:23.80
2.71	 C0:5	 C1:51	 C2:35	 T:23.80
2.75	 D0:19	 D1:353	 D2:334	 T:23.40

2.87	 A0:39	 A1:329	 A2:105	 T:23.80
2.75	 B0:53	 B1:107	 B2:33	 T:23.80
2.78	 C0:5	 C1:51	 C2:34	 T:23.80
2.83	 D0:18	 D1:353	 D2:351	 T:23.40

2.95	 A0:39	 A1:329	 A2:105	 T:23.80
2.83	 B0:53	 B1:107	 B2:32	 T:23.80
2.85	 C0:6	 C1:51	 C2:35	 T:23.80
2.91	 D0:19	 D1:353	 D2:361	 T:23.40

3.02	 A0:39	 A1:329	 A2:105	 T:23.80
2.90	 B0:53	 B1:107	 B2:32	 T:23.80
2.92	 C0:6	 C1:51	 C2:35	 T:23.80
2.98	 D0:18	 D1:353	 D2:355	 T:23.40

3.10	 A0:39	 A1:329	 A2:105	 T:23.80
2.98	 B0:53	 B1:107	 B2:32	 T:23.80
3.00	 C0:5	 C1:51	 C2:35	 T:23.80
3.06	 D0:19	 D1:353	 D2:333	 T:23.40

3.18	 A0:39	 A1:329	 A2:105	 T:23.80
3.06	 B0:53	 B1:107	 B2:33	 T:23.80
3.07	 C0:6	 C1:51	 C2:35	 T:23.80
3.14	 D0:18	 D1:353	 D2:353	 T:23.40

3.26	 A0:39	 A1:329	 A2:105	 T:23.80
3.13	 B0:53	 B1:107	 B2:33	 T:23.80
3.14	 C0:6	 C1:51	 C2:35	 T:23.80
3.22	 D0:19	 D1:352	 D2:359	 T:23.40

3.34	 A0:39	 A1:329	 A2:105	 T:23.80
3.21	 B0:53	 B1:107	 B2:33	 T:23.80
3.22	 C0:6	 C1:51	 C2:34	 T:23.80
3.30	 D0:19	 D1:352	 D2:356	 T:23.40

3.42	 A0:39	 A1:329	 A2:105	 T:23.80
3.29	 B0:53	 B1:107	 B2:33	 T:23.80
3.29	 C0:5	 C1:51	 C2:35	 T:23.80
3.38	 D0:19	 D1:353	 D2:330	 T:23.40

3.50	 A0:39	 A1:329	 A2:105	 T:23.80
3.36	 B0:53	 B1:107	 B2:33	 T:23.80
3.36	 C0:5	 C1:50	 C2:35	 T:23.80
3.46	 D0:18	 D1:353	 D2:355	 T:23.40

