,time_A,A0,A1,A2,time_B,B0,B1,B2,time_C,C0,C1,C2,time_D,D0,D1,D2
2638,81.90,49,372,105,84.65,144,288,107,81.90,52,135,365,81.90,34,256,108
2639,81.93,49,372,105,84.69,144,287,107,81.93,52,135,365,81.93,34,256,107
2640,81.96,49,373,105,84.72,144,287,108,81.96,52,135,365,81.96,34,256,107
2641,81.99,49,373,105,84.75,144,287,107,81.99,52,135,365,81.99,33,257,107
2642,82.02,49,373,105,84.78,144,287,108,82.02,52,135,365,82.02,34,257,107
2643,82.06,49,372,105,84.82,144,288,107,82.06,52,135,365,82.06,34,256,108
2644,82.09,49,373,105,84.85,144,287,107,82.09,52,135,365,82.09,34,256,108
2645,82.12,49,372,105,84.88,144,287,107,82.12,52,135,365,82.12,34,256,107
2646,82.15,49,373,105,84.91,144,287,108,82.15,52,135,365,82.15,34,256,107
2647,82.18,49,373,105,84.94,144,287,107,82.18,52,135,365,82.18,34,256,108
2648,82.21,49,372,105,84.98,144,287,108,82.21,52,135,365,82.21,34,256,108
2649,82.24,49,372,105,85.01,144,287,107,82.24,52,135,365,82.24,34,256,107
2650,82.27,49,372,105,85.04,144,287,107,82.27,52,135,365,82.27,34,256,107
2651,82.31,49,372,105,85.07,144,287,107,82.31,52,135,365,82.31,34,257,108
2652,82.34,49,372,105,85.11,144,287,107,82.34,52,135,365,82.34,34,257,107
2653,82.37,49,372,105,85.14,144,287,107,82.37,52,135,365,82.37,33,256,107
2654,82.40,49,373,105,85.17,144,287,107,82.40,52,135,365,82.40,34,256,107
2655,82.43,49,372,105,85.20,144,288,107,82.43,52,135,365,82.43,34,256,107
2656,82.46,49,373,105,85.23,144,287,107,82.46,52,135,365,82.46,34,256,107
2657,82.49,49,373,105,85.27,144,287,107,82.49,52,135,365,82.49,34,256,108
2658,82.52,49,372,105,85.30,144,287,107,82.52,52,135,365,82.52,34,256,107
2659,82.55,49,372,105,85.33,144,287,107,82.55,52,135,365,82.55,34,256,107
2660,82.59,49,372,105,85.36,144,287,107,82.59,52,135,365,82.59,34,257,107
2661,82.62,49,372,105,85.40,144,287,108,82.62,52,135,365,82.62,33,256,107
2662,82.65,49,372,105,85.43,144,287,107,82.65,52,135,365,82.65,34,256,107
2663,82.68,49,372,105,85.46,144,287,107,82.68,52,135,365,82.68,34,256,108
2664,82.71,49,373,105,85.49,144,287,107,82.71,52,135,365,82.71,34,256,108
2665,82.74,49,372,105,85.52,144,287,108,82.74,52,135,365,82.74,34,256,108
2666,82.77,49,372,105,85.56,144,287,107,82.77,52,135,365,82.77,34,256,107
2667,82.80,49,372,105,85.59,144,287,107,82.80,52,135,365,82.80,34,256,107
2668,82.84,49,372,105,85.62,144,287,108,82.84,52,135,365,82.84,33,256,107
2669,82.87,49,372,105,85.65,144,287,107,82.87,52,135,364,82.87,34,256,107
2670,82.90,49,372,105,85.69,144,287,107,82.90,52,135,365,82.90,34,256,107
2671,82.93,49,372,105,85.72,144,287,108,82.93,52,135,365,82.93,34,256,107
2672,82.96,49,372,105,85.75,144,287,107,82.96,52,135,365,82.96,34,256,107
2673,82.99,49,372,105,85.78,144,287,107,82.99,52,135,365,82.99,34,256,107
2674,83.02,49,372,105,85.82,144,287,107,83.02,52,135,365,83.02,34,257,107
2675,83.05,49,372,105,85.85,144,287,107,83.05,52,135,365,83.05,34,256,108
2676,83.09,49,373,105,85.88,144,287,108,83.09,52,135,365,83.09,33,256,107
2677,83.12,49,372,105,85.91,144,287,107,83.12,52,135,365,83.12,34,256,108
2678,83.15,49,372,105,85.94,144,287,107,83.15,52,135,365,83.15,34,256,108
2679,83.18,49,372,105,85.98,144,287,107,83.18,52,135,365,83.18,34,256,108
2680,83.21,49,372,105,86.01,144,287,107,83.21,52,135,365,83.21,33,256,107
2681,83.24,49,372,105,86.04,144,287,107,83.24,52,135,365,83.24,34,256,107
2682,83.27,49,372,105,86.07,144,287,108,83.27,52,135,365,83.27,33,256,107
2683,83.30,49,372,105,86.11,144,287,107,83.30,52,135,365,83.30,34,256,107
2684,83.33,49,372,105,86.14,144,287,107,83.33,52,135,365,83.33,34,256,107
2685,83.37,49,372,105,86.17,144,287,108,83.37,52,135,365,83.37,34,256,107
2686,83.40,49,372,105,86.20,144,287,107,83.40,52,135,364,83.40,34,256,108
2687,83.43,49,372,105,86.23,144,287,108,83.43,52,135,365,83.43,34,256,107
2688,83.46,49,372,105,86.27,144,287,107,83.46,52,135,365,83.46,34,256,107
2689,83.49,49,372,105,86.30,144,287,107,83.49,52,135,365,83.49,34,256,107
2690,83.52,49,372,105,86.33,144,287,108,83.52,52,135,365,83.52,34,256,107
2691,83.55,49,372,105,86.36,144,287,107,83.55,52,135,364,83.55,34,256,107
2692,83.58,49,372,105,86.39,144,287,108,83.58,52,135,364,83.58,34,256,108
2693,83.61,49,372,105,86.43,144,287,107,83.61,52,135,365,83.61,34,256,107
2694,83.65,49,372,105,86.46,144,287,108,83.65,52,135,365,83.65,34,256,107
2695,83.68,49,372,105,86.49,144,287,107,83.68,52,135,364,83.68,34,257,108
2696,83.71,49,372,105,86.52,144,287,108,83.71,52,135,365,83.71,34,256,107
2697,83.74,49,372,105,86.56,144,287,107,83.74,52,135,364,83.74,34,256,107
2698,83.77,49,372,105,86.59,144,287,107,83.77,52,135,364,83.77,33,256,108
2699,83.80,49,372,105,86.62,144,287,107,83.80,52,135,365,83.80,33,256,108
2700,83.83,49,372,105,86.65,144,287,107,83.83,52,135,365,83.83,33,257,107
2701,83.86,49,372,105,86.69,144,287,107,83.86,52,135,364,83.86,34,256,107
2702,83.90,49,372,105,86.72,144,287,107,83.90,52,135,365,83.90,34,256,107
2703,83.93,49,372,105,86.75,144,287,107,83.93,52,135,364,83.93,34,256,108
2704,83.96,49,372,105,86.78,144,287,107,83.96,52,135,364,83.96,34,256,107
2705,83.99,49,372,105,86.81,144,287,107,83.99,52,135,364,83.99,34,256,107
2706,84.02,49,372,105,86.85,144,287,108,84.02,52,135,364,84.02,34,256,108
2707,84.05,49,372,105,86.88,144,287,107,84.05,52,135,364,84.05,34,256,107
2708,84.08,49,372,105,86.91,144,287,108,84.08,52,135,364,84.08,33,256,107
2709,84.11,49,372,105,86.94,144,287,107,84.11,52,135,364,84.11,34,256,107
2710,84.15,49,372,105,86.98,144,287,107,84.15,52,135,364,84.15,34,256,108
2711,84.18,49,372,105,87.01,144,287,107,84.18,52,135,364,84.18,34,256,108
2712,84.21,49,372,105,87.04,144,287,107,84.21,52,135,364,84.21,33,256,107
2713,84.24,49,372,105,87.07,144,287,107,84.24,52,135,364,84.24,34,256,108
2714,84.27,49,372,105,87.11,144,287,107,84.27,52,135,364,84.27,34,256,107
2715,84.30,49,372,105,87.14,144,287,107,84.30,52,135,364,84.30,34,256,107
2716,84.33,49,372,105,87.17,144,287,107,84.33,52,135,364,84.33,33,256,107
2717,84.36,49,372,105,87.20,144,287,107,84.36,52,135,364,84.36,34,256,107
2718,84.40,49,372,105,87.23,144,287,108,84.40,52,135,364,84.40,34,256,107
2719,84.43,49,372,105,87.27,144,287,107,84.43,52,135,364,84.43,34,256,108
2720,84.46,49,372,105,87.30,144,287,107,84.46,52,135,364,84.46,34,256,108
2721,84.49,49,372,105,87.33,144,287,107,84.49,52,135,364,84.49,34,256,107
2722,84.52,49,372,105,87.36,144,287,107,84.52,52,135,364,84.52,34,256,107
2723,84.55,48,372,105,87.39,144,287,108,84.55,52,135,364,84.55,34,256,107
2724,84.58,49,372,105,87.43,144,287,107,84.58,52,135,364,84.58,34,257,107
2725,84.61,49,372,105,87.46,144,287,107,84.61,52,135,364,84.61,34,256,107
2726,84.64,49,372,105,87.49,144,287,107,84.64,52,135,364,84.64,33,256,108
2727,84.68,49,372,105,87.52,144,287,107,84.68,52,135,364,84.68,33,256,107
2728,84.71,49,372,105,87.56,144,287,107,84.71,52,135,364,84.71,33,256,107
2729,84.74,49,372,105,87.59,144,287,107,84.74,52,135,364,84.74,34,256,108
2730,84.77,49,372,105,87.62,144,287,108,84.77,52,135,364,84.77,34,256,107
2731,84.80,49,372,105,87.65,144,287,107,84.80,52,135,364,84.80,34,256,108
2732,84.83,49,372,105,87.69,144,287,107,84.83,52,135,364,84.83,34,256,107
2733,84.86,49,372,105,87.72,144,287,107,84.86,52,135,364,84.86,33,256,107
2734,84.89,49,372,105,87.75,144,287,107,84.89,52,135,364,84.89,34,256,107
2735,84.93,49,372,105,87.78,144,287,107,84.93,52,135,364,84.93,34,256,107
2736,84.96,49,372,105,87.81,144,287,107,84.96,52,135,364,84.96,34,256,107
2737,84.99,49,372,105,87.85,144,287,107,84.99,52,135,364,84.99,34,256,107
2738,85.02,49,372,105,87.88,144,287,107,85.02,52,135,364,85.02,34,256,107
2739,85.05,49,372,105,87.91,144,287,107,85.05,52,135,364,85.05,33,256,107
2740,85.08,49,372,105,87.94,144,287,107,85.08,52,134,364,85.08,34,256,107
2741,85.11,49,372,105,87.97,144,287,107,85.11,52,135,364,85.11,34,256,108
2742,85.14,49,372,105,88.01,144,287,107,85.14,52,135,364,85.14,34,256,108
2743,85.18,49,372,105,88.04,144,287,107,85.18,52,135,364,85.18,34,256,108
2744,85.21,49,372,105,88.07,144,287,107,85.21,52,135,364,85.21,34,256,107
2745,85.24,48,372,105,88.10,144,287,107,85.24,52,135,364,85.24,34,256,107
2746,85.27,49,372,105,88.14,144,287,107,85.27,52,135,364,85.27,34,256,107
2747,85.30,49,372,105,88.17,144,287,107,85.30,52,135,364,85.30,34,256,107
2748,85.33,49,372,105,88.20,144,287,107,85.33,52,135,364,85.33,34,256,107
2749,85.36,49,372,105,88.23,144,287,107,85.36,52,135,364,85.36,34,256,107
2750,85.39,49,372,105,88.26,144,287,107,85.39,52,135,364,85.39,34,256,107
2751,85.43,49,372,105,88.30,144,287,107,85.43,52,135,364,85.43,34,256,107
2752,85.46,49,372,105,88.33,144,287,107,85.46,52,135,364,85.46,34,256,107
2753,85.49,49,372,105,88.36,144,287,107,85.49,52,135,364,85.49,34,256,107
2754,85.52,49,372,105,88.39,144,287,107,85.52,52,135,364,85.52,34,256,107
2755,85.55,49,372,105,88.43,144,287,107,85.55,52,135,364,85.55,33,256,107
2756,85.58,49,372,105,88.46,144,287,107,85.58,52,135,364,85.58,34,256,107
2757,85.61,49,372,105,88.49,144,287,107,85.61,52,134,364,85.61,34,256,107
2758,85.64,49,372,105,88.52,144,287,108,85.64,52,135,364,85.64,34,256,108
2759,85.68,48,372,105,88.56,144,287,107,85.68,52,135,364,85.68,34,256,107
2760,85.71,49,372,105,88.59,144,287,107,85.71,52,135,364,85.71,34,256,107
2761,85.74,48,372,105,88.62,144,287,107,85.74,52,135,364,85.74,34,256,107
2762,85.77,49,372,105,88.65,144,287,107,85.77,52,135,364,85.77,33,256,107
2763,85.80,49,372,105,88.68,144,287,107,85.80,52,135,364,85.80,33,256,107
2764,85.83,49,372,105,88.72,144,287,107,85.83,52,135,364,85.83,34,256,107
2765,85.86,48,372,105,88.75,144,287,107,85.86,52,135,364,85.86,34,256,108
2766,85.89,49,372,105,88.78,144,287,107,85.89,52,135,364,85.89,34,256,107
2767,85.92,49,372,105,88.81,144,287,107,85.92,52,135,364,85.92,34,256,107
2768,85.96,49,372,105,88.85,144,287,107,85.96,52,135,364,85.96,34,256,107
2769,85.99,49,372,105,88.88,144,287,107,85.99,52,135,364,85.99,34,256,107
2770,86.02,49,372,105,88.91,144,287,107,86.02,52,135,364,86.02,34,256,107
2771,86.05,48,372,105,88.94,144,287,107,86.05,52,135,364,86.05,34,256,107
2772,86.08,49,372,105,88.97,144,287,107,86.08,52,135,364,86.08,33,256,107
2773,86.11,49,372,105,89.01,144,287,107,86.11,52,134,364,86.11,33,256,107
2774,86.14,48,372,105,89.04,144,287,107,86.14,52,135,364,86.14,34,256,107
2775,86.17,49,372,105,89.07,144,287,107,86.17,52,135,364,86.17,34,256,107
2776,86.20,49,372,105,89.10,144,287,107,86.20,52,135,364,86.20,33,256,107
2777,86.24,49,372,105,89.14,144,287,108,86.24,52,135,364,86.24,34,256,108
2778,86.27,48,372,105,89.17,144,287,107,86.27,52,135,364,86.27,34,256,107
2779,86.30,49,372,105,89.20,144,287,107,86.30,52,135,364,86.30,34,256,107
2780,86.33,49,372,105,89.23,144,287,107,86.33,52,135,364,86.33,34,256,107
2781,86.36,48,372,105,89.26,144,287,108,86.36,52,135,364,86.36,34,256,108
2782,86.39,48,372,105,89.30,144,287,107,86.39,52,135,364,86.39,34,256,107
2783,86.42,49,372,105,89.33,144,287,107,86.42,52,135,364,86.42,34,256,108
2784,86.45,49,372,105,89.36,144,287,107,86.45,52,135,364,86.45,34,256,107
2785,86.49,49,372,105,89.39,144,287,107,86.49,52,135,364,86.49,33,256,107
2786,86.52,49,372,105,89.43,144,287,108,86.52,52,135,364,86.52,34,256,108
2787,86.55,48,372,105,89.46,144,287,107,86.55,52,135,364,86.55,34,256,107
2788,86.58,49,372,105,89.49,144,287,107,86.58,52,135,364,86.58,33,256,107
2789,86.61,49,372,105,89.52,144,287,107,86.61,52,135,364,86.61,34,256,107
2790,86.64,49,372,105,89.55,144,287,108,86.64,52,135,364,86.64,34,256,107
2791,86.67,48,372,105,89.59,144,287,108,86.67,52,135,364,86.67,34,256,107
2792,86.70,49,372,105,89.62,144,287,107,86.70,52,135,364,86.70,33,256,107
2793,86.73,48,372,105,89.65,144,287,107,86.73,52,135,364,86.73,34,256,107
2794,86.77,48,372,105,89.68,144,287,107,86.77,52,135,364,86.77,34,256,107
2795,86.80,49,372,105,89.72,144,287,108,86.80,52,135,364,86.80,34,256,107
2796,86.83,49,372,105,89.75,144,287,107,86.83,52,134,364,86.83,34,256,107
2797,86.86,49,372,105,89.78,144,287,107,86.86,52,135,364,86.86,34,256,107
2798,86.89,48,372,105,89.81,144,287,107,86.89,52,135,364,86.89,34,256,107
2799,86.92,48,372,105,89.84,144,287,107,86.92,52,135,364,86.92,34,256,107
2800,86.95,49,372,105,89.88,144,287,107,86.95,52,135,364,86.95,33,256,107
2801,86.98,49,372,105,89.91,144,287,107,86.98,52,135,364,86.98,34,256,107
2802,87.02,48,372,105,89.94,144,287,107,87.02,52,135,364,87.02,34,256,107
2803,87.05,49,372,105,89.97,144,287,107,87.05,52,135,364,87.05,34,256,107
2804,87.08,49,372,105,90.01,144,287,107,87.08,52,135,364,87.08,33,256,107
2805,87.11,48,372,105,90.04,144,287,107,87.11,52,135,364,87.11,34,256,108
2806,87.14,48,372,105,90.07,144,287,107,87.14,52,134,364,87.14,34,256,107
2807,87.17,48,372,105,90.10,144,287,107,87.17,52,135,364,87.17,34,256,107
2808,87.20,49,372,105,90.13,144,287,107,87.20,52,135,364,87.20,34,256,107
2809,87.23,48,372,105,90.17,144,287,107,87.23,52,135,364,87.23,34,256,107
2810,87.27,49,372,105,90.20,144,287,107,87.27,52,135,364,87.27,34,256,107
2811,87.30,49,372,105,90.23,144,287,107,87.30,52,135,364,87.30,34,256,107
2812,87.33,48,372,105,90.26,144,287,107,87.33,52,135,364,87.33,34,256,107
2813,87.36,48,372,105,90.30,144,287,107,87.36,52,135,364,87.36,33,256,107
2814,87.39,49,372,105,90.33,144,287,107,87.39,52,135,364,87.39,34,256,107
2815,87.42,49,372,105,90.36,144,287,107,87.42,52,135,364,87.42,34,256,107
2816,87.45,49,372,105,90.39,144,287,107,87.45,52,135,364,87.45,34,256,107
2817,87.48,49,372,105,90.43,144,287,107,87.48,52,135,364,87.48,34,256,107
2818,87.52,48,372,105,90.46,144,287,107,87.52,52,135,364,87.52,34,256,107
2819,87.55,49,372,105,90.49,144,287,107,87.55,52,135,364,87.55,34,256,107
2820,87.58,48,372,105,90.52,144,287,107,87.58,52,135,364,87.58,34,256,107
2821,87.61,49,372,105,90.55,144,287,107,87.61,52,134,364,87.61,34,256,107
2822,87.64,49,372,105,90.59,144,287,108,87.64,52,135,364,87.64,34,256,107
2823,87.67,49,372,105,90.62,144,287,107,87.67,52,135,364,87.67,34,256,107
2824,87.70,49,372,105,90.65,144,287,108,87.70,52,135,364,87.70,34,256,107
2825,87.73,49,372,105,90.68,144,287,107,87.73,52,135,364,87.73,33,256,107
2826,87.77,49,372,105,90.72,144,287,107,87.77,52,135,364,87.77,34,256,107
2827,87.80,49,372,105,90.75,144,287,107,87.80,52,135,364,87.80,34,256,107
2828,87.83,48,372,105,90.78,144,287,107,87.83,52,135,364,87.83,34,256,107
2829,87.86,49,372,105,90.81,144,287,107,87.86,52,135,364,87.86,34,256,107
2830,87.89,49,372,105,90.84,144,287,107,87.89,52,134,364,87.89,34,256,107
2831,87.92,49,372,105,90.88,144,287,107,87.92,52,135,364,87.92,34,256,108
2832,87.95,49,372,105,90.91,144,287,107,87.95,52,135,364,87.95,34,256,107
2833,87.98,49,372,104,90.94,144,287,108,87.98,52,135,364,87.98,33,256,108
2834,88.01,49,372,105,90.97,144,287,107,88.01,52,135,364,88.01,34,256,107
2835,88.05,49,372,105,91.01,144,287,107,88.05,52,135,364,88.05,34,256,107
2836,88.08,49,372,105,91.04,144,287,107,88.08,52,135,364,88.08,34,256,107
2837,88.11,49,372,104,91.07,144,287,107,88.11,52,135,364,88.11,33,256,107
2838,88.14,49,372,104,91.10,144,287,107,88.14,52,135,364,88.14,34,256,107
2839,88.17,49,372,105,91.13,144,287,107,88.17,52,135,364,88.17,33,256,107
2840,88.20,48,372,104,91.17,144,287,107,88.20,52,135,364,88.20,34,256,107
2841,88.23,49,372,105,91.20,144,287,107,88.23,52,135,364,88.23,34,256,107
2842,88.26,49,372,105,91.23,144,287,107,88.26,52,135,364,88.26,34,256,107
2843,88.30,49,372,105,91.26,144,287,107,88.30,52,135,364,88.30,33,256,107
2844,88.33,49,372,105,91.30,144,287,107,88.33,52,135,364,88.33,33,256,107
2845,88.36,49,372,104,91.33,144,287,107,88.36,52,135,364,88.36,34,256,108
2846,88.39,48,372,105,91.36,144,287,107,88.39,52,135,364,88.39,34,256,107
2847,88.42,49,372,105,91.39,144,287,107,88.42,52,135,364,88.42,34,256,107
2848,88.45,49,372,105,91.43,144,287,107,88.45,52,135,364,88.45,33,256,107
2849,88.48,48,372,104,91.46,144,287,107,88.48,52,135,364,88.48,34,256,107
2850,88.51,49,372,104,91.49,144,287,107,88.51,52,135,364,88.51,33,256,107
2851,88.55,49,372,105,91.52,144,287,107,88.55,52,135,364,88.55,34,256,107
2852,88.58,49,372,105,91.55,144,287,107,88.58,52,135,364,88.58,34,256,107
2853,88.61,48,372,105,91.59,144,287,107,88.61,52,135,364,88.61,34,256,107
2854,88.64,49,372,105,91.62,144,287,108,88.64,52,135,364,88.64,34,256,108
2855,88.67,49,372,104,91.65,144,287,107,88.67,52,135,364,88.67,34,256,107
2856,88.70,48,372,105,91.68,144,287,107,88.70,52,135,364,88.70,34,256,107
2857,88.73,49,372,104,91.71,144,287,107,88.73,52,134,364,88.73,33,256,108
2858,88.76,49,372,105,91.75,144,287,107,88.76,52,135,364,88.76,34,256,107
2859,88.79,48,372,105,91.78,144,287,107,88.79,52,135,364,88.79,33,256,107
2860,88.83,49,372,105,91.81,144,287,107,88.83,52,135,364,88.83,34,256,107
2861,88.86,49,372,105,91.84,144,287,107,88.86,52,135,364,88.86,34,256,107
2862,88.89,48,372,104,91.88,144,287,107,88.89,52,135,364,88.89,34,256,108
2863,88.92,48,372,105,91.91,144,287,107,88.92,52,135,364,88.92,34,256,108
2864,88.95,49,372,105,91.94,144,287,107,88.95,52,135,364,88.95,34,256,107
2865,88.98,48,372,104,91.97,144,287,107,88.98,52,135,364,88.98,34,256,107
2866,89.01,48,372,104,92.01,144,287,108,89.01,52,135,364,89.01,34,256,107
2867,89.04,48,372,104,92.04,144,287,107,89.04,52,134,364,89.04,34,256,107
2868,89.08,48,372,105,92.07,144,287,107,89.08,52,135,364,89.08,34,256,107
2869,89.11,48,372,105,92.10,144,287,107,89.11,52,135,364,89.11,34,256,107
2870,89.14,49,372,105,92.13,144,287,107,89.14,52,135,364,89.14,34,256,107
2871,89.17,48,372,105,92.17,144,287,107,89.17,52,135,364,89.17,34,256,107
2872,89.20,49,372,105,92.20,144,287,107,89.20,52,134,364,89.20,33,256,107
2873,89.23,48,372,105,92.23,144,287,108,89.23,52,135,364,89.23,34,256,108
2874,89.26,48,372,105,92.26,144,287,107,89.26,52,135,364,89.26,33,256,108
2875,89.29,49,372,104,92.30,144,287,107,89.29,52,135,364,89.29,34,256,107
2876,89.32,48,372,105,92.33,144,287,107,89.32,52,134,364,89.32,34,256,107
2877,89.36,48,372,105,92.36,144,287,107,89.36,52,134,364,89.36,34,256,107
2878,89.39,49,372,105,92.39,144,287,107,89.39,52,135,364,89.39,34,256,108
2879,89.42,48,372,105,92.43,144,287,107,89.42,52,135,364,89.42,34,256,108
2880,89.45,48,372,105,92.46,144,287,107,89.45,52,134,364,89.45,34,256,107
2881,89.48,48,372,104,92.49,144,287,107,89.48,52,135,364,89.48,34,256,107
2882,89.51,48,372,105,92.52,144,287,108,89.51,52,135,364,89.51,34,256,107
2883,89.54,49,372,104,92.55,144,287,107,89.54,52,135,364,89.54,34,256,107
2884,89.57,49,372,105,92.58,144,287,107,89.57,52,135,364,89.57,34,256,107
2885,89.61,48,372,104,92.62,144,287,107,89.61,52,135,364,89.61,34,256,107
2886,89.64,49,372,105,92.65,144,287,108,89.64,52,135,364,89.64,34,256,107
2887,89.67,48,372,105,92.68,144,287,107,89.67,52,135,364,89.67,34,256,107
2888,89.70,49,372,104,92.71,144,287,108,89.70,52,135,364,89.70,34,256,107
2889,89.73,48,372,104,92.75,144,287,107,89.73,52,135,364,89.73,33,256,107
2890,89.76,48,372,105,92.78,144,287,107,89.76,52,135,364,89.76,34,256,107
2891,89.79,49,372,105,92.81,144,287,107,89.79,52,135,364,89.79,34,256,107
2892,89.82,49,372,104,92.84,144,287,107,89.82,52,135,364,89.82,33,256,107
2893,89.86,48,372,105,92.88,144,287,107,89.86,52,135,364,89.86,33,256,108
2894,89.89,48,372,105,92.91,144,287,107,89.89,52,135,364,89.89,33,256,107
2895,89.92,49,372,104,92.94,144,287,107,89.92,52,135,364,89.92,34,256,107
2896,89.95,49,372,105,92.97,144,287,107,89.95,52,135,364,89.95,34,256,107
2897,89.98,49,372,105,93.00,144,287,107,89.98,52,135,364,89.98,33,256,107
2898,90.01,49,372,104,93.04,144,287,107,90.01,52,135,364,90.01,33,256,107
2899,90.04,49,372,105,93.07,144,287,107,90.04,52,135,364,90.04,34,256,108
2900,90.07,49,372,105,93.10,144,287,107,90.07,52,135,364,90.07,34,256,107
2901,90.11,49,372,105,93.13,144,287,107,90.11,52,135,364,90.11,34,256,107
2902,90.14,48,372,105,93.17,144,287,107,90.14,52,135,364,90.14,34,256,107
2903,90.17,49,372,105,93.20,144,287,107,90.17,52,134,364,90.17,34,256,107
2904,90.20,49,372,104,93.23,144,287,108,90.20,52,135,364,90.20,33,256,107
2905,90.23,49,372,105,93.26,144,287,107,90.23,52,135,364,90.23,34,256,107
2906,90.26,49,372,104,93.29,144,287,107,90.26,52,134,364,90.26,33,256,107
2907,90.29,49,372,105,93.33,144,287,108,90.29,52,135,364,90.29,33,256,107
2908,90.32,49,372,104,93.36,144,287,108,90.32,52,135,364,90.32,34,256,107
2909,90.36,49,372,104,93.39,144,287,107,90.36,52,135,364,90.36,33,256,107
2910,90.39,49,372,105,93.42,144,287,107,90.39,52,135,364,90.39,34,256,107
2911,90.42,49,372,105,93.46,144,287,107,90.42,52,135,364,90.42,34,256,107
2912,90.45,48,372,105,93.49,144,287,107,90.45,52,135,364,90.45,34,256,107
2913,90.48,49,372,104,93.52,144,287,107,90.48,52,135,364,90.48,33,256,108
2914,90.51,49,372,105,93.55,144,287,107,90.51,52,135,364,90.51,34,256,107
2915,90.54,49,372,105,93.58,144,287,107,90.54,52,135,364,90.54,34,256,107
2916,90.57,48,372,105,93.62,144,287,107,90.57,52,135,364,90.57,34,256,107
2917,90.60,48,372,105,93.65,144,287,107,90.60,52,135,364,90.60,34,256,107
2918,90.64,49,372,105,93.68,144,287,107,90.64,52,135,364,90.64,34,256,107
2919,90.67,49,372,105,93.71,144,287,107,90.67,52,135,364,90.67,34,256,107
2920,90.70,49,372,105,93.75,144,287,107,90.70,52,135,364,90.70,33,256,107
2921,90.73,48,372,104,93.78,144,287,108,90.73,52,135,364,90.73,33,256,107
2922,90.76,49,372,105,93.81,144,287,108,90.76,52,135,364,90.76,34,256,108
2923,90.79,49,372,104,93.84,144,287,107,90.79,52,135,364,90.79,33,256,107
2924,90.82,49,372,105,93.88,144,287,107,90.82,52,135,364,90.82,34,256,107
2925,90.85,48,372,105,93.91,144,287,107,90.85,52,135,364,90.85,33,256,107
2926,90.89,48,372,104,93.94,144,287,107,90.89,52,135,364,90.89,34,256,107
2927,90.92,49,372,105,93.97,144,287,107,90.92,52,135,364,90.92,34,256,107
2928,90.95,49,372,105,94.00,144,287,107,90.95,52,135,364,90.95,34,256,107
2929,90.98,48,372,105,94.04,144,287,107,90.98,52,135,364,90.98,33,256,107
2930,91.01,49,372,105,94.07,144,287,107,91.01,52,135,364,91.01,33,256,107
2931,91.04,48,372,104,94.10,144,287,107,91.04,52,135,364,91.04,33,256,107
2932,91.07,48,372,104,94.13,144,287,107,91.07,52,135,364,91.07,33,256,107
2933,91.10,49,372,105,94.17,144,287,107,91.10,52,135,364,91.10,34,256,107
2934,91.13,49,372,105,94.20,144,287,107,91.13,52,135,364,91.13,34,256,107
2935,91.17,48,372,105,94.23,144,287,108,91.17,52,135,364,91.17,34,256,107
2936,91.20,49,372,105,94.26,144,287,108,91.20,52,134,364,91.20,34,256,107
2937,91.23,48,372,105,94.29,144,287,107,91.23,52,135,364,91.23,34,256,107
2938,91.26,49,372,105,94.33,144,287,107,91.26,52,135,364,91.26,34,256,107
2939,91.29,48,372,105,94.36,144,287,107,91.29,52,134,364,91.29,34,256,107
2940,91.32,48,372,105,94.39,144,287,107,91.32,52,135,364,91.32,34,256,107
2941,91.35,49,372,104,94.42,144,287,107,91.35,52,135,364,91.35,34,256,107
2942,91.38,48,372,105,94.45,144,287,107,91.38,52,135,364,91.38,34,256,107
2943,91.42,49,372,104,94.49,144,287,107,91.42,52,135,364,91.42,33,256,107
2944,91.45,49,372,105,94.52,144,287,107,91.45,52,135,364,91.45,34,256,107
2945,91.48,49,372,104,94.55,144,287,107,91.48,52,135,364,91.48,33,256,107
2946,91.51,49,372,105,94.58,144,287,107,91.51,52,135,364,91.51,33,256,107
2947,91.54,48,372,105,94.62,144,287,107,91.54,52,135,364,91.54,33,256,107
2948,91.57,48,372,105,94.65,144,287,107,91.57,52,135,364,91.57,33,256,107
2949,91.60,49,372,105,94.68,144,287,107,91.60,52,135,364,91.60,34,256,107
2950,91.63,48,372,105,94.71,144,287,107,91.63,52,135,364,91.63,33,256,107
2951,91.66,49,372,105,94.75,144,286,107,91.66,52,135,364,91.66,34,256,107
2952,91.70,49,372,105,94.78,144,287,107,91.70,52,135,364,91.70,33,256,107
2953,91.73,49,372,105,94.81,144,287,107,91.73,52,135,364,91.73,33,256,107
2954,91.76,49,372,104,94.84,144,287,107,91.76,52,135,364,91.76,34,256,107
2955,91.79,49,372,105,94.87,144,287,107,91.79,52,135,364,91.79,34,256,107
2956,91.82,49,372,105,94.91,144,287,107,91.82,52,135,364,91.82,34,256,107
2957,91.85,49,372,105,94.94,144,287,107,91.85,52,135,364,91.85,34,256,107
2958,91.88,49,372,105,94.97,144,286,107,91.88,52,135,364,91.88,34,256,107
2959,91.91,49,372,104,95.00,144,287,107,91.91,52,135,364,91.91,33,256,107
2960,91.95,48,372,105,95.04,144,287,107,91.95,52,135,364,91.95,34,256,107
2961,91.98,48,372,105,95.07,144,287,107,91.98,52,135,364,91.98,33,256,107
