,time_A,A0,A1,A2,time_B,B0,B1,B2,time_C,C0,C1,C2,time_D,D0,D1,D2
1454,44.96,50,376,107,46.48,146,290,110,44.96,53,139,371,44.96,34,258,108
1455,44.99,49,376,106,46.52,146,290,110,44.99,53,139,371,44.99,34,258,108
1456,45.02,49,376,107,46.55,146,290,110,45.02,53,139,371,45.02,34,258,108
1457,45.05,50,376,106,46.58,146,290,110,45.05,53,139,371,45.05,34,258,108
1458,45.08,49,376,107,46.61,146,290,110,45.08,53,139,371,45.08,34,258,108
1459,45.12,49,376,107,46.64,145,290,110,45.12,53,139,371,45.12,34,258,108
1460,45.15,49,376,107,46.68,146,290,109,45.15,53,139,371,45.15,34,258,108
1461,45.18,50,376,107,46.71,145,290,110,45.18,53,139,371,45.18,34,258,108
1462,45.21,49,376,107,46.74,146,290,110,45.21,53,139,371,45.21,34,258,108
1463,45.24,49,375,107,46.77,146,290,110,45.24,53,139,371,45.24,34,258,108
1464,45.27,49,376,106,46.80,145,290,110,45.27,53,139,371,45.27,34,258,108
1465,45.30,49,376,107,46.84,146,290,110,45.30,53,139,371,45.30,34,258,108
1466,45.33,49,376,107,46.87,145,290,110,45.33,53,139,371,45.33,34,258,108
1467,45.37,50,376,107,46.90,146,290,110,45.37,53,139,371,45.37,34,258,108
1468,45.40,49,376,107,46.93,146,290,109,45.40,53,139,371,45.40,34,258,108
1469,45.43,49,375,106,46.97,146,290,110,45.43,53,139,371,45.43,34,258,108
1470,45.46,49,375,107,47.00,146,290,110,45.46,53,139,371,45.46,34,258,108
1471,45.49,49,376,107,47.03,146,290,110,45.49,53,139,371,45.49,34,258,108
1472,45.52,49,375,106,47.06,146,290,110,45.52,53,139,371,45.52,34,258,108
1473,45.55,49,375,106,47.10,145,290,110,45.55,53,139,371,45.55,34,258,108
1474,45.58,49,376,106,47.13,146,290,110,45.58,53,139,371,45.58,34,258,108
1475,45.62,49,376,107,47.16,145,290,110,45.62,53,139,371,45.62,34,258,108
1476,45.65,49,376,107,47.19,145,290,109,45.65,53,139,371,45.65,34,258,108
1477,45.68,49,376,107,47.22,145,290,110,45.68,53,139,371,45.68,34,258,108
1478,45.71,49,376,107,47.26,145,290,110,45.71,53,139,371,45.71,34,258,108
1479,45.74,49,375,107,47.29,146,290,110,45.74,53,139,371,45.74,34,258,108
1480,45.77,50,375,107,47.32,145,290,110,45.77,53,139,371,45.77,34,258,108
1481,45.80,49,375,107,47.35,146,290,109,45.80,53,139,371,45.80,34,258,108
1482,45.83,49,375,107,47.38,145,290,110,45.83,53,139,371,45.83,34,258,108
1483,45.86,49,375,107,47.42,146,290,109,45.86,53,139,371,45.86,34,258,108
1484,45.90,49,376,106,47.45,145,290,109,45.90,53,139,371,45.90,34,258,108
1485,45.93,49,376,107,47.48,145,290,110,45.93,53,139,371,45.93,34,258,108
1486,45.96,49,375,107,47.51,145,290,109,45.96,53,139,371,45.96,34,258,108
1487,45.99,49,375,106,47.55,145,290,109,45.99,53,139,371,45.99,34,258,108
1488,46.02,49,375,107,47.58,145,290,110,46.02,53,139,371,46.02,34,258,108
1489,46.05,49,375,106,47.61,145,290,109,46.05,53,139,371,46.05,34,258,108
1490,46.08,49,375,107,47.64,145,290,110,46.08,53,139,371,46.08,34,258,108
1491,46.11,49,375,107,47.68,146,290,110,46.11,53,139,371,46.11,34,258,107
1492,46.15,49,375,107,47.71,145,290,109,46.15,53,139,371,46.15,34,258,108
1493,46.18,49,375,106,47.74,145,290,109,46.18,53,139,371,46.18,34,258,108
1494,46.21,49,376,107,47.77,145,290,109,46.21,53,139,371,46.21,34,258,107
1495,46.24,49,375,106,47.80,145,290,109,46.24,53,139,371,46.24,34,258,108
1496,46.27,49,375,106,47.84,145,290,109,46.27,53,139,371,46.27,34,258,108
1497,46.30,49,375,107,47.87,146,290,109,46.30,53,139,371,46.30,34,258,108
1498,46.33,49,375,106,47.90,145,290,109,46.33,53,139,371,46.33,34,258,108
1499,46.36,49,376,106,47.93,145,290,109,46.36,53,139,371,46.36,34,258,108
1500,46.39,49,375,107,47.97,145,290,109,46.39,53,139,371,46.39,34,258,108
1501,46.43,49,375,106,48.00,146,290,109,46.43,53,139,371,46.43,34,258,108
1502,46.46,49,375,106,48.03,145,290,109,46.46,53,139,371,46.46,34,258,107
1503,46.49,50,375,106,48.06,145,290,109,46.49,53,139,371,46.49,34,258,108
1504,46.52,49,375,107,48.10,145,290,109,46.52,53,139,371,46.52,34,258,108
1505,46.55,49,375,106,48.13,145,290,109,46.55,53,139,371,46.55,34,258,108
1506,46.58,49,375,106,48.16,145,290,110,46.58,53,139,371,46.58,34,258,108
1507,46.61,49,375,106,48.19,145,290,110,46.61,53,139,371,46.61,34,258,108
1508,46.64,49,375,106,48.22,145,290,109,46.64,53,139,371,46.64,34,258,108
1509,46.67,49,375,106,48.26,145,290,109,46.67,53,139,371,46.67,34,258,108
1510,46.71,49,375,106,48.29,145,290,110,46.71,53,139,371,46.71,34,258,108
1511,46.74,49,375,106,48.32,145,290,109,46.74,53,139,371,46.74,34,258,108
1512,46.77,49,375,106,48.35,145,290,110,46.77,53,139,371,46.77,34,258,108
1513,46.80,50,375,106,48.38,145,290,109,46.80,53,139,371,46.80,34,258,108
1514,46.83,49,375,106,48.42,145,290,110,46.83,53,139,371,46.83,34,258,108
1515,46.86,49,375,107,48.45,145,290,110,46.86,53,139,371,46.86,34,258,107
1516,46.89,49,375,106,48.48,146,290,110,46.89,53,139,371,46.89,34,258,108
1517,46.92,49,375,107,48.51,145,290,109,46.92,53,139,371,46.92,34,258,108
1518,46.96,49,375,107,48.55,145,290,110,46.96,53,139,371,46.96,34,258,108
1519,46.99,50,375,106,48.58,145,290,109,46.99,53,139,371,46.99,34,258,108
1520,47.02,50,375,107,48.61,146,290,109,47.02,53,139,371,47.02,34,258,108
1521,47.05,49,375,106,48.64,145,290,109,47.05,53,139,371,47.05,34,258,108
1522,47.08,50,375,107,48.68,146,290,109,47.08,53,139,371,47.08,34,258,108
1523,47.11,50,375,107,48.71,145,290,109,47.11,53,139,371,47.11,34,258,108
1524,47.14,49,375,106,48.74,145,290,110,47.14,53,139,371,47.14,34,258,108
1525,47.17,50,375,106,48.77,145,290,109,47.17,53,139,371,47.17,34,258,107
1526,47.21,49,375,106,48.80,145,290,109,47.21,53,139,371,47.21,34,258,108
1527,47.24,49,375,106,48.84,145,290,109,47.24,53,139,371,47.24,34,258,108
1528,47.27,50,375,106,48.87,145,290,109,47.27,53,139,371,47.27,34,258,108
1529,47.30,49,375,106,48.90,145,290,109,47.30,53,139,371,47.30,34,258,108
1530,47.33,50,375,106,48.93,146,290,109,47.33,53,139,371,47.33,34,258,107
1531,47.36,49,375,106,48.97,145,290,109,47.36,53,139,371,47.36,34,258,108
1532,47.39,49,375,107,49.00,145,290,109,47.39,53,139,371,47.39,34,258,108
1533,47.42,49,375,106,49.03,145,290,109,47.42,53,139,371,47.42,34,258,108
1534,47.46,49,375,106,49.06,145,290,109,47.46,53,139,370,47.46,34,258,108
1535,47.49,49,375,107,49.09,145,290,109,47.49,53,139,371,47.49,34,258,108
1536,47.52,49,375,106,49.13,145,290,109,47.52,53,139,371,47.52,34,258,108
1537,47.55,49,375,106,49.16,145,290,109,47.55,53,139,371,47.55,34,258,108
1538,47.58,49,375,106,49.19,146,290,109,47.58,53,139,371,47.58,34,258,108
1539,47.61,50,375,106,49.22,145,290,109,47.61,53,139,371,47.61,34,258,107
1540,47.64,49,375,106,49.26,145,290,109,47.64,53,139,371,47.64,34,258,108
1541,47.67,49,375,106,49.29,145,290,109,47.67,53,139,371,47.67,34,258,108
1542,47.71,49,375,106,49.32,145,290,110,47.71,53,139,371,47.71,34,258,108
1543,47.74,49,375,106,49.35,145,290,109,47.74,53,139,371,47.74,34,258,108
1544,47.77,49,375,106,49.38,146,290,109,47.77,53,139,371,47.77,34,258,108
1545,47.80,49,375,106,49.42,145,290,109,47.80,53,139,371,47.80,34,258,108
1546,47.83,49,375,106,49.45,145,290,109,47.83,53,139,371,47.83,34,258,108
1547,47.86,49,375,106,49.48,145,290,109,47.86,53,138,371,47.86,34,258,108
1548,47.89,49,375,107,49.51,145,290,109,47.89,53,139,370,47.89,34,258,108
1549,47.92,49,375,106,49.55,145,290,109,47.92,53,139,370,47.92,34,258,108
1550,47.95,49,375,106,49.58,145,290,109,47.95,53,139,371,47.95,34,258,108
1551,47.99,49,375,106,49.61,145,290,109,47.99,53,139,371,47.99,34,258,108
1552,48.02,49,375,106,49.64,145,290,109,48.02,53,139,371,48.02,34,258,108
1553,48.05,49,375,106,49.68,145,290,109,48.05,53,139,370,48.05,34,258,108
1554,48.08,49,375,106,49.71,145,290,109,48.08,53,139,371,48.08,34,258,108
1555,48.11,49,375,106,49.74,145,290,109,48.11,53,139,371,48.11,34,258,108
1556,48.14,49,375,107,49.77,145,290,109,48.14,53,139,371,48.14,34,258,108
1557,48.17,49,375,106,49.80,145,290,109,48.17,53,139,371,48.17,34,258,108
1558,48.20,49,375,106,49.84,145,290,109,48.20,53,139,370,48.20,34,258,108
1559,48.24,49,375,106,49.87,145,290,109,48.24,53,139,370,48.24,34,258,108
1560,48.27,49,375,106,49.90,145,290,109,48.27,53,139,370,48.27,34,258,107
1561,48.30,49,375,106,49.93,145,290,109,48.30,53,139,370,48.30,34,258,108
1562,48.33,49,375,107,49.97,145,290,109,48.33,53,139,370,48.33,34,258,108
1563,48.36,49,375,106,50.00,145,290,109,48.36,53,139,370,48.36,34,258,108
1564,48.39,49,375,106,50.03,145,290,109,48.39,53,139,371,48.39,34,258,108
1565,48.42,49,375,106,50.06,145,290,109,48.42,53,139,370,48.42,34,258,108
1566,48.45,49,375,106,50.09,145,290,109,48.45,53,139,371,48.45,34,258,108
1567,48.49,49,375,106,50.13,145,290,109,48.49,52,139,370,48.49,34,258,108
1568,48.52,49,375,106,50.16,145,290,109,48.52,53,139,370,48.52,34,258,108
1569,48.55,49,375,106,50.19,146,290,109,48.55,53,139,370,48.55,34,258,108
1570,48.58,49,375,106,50.22,146,290,109,48.58,53,139,370,48.58,34,258,108
1571,48.61,49,375,106,50.25,145,290,109,48.61,53,139,370,48.61,34,258,108
1572,48.64,49,375,106,50.29,145,290,109,48.64,53,139,371,48.64,34,258,108
1573,48.67,49,375,106,50.32,145,289,109,48.67,53,139,370,48.67,34,258,108
1574,48.70,49,375,106,50.35,145,290,109,48.70,53,139,370,48.70,34,258,108
1575,48.73,50,375,106,50.38,145,290,109,48.73,53,139,370,48.73,34,258,108
1576,48.77,49,375,106,50.42,145,290,109,48.77,53,139,370,48.77,34,258,108
1577,48.80,50,375,106,50.45,145,290,109,48.80,53,139,370,48.80,34,258,108
1578,48.83,49,375,106,50.48,145,290,109,48.83,53,139,370,48.83,34,258,108
1579,48.86,50,375,106,50.51,145,290,109,48.86,53,139,370,48.86,34,258,108
1580,48.89,49,375,106,50.54,146,290,109,48.89,53,138,370,48.89,34,258,108
1581,48.92,49,375,106,50.58,145,290,109,48.92,52,139,370,48.92,34,258,108
1582,48.95,49,375,106,50.61,145,290,109,48.95,53,139,370,48.95,34,258,107
1583,48.98,49,375,106,50.64,145,290,109,48.98,53,139,370,48.98,34,258,108
1584,49.02,49,375,106,50.67,146,290,109,49.02,53,139,370,49.02,34,258,108
1585,49.05,50,375,106,50.71,145,290,109,49.05,53,138,370,49.05,34,258,108
1586,49.08,49,375,106,50.74,145,290,109,49.08,53,139,370,49.08,33,258,108
1587,49.11,49,375,106,50.77,145,290,109,49.11,53,138,371,49.11,34,258,108
1588,49.14,49,375,106,50.80,145,290,109,49.14,53,139,370,49.14,34,258,108
1589,49.17,50,375,106,50.84,145,290,109,49.17,53,139,370,49.17,34,258,108
1590,49.20,49,375,106,50.87,145,290,109,49.20,53,139,370,49.20,34,258,108
1591,49.23,49,375,106,50.90,145,290,109,49.23,53,138,370,49.23,34,258,108
1592,49.26,50,375,106,50.93,145,290,109,49.26,53,138,370,49.26,34,258,107
1593,49.30,50,375,106,50.96,145,290,109,49.30,53,138,370,49.30,34,258,108
1594,49.33,49,375,106,51.00,145,290,109,49.33,53,139,370,49.33,34,258,108
1595,49.36,50,375,106,51.03,145,290,109,49.36,53,139,370,49.36,34,258,108
1596,49.39,50,375,106,51.06,145,290,109,49.39,53,138,370,49.39,34,258,108
1597,49.42,49,375,106,51.09,145,290,109,49.42,53,139,370,49.42,34,258,108
1598,49.45,50,375,106,51.13,145,290,109,49.45,53,139,370,49.45,34,258,108
1599,49.48,49,375,106,51.16,145,290,109,49.48,53,139,370,49.48,34,258,107
1600,49.51,49,375,106,51.19,145,290,109,49.51,53,139,370,49.51,34,258,108
1601,49.55,49,375,106,51.22,145,290,109,49.55,53,139,370,49.55,34,258,108
1602,49.58,49,375,106,51.25,145,290,109,49.58,53,138,370,49.58,34,258,108
1603,49.61,49,375,107,51.29,145,290,109,49.61,53,139,370,49.61,34,258,108
1604,49.64,50,375,106,51.32,145,290,109,49.64,53,139,370,49.64,34,258,107
1605,49.67,49,375,106,51.35,145,290,109,49.67,53,139,370,49.67,34,258,108
1606,49.70,49,375,106,51.38,145,290,109,49.70,53,139,370,49.70,34,258,108
1607,49.73,50,375,106,51.42,145,290,109,49.73,53,138,370,49.73,34,258,108
1608,49.76,50,375,106,51.45,145,290,109,49.76,52,138,370,49.76,34,258,107
1609,49.79,50,375,106,51.48,145,290,109,49.79,53,139,370,49.79,34,258,108
1610,49.83,49,375,106,51.51,145,290,109,49.83,53,139,370,49.83,34,258,108
1611,49.86,49,375,106,51.54,146,290,109,49.86,52,139,371,49.86,34,258,107
1612,49.89,49,375,106,51.58,145,290,109,49.89,53,139,370,49.89,34,258,107
1613,49.92,49,375,106,51.61,145,290,109,49.92,52,139,370,49.92,34,258,108
1614,49.95,49,375,106,51.64,145,290,109,49.95,53,139,370,49.95,34,258,108
1615,49.98,50,375,106,51.67,145,290,109,49.98,52,139,370,49.98,34,258,108
1616,50.01,49,375,106,51.71,145,290,109,50.01,53,138,370,50.01,34,258,108
1617,50.04,50,375,106,51.74,145,289,109,50.04,53,139,370,50.04,34,258,107
1618,50.08,50,375,106,51.77,145,290,109,50.08,53,139,370,50.08,34,258,108
1619,50.11,49,375,106,51.80,145,290,109,50.11,53,139,370,50.11,34,258,108
1620,50.14,49,375,106,51.83,145,290,109,50.14,53,139,370,50.14,34,258,108
1621,50.17,49,375,106,51.87,145,290,109,50.17,53,139,370,50.17,34,258,108
1622,50.20,50,375,106,51.90,145,290,109,50.20,53,138,371,50.20,34,258,108
1623,50.23,50,375,106,51.93,145,290,109,50.23,52,138,370,50.23,34,258,108
1624,50.26,49,375,106,51.96,145,290,109,50.26,53,139,370,50.26,34,258,108
1625,50.29,50,375,106,52.00,145,289,109,50.29,53,138,370,50.29,34,258,108
1626,50.33,50,375,106,52.03,145,290,109,50.33,53,139,370,50.33,34,258,108
1627,50.36,49,375,106,52.06,146,290,109,50.36,53,139,370,50.36,34,258,108
1628,50.39,49,375,106,52.09,145,289,109,50.39,53,138,370,50.39,34,258,108
1629,50.42,49,375,106,52.12,145,290,109,50.42,53,139,370,50.42,34,258,108
1630,50.45,49,375,106,52.16,145,290,109,50.45,53,139,370,50.45,34,258,108
1631,50.48,49,375,106,52.19,146,290,109,50.48,53,139,370,50.48,34,258,108
1632,50.51,49,375,106,52.22,145,290,109,50.51,53,139,370,50.51,34,258,108
1633,50.54,50,375,106,52.25,145,290,109,50.54,52,138,370,50.54,34,258,108
1634,50.58,50,375,106,52.29,145,289,109,50.58,53,138,370,50.58,34,258,108
1635,50.61,49,375,106,52.32,145,289,109,50.61,53,138,370,50.61,34,258,108
1636,50.64,49,375,106,52.35,145,290,109,50.64,53,139,370,50.64,34,258,108
1637,50.67,49,375,106,52.38,145,290,109,50.67,53,138,370,50.67,34,258,108
1638,50.70,49,375,106,52.42,145,290,109,50.70,53,138,370,50.70,34,258,108
1639,50.73,49,375,106,52.45,145,290,109,50.73,53,138,370,50.73,34,258,107
1640,50.76,49,375,106,52.48,145,290,109,50.76,53,138,370,50.76,34,258,108
1641,50.79,49,375,106,52.51,145,290,109,50.79,53,138,370,50.79,34,258,107
1642,50.83,49,375,106,52.54,145,290,109,50.83,53,139,370,50.83,34,258,108
1643,50.86,49,375,106,52.58,145,290,109,50.86,53,139,370,50.86,34,258,108
1644,50.89,49,375,106,52.61,145,290,109,50.89,53,139,370,50.89,34,258,108
1645,50.92,49,375,106,52.64,145,290,109,50.92,53,138,370,50.92,34,258,108
1646,50.95,50,375,106,52.67,145,290,109,50.95,53,139,370,50.95,34,258,108
1647,50.98,49,375,106,52.71,146,289,109,50.98,52,139,370,50.98,34,258,108
1648,51.01,49,375,106,52.74,145,289,109,51.01,53,138,370,51.01,34,258,108
1649,51.04,49,375,106,52.77,145,289,109,51.04,53,139,370,51.04,34,258,108
1650,51.08,49,375,106,52.80,145,289,109,51.08,53,139,370,51.08,34,258,108
1651,51.11,50,375,106,52.83,145,290,109,51.11,53,138,370,51.11,34,258,108
1652,51.14,50,375,106,52.87,145,290,109,51.14,53,139,370,51.14,34,258,108
1653,51.17,49,375,106,52.90,145,290,109,51.17,53,139,370,51.17,34,258,108
1654,51.20,49,375,106,52.93,145,290,109,51.20,53,139,370,51.20,34,258,108
1655,51.23,50,375,106,52.96,145,289,109,51.23,53,139,370,51.23,34,258,108
1656,51.26,49,375,106,53.00,145,290,109,51.26,53,139,370,51.26,34,258,108
1657,51.29,49,375,106,53.03,145,290,109,51.29,53,139,370,51.29,34,258,108
1658,51.32,50,375,106,53.06,145,289,109,51.32,53,138,370,51.32,34,258,108
1659,51.36,49,375,106,53.09,145,290,109,51.36,53,139,370,51.36,34,258,108
1660,51.39,49,375,106,53.12,145,290,109,51.39,53,138,370,51.39,34,258,108
1661,51.42,49,375,106,53.16,145,289,109,51.42,53,138,370,51.42,34,258,108
1662,51.45,49,375,106,53.19,145,289,109,51.45,53,138,370,51.45,34,258,107
1663,51.48,49,375,106,53.22,145,290,109,51.48,53,138,370,51.48,34,258,108
1664,51.51,49,375,106,53.25,145,290,109,51.51,53,138,370,51.51,34,258,108
1665,51.54,49,375,106,53.29,145,289,109,51.54,52,138,370,51.54,34,258,108
1666,51.57,49,375,106,53.32,145,290,109,51.57,53,139,370,51.57,34,258,108
1667,51.61,49,375,106,53.35,145,289,109,51.61,53,138,370,51.61,34,258,107
1668,51.64,49,375,106,53.38,145,290,109,51.64,52,139,370,51.64,34,258,108
1669,51.67,49,375,106,53.41,145,289,109,51.67,53,139,370,51.67,34,258,108
1670,51.70,50,375,106,53.45,145,289,109,51.70,53,139,370,51.70,34,258,108
1671,51.73,49,375,106,53.48,145,289,109,51.73,53,139,370,51.73,34,258,108
1672,51.76,49,375,106,53.51,145,289,109,51.76,53,139,370,51.76,34,258,108
1673,51.79,49,375,106,53.54,145,289,109,51.79,53,138,370,51.79,34,258,108
1674,51.82,49,375,106,53.58,145,289,109,51.82,52,138,370,51.82,34,258,108
1675,51.85,49,375,106,53.61,145,289,109,51.85,53,139,370,51.85,34,258,108
1676,51.89,49,375,106,53.64,145,289,109,51.89,52,138,370,51.89,34,258,108
1677,51.92,49,375,106,53.67,145,289,109,51.92,53,138,370,51.92,34,258,108
1678,51.95,49,375,106,53.70,145,290,109,51.95,53,138,370,51.95,34,258,108
1679,51.98,50,375,106,53.74,145,289,109,51.98,53,138,370,51.98,34,258,108
1680,52.01,49,375,106,53.77,145,290,109,52.01,53,138,370,52.01,34,258,108
1681,52.04,49,375,106,53.80,145,289,109,52.04,53,138,370,52.04,34,258,108
1682,52.07,49,375,106,53.83,145,289,109,52.07,53,139,370,52.07,34,258,108
1683,52.10,49,375,106,53.87,145,289,109,52.10,53,138,370,52.10,34,258,108
1684,52.13,49,375,106,53.90,145,289,109,52.13,53,138,370,52.13,34,258,108
1685,52.17,49,375,106,53.93,145,289,109,52.17,53,138,370,52.17,34,258,108
1686,52.20,49,375,106,53.96,145,289,109,52.20,53,139,370,52.20,34,258,108
1687,52.23,49,375,106,53.99,145,289,109,52.23,52,139,370,52.23,34,258,108
1688,52.26,49,375,106,54.03,145,290,109,52.26,53,138,370,52.26,34,258,108
1689,52.29,49,375,106,54.06,145,289,109,52.29,53,138,370,52.29,34,258,108
1690,52.32,49,375,106,54.09,145,289,109,52.32,53,138,370,52.32,34,258,108
1691,52.35,49,375,106,54.12,145,289,109,52.35,53,138,370,52.35,34,258,108
1692,52.38,50,375,106,54.16,145,289,109,52.38,53,138,370,52.38,34,258,108
1693,52.42,49,375,106,54.19,145,289,109,52.42,53,138,370,52.42,34,258,108
1694,52.45,49,375,106,54.22,145,289,109,52.45,53,139,370,52.45,34,258,108
1695,52.48,50,375,106,54.25,145,289,109,52.48,53,139,370,52.48,34,258,108
1696,52.51,49,375,106,54.29,145,290,109,52.51,53,138,370,52.51,34,258,108
1697,52.54,49,375,106,54.32,145,289,109,52.54,53,139,370,52.54,34,258,108
1698,52.57,49,375,106,54.35,145,289,109,52.57,53,138,370,52.57,34,258,108
1699,52.60,49,375,106,54.38,145,289,109,52.60,53,138,370,52.60,34,258,108
1700,52.63,49,375,106,54.41,145,290,109,52.63,53,138,370,52.63,34,258,108
1701,52.67,49,375,106,54.45,145,290,109,52.67,53,138,370,52.67,34,258,108
1702,52.70,49,375,106,54.48,145,289,109,52.70,53,138,370,52.70,34,258,108
1703,52.73,49,375,106,54.51,145,289,109,52.73,52,138,370,52.73,34,258,108
1704,52.76,49,375,106,54.54,145,289,109,52.76,53,139,370,52.76,34,258,108
1705,52.79,49,375,106,54.58,145,289,109,52.79,53,138,370,52.79,34,258,108
1706,52.82,49,375,106,54.61,145,289,109,52.82,53,138,370,52.82,34,258,108
1707,52.85,49,375,106,54.64,145,290,109,52.85,53,138,370,52.85,34,258,108
1708,52.88,49,375,106,54.67,145,289,109,52.88,52,138,370,52.88,34,258,108
1709,52.92,49,375,106,54.70,145,289,109,52.92,52,138,370,52.92,34,258,108
1710,52.95,49,375,106,54.74,145,289,109,52.95,53,138,370,52.95,34,258,107
1711,52.98,49,375,106,54.77,145,289,109,52.98,53,138,370,52.98,34,258,108
1712,53.01,49,375,106,54.80,145,289,109,53.01,53,138,370,53.01,34,258,108
1713,53.04,49,375,106,54.83,145,289,109,53.04,53,138,370,53.04,34,258,108
1714,53.07,49,375,106,54.87,145,290,109,53.07,52,139,370,53.07,34,258,108
1715,53.10,49,375,106,54.90,145,290,109,53.10,53,138,370,53.10,34,258,108
1716,53.13,49,375,106,54.93,145,289,109,53.13,53,138,370,53.13,34,258,108
1717,53.17,49,375,106,54.96,145,290,109,53.17,53,138,370,53.17,34,258,108
1718,53.20,49,375,106,54.99,145,289,109,53.20,53,138,370,53.20,34,258,108
1719,53.23,49,375,106,55.03,145,289,109,53.23,53,138,370,53.23,34,258,108
1720,53.26,49,375,106,55.06,145,290,109,53.26,52,138,370,53.26,34,258,108
1721,53.29,49,375,106,55.09,145,289,109,53.29,53,138,370,53.29,34,258,108
1722,53.32,49,375,106,55.12,145,290,109,53.32,53,138,370,53.32,34,258,108
1723,53.35,49,375,106,55.15,145,289,109,53.35,53,139,370,53.35,34,258,108
1724,53.38,49,375,106,55.19,145,290,109,53.38,53,138,370,53.38,34,258,108
1725,53.41,49,375,106,55.22,145,289,109,53.41,53,138,370,53.41,34,258,108
1726,53.45,49,375,106,55.25,145,289,109,53.45,53,138,370,53.45,34,258,108
1727,53.48,49,375,106,55.28,145,289,109,53.48,53,138,370,53.48,34,258,108
1728,53.51,49,375,106,55.32,145,289,109,53.51,53,138,370,53.51,34,258,108
1729,53.54,49,375,106,55.35,145,289,109,53.54,53,138,370,53.54,34,258,107
1730,53.57,49,375,106,55.38,145,289,109,53.57,53,138,370,53.57,34,258,108
1731,53.60,49,375,106,55.41,145,289,109,53.60,53,138,370,53.60,34,258,108
1732,53.63,49,375,106,55.45,145,289,109,53.63,53,138,370,53.63,34,258,108
1733,53.66,49,375,106,55.48,145,289,109,53.66,53,138,370,53.66,34,258,108
1734,53.70,49,375,106,55.51,145,289,109,53.70,53,138,370,53.70,34,258,108
1735,53.73,49,375,106,55.54,145,289,109,53.73,53,138,370,53.73,34,258,108
1736,53.76,49,375,106,55.57,145,289,109,53.76,53,138,370,53.76,34,258,108
1737,53.79,49,375,106,55.61,145,289,109,53.79,53,138,370,53.79,34,258,108
1738,53.82,49,375,106,55.64,145,290,109,53.82,52,138,370,53.82,34,258,108
1739,53.85,49,375,106,55.67,145,289,109,53.85,53,138,370,53.85,34,258,108
1740,53.88,49,375,106,55.70,145,289,109,53.88,52,138,370,53.88,34,258,108
1741,53.91,49,375,106,55.74,145,289,109,53.91,53,138,370,53.91,34,258,108
1742,53.95,49,375,106,55.77,145,289,109,53.95,53,138,370,53.95,34,258,108
1743,53.98,49,375,106,55.80,145,289,109,53.98,53,138,370,53.98,34,258,108
1744,54.01,49,375,106,55.83,145,289,109,54.01,53,138,370,54.01,33,258,108
1745,54.04,49,375,106,55.87,145,289,109,54.04,53,138,370,54.04,34,258,108
1746,54.07,49,375,106,55.90,145,289,109,54.07,53,138,370,54.07,34,258,108
1747,54.10,49,375,106,55.93,145,289,109,54.10,53,138,370,54.10,34,258,108
1748,54.13,49,375,106,55.96,145,289,109,54.13,52,138,370,54.13,34,258,107
1749,54.16,49,375,106,55.99,145,289,109,54.16,53,138,370,54.16,34,258,108
1750,54.19,49,375,106,56.03,145,289,109,54.19,53,138,370,54.19,34,258,108
1751,54.22,49,375,106,56.06,145,289,109,54.22,52,138,370,54.22,34,258,108
1752,54.26,49,375,106,56.09,145,290,109,54.26,53,138,370,54.26,34,258,108
1753,54.29,49,375,106,56.12,145,289,109,54.29,53,138,370,54.29,34,258,108
1754,54.32,49,375,106,56.15,145,289,109,54.32,53,138,370,54.32,34,258,108
1755,54.35,49,375,106,56.19,145,289,109,54.35,53,138,370,54.35,34,258,108
1756,54.38,49,375,106,56.22,145,289,109,54.38,53,138,370,54.38,34,258,108
1757,54.41,49,375,106,56.25,145,289,109,54.41,53,138,370,54.41,34,258,108
1758,54.44,49,375,106,56.28,145,289,109,54.44,53,138,370,54.44,34,258,108
1759,54.47,49,375,106,56.31,145,289,109,54.47,53,138,370,54.47,34,258,108
1760,54.51,49,375,106,56.35,145,289,109,54.51,53,138,370,54.51,34,258,108
1761,54.54,49,375,106,56.38,145,290,109,54.54,53,138,370,54.54,34,258,108
1762,54.57,49,375,106,56.41,145,289,109,54.57,52,138,370,54.57,34,258,108
1763,54.60,49,375,106,56.44,145,289,109,54.60,53,138,370,54.60,34,258,108
1764,54.63,49,375,106,56.48,145,289,109,54.63,53,138,370,54.63,34,258,107
1765,54.66,49,374,106,56.51,145,289,109,54.66,53,138,370,54.66,34,258,108
1766,54.69,49,375,106,56.54,145,289,109,54.69,53,138,370,54.69,34,258,108
1767,54.72,50,375,106,56.57,145,289,109,54.72,53,138,370,54.72,34,258,108
1768,54.76,49,375,106,56.61,145,289,109,54.76,52,138,370,54.76,34,258,108
1769,54.79,49,375,106,56.64,145,289,109,54.79,53,138,370,54.79,34,258,108
1770,54.82,49,375,106,56.67,145,289,109,54.82,53,138,370,54.82,34,258,108
1771,54.85,49,375,106,56.70,145,290,109,54.85,53,138,370,54.85,34,258,108
1772,54.88,49,375,106,56.74,145,289,109,54.88,52,138,370,54.88,34,258,108
1773,54.91,49,375,106,56.77,145,289,109,54.91,52,138,370,54.91,34,258,108
1774,54.94,49,375,106,56.80,145,289,109,54.94,53,138,369,54.94,34,258,108
1775,54.97,50,375,106,56.83,145,289,109,54.97,52,138,370,54.97,34,258,108
1776,55.01,49,375,106,56.86,145,289,109,55.01,52,138,369,55.01,34,258,107
1777,55.04,49,375,106,56.90,145,289,109,55.04,53,138,370,55.04,34,258,108
