,time_A,A0,A1,A2,time_B,B0,B1,B2,time_C,C0,C1,C2,time_C,C0,C1,C2
2471,75.71,45,361,98,79.27,155,319,112,76.69,56,137,353,76.69,56,137,353
2472,75.74,45,361,98,79.30,155,319,112,76.72,56,137,353,76.72,56,137,353
2473,75.77,45,361,98,79.33,155,319,112,76.75,56,137,353,76.75,56,137,353
2474,75.80,45,361,98,79.37,155,319,112,76.78,56,138,353,76.78,56,138,353
2475,75.83,45,361,98,79.40,155,319,112,76.81,56,137,353,76.81,56,137,353
2476,75.86,45,361,98,79.43,155,319,112,76.85,56,138,353,76.85,56,138,353
2477,75.89,45,361,98,79.46,156,319,111,76.88,56,137,353,76.88,56,137,353
2478,75.92,45,361,98,79.50,155,319,112,76.91,56,137,353,76.91,56,137,353
2479,75.95,45,361,98,79.53,155,319,112,76.94,56,137,353,76.94,56,137,353
2480,75.98,45,361,98,79.56,155,319,112,76.97,56,138,353,76.97,56,138,353
2481,76.01,45,361,98,79.59,155,319,112,77.00,56,137,353,77.00,56,137,353
2482,76.04,45,361,98,79.63,155,319,112,77.03,56,137,353,77.03,56,137,353
2483,76.07,44,361,98,79.66,155,319,112,77.06,55,137,353,77.06,55,137,353
2484,76.10,45,361,98,79.69,155,319,112,77.09,56,137,353,77.09,56,137,353
2485,76.13,45,361,98,79.72,155,319,112,77.13,56,137,353,77.13,56,137,353
2486,76.16,44,361,98,79.75,155,319,112,77.16,56,138,353,77.16,56,138,353
2487,76.19,45,361,98,79.79,155,319,112,77.19,56,137,353,77.19,56,137,353
2488,76.22,45,361,98,79.82,156,319,112,77.22,56,137,353,77.22,56,137,353
2489,76.25,45,361,98,79.85,155,319,112,77.25,56,138,353,77.25,56,138,353
2490,76.28,44,361,98,79.88,155,319,112,77.28,56,137,353,77.28,56,137,353
2491,76.31,44,361,98,79.92,155,319,112,77.31,56,137,352,77.31,56,137,352
2492,76.34,45,362,98,79.95,155,319,112,77.34,56,137,353,77.34,56,137,353
2493,76.37,45,361,98,79.98,155,319,112,77.38,56,137,352,77.38,56,137,352
2494,76.40,44,361,98,80.01,155,319,112,77.41,56,137,353,77.41,56,137,353
2495,76.43,45,361,98,80.04,155,319,112,77.44,56,138,353,77.44,56,138,353
2496,76.46,45,361,98,80.08,155,319,112,77.47,56,137,353,77.47,56,137,353
2497,76.50,44,361,98,80.11,155,319,112,77.50,56,137,352,77.50,56,137,352
2498,76.52,45,361,98,80.14,155,319,112,77.53,56,137,353,77.53,56,137,353
2499,76.55,45,361,98,80.17,155,319,112,77.56,56,137,353,77.56,56,137,353
2500,76.58,45,361,98,80.20,155,319,112,77.59,56,137,353,77.59,56,137,353
2501,76.61,45,361,98,80.24,155,319,112,77.62,56,137,352,77.62,56,137,352
2502,76.65,45,361,98,80.27,155,319,112,77.66,56,138,353,77.66,56,138,353
2503,76.68,45,361,98,80.30,155,319,112,77.69,56,137,353,77.69,56,137,353
2504,76.71,45,361,98,80.33,155,319,112,77.72,56,138,353,77.72,56,138,353
2505,76.74,44,361,98,80.37,155,319,112,77.75,56,137,353,77.75,56,137,353
2506,76.77,45,361,98,80.40,155,319,112,77.78,56,137,353,77.78,56,137,353
2507,76.80,45,361,98,80.43,155,319,112,77.81,56,137,353,77.81,56,137,353
2508,76.83,45,361,98,80.46,155,319,112,77.84,56,137,353,77.84,56,137,353
2509,76.86,44,361,98,80.50,155,319,112,77.87,56,137,352,77.87,56,137,352
2510,76.89,44,361,98,80.53,155,319,112,77.91,56,137,353,77.91,56,137,353
2511,76.92,45,361,98,80.56,155,319,112,77.94,56,137,353,77.94,56,137,353
2512,76.95,44,361,98,80.59,155,319,112,77.97,56,137,353,77.97,56,137,353
2513,76.98,45,361,98,80.62,155,319,112,78.00,56,138,353,78.00,56,138,353
2514,77.01,45,361,98,80.66,155,319,112,78.03,56,138,353,78.03,56,138,353
2515,77.04,45,361,98,80.69,155,319,112,78.06,56,137,353,78.06,56,137,353
2516,77.07,45,361,98,80.72,155,319,112,78.09,56,138,353,78.09,56,138,353
2517,77.10,44,361,98,80.75,156,319,112,78.12,56,137,352,78.12,56,137,352
2518,77.13,45,361,98,80.79,155,319,112,78.15,56,137,353,78.15,56,137,353
2519,77.16,45,361,98,80.82,155,319,112,78.19,56,138,353,78.19,56,138,353
2520,77.19,45,361,98,80.85,155,319,112,78.22,56,137,353,78.22,56,137,353
2521,77.22,45,361,98,80.88,155,319,112,78.25,56,137,353,78.25,56,137,353
2522,77.25,45,361,98,80.91,155,319,112,78.28,56,137,352,78.28,56,137,352
2523,77.28,45,361,98,80.95,155,319,112,78.31,56,137,353,78.31,56,137,353
2524,77.31,45,361,98,80.98,155,319,112,78.34,56,137,353,78.34,56,137,353
2525,77.34,45,361,98,81.01,155,319,112,78.37,56,137,352,78.37,56,137,352
2526,77.37,45,361,98,81.04,155,319,112,78.40,56,137,353,78.40,56,137,353
2527,77.40,45,361,98,81.08,155,319,112,78.44,56,137,352,78.44,56,137,352
2528,77.43,45,361,98,81.11,155,319,112,78.47,56,137,352,78.47,56,137,352
2529,77.46,45,361,98,81.14,155,319,112,78.50,56,137,353,78.50,56,137,353
2530,77.49,45,361,98,81.17,155,319,112,78.53,56,138,353,78.53,56,138,353
2531,77.52,45,361,98,81.20,155,318,112,78.56,56,137,353,78.56,56,137,353
2532,77.55,45,361,98,81.24,155,318,112,78.59,56,137,352,78.59,56,137,352
2533,77.58,45,361,98,81.27,155,319,112,78.62,56,137,352,78.62,56,137,352
2534,77.61,45,361,98,81.30,155,319,112,78.65,56,137,353,78.65,56,137,353
2535,77.64,45,361,98,81.33,155,319,112,78.69,56,137,353,78.69,56,137,353
2536,77.67,45,361,98,81.37,155,319,112,78.72,56,137,353,78.72,56,137,353
2537,77.70,45,361,98,81.40,155,319,112,78.75,56,138,352,78.75,56,138,352
2538,77.73,45,361,98,81.43,155,319,112,78.78,56,137,353,78.78,56,137,353
2539,77.76,45,361,98,81.46,155,319,112,78.81,56,138,352,78.81,56,138,352
2540,77.79,45,361,98,81.50,155,319,112,78.84,56,137,353,78.84,56,137,353
2541,77.82,45,361,98,81.53,155,319,112,78.87,56,138,352,78.87,56,138,352
2542,77.85,45,361,98,81.56,155,319,112,78.90,56,137,353,78.90,56,137,353
2543,77.88,45,361,98,81.59,155,319,112,78.94,56,137,353,78.94,56,137,353
2544,77.91,45,361,98,81.62,155,319,112,78.97,56,137,353,78.97,56,137,353
2545,77.94,45,361,98,81.66,155,319,112,79.00,55,137,352,79.00,55,137,352
2546,77.97,45,361,98,81.69,155,319,112,79.03,56,137,352,79.03,56,137,352
2547,78.00,45,361,98,81.72,155,319,112,79.06,56,137,352,79.06,56,137,352
2548,78.03,45,361,98,81.75,155,319,112,79.09,56,137,353,79.09,56,137,353
2549,78.06,45,361,98,81.79,155,319,112,79.12,55,137,352,79.12,55,137,352
2550,78.09,44,361,98,81.82,155,319,112,79.15,55,137,353,79.15,55,137,353
2551,78.12,44,361,98,81.85,155,319,112,79.18,55,137,352,79.18,55,137,352
2552,78.15,45,361,98,81.88,155,319,112,79.22,56,137,353,79.22,56,137,353
2553,78.18,45,361,98,81.91,155,319,112,79.25,56,137,352,79.25,56,137,352
2554,78.21,45,361,98,81.95,155,319,112,79.28,56,138,352,79.28,56,138,352
2555,78.24,45,361,98,81.98,155,319,112,79.31,56,137,352,79.31,56,137,352
2556,78.27,44,361,98,82.01,155,319,112,79.34,56,137,352,79.34,56,137,352
2557,78.30,45,361,98,82.04,156,319,112,79.37,55,137,353,79.37,55,137,353
2558,78.33,45,361,98,82.07,156,319,112,79.40,56,137,352,79.40,56,137,352
2559,78.36,45,361,98,82.11,155,319,112,79.43,56,137,352,79.43,56,137,352
2560,78.39,45,361,98,82.14,155,319,112,79.47,55,137,352,79.47,55,137,352
2561,78.43,45,361,98,82.17,155,319,112,79.50,56,137,352,79.50,56,137,352
2562,78.45,45,361,98,82.20,156,319,112,79.53,56,137,352,79.53,56,137,352
2563,78.48,45,361,98,82.24,155,319,112,79.56,56,137,353,79.56,56,137,353
2564,78.52,44,361,98,82.27,155,319,112,79.59,56,137,352,79.59,56,137,352
2565,78.54,44,361,98,82.30,155,319,112,79.62,56,137,353,79.62,56,137,353
2566,78.58,45,361,98,82.33,155,319,112,79.65,56,138,353,79.65,56,138,353
2567,78.61,44,361,98,82.37,155,319,112,79.68,56,138,352,79.68,56,138,352
2568,78.64,44,361,98,82.40,155,319,112,79.72,56,137,352,79.72,56,137,352
2569,78.67,44,361,98,82.43,155,319,112,79.75,56,137,352,79.75,56,137,352
2570,78.70,45,361,98,82.46,155,319,112,79.78,56,138,352,79.78,56,138,352
2571,78.73,45,361,98,82.50,155,319,112,79.81,56,137,353,79.81,56,137,353
2572,78.76,45,361,98,82.53,155,319,112,79.84,56,137,352,79.84,56,137,352
2573,78.79,44,361,97,82.56,155,319,112,79.87,56,137,352,79.87,56,137,352
2574,78.82,45,361,98,82.59,155,319,112,79.90,56,137,352,79.90,56,137,352
2575,78.85,44,361,98,82.62,155,319,112,79.93,56,137,352,79.93,56,137,352
2576,78.88,44,361,98,82.66,155,319,112,79.97,56,137,353,79.97,56,137,353
2577,78.91,44,361,98,82.69,155,319,112,80.00,56,137,352,80.00,56,137,352
2578,78.94,45,361,98,82.72,155,319,112,80.03,56,137,352,80.03,56,137,352
2579,78.97,45,361,98,82.75,155,319,112,80.06,56,137,352,80.06,56,137,352
2580,79.00,44,361,98,82.79,155,319,112,80.09,56,137,352,80.09,56,137,352
2581,79.03,45,361,98,82.82,155,319,112,80.12,56,137,352,80.12,56,137,352
2582,79.06,45,361,98,82.85,155,319,112,80.15,56,137,352,80.15,56,137,352
2583,79.09,44,361,98,82.88,155,319,112,80.18,56,137,352,80.18,56,137,352
2584,79.12,44,361,98,82.91,155,319,112,80.21,55,137,352,80.21,55,137,352
2585,79.15,45,361,98,82.95,155,319,112,80.25,56,137,352,80.25,56,137,352
2586,79.18,45,361,98,82.98,155,319,112,80.28,56,138,352,80.28,56,138,352
2587,79.21,44,361,97,83.01,155,319,112,80.31,56,138,352,80.31,56,138,352
2588,79.24,45,361,98,83.04,155,319,112,80.34,55,137,352,80.34,55,137,352
2589,79.27,45,361,98,83.07,155,319,112,80.37,56,137,352,80.37,56,137,352
2590,79.30,44,361,97,83.11,155,319,112,80.40,56,137,352,80.40,56,137,352
2591,79.33,45,361,98,83.14,155,319,111,80.43,56,137,352,80.43,56,137,352
2592,79.36,45,361,98,83.17,155,319,112,80.46,56,137,352,80.46,56,137,352
2593,79.39,44,361,98,83.20,155,319,112,80.50,56,138,352,80.50,56,138,352
2594,79.42,44,361,98,83.24,155,319,112,80.53,56,137,352,80.53,56,137,352
2595,79.45,44,361,98,83.27,155,319,112,80.56,56,138,352,80.56,56,138,352
2596,79.48,45,361,98,83.30,155,319,112,80.59,56,137,352,80.59,56,137,352
2597,79.51,45,361,98,83.33,155,319,112,80.62,56,137,353,80.62,56,137,353
2598,79.54,44,361,98,83.36,155,319,112,80.65,56,137,352,80.65,56,137,352
2599,79.57,44,361,98,83.40,155,319,112,80.68,56,137,352,80.68,56,137,352
2600,79.60,44,361,98,83.43,155,319,112,80.71,56,137,352,80.71,56,137,352
2601,79.63,45,361,98,83.46,155,319,112,80.75,55,137,352,80.75,55,137,352
2602,79.66,45,361,98,83.49,155,319,112,80.78,56,138,352,80.78,56,138,352
2603,79.69,45,361,97,83.53,155,319,112,80.81,56,137,352,80.81,56,137,352
2604,79.72,44,361,98,83.56,155,319,112,80.84,56,137,352,80.84,56,137,352
2605,79.75,44,361,98,83.59,155,319,112,80.87,56,137,352,80.87,56,137,352
2606,79.78,45,361,98,83.62,155,319,112,80.90,56,138,352,80.90,56,138,352
2607,79.81,45,361,98,83.65,155,319,112,80.93,56,137,352,80.93,56,137,352
2608,79.84,45,361,98,83.69,155,319,112,80.96,55,137,352,80.96,55,137,352
2609,79.87,44,361,98,83.72,155,319,112,81.00,56,137,352,81.00,56,137,352
2610,79.90,44,361,98,83.75,155,319,112,81.03,56,138,352,81.03,56,138,352
2611,79.93,44,361,98,83.78,155,319,112,81.06,56,137,352,81.06,56,137,352
2612,79.96,45,361,98,83.82,155,319,112,81.09,56,137,352,81.09,56,137,352
2613,79.99,44,361,98,83.85,155,319,112,81.12,56,137,352,81.12,56,137,352
2614,80.02,44,361,97,83.88,155,319,112,81.15,56,137,352,81.15,56,137,352
2615,80.05,44,361,98,83.91,155,319,112,81.18,55,137,352,81.18,55,137,352
2616,80.08,44,361,98,83.94,155,319,112,81.21,56,137,352,81.21,56,137,352
2617,80.11,44,361,98,83.98,155,319,112,81.25,56,138,352,81.25,56,138,352
2618,80.14,44,361,98,84.01,155,319,112,81.27,56,137,352,81.27,56,137,352
2619,80.18,45,361,98,84.04,155,319,112,81.31,55,137,352,81.31,55,137,352
2620,80.20,45,361,97,84.07,155,319,112,81.34,55,137,352,81.34,55,137,352
2621,80.23,45,361,98,84.11,155,319,112,81.37,55,137,352,81.37,55,137,352
2622,80.26,45,361,98,84.14,155,319,112,81.40,56,137,352,81.40,56,137,352
2623,80.29,44,361,98,84.17,156,319,112,81.43,56,137,352,81.43,56,137,352
2624,80.32,45,361,98,84.20,155,319,112,81.46,55,137,352,81.46,55,137,352
2625,80.36,45,361,98,84.24,155,319,112,81.50,56,137,352,81.50,56,137,352
2626,80.39,45,361,98,84.27,155,319,112,81.52,56,137,352,81.52,56,137,352
2627,80.41,45,361,98,84.30,155,319,112,81.56,55,137,352,81.56,55,137,352
2628,80.45,45,361,98,84.33,155,319,112,81.59,55,137,352,81.59,55,137,352
2629,80.48,45,361,98,84.36,155,319,112,81.62,56,137,352,81.62,56,137,352
2630,80.51,44,361,98,84.40,155,319,112,81.65,55,137,352,81.65,55,137,352
2631,80.54,45,361,98,84.43,155,319,112,81.68,56,137,352,81.68,56,137,352
2632,80.57,45,361,98,84.46,155,319,112,81.71,56,137,352,81.71,56,137,352
2633,80.60,45,361,98,84.49,155,319,112,81.74,56,137,352,81.74,56,137,352
2634,80.63,45,361,97,84.53,155,319,112,81.77,56,137,352,81.77,56,137,352
2635,80.66,45,361,98,84.56,155,319,112,81.81,56,137,352,81.81,56,137,352
2636,80.69,45,361,98,84.59,155,319,112,81.84,56,137,352,81.84,56,137,352
2637,80.72,44,361,98,84.62,155,319,112,81.87,56,137,352,81.87,56,137,352
2638,80.75,45,361,97,84.65,155,319,112,81.90,56,137,352,81.90,56,137,352
2639,80.78,44,361,98,84.69,155,319,112,81.93,56,137,353,81.93,56,137,353
2640,80.81,45,361,98,84.72,155,319,112,81.96,56,137,352,81.96,56,137,352
2641,80.84,45,361,98,84.75,155,319,112,81.99,56,137,352,81.99,56,137,352
2642,80.87,44,361,98,84.78,155,319,112,82.02,56,137,352,82.02,56,137,352
2643,80.90,45,361,98,84.82,155,319,112,82.06,56,137,352,82.06,56,137,352
2644,80.93,45,361,97,84.85,155,319,112,82.09,56,137,352,82.09,56,137,352
2645,80.96,45,361,98,84.88,155,319,112,82.12,56,137,352,82.12,56,137,352
2646,80.99,45,361,98,84.91,155,319,112,82.15,55,137,352,82.15,55,137,352
2647,81.02,45,361,98,84.94,155,319,112,82.18,55,137,352,82.18,55,137,352
2648,81.05,45,361,97,84.98,155,319,112,82.21,56,137,352,82.21,56,137,352
2649,81.08,45,361,98,85.01,155,319,112,82.24,56,137,352,82.24,56,137,352
2650,81.11,45,361,98,85.04,155,319,112,82.27,56,137,352,82.27,56,137,352
2651,81.14,45,361,97,85.07,155,319,112,82.31,56,137,352,82.31,56,137,352
2652,81.17,45,361,98,85.11,155,319,112,82.34,56,137,352,82.34,56,137,352
2653,81.20,45,361,97,85.14,155,319,112,82.37,56,137,352,82.37,56,137,352
2654,81.23,45,361,98,85.17,155,319,112,82.40,56,137,352,82.40,56,137,352
2655,81.26,44,361,98,85.20,155,319,112,82.43,56,137,352,82.43,56,137,352
2656,81.29,45,361,98,85.23,155,319,112,82.46,56,137,352,82.46,56,137,352
2657,81.32,44,361,98,85.27,155,319,112,82.49,56,137,352,82.49,56,137,352
2658,81.35,44,361,97,85.30,155,318,111,82.52,56,137,352,82.52,56,137,352
2659,81.38,45,361,98,85.33,154,317,111,82.55,55,137,352,82.55,55,137,352
2660,81.41,45,361,97,85.36,154,314,111,82.59,56,137,352,82.59,56,137,352
2661,81.44,45,361,97,85.40,154,317,111,82.62,56,137,352,82.62,56,137,352
2662,81.47,44,361,97,85.43,154,317,111,82.65,56,137,352,82.65,56,137,352
2663,81.50,44,361,98,85.46,154,318,112,82.68,56,137,352,82.68,56,137,352
2664,81.53,44,361,98,85.49,154,317,111,82.71,56,137,352,82.71,56,137,352
2665,81.56,45,361,98,85.52,154,318,111,82.74,56,137,352,82.74,56,137,352
2666,81.59,45,361,97,85.56,155,318,111,82.77,56,137,352,82.77,56,137,352
2667,81.62,45,361,97,85.59,154,318,111,82.80,56,137,352,82.80,56,137,352
2668,81.65,45,361,98,85.62,154,317,111,82.84,55,137,352,82.84,55,137,352
2669,81.68,44,361,98,85.65,154,318,111,82.87,56,137,352,82.87,56,137,352
2670,81.71,44,361,97,85.69,155,318,111,82.90,55,137,352,82.90,55,137,352
2671,81.74,44,361,97,85.72,155,318,112,82.93,56,137,352,82.93,56,137,352
2672,81.77,45,361,97,85.75,154,318,111,82.96,55,137,352,82.96,55,137,352
2673,81.80,45,361,97,85.78,154,318,111,82.99,56,137,352,82.99,56,137,352
2674,81.83,45,361,98,85.82,154,318,111,83.02,55,137,352,83.02,55,137,352
2675,81.86,45,361,98,85.85,155,318,111,83.05,55,137,352,83.05,55,137,352
2676,81.89,45,361,98,85.88,154,318,111,83.09,55,137,352,83.09,55,137,352
2677,81.92,44,361,98,85.91,154,318,111,83.12,55,137,352,83.12,55,137,352
2678,81.95,44,361,98,85.94,154,318,111,83.15,56,137,352,83.15,56,137,352
2679,81.98,45,361,97,85.98,154,318,111,83.18,55,137,352,83.18,55,137,352
2680,82.01,45,361,98,86.01,154,318,111,83.21,55,137,352,83.21,55,137,352
2681,82.04,45,361,97,86.04,154,318,111,83.24,56,137,352,83.24,56,137,352
2682,82.07,44,361,97,86.07,154,318,111,83.27,55,137,352,83.27,55,137,352
2683,82.11,45,361,97,86.11,155,318,111,83.30,56,137,352,83.30,56,137,352
2684,82.13,44,361,98,86.14,154,318,111,83.33,55,137,352,83.33,55,137,352
2685,82.16,45,361,97,86.17,154,317,111,83.37,56,137,352,83.37,56,137,352
2686,82.19,45,361,97,86.20,154,318,111,83.40,56,137,352,83.40,56,137,352
2687,82.23,45,361,98,86.23,154,317,111,83.43,55,137,352,83.43,55,137,352
2688,82.25,44,361,97,86.27,154,318,111,83.46,56,137,352,83.46,56,137,352
2689,82.29,44,361,97,86.30,154,318,111,83.49,55,137,352,83.49,55,137,352
2690,82.32,45,361,98,86.33,154,318,111,83.52,56,137,352,83.52,56,137,352
2691,82.34,44,361,98,86.36,154,318,111,83.55,56,137,352,83.55,56,137,352
2692,82.38,45,361,97,86.39,154,318,111,83.58,55,137,352,83.58,55,137,352
2693,82.41,44,361,97,86.43,155,318,111,83.61,56,137,352,83.61,56,137,352
2694,82.44,45,361,97,86.46,154,317,111,83.65,55,137,352,83.65,55,137,352
2695,82.47,44,361,98,86.49,155,318,111,83.68,55,137,352,83.68,55,137,352
2696,82.50,45,361,97,86.52,155,318,111,83.71,55,137,352,83.71,55,137,352
2697,82.53,45,361,97,86.56,154,317,111,83.74,56,137,352,83.74,56,137,352
2698,82.56,45,361,97,86.59,154,318,111,83.77,55,137,352,83.77,55,137,352
2699,82.59,45,361,97,86.62,154,317,111,83.80,55,137,352,83.80,55,137,352
2700,82.62,45,361,97,86.65,154,317,111,83.83,56,137,352,83.83,56,137,352
2701,82.65,45,361,97,86.69,154,317,111,83.86,55,137,352,83.86,55,137,352
2702,82.68,44,361,97,86.72,154,317,111,83.90,55,137,352,83.90,55,137,352
2703,82.71,45,361,97,86.75,154,318,111,83.93,55,137,352,83.93,55,137,352
2704,82.74,45,361,97,86.78,155,318,112,83.96,55,137,352,83.96,55,137,352
2705,82.77,45,361,97,86.81,155,318,111,83.99,56,137,352,83.99,56,137,352
2706,82.80,45,361,97,86.85,155,318,111,84.02,55,137,352,84.02,55,137,352
2707,82.83,45,361,97,86.88,155,318,111,84.05,56,137,352,84.05,56,137,352
2708,82.86,44,361,97,86.91,155,318,111,84.08,55,137,352,84.08,55,137,352
2709,82.89,45,361,97,86.94,155,318,111,84.11,56,137,352,84.11,56,137,352
2710,82.92,44,361,97,86.98,155,318,111,84.15,56,137,352,84.15,56,137,352
2711,82.95,44,361,97,87.01,155,318,112,84.18,56,137,352,84.18,56,137,352
2712,82.98,45,361,97,87.04,154,318,112,84.21,55,137,352,84.21,55,137,352
2713,83.01,45,361,97,87.07,155,318,111,84.24,56,137,352,84.24,56,137,352
2714,83.04,44,361,97,87.11,154,318,111,84.27,56,137,352,84.27,56,137,352
2715,83.07,45,361,97,87.14,155,318,111,84.30,56,137,352,84.30,56,137,352
2716,83.10,45,361,97,87.17,155,318,111,84.33,55,137,352,84.33,55,137,352
2717,83.13,45,361,97,87.20,155,318,111,84.36,56,137,352,84.36,56,137,352
2718,83.16,45,361,97,87.23,155,318,111,84.40,55,137,352,84.40,55,137,352
2719,83.19,45,361,97,87.27,155,318,111,84.43,56,137,352,84.43,56,137,352
2720,83.22,45,361,97,87.30,154,318,112,84.46,56,137,352,84.46,56,137,352
2721,83.25,45,361,97,87.33,155,318,111,84.49,55,137,352,84.49,55,137,352
2722,83.28,44,361,97,87.36,155,319,111,84.52,55,137,352,84.52,55,137,352
2723,83.31,45,361,97,87.39,155,318,111,84.55,56,137,352,84.55,56,137,352
2724,83.34,44,361,97,87.43,155,318,112,84.58,55,137,352,84.58,55,137,352
2725,83.37,45,361,98,87.46,155,318,111,84.61,55,137,352,84.61,55,137,352
2726,83.40,44,361,97,87.49,155,318,112,84.64,55,137,352,84.64,55,137,352
2727,83.43,45,361,97,87.52,155,319,111,84.68,55,137,352,84.68,55,137,352
2728,83.46,45,361,97,87.56,155,318,112,84.71,56,137,352,84.71,56,137,352
2729,83.49,45,361,97,87.59,155,318,112,84.74,56,137,352,84.74,56,137,352
2730,83.52,45,361,98,87.62,155,318,111,84.77,56,137,352,84.77,56,137,352
2731,83.55,45,361,98,87.65,155,319,112,84.80,55,137,352,84.80,55,137,352
2732,83.58,45,361,97,87.69,155,318,111,84.83,55,137,352,84.83,55,137,352
2733,83.61,45,361,97,87.72,155,318,112,84.86,55,137,352,84.86,55,137,352
2734,83.64,45,361,97,87.75,155,318,111,84.89,55,137,352,84.89,55,137,352
2735,83.67,44,361,97,87.78,155,319,111,84.93,56,137,352,84.93,56,137,352
2736,83.70,44,361,97,87.81,155,318,111,84.96,55,137,352,84.96,55,137,352
2737,83.73,44,361,97,87.85,155,318,112,84.99,55,137,352,84.99,55,137,352
2738,83.76,45,361,97,87.88,155,319,111,85.02,56,137,352,85.02,56,137,352
2739,83.79,45,361,97,87.91,155,318,111,85.05,55,137,352,85.05,55,137,352
2740,83.82,45,361,97,87.94,155,318,111,85.08,55,137,352,85.08,55,137,352
2741,83.85,45,361,97,87.97,154,318,111,85.11,55,137,352,85.11,55,137,352
2742,83.88,44,361,97,88.01,155,318,111,85.14,55,137,352,85.14,55,137,352
2743,83.91,44,361,97,88.04,155,318,111,85.18,55,137,352,85.18,55,137,352
2744,83.94,45,361,97,88.07,155,318,111,85.21,56,137,352,85.21,56,137,352
2745,83.97,44,361,98,88.10,155,318,111,85.24,56,137,352,85.24,56,137,352
2746,84.00,45,361,98,88.14,155,318,112,85.27,55,137,352,85.27,55,137,352
2747,84.04,45,361,97,88.17,155,318,111,85.30,55,137,352,85.30,55,137,352
2748,84.06,44,361,97,88.20,155,318,111,85.33,55,137,352,85.33,55,137,352
2749,84.10,45,361,97,88.23,155,318,112,85.36,56,137,352,85.36,56,137,352
2750,84.12,45,361,97,88.26,155,318,111,85.39,55,137,352,85.39,55,137,352
2751,84.16,44,361,97,88.30,154,318,111,85.43,55,137,352,85.43,55,137,352
2752,84.19,45,361,97,88.33,154,317,111,85.46,55,137,352,85.46,55,137,352
2753,84.22,45,361,97,88.36,153,317,111,85.49,56,137,352,85.49,56,137,352
2754,84.25,45,361,97,88.39,154,318,111,85.52,56,137,352,85.52,56,137,352
2755,84.28,44,361,98,88.43,154,318,111,85.55,55,137,352,85.55,55,137,352
2756,84.31,45,361,98,88.46,154,318,111,85.58,55,137,352,85.58,55,137,352
2757,84.34,45,361,97,88.49,154,318,111,85.61,55,137,352,85.61,55,137,352
2758,84.37,45,361,97,88.52,155,318,111,85.64,55,137,352,85.64,55,137,352
2759,84.40,45,361,97,88.56,155,318,111,85.68,56,136,352,85.68,56,136,352
2760,84.43,45,361,97,88.59,155,318,111,85.71,56,137,352,85.71,56,137,352
2761,84.46,44,361,97,88.62,154,318,111,85.74,55,137,352,85.74,55,137,352
2762,84.49,45,361,97,88.65,154,318,111,85.77,55,137,352,85.77,55,137,352
2763,84.52,44,361,97,88.68,155,318,111,85.80,56,137,352,85.80,56,137,352
2764,84.55,45,361,97,88.72,155,318,111,85.83,56,137,352,85.83,56,137,352
2765,84.58,45,361,97,88.75,155,318,111,85.86,56,137,352,85.86,56,137,352
2766,84.61,45,361,97,88.78,155,318,111,85.89,56,137,352,85.89,56,137,352
2767,84.64,45,361,97,88.81,155,318,112,85.92,55,137,352,85.92,55,137,352
2768,84.67,45,361,97,88.85,155,318,111,85.96,55,137,352,85.96,55,137,352
2769,84.70,44,361,97,88.88,155,318,112,85.99,55,137,352,85.99,55,137,352
2770,84.73,44,361,97,88.91,155,319,111,86.02,55,137,352,86.02,55,137,352
2771,84.76,45,361,97,88.94,155,318,112,86.05,56,137,352,86.05,56,137,352
2772,84.79,44,361,97,88.97,155,318,111,86.08,55,137,352,86.08,55,137,352
2773,84.82,45,361,97,89.01,155,318,111,86.11,55,137,352,86.11,55,137,352
2774,84.85,45,361,97,89.04,155,318,111,86.14,56,137,352,86.14,56,137,352
2775,84.88,45,361,97,89.07,155,318,111,86.17,56,137,352,86.17,56,137,352
2776,84.91,44,361,97,89.10,155,318,111,86.20,55,137,352,86.20,55,137,352
2777,84.94,44,361,97,89.14,155,318,111,86.24,55,137,352,86.24,55,137,352
2778,84.97,44,361,97,89.17,155,318,111,86.27,55,137,352,86.27,55,137,352
2779,85.00,44,361,97,89.20,155,318,112,86.30,56,137,352,86.30,56,137,352
2780,85.03,44,361,97,89.23,155,318,111,86.33,56,137,352,86.33,56,137,352
2781,85.06,44,361,97,89.26,155,318,111,86.36,55,137,352,86.36,55,137,352
2782,85.09,45,361,97,89.30,155,318,111,86.39,55,137,352,86.39,55,137,352
2783,85.12,44,361,97,89.33,155,318,111,86.42,55,137,352,86.42,55,137,352
2784,85.15,45,361,97,89.36,155,318,111,86.45,55,137,352,86.45,55,137,352
2785,85.18,45,361,97,89.39,155,318,111,86.49,55,137,352,86.49,55,137,352
2786,85.21,45,361,97,89.43,155,318,111,86.52,55,137,352,86.52,55,137,352
2787,85.24,44,361,97,89.46,155,318,112,86.55,55,137,352,86.55,55,137,352
2788,85.27,44,361,97,89.49,155,319,112,86.58,55,137,352,86.58,55,137,352
2789,85.30,44,361,97,89.52,155,318,111,86.61,56,137,352,86.61,56,137,352
2790,85.33,44,361,97,89.55,155,318,111,86.64,55,137,352,86.64,55,137,352
2791,85.36,44,361,97,89.59,155,318,111,86.67,55,137,352,86.67,55,137,352
2792,85.39,44,361,97,89.62,155,318,111,86.70,55,137,352,86.70,55,137,352
2793,85.42,45,361,97,89.65,155,318,112,86.73,56,137,352,86.73,56,137,352
2794,85.45,44,361,97,89.68,155,318,111,86.77,55,137,352,86.77,55,137,352
