,time_A,A0,A1,A2,time_B,B0,B1,B2,time_C,C0,C1,C2,time_C,C0,C1,C2
812,24.93,46,367,102,25.78,158,323,113,24.93,57,140,358,24.93,57,140,358
813,24.96,46,367,102,25.82,158,323,113,24.96,57,140,358,24.96,57,140,358
814,24.99,47,367,102,25.85,158,323,113,24.99,57,140,358,24.99,57,140,358
815,25.02,47,366,102,25.88,158,323,113,25.02,57,140,358,25.02,57,140,358
816,25.05,46,367,102,25.91,158,323,113,25.05,57,139,358,25.05,57,139,358
817,25.08,47,367,102,25.95,158,323,113,25.08,57,139,358,25.08,57,139,358
818,25.12,46,367,102,25.98,158,323,113,25.12,57,140,358,25.12,57,140,358
819,25.15,46,367,102,26.01,158,323,113,25.15,57,140,358,25.15,57,140,358
820,25.18,46,366,102,26.04,158,323,113,25.18,57,140,358,25.18,57,140,358
821,25.21,47,367,102,26.07,158,323,113,25.21,58,140,358,25.21,58,140,358
822,25.24,46,367,102,26.11,158,323,113,25.24,57,139,358,25.24,57,139,358
823,25.27,46,367,102,26.14,158,323,113,25.27,57,140,358,25.27,57,140,358
824,25.30,47,366,102,26.17,158,323,113,25.30,57,139,358,25.30,57,139,358
825,25.33,46,366,102,26.20,158,323,113,25.33,57,140,358,25.33,57,140,358
826,25.36,46,367,102,26.23,158,323,114,25.36,57,140,357,25.36,57,140,357
827,25.40,46,366,102,26.27,158,323,113,25.40,58,140,357,25.40,58,140,357
828,25.43,47,366,102,26.30,158,323,113,25.43,57,140,358,25.43,57,140,358
829,25.46,46,366,102,26.33,158,323,113,25.46,57,139,358,25.46,57,139,358
830,25.49,46,367,102,26.36,158,323,113,25.49,57,140,358,25.49,57,140,358
831,25.52,46,366,102,26.40,158,323,113,25.52,57,139,358,25.52,57,139,358
832,25.55,46,366,102,26.43,158,323,113,25.55,57,140,357,25.55,57,140,357
833,25.58,47,366,102,26.46,158,323,113,25.58,57,139,358,25.58,57,139,358
834,25.61,46,366,102,26.49,158,323,113,25.61,57,139,358,25.61,57,139,358
835,25.65,47,366,102,26.53,158,323,113,25.65,57,140,358,25.65,57,140,358
836,25.68,47,366,102,26.56,158,323,113,25.68,57,140,358,25.68,57,140,358
837,25.71,46,366,102,26.59,158,323,113,25.71,57,140,358,25.71,57,140,358
838,25.74,46,366,102,26.62,158,323,113,25.74,57,140,357,25.74,57,140,357
839,25.77,46,366,102,26.65,158,323,113,25.77,57,140,357,25.77,57,140,357
840,25.80,47,367,102,26.69,159,323,113,25.80,57,139,358,25.80,57,139,358
841,25.83,46,366,102,26.72,158,322,113,25.83,58,139,358,25.83,58,139,358
842,25.86,46,366,102,26.75,158,323,113,25.86,57,140,357,25.86,57,140,357
843,25.89,46,366,102,26.78,158,323,113,25.89,57,140,358,25.89,57,140,358
844,25.93,46,366,102,26.82,158,323,114,25.93,57,139,358,25.93,57,139,358
845,25.96,46,366,102,26.85,158,322,113,25.96,57,140,358,25.96,57,140,358
846,25.99,46,366,102,26.88,158,323,114,25.99,57,139,358,25.99,57,139,358
847,26.02,46,366,102,26.91,158,323,113,26.02,57,140,358,26.02,57,140,358
848,26.05,46,366,102,26.94,158,323,113,26.05,57,139,358,26.05,57,139,358
849,26.08,46,366,102,26.98,158,323,113,26.08,57,140,358,26.08,57,140,358
850,26.11,46,366,102,27.01,158,323,113,26.11,57,139,357,26.11,57,139,357
851,26.14,46,366,102,27.04,158,323,113,26.14,57,140,358,26.14,57,140,358
852,26.18,46,366,102,27.07,158,323,113,26.18,58,139,358,26.18,58,139,358
853,26.21,47,366,102,27.11,158,323,113,26.21,57,139,358,26.21,57,139,358
854,26.24,46,366,102,27.14,158,323,113,26.24,57,139,358,26.24,57,139,358
855,26.27,46,366,102,27.17,158,323,113,26.27,57,139,358,26.27,57,139,358
856,26.30,46,366,102,27.20,158,323,113,26.30,57,140,358,26.30,57,140,358
857,26.33,46,366,102,27.23,158,323,113,26.33,57,140,358,26.33,57,140,358
858,26.36,47,366,102,27.27,158,323,113,26.36,57,140,357,26.36,57,140,357
859,26.39,46,366,102,27.30,158,322,113,26.39,57,140,358,26.39,57,140,358
860,26.43,46,366,102,27.33,158,323,113,26.43,57,139,358,26.43,57,139,358
861,26.46,46,366,102,27.36,158,322,113,26.46,57,139,358,26.46,57,139,358
862,26.49,46,366,102,27.40,158,323,113,26.49,57,140,358,26.49,57,140,358
863,26.52,46,366,102,27.43,158,322,113,26.52,57,139,358,26.52,57,139,358
864,26.55,46,366,102,27.46,158,323,113,26.55,57,140,358,26.55,57,140,358
865,26.58,46,366,102,27.49,158,323,113,26.58,57,139,357,26.58,57,139,357
866,26.61,46,366,102,27.53,158,323,113,26.61,57,140,357,26.61,57,140,357
867,26.64,46,366,102,27.56,158,323,113,26.64,57,140,358,26.64,57,140,358
868,26.68,46,366,102,27.59,158,323,113,26.68,57,140,357,26.68,57,140,357
869,26.71,46,366,102,27.62,158,323,113,26.71,57,139,357,26.71,57,139,357
870,26.74,46,366,102,27.65,158,322,113,26.74,57,140,357,26.74,57,140,357
871,26.77,46,366,102,27.69,158,323,113,26.77,57,139,358,26.77,57,139,358
872,26.80,46,366,102,27.72,158,323,113,26.80,57,140,357,26.80,57,140,357
873,26.83,46,366,102,27.75,158,323,113,26.83,57,140,357,26.83,57,140,357
874,26.86,46,366,102,27.78,158,323,113,26.86,57,139,357,26.86,57,139,357
875,26.89,46,366,102,27.81,158,323,113,26.89,57,140,357,26.89,57,140,357
876,26.93,46,366,102,27.85,158,323,113,26.93,57,139,357,26.93,57,139,357
877,26.96,46,366,102,27.88,158,322,113,26.96,57,139,357,26.96,57,139,357
878,26.99,46,366,102,27.91,158,322,113,26.99,57,139,357,26.99,57,139,357
879,27.02,46,366,102,27.94,158,322,113,27.02,57,139,357,27.02,57,139,357
880,27.05,46,366,102,27.98,158,323,113,27.05,57,139,358,27.05,57,139,358
881,27.08,46,366,102,28.01,158,323,113,27.08,57,140,358,27.08,57,140,358
882,27.11,46,366,102,28.04,158,322,113,27.11,57,140,357,27.11,57,140,357
883,27.14,46,366,102,28.07,158,323,113,27.14,57,140,357,27.14,57,140,357
884,27.17,46,366,102,28.11,158,323,113,27.17,58,140,358,27.17,58,140,358
885,27.21,46,366,102,28.14,158,322,113,27.21,57,139,357,27.21,57,139,357
886,27.24,46,366,102,28.17,158,322,113,27.24,57,139,357,27.24,57,139,357
887,27.27,46,366,102,28.20,158,323,113,27.27,57,140,357,27.27,57,140,357
888,27.30,46,366,102,28.23,158,323,113,27.30,57,139,357,27.30,57,139,357
889,27.33,46,366,102,28.27,158,322,113,27.33,57,140,357,27.33,57,140,357
890,27.36,46,366,102,28.30,158,322,113,27.36,57,139,357,27.36,57,139,357
891,27.39,46,366,102,28.33,158,322,113,27.39,57,139,357,27.39,57,139,357
892,27.42,46,366,102,28.36,158,322,113,27.42,57,139,357,27.42,57,139,357
893,27.46,46,366,102,28.40,158,322,114,27.46,57,139,357,27.46,57,139,357
894,27.49,46,366,102,28.43,158,323,113,27.49,57,139,357,27.49,57,139,357
895,27.52,46,366,102,28.46,158,323,113,27.52,57,139,357,27.52,57,139,357
896,27.55,46,366,102,28.49,158,322,113,27.55,57,139,357,27.55,57,139,357
897,27.58,46,366,102,28.52,158,322,113,27.58,57,139,357,27.58,57,139,357
898,27.61,46,366,102,28.56,158,322,113,27.61,57,140,357,27.61,57,140,357
899,27.64,46,366,102,28.59,158,322,113,27.64,57,139,357,27.64,57,139,357
900,27.67,46,366,102,28.62,158,322,113,27.67,57,139,358,27.67,57,139,358
901,27.70,46,366,102,28.65,158,323,113,27.70,57,140,357,27.70,57,140,357
902,27.74,46,366,102,28.69,158,322,113,27.74,57,139,357,27.74,57,139,357
903,27.77,46,366,102,28.72,158,322,113,27.77,57,139,357,27.77,57,139,357
904,27.80,46,366,102,28.75,158,322,113,27.80,57,139,357,27.80,57,139,357
905,27.83,46,366,102,28.78,158,322,113,27.83,57,139,357,27.83,57,139,357
906,27.86,46,366,102,28.81,158,322,113,27.86,57,139,357,27.86,57,139,357
907,27.89,46,366,102,28.85,158,323,113,27.89,57,139,357,27.89,57,139,357
908,27.92,46,366,102,28.88,158,322,114,27.92,57,139,358,27.92,57,139,358
909,27.95,46,366,102,28.91,158,322,113,27.95,57,139,357,27.95,57,139,357
910,27.99,46,366,101,28.94,158,323,113,27.99,57,139,357,27.99,57,139,357
911,28.02,46,366,102,28.98,158,322,113,28.02,58,139,357,28.02,58,139,357
912,28.05,46,366,102,29.01,158,323,113,28.05,57,139,357,28.05,57,139,357
913,28.08,46,366,102,29.04,158,323,113,28.08,57,139,357,28.08,57,139,357
914,28.11,46,366,102,29.07,158,322,113,28.11,57,140,357,28.11,57,140,357
915,28.14,46,366,102,29.11,158,322,113,28.14,57,140,357,28.14,57,140,357
916,28.17,46,366,102,29.14,158,322,113,28.17,57,139,357,28.17,57,139,357
917,28.20,46,366,102,29.17,158,323,113,28.20,57,140,357,28.20,57,140,357
918,28.23,46,366,102,29.20,158,322,113,28.23,57,139,357,28.23,57,139,357
919,28.27,46,366,101,29.23,158,322,113,28.27,57,139,357,28.27,57,139,357
920,28.30,46,366,102,29.27,158,322,113,28.30,57,140,357,28.30,57,140,357
921,28.33,46,366,101,29.30,158,322,113,28.33,57,139,357,28.33,57,139,357
922,28.36,46,366,102,29.33,158,322,113,28.36,57,139,357,28.36,57,139,357
923,28.39,46,366,101,29.36,158,322,113,28.39,57,139,357,28.39,57,139,357
924,28.42,46,366,102,29.39,158,322,113,28.42,57,139,357,28.42,57,139,357
925,28.45,46,366,102,29.43,158,322,113,28.45,57,139,357,28.45,57,139,357
926,28.48,46,366,102,29.46,158,322,113,28.48,57,139,357,28.48,57,139,357
927,28.52,46,366,102,29.49,158,322,113,28.52,57,139,357,28.52,57,139,357
928,28.55,46,366,102,29.52,158,322,113,28.55,57,139,357,28.55,57,139,357
929,28.58,46,366,101,29.56,158,322,113,28.58,57,139,357,28.58,57,139,357
930,28.61,46,366,102,29.59,158,323,113,28.61,56,139,357,28.61,56,139,357
931,28.64,46,366,102,29.62,158,323,113,28.64,57,139,357,28.64,57,139,357
932,28.67,46,366,101,29.65,158,322,113,28.67,57,140,357,28.67,57,140,357
933,28.70,46,366,101,29.68,158,322,113,28.70,57,139,357,28.70,57,139,357
934,28.73,46,366,102,29.72,158,322,113,28.73,57,139,357,28.73,57,139,357
935,28.77,46,366,102,29.75,158,322,113,28.77,57,139,357,28.77,57,139,357
936,28.80,46,366,102,29.78,158,322,113,28.80,57,140,357,28.80,57,140,357
937,28.83,46,366,101,29.81,158,322,113,28.83,57,139,357,28.83,57,139,357
938,28.86,46,366,101,29.85,158,322,113,28.86,57,139,357,28.86,57,139,357
939,28.89,46,366,101,29.88,158,323,114,28.89,57,139,357,28.89,57,139,357
940,28.92,46,366,102,29.91,158,322,113,28.92,57,139,357,28.92,57,139,357
941,28.95,46,366,101,29.94,158,322,113,28.95,57,139,357,28.95,57,139,357
942,28.98,46,366,101,29.98,158,322,113,28.98,57,139,357,28.98,57,139,357
943,29.02,46,366,102,30.01,158,322,113,29.02,57,139,357,29.02,57,139,357
944,29.05,46,366,101,30.04,158,322,113,29.05,57,139,357,29.05,57,139,357
945,29.08,46,366,102,30.07,158,323,113,29.08,57,139,357,29.08,57,139,357
946,29.11,46,366,101,30.10,158,322,113,29.11,57,139,357,29.11,57,139,357
947,29.14,46,366,101,30.14,158,323,113,29.14,57,139,357,29.14,57,139,357
948,29.17,46,366,101,30.17,158,322,113,29.17,57,139,357,29.17,57,139,357
949,29.20,46,366,101,30.20,158,322,113,29.20,57,139,357,29.20,57,139,357
950,29.23,46,366,101,30.23,158,322,113,29.23,57,139,357,29.23,57,139,357
951,29.26,46,366,101,30.27,158,322,113,29.26,57,139,357,29.26,57,139,357
952,29.30,46,366,101,30.30,158,322,113,29.30,57,140,357,29.30,57,140,357
953,29.33,46,365,101,30.33,158,322,113,29.33,57,139,357,29.33,57,139,357
954,29.36,46,366,101,30.36,158,322,113,29.36,57,139,357,29.36,57,139,357
955,29.39,46,366,101,30.39,158,322,113,29.39,57,139,357,29.39,57,139,357
956,29.42,46,365,102,30.43,158,322,113,29.42,57,139,357,29.42,57,139,357
957,29.45,46,366,102,30.46,158,322,113,29.45,57,139,357,29.45,57,139,357
958,29.48,46,366,101,30.49,158,322,113,29.48,57,139,357,29.48,57,139,357
959,29.51,46,365,101,30.52,158,322,113,29.51,57,139,357,29.51,57,139,357
960,29.55,46,365,101,30.56,158,322,113,29.55,57,139,357,29.55,57,139,357
961,29.58,46,366,101,30.59,158,322,113,29.58,57,139,357,29.58,57,139,357
962,29.61,46,365,101,30.62,158,323,113,29.61,57,139,357,29.61,57,139,357
963,29.64,46,365,101,30.65,158,322,113,29.64,57,139,357,29.64,57,139,357
964,29.67,46,365,101,30.68,158,322,113,29.67,57,139,357,29.67,57,139,357
965,29.70,46,365,101,30.72,158,322,113,29.70,57,139,357,29.70,57,139,357
966,29.73,46,365,101,30.75,158,322,113,29.73,57,139,358,29.73,57,139,358
967,29.76,46,366,101,30.78,158,323,113,29.76,57,139,357,29.76,57,139,357
968,29.80,46,366,101,30.81,158,322,113,29.80,57,139,357,29.80,57,139,357
969,29.83,46,365,101,30.85,158,323,113,29.83,57,139,357,29.83,57,139,357
970,29.86,46,365,101,30.88,158,322,113,29.86,57,139,357,29.86,57,139,357
971,29.89,46,365,101,30.91,158,322,113,29.89,57,139,357,29.89,57,139,357
972,29.92,46,365,101,30.94,158,322,113,29.92,57,139,357,29.92,57,139,357
973,29.95,46,366,101,30.98,158,322,113,29.95,57,139,357,29.95,57,139,357
974,29.98,46,365,101,31.01,158,322,113,29.98,57,139,357,29.98,57,139,357
975,30.01,46,365,101,31.04,158,322,113,30.01,57,139,357,30.01,57,139,357
976,30.05,46,365,101,31.07,158,323,113,30.05,57,139,357,30.05,57,139,357
977,30.08,46,365,101,31.10,158,322,113,30.08,57,140,357,30.08,57,140,357
978,30.11,46,366,101,31.14,158,322,113,30.11,57,139,357,30.11,57,139,357
979,30.14,46,365,101,31.17,158,322,113,30.14,57,139,357,30.14,57,139,357
980,30.17,46,365,101,31.20,158,322,113,30.17,57,139,357,30.17,57,139,357
981,30.20,46,365,101,31.23,158,322,113,30.20,57,139,357,30.20,57,139,357
982,30.23,46,365,101,31.26,158,322,113,30.23,57,139,357,30.23,57,139,357
983,30.26,46,365,101,31.30,158,322,113,30.26,57,139,357,30.26,57,139,357
984,30.29,46,365,101,31.33,158,322,113,30.29,57,139,357,30.29,57,139,357
985,30.33,46,365,101,31.36,158,322,113,30.33,57,139,357,30.33,57,139,357
986,30.36,46,365,101,31.39,158,322,113,30.36,57,139,357,30.36,57,139,357
987,30.39,46,365,101,31.43,158,322,113,30.39,57,139,357,30.39,57,139,357
988,30.42,46,365,101,31.46,158,322,114,30.42,57,139,357,30.42,57,139,357
989,30.45,46,365,101,31.49,158,322,113,30.45,57,139,357,30.45,57,139,357
990,30.48,46,365,101,31.52,158,322,113,30.48,57,139,357,30.48,57,139,357
991,30.51,46,365,101,31.55,158,322,113,30.51,57,139,357,30.51,57,139,357
992,30.54,46,365,101,31.59,158,322,113,30.54,57,139,357,30.54,57,139,357
993,30.58,46,365,101,31.62,158,322,113,30.58,57,139,357,30.58,57,139,357
994,30.61,46,365,101,31.65,158,322,113,30.61,57,139,357,30.61,57,139,357
995,30.64,45,365,101,31.68,158,322,113,30.64,57,139,357,30.64,57,139,357
996,30.67,46,365,101,31.72,158,322,113,30.67,57,139,357,30.67,57,139,357
997,30.70,46,365,101,31.75,158,322,113,30.70,57,139,357,30.70,57,139,357
998,30.73,46,365,101,31.78,158,322,113,30.73,57,139,357,30.73,57,139,357
999,30.76,46,365,101,31.81,158,322,113,30.76,57,139,357,30.76,57,139,357
1000,30.79,46,365,101,31.85,158,322,113,30.79,57,139,357,30.79,57,139,357
1001,30.82,45,365,101,31.88,158,322,113,30.82,57,139,357,30.82,57,139,357
1002,30.86,46,365,101,31.91,158,323,113,30.86,57,139,357,30.86,57,139,357
1003,30.89,46,365,101,31.94,158,322,113,30.89,58,139,357,30.89,58,139,357
1004,30.92,46,365,101,31.97,158,322,113,30.92,57,139,357,30.92,57,139,357
1005,30.95,46,365,101,32.01,158,322,113,30.95,57,140,357,30.95,57,140,357
1006,30.98,46,365,101,32.04,158,322,113,30.98,57,139,357,30.98,57,139,357
1007,31.01,46,365,101,32.07,158,322,113,31.01,57,139,357,31.01,57,139,357
1008,31.04,46,365,101,32.10,158,322,113,31.04,57,139,357,31.04,57,139,357
1009,31.07,46,365,101,32.14,158,322,113,31.07,57,139,357,31.07,57,139,357
1010,31.11,46,365,101,32.17,158,322,113,31.11,57,139,357,31.11,57,139,357
1011,31.14,46,365,101,32.20,158,322,113,31.14,57,139,357,31.14,57,139,357
1012,31.17,46,365,101,32.23,158,323,113,31.17,57,139,357,31.17,57,139,357
1013,31.20,46,365,101,32.27,158,322,113,31.20,57,139,357,31.20,57,139,357
1014,31.23,46,365,101,32.30,158,322,113,31.23,57,139,357,31.23,57,139,357
1015,31.26,46,365,101,32.33,157,322,113,31.26,57,139,357,31.26,57,139,357
1016,31.29,46,365,101,32.36,158,322,113,31.29,57,139,357,31.29,57,139,357
1017,31.32,46,365,101,32.39,158,323,113,31.32,57,139,357,31.32,57,139,357
1018,31.35,46,365,101,32.43,158,322,113,31.35,57,140,357,31.35,57,140,357
1019,31.39,46,365,101,32.46,158,322,113,31.39,57,139,357,31.39,57,139,357
1020,31.42,46,365,101,32.49,157,322,113,31.42,57,139,357,31.42,57,139,357
1021,31.45,46,365,101,32.52,158,322,113,31.45,57,139,357,31.45,57,139,357
1022,31.48,46,365,101,32.56,158,322,113,31.48,57,139,357,31.48,57,139,357
1023,31.51,46,365,101,32.59,158,322,113,31.51,57,139,357,31.51,57,139,357
1024,31.54,46,365,101,32.62,157,322,113,31.54,57,139,357,31.54,57,139,357
1025,31.57,46,365,101,32.65,158,322,113,31.57,57,139,357,31.57,57,139,357
1026,31.60,46,365,101,32.68,158,322,113,31.60,57,139,357,31.60,57,139,357
1027,31.64,46,365,101,32.72,158,322,113,31.64,57,139,357,31.64,57,139,357
1028,31.67,46,365,101,32.75,158,322,113,31.67,57,139,357,31.67,57,139,357
1029,31.70,46,365,101,32.78,158,322,113,31.70,57,139,357,31.70,57,139,357
1030,31.73,45,365,101,32.81,158,322,113,31.73,57,139,357,31.73,57,139,357
1031,31.76,46,365,101,32.85,158,322,113,31.76,57,139,357,31.76,57,139,357
1032,31.79,46,365,101,32.88,158,322,113,31.79,57,139,357,31.79,57,139,357
1033,31.82,46,365,101,32.91,158,322,113,31.82,57,139,357,31.82,57,139,357
1034,31.85,46,365,101,32.94,158,322,113,31.85,57,139,357,31.85,57,139,357
1035,31.89,46,365,101,32.97,157,322,113,31.89,57,139,357,31.89,57,139,357
1036,31.92,46,365,101,33.01,158,322,113,31.92,57,139,357,31.92,57,139,357
1037,31.95,46,365,101,33.04,158,322,113,31.95,57,139,357,31.95,57,139,357
1038,31.98,46,365,101,33.07,158,322,113,31.98,57,139,357,31.98,57,139,357
1039,32.01,46,365,101,33.10,158,322,113,32.01,57,139,357,32.01,57,139,357
1040,32.04,46,365,101,33.13,158,322,113,32.04,57,139,357,32.04,57,139,357
1041,32.07,46,365,101,33.17,158,322,113,32.07,57,139,357,32.07,57,139,357
1042,32.11,46,365,101,33.20,157,322,113,32.11,57,139,357,32.11,57,139,357
1043,32.14,46,365,101,33.23,158,322,113,32.14,57,139,357,32.14,57,139,357
1044,32.17,46,365,101,33.26,158,322,113,32.17,57,139,357,32.17,57,139,357
1045,32.20,46,365,101,33.30,158,322,113,32.20,57,139,357,32.20,57,139,357
1046,32.23,46,365,101,33.33,158,322,113,32.23,57,139,357,32.23,57,139,357
1047,32.26,45,365,101,33.36,158,322,113,32.26,57,139,357,32.26,57,139,357
1048,32.29,46,365,101,33.39,158,322,113,32.29,57,139,357,32.29,57,139,357
1049,32.32,46,365,101,33.43,158,322,113,32.32,57,139,357,32.32,57,139,357
1050,32.35,46,365,101,33.46,158,322,113,32.35,57,139,357,32.35,57,139,357
1051,32.39,46,365,101,33.49,158,322,113,32.39,57,139,357,32.39,57,139,357
1052,32.42,46,365,101,33.52,158,322,113,32.42,57,139,357,32.42,57,139,357
1053,32.45,46,365,101,33.55,158,322,113,32.45,57,139,357,32.45,57,139,357
1054,32.48,46,365,101,33.59,158,322,113,32.48,57,139,357,32.48,57,139,357
1055,32.51,46,365,101,33.62,158,322,113,32.51,57,139,357,32.51,57,139,357
1056,32.54,46,365,101,33.65,158,322,113,32.54,57,139,357,32.54,57,139,357
1057,32.57,46,365,101,33.68,157,322,113,32.57,57,139,357,32.57,57,139,357
1058,32.60,46,365,101,33.72,158,322,113,32.60,57,139,357,32.60,57,139,357
1059,32.63,46,365,101,33.75,158,322,113,32.63,57,139,357,32.63,57,139,357
1060,32.67,46,365,101,33.78,158,322,113,32.67,57,139,357,32.67,57,139,357
1061,32.70,46,365,101,33.81,158,322,113,32.70,57,139,357,32.70,57,139,357
1062,32.73,46,365,101,33.85,158,322,113,32.73,57,139,357,32.73,57,139,357
1063,32.76,46,365,101,33.88,158,322,113,32.76,57,139,357,32.76,57,139,357
1064,32.79,46,365,101,33.91,158,322,113,32.79,57,139,357,32.79,57,139,357
1065,32.82,46,365,101,33.94,158,322,113,32.82,57,139,357,32.82,57,139,357
1066,32.85,46,365,101,33.97,158,322,113,32.85,57,139,357,32.85,57,139,357
1067,32.88,46,365,101,34.01,158,322,113,32.88,57,139,357,32.88,57,139,357
1068,32.92,46,365,101,34.04,158,322,113,32.92,57,139,357,32.92,57,139,357
1069,32.95,46,365,101,34.07,158,322,113,32.95,57,139,357,32.95,57,139,357
1070,32.98,46,365,101,34.10,158,322,113,32.98,57,139,357,32.98,57,139,357
1071,33.01,46,365,101,34.13,157,322,113,33.01,57,139,357,33.01,57,139,357
1072,33.04,45,365,101,34.17,158,322,113,33.04,57,139,357,33.04,57,139,357
1073,33.07,46,365,101,34.20,158,322,113,33.07,57,139,357,33.07,57,139,357
1074,33.10,46,365,101,34.23,158,322,113,33.10,57,139,357,33.10,57,139,357
1075,33.13,46,365,101,34.26,158,322,113,33.13,57,139,357,33.13,57,139,357
1076,33.17,46,365,101,34.30,158,322,113,33.17,57,139,357,33.17,57,139,357
1077,33.20,46,365,101,34.33,158,322,113,33.20,57,139,357,33.20,57,139,357
1078,33.23,46,365,101,34.36,158,322,113,33.23,57,139,357,33.23,57,139,357
1079,33.26,46,365,101,34.39,158,322,113,33.26,57,139,357,33.26,57,139,357
1080,33.29,46,365,101,34.42,158,322,113,33.29,57,139,357,33.29,57,139,357
1081,33.32,46,365,101,34.46,158,322,113,33.32,57,139,357,33.32,57,139,357
1082,33.35,46,365,101,34.49,157,322,113,33.35,57,139,357,33.35,57,139,357
1083,33.38,46,365,101,34.52,158,322,113,33.38,57,139,357,33.38,57,139,357
1084,33.42,46,365,101,34.55,158,322,113,33.42,57,139,357,33.42,57,139,357
1085,33.45,45,365,101,34.59,158,322,113,33.45,57,139,357,33.45,57,139,357
1086,33.48,46,365,101,34.62,158,322,113,33.48,57,139,357,33.48,57,139,357
1087,33.51,46,365,101,34.65,158,322,113,33.51,57,139,357,33.51,57,139,357
1088,33.54,46,365,101,34.68,157,322,113,33.54,57,139,357,33.54,57,139,357
1089,33.57,46,365,101,34.72,158,322,113,33.57,57,139,357,33.57,57,139,357
1090,33.60,45,365,101,34.75,157,322,113,33.60,57,139,357,33.60,57,139,357
1091,33.63,46,365,101,34.78,158,322,113,33.63,57,139,356,33.63,57,139,356
1092,33.67,45,365,101,34.81,158,322,113,33.67,57,139,357,33.67,57,139,357
1093,33.70,45,365,101,34.84,157,322,113,33.70,57,139,357,33.70,57,139,357
1094,33.73,45,365,101,34.88,158,322,113,33.73,57,139,357,33.73,57,139,357
1095,33.76,46,365,101,34.91,158,322,113,33.76,57,139,357,33.76,57,139,357
1096,33.79,46,365,101,34.94,158,322,113,33.79,57,139,357,33.79,57,139,357
1097,33.82,46,365,101,34.97,157,322,113,33.82,57,139,357,33.82,57,139,357
1098,33.85,46,365,101,35.01,157,322,113,33.85,57,139,356,33.85,57,139,356
1099,33.88,46,365,101,35.04,158,322,113,33.88,57,139,357,33.88,57,139,357
1100,33.91,46,365,101,35.07,158,322,113,33.91,57,139,357,33.91,57,139,357
1101,33.95,46,365,101,35.10,158,322,113,33.95,57,139,357,33.95,57,139,357
1102,33.98,46,365,101,35.13,158,322,113,33.98,57,139,357,33.98,57,139,357
1103,34.01,46,365,101,35.17,158,322,113,34.01,57,139,357,34.01,57,139,357
1104,34.04,46,365,101,35.20,157,322,113,34.04,57,139,357,34.04,57,139,357
1105,34.07,46,365,101,35.23,158,322,113,34.07,57,139,357,34.07,57,139,357
1106,34.10,46,365,101,35.26,158,322,113,34.10,57,139,357,34.10,57,139,357
1107,34.13,46,365,101,35.30,157,322,113,34.13,57,139,356,34.13,57,139,356
1108,34.16,46,365,101,35.33,158,322,113,34.16,57,139,357,34.16,57,139,357
1109,34.20,45,365,101,35.36,157,322,113,34.20,57,139,357,34.20,57,139,357
1110,34.23,46,365,101,35.39,157,322,113,34.23,57,139,357,34.23,57,139,357
1111,34.26,46,365,101,35.42,158,322,113,34.26,56,139,356,34.26,56,139,356
1112,34.29,46,365,101,35.46,158,322,113,34.29,57,139,357,34.29,57,139,357
1113,34.32,46,365,101,35.49,158,322,113,34.32,57,139,357,34.32,57,139,357
1114,34.35,46,365,101,35.52,157,322,113,34.35,57,139,356,34.35,57,139,356
1115,34.38,46,365,101,35.55,158,322,113,34.38,57,139,357,34.38,57,139,357
1116,34.41,46,365,101,35.59,157,322,113,34.41,57,139,356,34.41,57,139,356
1117,34.45,46,365,101,35.62,158,322,113,34.45,57,139,357,34.45,57,139,357
1118,34.48,46,365,101,35.65,158,322,113,34.48,57,139,356,34.48,57,139,356
1119,34.51,46,365,101,35.68,157,322,113,34.51,57,139,356,34.51,57,139,356
1120,34.54,46,365,101,35.72,157,322,113,34.54,57,139,357,34.54,57,139,357
1121,34.57,45,365,101,35.75,157,322,113,34.57,57,139,356,34.57,57,139,356
1122,34.60,46,365,101,35.78,157,322,113,34.60,57,139,356,34.60,57,139,356
1123,34.63,45,365,101,35.81,158,322,113,34.63,57,139,356,34.63,57,139,356
1124,34.66,46,365,101,35.84,157,322,113,34.66,57,139,356,34.66,57,139,356
1125,34.69,45,364,101,35.88,157,322,113,34.69,57,139,357,34.69,57,139,357
1126,34.72,45,364,101,35.91,157,322,113,34.72,57,139,357,34.72,57,139,357
1127,34.76,46,365,101,35.94,157,322,113,34.76,57,139,356,34.76,57,139,356
1128,34.79,45,364,101,35.97,158,322,113,34.79,57,139,357,34.79,57,139,357
1129,34.82,46,364,101,36.00,157,322,113,34.82,57,139,356,34.82,57,139,356
1130,34.85,46,365,101,36.04,157,322,113,34.85,57,139,356,34.85,57,139,356
1131,34.88,45,365,101,36.07,158,322,113,34.88,57,139,357,34.88,57,139,357
1132,34.91,46,364,101,36.10,157,322,113,34.91,57,139,356,34.91,57,139,356
1133,34.94,46,365,101,36.13,157,322,113,34.94,57,139,356,34.94,57,139,356
1134,34.97,46,365,101,36.17,158,322,113,34.97,57,139,357,34.97,57,139,357
1135,35.01,46,365,101,36.20,157,322,113,35.01,57,139,357,35.01,57,139,357
1136,35.04,46,365,101,36.23,157,322,113,35.04,57,139,357,35.04,57,139,357
1137,35.07,45,364,101,36.26,157,322,113,35.07,57,139,356,35.07,57,139,356
1138,35.10,46,365,101,36.29,157,322,113,35.10,57,139,357,35.10,57,139,357
1139,35.13,46,365,101,36.33,157,322,113,35.13,57,139,357,35.13,57,139,357
