0.05	 A0:29	 A1:166	 A2:63	 T:22.20
0.04	 B0:72	 B1:132	 B2:69	 T:nan
0.20	 C0:12	 C1:55	 C2:15	 T:22.60
0.03	 D0:13	 D1:180	 D2:77	 T:nan

0.10	 A0:29	 A1:165	 A2:63	 T:22.20
0.09	 B0:72	 B1:132	 B2:69	 T:nan
0.28	 C0:12	 C1:54	 C2:15	 T:22.60
0.05	 D0:13	 D1:180	 D2:77	 T:nan

0.17	 A0:29	 A1:166	 A2:63	 T:22.20
0.16	 B0:72	 B1:132	 B2:69	 T:nan
0.35	 C0:12	 C1:55	 C2:15	 T:22.60
0.12	 D0:13	 D1:180	 D2:77	 T:nan

0.25	 A0:29	 A1:166	 A2:63	 T:22.20
0.23	 B0:72	 B1:132	 B2:69	 T:nan
0.43	 C0:12	 C1:55	 C2:15	 T:22.60
0.19	 D0:13	 D1:180	 D2:77	 T:nan

0.32	 A0:29	 A1:166	 A2:63	 T:22.20
0.30	 B0:72	 B1:132	 B2:69	 T:nan
0.50	 C0:11	 C1:54	 C2:14	 T:22.60
0.27	 D0:13	 D1:180	 D2:77	 T:nan

0.40	 A0:29	 A1:166	 A2:63	 T:22.20
0.38	 B0:72	 B1:132	 B2:69	 T:nan
0.58	 C0:12	 C1:55	 C2:15	 T:22.60
0.34	 D0:13	 D1:180	 D2:77	 T:nan

0.48	 A0:29	 A1:166	 A2:63	 T:22.20
0.45	 B0:73	 B1:132	 B2:69	 T:nan
0.65	 C0:12	 C1:55	 C2:15	 T:22.60
0.41	 D0:13	 D1:180	 D2:77	 T:nan

0.56	 A0:29	 A1:166	 A2:63	 T:22.20
0.52	 B0:72	 B1:132	 B2:69	 T:nan
0.73	 C0:12	 C1:54	 C2:15	 T:22.60
0.49	 D0:13	 D1:180	 D2:76	 T:nan

0.63	 A0:29	 A1:166	 A2:63	 T:22.20
0.60	 B0:72	 B1:132	 B2:69	 T:nan
0.80	 C0:12	 C1:55	 C2:15	 T:22.60
0.56	 D0:13	 D1:180	 D2:77	 T:nan

0.71	 A0:29	 A1:166	 A2:63	 T:22.20
0.67	 B0:72	 B1:132	 B2:69	 T:nan
0.88	 C0:12	 C1:54	 C2:14	 T:22.60
0.63	 D0:13	 D1:180	 D2:77	 T:nan

0.79	 A0:29	 A1:166	 A2:63	 T:22.20
0.74	 B0:72	 B1:132	 B2:69	 T:nan
0.95	 C0:12	 C1:55	 C2:14	 T:22.60
0.70	 D0:13	 D1:180	 D2:77	 T:nan

0.86	 A0:29	 A1:166	 A2:63	 T:22.20
0.81	 B0:72	 B1:132	 B2:69	 T:nan
1.03	 C0:12	 C1:54	 C2:15	 T:22.60
0.78	 D0:13	 D1:180	 D2:77	 T:nan

0.94	 A0:29	 A1:165	 A2:63	 T:22.20
0.89	 B0:72	 B1:132	 B2:69	 T:nan
1.10	 C0:12	 C1:54	 C2:14	 T:22.60
0.85	 D0:13	 D1:180	 D2:77	 T:nan

1.02	 A0:29	 A1:166	 A2:63	 T:22.20
0.96	 B0:72	 B1:132	 B2:69	 T:nan
1.18	 C0:11	 C1:54	 C2:15	 T:22.60
0.92	 D0:13	 D1:180	 D2:77	 T:nan

1.10	 A0:29	 A1:165	 A2:63	 T:22.20
1.03	 B0:72	 B1:132	 B2:69	 T:nan
1.25	 C0:12	 C1:54	 C2:15	 T:22.60
1.00	 D0:13	 D1:180	 D2:77	 T:nan

1.17	 A0:29	 A1:166	 A2:63	 T:22.20
1.11	 B0:72	 B1:132	 B2:69	 T:nan
1.33	 C0:12	 C1:54	 C2:14	 T:22.60
1.07	 D0:13	 D1:180	 D2:77	 T:nan

1.25	 A0:29	 A1:165	 A2:63	 T:22.20
1.18	 B0:72	 B1:132	 B2:69	 T:nan
1.40	 C0:12	 C1:54	 C2:15	 T:22.60
1.14	 D0:13	 D1:180	 D2:77	 T:nan

1.33	 A0:29	 A1:165	 A2:63	 T:22.20
1.25	 B0:72	 B1:132	 B2:69	 T:nan
1.48	 C0:12	 C1:54	 C2:15	 T:22.60
1.21	 D0:13	 D1:180	 D2:77	 T:nan

1.40	 A0:29	 A1:166	 A2:63	 T:22.20
1.32	 B0:72	 B1:132	 B2:69	 T:nan
1.55	 C0:11	 C1:55	 C2:15	 T:22.60
1.29	 D0:13	 D1:180	 D2:77	 T:nan

1.48	 A0:29	 A1:165	 A2:63	 T:22.20
1.40	 B0:72	 B1:132	 B2:69	 T:nan
1.63	 C0:12	 C1:54	 C2:15	 T:22.60
1.36	 D0:13	 D1:180	 D2:77	 T:nan

1.56	 A0:29	 A1:165	 A2:63	 T:22.20
1.47	 B0:72	 B1:132	 B2:69	 T:nan
1.70	 C0:12	 C1:55	 C2:14	 T:22.60
1.43	 D0:13	 D1:180	 D2:77	 T:nan

1.63	 A0:29	 A1:165	 A2:63	 T:22.20
1.54	 B0:72	 B1:132	 B2:69	 T:nan
1.77	 C0:12	 C1:55	 C2:15	 T:22.60
1.51	 D0:13	 D1:180	 D2:77	 T:nan

1.71	 A0:29	 A1:165	 A2:63	 T:22.20
1.61	 B0:72	 B1:132	 B2:69	 T:nan
1.85	 C0:12	 C1:54	 C2:15	 T:22.60
1.58	 D0:13	 D1:180	 D2:77	 T:nan

1.79	 A0:29	 A1:166	 A2:63	 T:22.20
1.69	 B0:72	 B1:132	 B2:69	 T:nan
1.92	 C0:12	 C1:55	 C2:14	 T:22.60
1.65	 D0:13	 D1:180	 D2:77	 T:nan

1.86	 A0:29	 A1:166	 A2:63	 T:22.20
1.76	 B0:72	 B1:132	 B2:69	 T:nan
2.00	 C0:12	 C1:54	 C2:15	 T:22.60
1.72	 D0:13	 D1:180	 D2:76	 T:nan

1.94	 A0:29	 A1:166	 A2:63	 T:22.20
1.83	 B0:72	 B1:132	 B2:69	 T:nan
2.08	 C0:11	 C1:54	 C2:15	 T:22.60
1.80	 D0:13	 D1:180	 D2:77	 T:nan

2.03	 A0:29	 A1:166	 A2:63	 T:22.20
1.91	 B0:72	 B1:132	 B2:69	 T:nan
2.15	 C0:12	 C1:55	 C2:15	 T:22.60
1.87	 D0:13	 D1:180	 D2:77	 T:nan

2.10	 A0:29	 A1:166	 A2:63	 T:22.20
1.98	 B0:72	 B1:132	 B2:69	 T:nan
2.23	 C0:12	 C1:54	 C2:14	 T:22.60
1.94	 D0:13	 D1:180	 D2:77	 T:nan

2.17	 A0:29	 A1:165	 A2:63	 T:22.20
2.07	 B0:72	 B1:132	 B2:69	 T:nan
2.30	 C0:11	 C1:54	 C2:15	 T:22.60
2.02	 D0:13	 D1:180	 D2:77	 T:nan

2.25	 A0:29	 A1:165	 A2:63	 T:22.20
2.12	 B0:72	 B1:132	 B2:69	 T:nan
2.37	 C0:12	 C1:55	 C2:15	 T:22.60
2.09	 D0:13	 D1:180	 D2:77	 T:nan

2.33	 A0:29	 A1:165	 A2:63	 T:22.20
2.20	 B0:72	 B1:132	 B2:69	 T:nan
2.45	 C0:12	 C1:54	 C2:14	 T:22.60
2.16	 D0:13	 D1:180	 D2:77	 T:nan

2.40	 A0:29	 A1:166	 A2:63	 T:22.20
2.27	 B0:72	 B1:132	 B2:69	 T:nan
2.52	 C0:12	 C1:55	 C2:15	 T:22.60
2.23	 D0:13	 D1:180	 D2:77	 T:nan

2.48	 A0:29	 A1:165	 A2:63	 T:22.20
2.34	 B0:72	 B1:132	 B2:69	 T:nan
2.60	 C0:12	 C1:54	 C2:15	 T:22.60
2.31	 D0:13	 D1:180	 D2:77	 T:nan

2.56	 A0:29	 A1:166	 A2:63	 T:22.20
2.42	 B0:72	 B1:132	 B2:69	 T:nan
2.67	 C0:12	 C1:54	 C2:15	 T:22.60
2.38	 D0:13	 D1:180	 D2:77	 T:nan

2.63	 A0:29	 A1:166	 A2:63	 T:22.20
2.49	 B0:72	 B1:132	 B2:69	 T:nan
2.75	 C0:12	 C1:54	 C2:15	 T:22.60
2.45	 D0:13	 D1:180	 D2:77	 T:nan

2.71	 A0:29	 A1:165	 A2:63	 T:22.20
2.56	 B0:72	 B1:132	 B2:69	 T:nan
2.82	 C0:12	 C1:54	 C2:15	 T:22.60
2.53	 D0:13	 D1:180	 D2:77	 T:nan

2.79	 A0:29	 A1:165	 A2:63	 T:22.20
2.63	 B0:72	 B1:132	 B2:69	 T:nan
2.90	 C0:12	 C1:55	 C2:15	 T:22.60
2.60	 D0:13	 D1:180	 D2:77	 T:nan

2.86	 A0:29	 A1:166	 A2:63	 T:22.20
2.71	 B0:72	 B1:132	 B2:69	 T:nan
2.97	 C0:12	 C1:55	 C2:15	 T:22.60
2.67	 D0:13	 D1:180	 D2:77	 T:nan

2.94	 A0:29	 A1:165	 A2:63	 T:22.20
2.78	 B0:72	 B1:132	 B2:69	 T:nan
3.05	 C0:12	 C1:54	 C2:14	 T:22.60
2.74	 D0:13	 D1:180	 D2:77	 T:nan

3.02	 A0:29	 A1:165	 A2:63	 T:22.20
2.85	 B0:72	 B1:132	 B2:70	 T:nan
3.12	 C0:12	 C1:55	 C2:15	 T:22.60
