0.05	 A0:24	 A1:197	 A2:61	 T:22.60
0.03	 B0:73	 B1:162	 B2:80	 T:nan
0.20	 C0:12	 C1:59	 C2:15	 T:23.00
0.03	 D0:15	 D1:222	 D2:83	 T:nan

0.10	 A0:24	 A1:197	 A2:61	 T:22.60
0.05	 B0:73	 B1:162	 B2:80	 T:nan
0.28	 C0:12	 C1:59	 C2:15	 T:23.00
0.05	 D0:15	 D1:222	 D2:83	 T:nan

0.17	 A0:25	 A1:197	 A2:61	 T:22.60
0.12	 B0:73	 B1:162	 B2:80	 T:nan
0.35	 C0:12	 C1:59	 C2:15	 T:23.00
0.12	 D0:15	 D1:222	 D2:83	 T:nan

0.25	 A0:24	 A1:197	 A2:61	 T:22.60
0.19	 B0:73	 B1:162	 B2:80	 T:nan
0.43	 C0:12	 C1:58	 C2:15	 T:23.00
0.19	 D0:14	 D1:222	 D2:83	 T:nan

0.32	 A0:24	 A1:197	 A2:61	 T:22.60
0.27	 B0:73	 B1:162	 B2:80	 T:nan
0.50	 C0:12	 C1:59	 C2:15	 T:23.00
0.27	 D0:14	 D1:222	 D2:83	 T:nan

0.40	 A0:24	 A1:197	 A2:61	 T:22.60
0.34	 B0:73	 B1:162	 B2:80	 T:nan
0.58	 C0:12	 C1:59	 C2:15	 T:23.00
0.34	 D0:14	 D1:222	 D2:83	 T:nan

0.48	 A0:24	 A1:197	 A2:61	 T:22.60
0.41	 B0:73	 B1:162	 B2:80	 T:nan
0.65	 C0:13	 C1:59	 C2:15	 T:23.00
0.41	 D0:14	 D1:222	 D2:83	 T:nan

0.56	 A0:24	 A1:197	 A2:60	 T:22.60
0.49	 B0:73	 B1:163	 B2:80	 T:nan
0.73	 C0:13	 C1:59	 C2:15	 T:23.00
0.49	 D0:14	 D1:222	 D2:83	 T:nan

0.63	 A0:24	 A1:197	 A2:61	 T:22.60
0.56	 B0:73	 B1:162	 B2:80	 T:nan
0.80	 C0:13	 C1:59	 C2:15	 T:23.00
0.56	 D0:14	 D1:222	 D2:83	 T:nan

0.71	 A0:24	 A1:197	 A2:61	 T:22.60
0.63	 B0:73	 B1:162	 B2:80	 T:nan
0.88	 C0:12	 C1:59	 C2:15	 T:23.00
0.63	 D0:15	 D1:222	 D2:83	 T:nan

0.79	 A0:24	 A1:197	 A2:61	 T:22.60
0.70	 B0:73	 B1:162	 B2:80	 T:nan
0.95	 C0:12	 C1:59	 C2:15	 T:23.00
0.70	 D0:15	 D1:222	 D2:83	 T:nan

0.86	 A0:24	 A1:197	 A2:61	 T:22.60
0.78	 B0:73	 B1:162	 B2:80	 T:nan
1.03	 C0:12	 C1:59	 C2:15	 T:23.00
0.78	 D0:14	 D1:222	 D2:83	 T:nan

0.94	 A0:24	 A1:197	 A2:61	 T:22.60
0.85	 B0:73	 B1:162	 B2:80	 T:nan
1.10	 C0:12	 C1:59	 C2:15	 T:23.00
0.85	 D0:15	 D1:222	 D2:83	 T:nan

1.02	 A0:24	 A1:197	 A2:61	 T:22.60
0.92	 B0:73	 B1:163	 B2:80	 T:nan
1.18	 C0:13	 C1:59	 C2:15	 T:23.00
0.92	 D0:14	 D1:222	 D2:83	 T:nan

1.10	 A0:24	 A1:197	 A2:61	 T:22.60
1.00	 B0:73	 B1:162	 B2:80	 T:nan
1.25	 C0:12	 C1:59	 C2:15	 T:23.00
1.00	 D0:15	 D1:222	 D2:83	 T:nan

1.17	 A0:24	 A1:197	 A2:61	 T:22.60
1.07	 B0:73	 B1:162	 B2:80	 T:nan
1.33	 C0:13	 C1:59	 C2:16	 T:23.00
1.07	 D0:15	 D1:222	 D2:83	 T:nan

1.25	 A0:24	 A1:197	 A2:61	 T:22.60
1.14	 B0:73	 B1:162	 B2:80	 T:nan
1.40	 C0:12	 C1:59	 C2:15	 T:23.00
1.14	 D0:15	 D1:222	 D2:83	 T:nan

1.33	 A0:24	 A1:197	 A2:61	 T:22.60
1.21	 B0:73	 B1:162	 B2:80	 T:nan
1.48	 C0:13	 C1:59	 C2:15	 T:23.00
1.21	 D0:15	 D1:222	 D2:83	 T:nan

1.40	 A0:24	 A1:197	 A2:61	 T:22.60
1.29	 B0:73	 B1:162	 B2:80	 T:nan
1.55	 C0:13	 C1:59	 C2:15	 T:23.00
1.29	 D0:14	 D1:222	 D2:83	 T:nan

1.48	 A0:24	 A1:197	 A2:61	 T:22.60
1.36	 B0:73	 B1:162	 B2:80	 T:nan
1.63	 C0:12	 C1:59	 C2:15	 T:23.00
1.36	 D0:15	 D1:222	 D2:83	 T:nan

1.56	 A0:24	 A1:197	 A2:61	 T:22.60
1.43	 B0:73	 B1:162	 B2:80	 T:nan
1.70	 C0:12	 C1:59	 C2:15	 T:23.00
1.43	 D0:15	 D1:222	 D2:83	 T:nan

1.63	 A0:24	 A1:197	 A2:61	 T:22.60
1.51	 B0:73	 B1:162	 B2:80	 T:nan
1.77	 C0:12	 C1:59	 C2:15	 T:23.00
1.51	 D0:15	 D1:222	 D2:83	 T:nan

1.71	 A0:24	 A1:197	 A2:61	 T:22.60
1.58	 B0:73	 B1:162	 B2:80	 T:nan
1.85	 C0:12	 C1:59	 C2:15	 T:23.00
1.58	 D0:15	 D1:222	 D2:83	 T:nan

1.79	 A0:24	 A1:197	 A2:61	 T:22.60
1.65	 B0:73	 B1:162	 B2:80	 T:nan
1.92	 C0:13	 C1:59	 C2:15	 T:23.00
1.65	 D0:15	 D1:222	 D2:83	 T:nan

1.86	 A0:24	 A1:197	 A2:61	 T:22.60
1.72	 B0:73	 B1:162	 B2:80	 T:nan
2.00	 C0:13	 C1:59	 C2:15	 T:23.00
1.72	 D0:14	 D1:222	 D2:83	 T:nan

1.94	 A0:24	 A1:197	 A2:61	 T:22.60
1.80	 B0:73	 B1:162	 B2:80	 T:nan
2.08	 C0:13	 C1:59	 C2:16	 T:23.00
1.80	 D0:15	 D1:222	 D2:83	 T:nan

2.03	 A0:24	 A1:197	 A2:61	 T:22.60
1.87	 B0:73	 B1:162	 B2:80	 T:nan
2.15	 C0:13	 C1:59	 C2:15	 T:23.00
1.87	 D0:15	 D1:222	 D2:83	 T:nan

2.10	 A0:24	 A1:197	 A2:61	 T:22.60
1.94	 B0:73	 B1:162	 B2:80	 T:nan
2.23	 C0:13	 C1:59	 C2:16	 T:23.00
1.94	 D0:14	 D1:222	 D2:83	 T:nan

2.17	 A0:24	 A1:197	 A2:61	 T:22.60
2.02	 B0:73	 B1:162	 B2:80	 T:nan
2.30	 C0:12	 C1:59	 C2:15	 T:23.00
2.02	 D0:15	 D1:222	 D2:83	 T:nan

2.25	 A0:24	 A1:197	 A2:61	 T:22.60
2.09	 B0:72	 B1:162	 B2:80	 T:nan
2.37	 C0:13	 C1:59	 C2:15	 T:23.00
2.09	 D0:14	 D1:222	 D2:83	 T:nan

2.33	 A0:24	 A1:197	 A2:61	 T:22.60
2.16	 B0:73	 B1:162	 B2:80	 T:nan
2.45	 C0:12	 C1:59	 C2:16	 T:23.00
2.16	 D0:14	 D1:222	 D2:83	 T:nan

2.40	 A0:24	 A1:197	 A2:61	 T:22.60
2.23	 B0:73	 B1:162	 B2:80	 T:nan
2.52	 C0:13	 C1:59	 C2:16	 T:23.00
2.23	 D0:15	 D1:222	 D2:83	 T:nan

2.48	 A0:24	 A1:197	 A2:61	 T:22.60
2.31	 B0:73	 B1:162	 B2:80	 T:nan
2.60	 C0:13	 C1:59	 C2:15	 T:23.00
2.31	 D0:15	 D1:222	 D2:83	 T:nan

2.56	 A0:24	 A1:197	 A2:61	 T:22.60
2.38	 B0:73	 B1:162	 B2:80	 T:nan
2.67	 C0:13	 C1:59	 C2:15	 T:23.00
2.38	 D0:15	 D1:222	 D2:83	 T:nan

2.63	 A0:24	 A1:197	 A2:61	 T:22.60
2.45	 B0:73	 B1:162	 B2:80	 T:nan
2.75	 C0:13	 C1:59	 C2:15	 T:23.00
2.45	 D0:15	 D1:222	 D2:83	 T:nan

2.71	 A0:24	 A1:197	 A2:61	 T:22.60
2.53	 B0:73	 B1:162	 B2:80	 T:nan
2.82	 C0:13	 C1:59	 C2:15	 T:23.00
2.53	 D0:14	 D1:222	 D2:83	 T:nan

2.79	 A0:24	 A1:197	 A2:61	 T:22.60
2.60	 B0:72	 B1:162	 B2:80	 T:nan
2.90	 C0:13	 C1:59	 C2:15	 T:23.00
2.60	 D0:15	 D1:222	 D2:83	 T:nan

2.87	 A0:24	 A1:197	 A2:61	 T:22.60
2.67	 B0:73	 B1:163	 B2:80	 T:nan
2.97	 C0:13	 C1:59	 C2:15	 T:23.00
2.67	 D0:15	 D1:222	 D2:83	 T:nan

2.94	 A0:24	 A1:197	 A2:61	 T:22.60
2.74	 B0:73	 B1:162	 B2:80	 T:nan
3.05	 C0:12	 C1:59	 C2:15	 T:23.00
2.74	 D0:15	 D1:222	 D2:83	 T:nan

3.02	 A0:24	 A1:197	 A2:61	 T:22.60
2.82	 B0:73	 B1:163	 B2:80	 T:nan
3.12	 C0:13	 C1:59	 C2:16	 T:23.00
2.82	 D0:14	 D1:222	 D2:83	 T:nan

3.10	 A0:24	 A1:197	 A2:61	 T:22.60
2.89	 B0:73	 B1:162	 B2:80	 T:nan
3.20	 C0:13	 C1:59	 C2:15	 T:23.00
2.89	 D0:14	 D1:222	 D2:83	 T:nan

3.17	 A0:24	 A1:197	 A2:61	 T:22.60
2.96	 B0:73	 B1:162	 B2:80	 T:nan
3.27	 C0:13	 C1:59	 C2:15	 T:23.00
2.96	 D0:15	 D1:222	 D2:83	 T:nan

3.25	 A0:24	 A1:197	 A2:61	 T:22.60
3.03	 B0:73	 B1:162	 B2:80	 T:nan
3.35	 C0:12	 C1:59	 C2:15	 T:23.00
3.03	 D0:14	 D1:222	 D2:83	 T:nan

3.33	 A0:24	 A1:197	 A2:61	 T:22.60
3.11	 B0:73	 B1:162	 B2:80	 T:nan
3.42	 C0:13	 C1:59	 C2:15	 T:23.00
3.11	 D0:14	 D1:222	 D2:83	 T:nan

3.40	 A0:24	 A1:197	 A2:61	 T:22.60
3.18	 B0:73	 B1:162	 B2:80	 T:nan
3.50	 C0:12	 C1:59	 C2:16	 T:23.00
3.18	 D0:15	 D1:222	 D2:83	 T:nan

3.48	 A0:24	 A1:197	 A2:61	 T:22.60
3.25	 B0:72	 B1:162	 B2:80	 T:nan
3.57	 C0:13	 C1:59	 C2:15	 T:23.00
3.25	 D0:14	 D1:222	 D2:83	 T:nan

3.56	 A0:24	 A1:197	 A2:61	 T:22.60
3.33	 B0:73	 B1:162	 B2:80	 T:nan
3.65	 C0:12	 C1:59	 C2:15	 T:23.00
3.33	 D0:15	 D1:222	 D2:83	 T:nan

3.63	 A0:24	 A1:197	 A2:61	 T:22.60
3.40	 B0:73	 B1:162	 B2:79	 T:nan
3.72	 C0:13	 C1:59	 C2:15	 T:23.00
3.40	 D0:15	 D1:222	 D2:83	 T:nan

3.71	 A0:24	 A1:197	 A2:61	 T:22.60
3.47	 B0:73	 B1:162	 B2:80	 T:nan
3.80	 C0:12	 C1:59	 C2:15	 T:23.00
3.47	 D0:14	 D1:222	 D2:83	 T:nan

3.79	 A0:24	 A1:197	 A2:61	 T:22.60
3.54	 B0:72	 B1:162	 B2:80	 T:nan
3.87	 C0:13	 C1:59	 C2:15	 T:23.00
3.54	 D0:15	 D1:222	 D2:83	 T:nan

3.87	 A0:24	 A1:197	 A2:61	 T:22.60
3.62	 B0:73	 B1:162	 B2:80	 T:nan
3.95	 C0:12	 C1:59	 C2:15	 T:23.00
3.62	 D0:14	 D1:222	 D2:83	 T:nan

3.94	 A0:24	 A1:197	 A2:61	 T:22.60
3.69	 B0:72	 B1:162	 B2:80	 T:nan
4.02	 C0:13	 C1:59	 C2:15	 T:23.00
3.69	 D0:14	 D1:222	 D2:83	 T:nan

4.03	 A0:24	 A1:197	 A2:61	 T:22.60
3.76	 B0:72	 B1:162	 B2:80	 T:nan
4.10	 C0:12	 C1:59	 C2:15	 T:23.00
3.76	 D0:14	 D1:222	 D2:83	 T:nan

4.10	 A0:24	 A1:197	 A2:61	 T:22.60
