0.03	 A0:27	 A1:223	 A2:60	 T:22.60
0.03	 B0:68	 B1:188	 B2:76	 T:nan
0.03	 C0:12	 C1:57	 C2:13	 T:23.00
0.03	 D0:13	 D1:264	 D2:82	 T:23.00

0.06	 A0:28	 A1:223	 A2:60	 T:22.60
0.05	 B0:68	 B1:188	 B2:76	 T:nan
0.06	 C0:12	 C1:57	 C2:14	 T:23.00
0.06	 D0:13	 D1:265	 D2:82	 T:23.00

0.13	 A0:27	 A1:224	 A2:60	 T:22.60
0.12	 B0:68	 B1:188	 B2:76	 T:nan
0.13	 C0:12	 C1:58	 C2:13	 T:23.00
0.13	 D0:12	 D1:265	 D2:82	 T:23.00

0.21	 A0:27	 A1:223	 A2:60	 T:22.60
0.19	 B0:68	 B1:188	 B2:76	 T:nan
0.20	 C0:11	 C1:58	 C2:13	 T:23.00
0.21	 D0:12	 D1:265	 D2:82	 T:23.00

0.29	 A0:27	 A1:223	 A2:60	 T:22.60
0.27	 B0:68	 B1:188	 B2:76	 T:nan
0.28	 C0:12	 C1:58	 C2:14	 T:23.00
0.29	 D0:13	 D1:265	 D2:82	 T:23.00

0.36	 A0:27	 A1:223	 A2:60	 T:22.60
0.34	 B0:68	 B1:188	 B2:76	 T:nan
0.35	 C0:12	 C1:57	 C2:13	 T:23.00
0.36	 D0:13	 D1:265	 D2:82	 T:23.00

0.44	 A0:27	 A1:223	 A2:60	 T:22.60
0.41	 B0:68	 B1:188	 B2:76	 T:nan
0.43	 C0:12	 C1:57	 C2:13	 T:23.00
0.44	 D0:13	 D1:265	 D2:82	 T:23.00

0.52	 A0:27	 A1:224	 A2:60	 T:22.60
0.49	 B0:67	 B1:188	 B2:76	 T:nan
0.50	 C0:12	 C1:58	 C2:13	 T:23.00
0.52	 D0:13	 D1:265	 D2:82	 T:23.00

0.59	 A0:27	 A1:223	 A2:60	 T:22.60
0.56	 B0:68	 B1:188	 B2:76	 T:nan
0.58	 C0:12	 C1:58	 C2:13	 T:23.00
0.59	 D0:12	 D1:265	 D2:82	 T:23.00

0.67	 A0:27	 A1:223	 A2:60	 T:22.60
0.63	 B0:68	 B1:188	 B2:76	 T:nan
0.65	 C0:12	 C1:57	 C2:13	 T:23.00
0.67	 D0:13	 D1:265	 D2:82	 T:23.00

0.75	 A0:27	 A1:223	 A2:60	 T:22.60
0.70	 B0:68	 B1:188	 B2:76	 T:nan
0.73	 C0:12	 C1:58	 C2:13	 T:23.00
0.75	 D0:13	 D1:265	 D2:82	 T:23.00

0.83	 A0:27	 A1:223	 A2:60	 T:22.60
0.78	 B0:68	 B1:188	 B2:76	 T:nan
0.80	 C0:12	 C1:58	 C2:14	 T:23.00
0.83	 D0:13	 D1:265	 D2:82	 T:23.00

0.90	 A0:28	 A1:223	 A2:60	 T:22.60
0.85	 B0:68	 B1:188	 B2:76	 T:nan
0.88	 C0:12	 C1:57	 C2:13	 T:23.00
0.90	 D0:13	 D1:265	 D2:82	 T:23.00

0.98	 A0:27	 A1:223	 A2:60	 T:22.60
0.92	 B0:67	 B1:188	 B2:76	 T:nan
0.95	 C0:12	 C1:58	 C2:13	 T:23.00
0.98	 D0:13	 D1:265	 D2:82	 T:23.00

1.06	 A0:28	 A1:223	 A2:60	 T:22.60
1.00	 B0:68	 B1:188	 B2:76	 T:nan
1.03	 C0:12	 C1:57	 C2:13	 T:23.00
1.06	 D0:13	 D1:265	 D2:82	 T:23.00

1.13	 A0:28	 A1:224	 A2:60	 T:22.60
1.07	 B0:67	 B1:188	 B2:76	 T:nan
1.10	 C0:12	 C1:57	 C2:13	 T:23.00
1.13	 D0:12	 D1:264	 D2:82	 T:23.00

