0.32	 A0:25	 A1:169	 A2:61	 T:22.20
0.41	 B0:72	 B1:137	 B2:90	 T:nan
0.50	 C0:12	 C1:55	 C2:14	 T:22.60
0.03	 D0:12	 D1:187	 D2:75	 T:nan

0.40	 A0:25	 A1:169	 A2:61	 T:22.20
0.49	 B0:72	 B1:137	 B2:93	 T:nan
0.58	 C0:12	 C1:55	 C2:15	 T:22.60
0.05	 D0:12	 D1:187	 D2:75	 T:nan

0.48	 A0:25	 A1:170	 A2:61	 T:22.20
0.56	 B0:72	 B1:137	 B2:82	 T:nan
0.65	 C0:13	 C1:55	 C2:14	 T:22.60
0.12	 D0:13	 D1:187	 D2:75	 T:nan

0.56	 A0:25	 A1:169	 A2:61	 T:22.20
0.63	 B0:72	 B1:137	 B2:97	 T:nan
0.73	 C0:12	 C1:55	 C2:14	 T:22.60
0.19	 D0:12	 D1:187	 D2:75	 T:nan

0.63	 A0:25	 A1:169	 A2:61	 T:22.20
0.70	 B0:72	 B1:137	 B2:94	 T:nan
0.80	 C0:12	 C1:55	 C2:15	 T:22.60
0.27	 D0:12	 D1:187	 D2:76	 T:nan

0.71	 A0:25	 A1:170	 A2:61	 T:22.20
0.78	 B0:72	 B1:137	 B2:80	 T:nan
0.88	 C0:12	 C1:55	 C2:14	 T:22.60
0.34	 D0:12	 D1:187	 D2:75	 T:nan

0.79	 A0:25	 A1:170	 A2:61	 T:22.20
0.85	 B0:72	 B1:137	 B2:96	 T:nan
0.95	 C0:12	 C1:55	 C2:14	 T:22.60
0.41	 D0:12	 D1:187	 D2:75	 T:nan

0.86	 A0:25	 A1:169	 A2:61	 T:22.20
0.92	 B0:72	 B1:137	 B2:91	 T:nan
1.03	 C0:12	 C1:55	 C2:14	 T:22.60
0.49	 D0:13	 D1:187	 D2:75	 T:nan

0.94	 A0:25	 A1:170	 A2:61	 T:22.20
1.00	 B0:72	 B1:137	 B2:89	 T:nan
1.10	 C0:12	 C1:55	 C2:15	 T:22.60
0.56	 D0:12	 D1:187	 D2:75	 T:nan

1.02	 A0:25	 A1:169	 A2:61	 T:22.20
1.07	 B0:72	 B1:137	 B2:93	 T:nan
1.18	 C0:12	 C1:55	 C2:15	 T:22.60
0.63	 D0:12	 D1:187	 D2:75	 T:nan

1.10	 A0:25	 A1:169	 A2:61	 T:22.20
1.14	 B0:72	 B1:137	 B2:83	 T:nan
1.25	 C0:12	 C1:55	 C2:15	 T:22.60
0.70	 D0:13	 D1:187	 D2:76	 T:nan

1.17	 A0:25	 A1:169	 A2:61	 T:22.20
1.21	 B0:72	 B1:137	 B2:97	 T:nan
1.33	 C0:12	 C1:55	 C2:15	 T:22.60
0.78	 D0:13	 D1:187	 D2:75	 T:nan

1.25	 A0:25	 A1:169	 A2:61	 T:22.20
1.29	 B0:72	 B1:137	 B2:94	 T:nan
1.40	 C0:12	 C1:55	 C2:15	 T:22.60
0.85	 D0:13	 D1:187	 D2:75	 T:nan

1.33	 A0:25	 A1:170	 A2:61	 T:22.20
1.36	 B0:72	 B1:137	 B2:79	 T:nan
1.48	 C0:12	 C1:55	 C2:15	 T:22.60
0.92	 D0:13	 D1:187	 D2:75	 T:nan

1.40	 A0:24	 A1:169	 A2:61	 T:22.20
1.43	 B0:72	 B1:137	 B2:97	 T:nan
1.55	 C0:12	 C1:55	 C2:14	 T:22.60
1.00	 D0:13	 D1:187	 D2:75	 T:nan

1.48	 A0:25	 A1:169	 A2:61	 T:22.20
1.51	 B0:72	 B1:137	 B2:92	 T:nan
1.63	 C0:12	 C1:55	 C2:14	 T:22.60
1.07	 D0:12	 D1:187	 D2:75	 T:nan

1.56	 A0:25	 A1:169	 A2:61	 T:22.20
1.58	 B0:72	 B1:137	 B2:88	 T:nan
1.70	 C0:12	 C1:55	 C2:14	 T:22.60
1.14	 D0:12	 D1:187	 D2:75	 T:nan

1.63	 A0:25	 A1:170	 A2:61	 T:22.20
1.65	 B0:72	 B1:137	 B2:94	 T:nan
1.77	 C0:12	 C1:55	 C2:15	 T:22.60
