0.21	 A0:31	 A1:184	 A2:73	 T:23.40
0.03	 B0:91	 B1:131	 B2:76	 T:nan
0.20	 C0:18	 C1:79	 C2:20	 T:23.40
0.21	 D0:13	 D1:195	 D2:76	 T:23.00

0.29	 A0:31	 A1:184	 A2:72	 T:23.40
0.05	 B0:91	 B1:131	 B2:76	 T:nan
0.28	 C0:18	 C1:79	 C2:20	 T:23.40
0.29	 D0:13	 D1:196	 D2:76	 T:23.00

0.36	 A0:31	 A1:184	 A2:72	 T:23.40
0.12	 B0:91	 B1:131	 B2:76	 T:nan
0.35	 C0:19	 C1:78	 C2:20	 T:23.40
0.36	 D0:13	 D1:195	 D2:76	 T:23.00

0.44	 A0:31	 A1:184	 A2:72	 T:23.40
0.19	 B0:91	 B1:131	 B2:76	 T:nan
0.43	 C0:18	 C1:79	 C2:20	 T:23.40
0.44	 D0:13	 D1:195	 D2:76	 T:23.00

0.52	 A0:31	 A1:184	 A2:72	 T:23.40
0.27	 B0:91	 B1:131	 B2:76	 T:nan
0.50	 C0:19	 C1:79	 C2:20	 T:23.40
0.52	 D0:13	 D1:195	 D2:76	 T:23.00

0.59	 A0:31	 A1:184	 A2:72	 T:23.40
0.34	 B0:91	 B1:131	 B2:76	 T:nan
0.58	 C0:19	 C1:79	 C2:20	 T:23.40
0.59	 D0:13	 D1:195	 D2:76	 T:23.00

0.67	 A0:31	 A1:184	 A2:73	 T:23.40
0.41	 B0:91	 B1:131	 B2:76	 T:nan
0.65	 C0:18	 C1:79	 C2:20	 T:23.40
0.67	 D0:13	 D1:195	 D2:76	 T:23.00

0.75	 A0:31	 A1:184	 A2:72	 T:23.40
0.49	 B0:91	 B1:131	 B2:76	 T:nan
0.73	 C0:19	 C1:79	 C2:20	 T:23.40
0.75	 D0:13	 D1:196	 D2:76	 T:23.00

0.83	 A0:31	 A1:184	 A2:72	 T:23.40
0.56	 B0:91	 B1:131	 B2:76	 T:nan
0.80	 C0:19	 C1:79	 C2:20	 T:23.40
0.83	 D0:13	 D1:195	 D2:76	 T:23.00

0.90	 A0:31	 A1:184	 A2:72	 T:23.40
0.63	 B0:91	 B1:131	 B2:76	 T:nan
0.88	 C0:19	 C1:79	 C2:20	 T:23.40
0.90	 D0:13	 D1:195	 D2:76	 T:23.00

0.98	 A0:31	 A1:184	 A2:72	 T:23.40
0.70	 B0:91	 B1:131	 B2:76	 T:nan
0.95	 C0:19	 C1:79	 C2:20	 T:23.40
0.98	 D0:13	 D1:195	 D2:76	 T:23.00

1.06	 A0:31	 A1:184	 A2:73	 T:23.40
0.78	 B0:91	 B1:131	 B2:76	 T:nan
1.03	 C0:19	 C1:79	 C2:20	 T:23.40
1.06	 D0:13	 D1:196	 D2:76	 T:23.00

1.13	 A0:30	 A1:184	 A2:72	 T:23.40
0.85	 B0:91	 B1:131	 B2:76	 T:nan
1.10	 C0:18	 C1:79	 C2:20	 T:23.40
1.13	 D0:13	 D1:195	 D2:76	 T:23.00

1.21	 A0:31	 A1:184	 A2:72	 T:23.40
0.92	 B0:91	 B1:131	 B2:76	 T:nan
1.18	 C0:19	 C1:79	 C2:20	 T:23.40
