0.03	 A0:26	 A1:188	 A2:67	 T:23.80
0.06	 B0:88	 B1:138	 B2:78	 T:23.80
0.06	 C0:14	 C1:71	 C2:17	 T:24.10
0.06	 D0:16	 D1:200	 D2:82	 T:23.40

0.06	 A0:25	 A1:188	 A2:67	 T:23.80
0.13	 B0:89	 B1:138	 B2:78	 T:23.80
0.13	 C0:15	 C1:71	 C2:17	 T:24.10
0.13	 D0:16	 D1:199	 D2:82	 T:23.40

0.13	 A0:26	 A1:188	 A2:66	 T:23.80
0.21	 B0:89	 B1:138	 B2:78	 T:23.80
0.20	 C0:15	 C1:71	 C2:17	 T:24.10
0.21	 D0:16	 D1:200	 D2:83	 T:23.40

0.21	 A0:25	 A1:188	 A2:67	 T:23.80
0.29	 B0:89	 B1:138	 B2:78	 T:23.80
0.28	 C0:15	 C1:71	 C2:17	 T:24.10
0.29	 D0:15	 D1:200	 D2:83	 T:23.40

0.29	 A0:26	 A1:188	 A2:67	 T:23.80
0.36	 B0:88	 B1:138	 B2:78	 T:23.80
0.35	 C0:14	 C1:71	 C2:18	 T:24.10
0.36	 D0:15	 D1:199	 D2:83	 T:23.40

0.36	 A0:25	 A1:188	 A2:67	 T:23.80
0.44	 B0:88	 B1:138	 B2:78	 T:23.80
0.43	 C0:15	 C1:71	 C2:17	 T:24.10
0.44	 D0:15	 D1:200	 D2:83	 T:23.40

0.44	 A0:26	 A1:188	 A2:67	 T:23.80
0.52	 B0:88	 B1:138	 B2:78	 T:23.80
0.50	 C0:15	 C1:71	 C2:18	 T:24.10
0.52	 D0:15	 D1:200	 D2:83	 T:23.40

0.52	 A0:25	 A1:188	 A2:67	 T:23.80
0.59	 B0:89	 B1:138	 B2:78	 T:23.80
0.58	 C0:15	 C1:71	 C2:17	 T:24.10
0.59	 D0:15	 D1:200	 D2:83	 T:23.40

0.59	 A0:26	 A1:188	 A2:67	 T:23.80
0.67	 B0:89	 B1:137	 B2:78	 T:23.80
0.65	 C0:15	 C1:71	 C2:17	 T:24.10
